id,x,y,z,displacement_x,displacement_y,displacement_z
1,0,-0.10000000000000001,-0.10000000000000001,0,0,0
2,0.25,-0.10000000000000001,-0.10000000000000001,-5.524487385436975e-05,-8.495421096802345e-06,-8.495421096802311e-06
3,0.5,-0.10000000000000001,-0.10000000000000001,-0.0001343994898820528,-5.412565113213268e-05,-5.41256511321326e-05
4,0.75,-0.10000000000000001,-0.10000000000000001,-0.0001973421057840685,-0.0001809930169062526,-0.0001809930169062525
5,1,-0.10000000000000001,-0.10000000000000001,-9.092018746712214e-05,-0.0003735658528630623,-0.0003735658528630622
6,0,1.1000000000000001,-0.10000000000000001,0,0,0
7,0.25,1.1000000000000001,-0.10000000000000001,-5.52448738543696e-05,8.495421096802319e-06,-8.495421096802333e-06
8,0.5,1.1000000000000001,-0.10000000000000001,-0.0001343994898820527,5.41256511321325e-05,-5.412565113213253e-05
9,0.75,1.1000000000000001,-0.10000000000000001,-0.0001973421057840686,0.0001809930169062524,-0.0001809930169062523
10,1,1.1000000000000001,-0.10000000000000001,-9.092018746712227e-05,0.0003735658528630621,-0.0003735658528630624
11,0,-0.10000000000000001,1.1000000000000001,0,0,0
12,0.25,-0.10000000000000001,1.1000000000000001,-5.524487385436975e-05,-8.495421096802331e-06,8.495421096802329e-06
13,0.5,-0.10000000000000001,1.1000000000000001,-0.0001343994898820528,-5.412565113213265e-05,5.412565113213268e-05
14,0.75,-0.10000000000000001,1.1000000000000001,-0.0001973421057840685,-0.0001809930169062525,0.0001809930169062525
15,1,-0.10000000000000001,1.1000000000000001,-9.092018746712227e-05,-0.0003735658528630623,0.0003735658528630623
16,0,1.1000000000000001,1.1000000000000001,0,0,0
17,0.25,1.1000000000000001,1.1000000000000001,-5.524487385436969e-05,8.495421096802331e-06,8.495421096802297e-06
18,0.5,1.1000000000000001,1.1000000000000001,-0.0001343994898820527,5.412565113213264e-05,5.412565113213263e-05
19,0.75,1.1000000000000001,1.1000000000000001,-0.0001973421057840684,0.0001809930169062525,0.0001809930169062525
20,1,1.1000000000000001,1.1000000000000001,-9.092018746712226e-05,0.0003735658528630623,0.0003735658528630623
21,1,0,0,0,-0.002101339855886624,-0.002101339855886631
22,1.25,0,0,-0.002085435729662537,-0.002065082332818849,-0.002065082332818855
23,1.5,0,0,-0.003999212428398344,-0.001898945717441878,-0.001898945717441884
24,1.75,0,0,-0.005463842349876943,-0.00143739726760964,-0.001437397267609642
25,2,0,0,-0.005928207015234102,0,0
26,1,1,0,0,0.00210133985588663,-0.002101339855886638
27,1.25,1,0,-0.002085435729662538,0.002065082332818851,-0.002065082332818855
28,1.5,1,0,-0.003999212428398341,0.001898945717441882,-0.00189894571744188
29,1.75,1,0,-0.005463842349876938,0.001437397267609642,-0.001437397267609638
30,2,1,0,-0.005928207015234093,0,0
31,1,0,1,0,-0.002101339855886629,0.002101339855886621
32,1.25,0,1,-0.002085435729662544,-0.002065082332818853,0.002065082332818846
33,1.5,0,1,-0.00399921242839835,-0.001898945717441875,0.001898945717441878
34,1.75,0,1,-0.005463842349876943,-0.001437397267609634,0.001437397267609639
35,2,0,1,-0.0059282070152341,0,0
36,1,1,1,0,0.002101339855886629,0.002101339855886621
37,1.25,1,1,-0.002085435729662546,0.00206508233281886,0.002065082332818849
38,1.5,1,1,-0.003999212428398354,0.001898945717441878,0.001898945717441872
39,1.75,1,1,-0.005463842349876941,0.001437397267609637,0.001437397267609634
40,2,1,1,-0.005928207015234097,0,0
41,0.125,-0.10000000000000001,-0.10000000000000001,-2.764719945866932e-05,-5.72989453942388e-07,-5.729894539423657e-07
42,0.25,0.5,-0.10000000000000001,-1.314071885117918e-05,-1.365905976792289e-20,3.523068852484843e-06
43,0.125,1.1000000000000001,-0.10000000000000001,-2.764719945866925e-05,5.729894539423805e-07,-5.729894539423854e-07
44,0,0.5,-0.10000000000000001,0,0,0
45,0,-0.10000000000000001,0.5,0,0,0
46,0.25,-0.10000000000000001,0.5,-1.314071885117922e-05,3.523068852484839e-06,1.709193023175348e-20
47,0.25,1.1000000000000001,0.5,-1.314071885117917e-05,-3.523068852484861e-06,0
48,0,1.1000000000000001,0.5,0,0,0
49,0.125,-0.10000000000000001,1.1000000000000001,-2.76471994586693e-05,-5.729894539423746e-07,5.729894539423742e-07
50,0.25,0.5,1.1000000000000001,-1.314071885117923e-05,0,-3.523068852484841e-06
51,0.125,1.1000000000000001,1.1000000000000001,-2.764719945866926e-05,5.729894539423773e-07,5.729894539423642e-07
52,0,0.5,1.1000000000000001,0,0,0
53,0.375,-0.10000000000000001,-0.10000000000000001,-9.473610749756143e-05,-2.353243390080799e-05,-2.353243390080795e-05
54,0.5,0.5,-0.10000000000000001,-3.177677996963309e-05,-2.234516280281521e-20,-3.986012592607722e-05
55,0.375,1.1000000000000001,-0.10000000000000001,-9.473610749756125e-05,2.353243390080789e-05,-2.353243390080791e-05
56,0.5,-0.10000000000000001,0.5,-3.177677996963311e-05,-3.986012592607733e-05,1.313970333709402e-20
57,0.5,1.1000000000000001,0.5,-3.177677996963304e-05,3.986012592607722e-05,-3.492932159106525e-20
58,0.375,-0.10000000000000001,1.1000000000000001,-9.473610749756144e-05,-2.353243390080798e-05,2.353243390080799e-05
59,0.5,0.5,1.1000000000000001,-3.177677996963311e-05,-2.199148393563996e-20,3.986012592607735e-05
60,0.375,1.1000000000000001,1.1000000000000001,-9.473610749756134e-05,2.353243390080797e-05,2.353243390080795e-05
61,0.625,-0.10000000000000001,-0.10000000000000001,-0.0001703345794642581,-0.0001047145807529829,-0.0001047145807529828
62,0.75,0.5,-0.10000000000000001,-3.240647030927606e-05,-4.591532367403128e-20,-0.000171443806731545
63,0.625,1.1000000000000001,-0.10000000000000001,-0.000170334579464258,0.0001047145807529827,-0.0001047145807529827
64,0.75,-0.10000000000000001,0.5,-3.240647030927606e-05,-0.0001714438067315451,3.412232903380138e-20
65,0.75,1.1000000000000001,0.5,-3.240647030927602e-05,0.000171443806731545,-3.603309202354414e-20
66,0.625,-0.10000000000000001,1.1000000000000001,-0.0001703345794642581,-0.0001047145807529828,0.0001047145807529829
67,0.75,0.5,1.1000000000000001,-3.2406470309276e-05,-5.303195889218e-20,0.0001714438067315451
68,0.625,1.1000000000000001,1.1000000000000001,-0.0001703345794642581,0.0001047145807529829,0.0001047145807529829
69,0.875,-0.10000000000000001,-0.10000000000000001,-0.0001691762631565105,-0.0002811455996565878,-0.0002811455996565877
70,1,0.5,-0.10000000000000001,9.51066939698171e-05,-6.316853538507395e-20,-0.0003690026209569823
71,0.875,1.1000000000000001,-0.10000000000000001,-0.0001691762631565107,0.0002811455996565877,-0.0002811455996565877
72,1,-0.10000000000000001,0.5,9.510669396981707e-05,-0.0003690026209569823,8.451075666337255e-20
73,1,1.1000000000000001,0.5,9.51066939698171e-05,0.0003690026209569822,0
74,0.875,-0.10000000000000001,1.1000000000000001,-0.0001691762631565107,-0.0002811455996565877,0.0002811455996565877
75,1,0.5,1.1000000000000001,9.510669396981722e-05,-8.727775702492694e-20,0.0003690026209569822
76,0.875,1.1000000000000001,1.1000000000000001,-0.0001691762631565107,0.0002811455996565878,0.000281145599656588
77,1.125,0,0,-0.001041846198452763,-0.002082147281002227,-0.002082147281002235
78,1.25,0.5,0,-0.002311104210381258,2.409140109718746e-18,-0.002328355732740091
79,1.125,1,0,-0.001041846198452766,0.002082147281002231,-0.002082147281002237
80,1,0.5,0,0,-1.808750157210628e-19,-0.002302759035701154
81,1,0,0.5,0,-0.002302759035701145,-7.327440982714979e-18
82,1.25,0,0.5,-0.00231110421038126,-0.002328355732740085,-6.268541305156967e-18
83,1.25,1,0.5,-0.002311104210381263,0.00232835573274009,-8.972963021655063e-18
84,1,1,0.5,0,0.002302759035701149,-6.282719250332491e-18
85,1.125,0,1,-0.001041846198452767,-0.002082147281002233,0.002082147281002224
86,1.25,0.5,1,-0.002311104210381265,-3.105899709114605e-20,0.002328355732740086
87,1.125,1,1,-0.001041846198452766,0.002082147281002237,0.002082147281002226
88,1,0.5,1,0,1.012156891050597e-18,0.002302759035701141
89,1.375,0,0,-0.00305029877264624,-0.001999247223158232,-0.001999247223158239
90,1.5,0.5,0,-0.004566312395454679,3.083059048792782e-18,-0.002313014606456188
91,1.375,1,0,-0.003050298772646239,0.001999247223158235,-0.001999247223158238
92,1.5,0,0.5,-0.004566312395454684,-0.002313014606456184,-1.507253807941823e-18
93,1.5,1,0.5,-0.004566312395454686,0.002313014606456186,-1.315674635326135e-18
94,1.375,0,1,-0.003050298772646247,-0.001999247223158235,0.001999247223158231
95,1.5,0.5,1,-0.00456631239545469,3.669520599077312e-18,0.00231301460645618
96,1.375,1,1,-0.003050298772646252,0.001999247223158239,0.00199924722315823
97,1.625,0,0,-0.004803357953903009,-0.001750878702957883,-0.001750878702957887
98,1.75,0.5,0,-0.006499670329636118,2.789193734796016e-18,-0.00179202665577113
99,1.625,1,0,-0.004803357953903005,0.001750878702957887,-0.001750878702957882
100,1.75,0,0.5,-0.006499670329636122,-0.001792026655771128,4.990113006994738e-19
101,1.75,1,0.5,-0.006499670329636116,0.001792026655771128,-9.956105070405356e-20
102,1.625,0,1,-0.004803357953903012,-0.001750878702957878,0.001750878702957883
103,1.75,0.5,1,-0.006499670329636121,2.468845854446564e-18,0.001792026655771125
104,1.625,1,1,-0.004803357953903012,0.001750878702957881,0.001750878702957876
105,1.875,0,0,-0.00594494717093415,-0.0009184976633282793,-0.0009184976633282806
106,2,0.5,0,-0.007248896194336925,0,0
107,1.875,1,0,-0.005944947170934142,0.0009184976633282809,-0.0009184976633282788
108,2,0,0.5,-0.007248896194336929,0,0
109,2,1,0.5,-0.00724889619433692,0,0
110,1.875,0,1,-0.005944947170934146,-0.0009184976633282762,0.0009184976633282787
111,2,0.5,1,-0.007248896194336924,0,0
112,1.875,1,1,-0.005944947170934147,0.0009184976633282777,0.0009184976633282767
