stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,le11,le22,le33,le12_engineering,le13_engineering,le23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,pe11,pe22,pe33,pe12_engineering,pe13_engineering,pe23_engineering,peeq,ce11,ce22,ce33,ce12_engineering,ce13_engineering,ce23_engineering,ceeq,ivol_m3
12,0.012,1,1,0.5072,0.5,0.4932947629579553,600,265720217.6485046,132328745.4753436,0.0003480315208435059,4.749827123612441e-27,1.775432988864174e-09,1.640440432275783e-09,0.01429730470082439,0,-0.01350120658193966,0,0,0,0.001130107970028986,0.0002630634009034393,-0.0005970734446840323,6.174775260696174e-38,2.308062885523426e-20,2.132572561958517e-20,0.01316613939734329,-0.0002630329977628024,-0.01290310639958049,-4.838401666969399e-35,8.693596506219724e-20,3.399542318940629e-20,0.01506053612908136,1.055642073830357e-06,-3.040314063727459e-08,-1.025238933193082e-06,-3.123918058833513e-39,6.52270508234919e-24,4.15291893903945e-24,1.203261217983222e-06,1.0007964150891
13,0.013,1,1,0.5078,0.5,0.4927165000321336,600,268833220.69117,133881890.9173076,0.0003471076488494873,5.127533307008797e-27,-1.028053121774672e-09,-1.084287512727614e-09,0.01547957084838637,0,-0.01467414042929691,0,0,0,0.001143343267079368,0.0002661596235492621,-0.0006040726674109807,6.665793299111436e-38,-1.336469058307075e-20,-1.409573766545898e-20,0.01433506067693811,-0.0002661289305705825,-0.01406893174636753,-4.829295170107113e-35,6.766600026809901e-20,1.447669316005959e-20,0.01640850627758877,1.165075280851335e-06,-3.069297868008469e-08,-1.134382302171251e-06,-3.115393857428114e-39,4.73816991534934e-24,2.335814935905595e-24,1.329456795816182e-06,1.00080575486527
14,0.014,1,1,0.5084,0.5,0.4921395951249695,600,271942537.1987926,135431687.4031761,0.0003463029861450195,5.657559088130016e-27,1.357781499534865e-09,-4.67485679914924e-10,0.01666044089310717,0,-0.01584569224480799,0,0,0,0.00115656515488868,0.000269244631217172,-0.0006110613369012221,7.354826814569019e-38,1.765115949395324e-20,-6.077313838894013e-21,0.01550259542260056,-0.0002692136389605978,-0.01523338178363996,-4.819782698057893e-35,9.249251066323395e-20,6.459047204171218e-21,0.01775488185348596,1.278349307611386e-06,-3.09922565748246e-08,-1.247357051036562e-06,-3.106167228212784e-39,7.122098128009588e-24,1.557944259307773e-24,1.460081930168586e-06,1.000815080646138
15,0.015,1,1,0.509,0.5,0.4915640442524517,600,275048175.6556591,136978959.1019707,0.0003455281257629395,6.265138549425364e-27,5.895791964502741e-10,1.609312412326457e-09,0.01783991812833102,0,-0.01701586365650934,0,0,0,0.001169772439624822,0.0002723225320258467,-0.0006180407021347179,8.144680114252976e-38,7.664529553853565e-21,2.092106136024395e-20,0.0166687480371746,-0.0002722912304691131,-0.01639645680670549,-4.809602962373869e-35,1.024781370407037e-19,3.452697197254537e-20,0.01909966557868151,1.395548483764241e-06,-3.130155673401925e-08,-1.364246927030223e-06,-3.09584600902657e-39,8.125660757963594e-24,4.363203039326374e-24,1.595233661363096e-06,1.000824394097992
16,0.016,1,1,0.5096000000000001,0.5,0.4909898430108121,600,278150144.4873157,138524083.6434754,0.0003442466259002686,6.948191443396763e-27,2.084482766130971e-09,-2.946379230403833e-09,0.01901800583576195,0,-0.01818465717399452,0,0,0,0.001182964596970849,0.0002753952014858871,-0.0006250113421944657,9.032648876415794e-38,2.709827595970262e-20,-3.830292999524983e-20,0.0178335222417389,-0.0002753635802128899,-0.01755815866152602,-4.797723120635864e-35,1.391402565284363e-19,-1.65088438386009e-20,0.02044286067159612,1.516757749555655e-06,-3.162127299768508e-08,-1.485136476557971e-06,-3.083601411235232e-39,1.190389114589036e-23,-9.103071026386302e-25,1.735009843209181e-06,1.00083369599324
17,0.017,1,1,0.5102,0.5,0.490416986818646,600,281248452.0814965,140067236.4525141,0.0003429651260375977,7.595312737456617e-27,-9.215498562087184e-10,5.404014990549987e-10,0.02019470728551925,0,-0.01935207569975745,0,0,0,0.001196141405728197,0.0002784635041398111,-0.0006319735327993015,9.873906558693598e-38,-1.198014813071334e-20,7.025219487714981e-21,0.01899692144201336,-0.0002784315524281226,-0.01871848988958524,-4.785836312198616e-35,1.21993614707641e-19,-6.642133155071616e-21,0.02178447056781835,1.642062700892656e-06,-3.195171168892908e-08,-1.610110989203728e-06,-3.070637833982943e-39,1.010100685590594e-23,1.302811235550147e-25,1.879509136933732e-06,1.000842986699493
18,0.018,1,1,0.5108,0.5,0.4898454710257191,600,284343106.7925963,141608500.7518476,0.0003417432308197021,8.336292191321412e-27,-4.085009112501879e-10,2.395470015188593e-10,0.02137002573619255,0,-0.02051812230923298,0,0,0,0.001209302782834697,0.000281527843569831,-0.0006389274113149568,1.083717984871782e-37,-5.310511846252437e-21,3.11411101974517e-21,0.02015894889337755,-0.0002814955504310772,-0.01987745334294647,-4.772508256391361e-35,1.153247215504986e-19,-2.731460460721874e-21,0.02312449879439537,1.771549607284304e-06,-3.229313875429402e-08,-1.739256468530011e-06,-3.055717004491647e-39,9.357879537389474e-24,5.660547436249718e-25,2.028831004789127e-06,1.000852266399749
19,0.019,1,1,0.5114,0.5,0.4892752909621672,600,287434116.9427364,143147917.4311633,0.0003403425216674805,9.055541091035556e-27,-2.046535015329884e-09,1.06894503752156e-10,0.02254396443489444,0,-0.02168280015111048,0,0,0,0.001222448708566427,0.0002845884117412012,-0.0006458730515591477,1.177220341834622e-37,-2.660495519928848e-20,1.389628548778028e-21,0.0213196077757177,-0.0002845557659393092,-0.02103505200977839,-4.758226280626193e-35,8.014229015668608e-20,-1.007176698414696e-21,0.02446294891288444,1.905305417218653e-06,-3.264580189253835e-08,-1.872659615326115e-06,-3.039148603323596e-39,5.363207188215405e-24,7.647634035880388e-25,2.183075703536681e-06,1.000861535192209
20,0.02,1,1,0.512,0.5,0.4887064419608582,600,290521490.8221122,144685507.8091725,0.0003390610218048096,9.752742977232222e-27,-9.192377544426555e-10,4.801357555837128e-11,0.02371652661731606,0,-0.0228461124018629,0,0,0,0.001235579192396293,0.0002876453028121852,-0.0006528104979452314,1.267856587040189e-37,-1.195009080775452e-20,6.241764822588265e-22,0.0224789012276224,-0.000287612292871181,-0.02219128893475122,-4.743035732091501e-35,6.548917146337431e-20,-2.418158131085034e-22,0.02579982449339711,2.043417757694509e-06,-3.300994100468008e-08,-2.01040781668983e-06,-3.020946628243139e-39,3.617508966010522e-24,8.559446165972543e-25,2.342344277896576e-06,1.000870793135838
21,0.021,1,1,0.5125999999999999,0.5,0.4881389193675862,600,293605236.6891888,146221284.0928359,0.0003373622894287109,1.044730363442369e-26,-4.155615108718948e-10,1.908621865561874e-09,0.02488771550777888,0,-0.02400806224488104,0,0,0,0.001248694257306184,0.00029069856542989,-0.0006597397811713505,1.358149472475079e-37,-5.402299641334631e-21,2.481208425230436e-20,0.02363683236212712,-0.0002906651796367347,-0.02334616718249038,-4.727148942304422e-35,5.894218632044582e-20,3.101506597752562e-20,0.02713512910270892,2.185974931027414e-06,-3.338579315584356e-08,-2.152589137871571e-06,-3.001141305446591e-39,2.81148547461557e-24,4.665104308508704e-24,2.506738554006366e-06,1.000880040271299
22,0.022,1,1,0.5132,0.5,0.4875727185457133,600,296685362.7708662,147755254.2151293,0.000335991382598877,1.111110561791342e-26,-1.890590371475166e-10,8.68324430298507e-10,0.0260575343192896,0,-0.02516865286085141,0,0,0,0.001261793932531133,0.0002937482269188433,-0.0006666609254773138,1.444443730328745e-37,-2.457767482917717e-21,1.128821759388059e-20,0.0247934042740277,-0.0002937144533239021,-0.0244996898207038,-4.710281096856034e-35,5.599802859533368e-20,4.453721291077277e-20,0.02846886629879572,2.333065910387392e-06,-3.377359494176539e-08,-2.299292315445627e-06,-2.979539253021965e-39,2.437052169845657e-24,6.384829485123422e-24,2.676361132907541e-06,1.00088927663064
23,0.023,1,1,0.5138,0.5,0.4870078348782603,600,299761877.2626313,149287424.0872159,0.0003340542316436768,1.176269807188975e-26,-8.655081899625262e-11,-1.513337213239767e-09,0.02722598625359153,0,-0.02632788742330419,0,0,0,0.001274878250181832,0.0002967943045416315,-0.0006735739520231013,1.529150749345667e-37,-1.125160646951284e-21,-1.967338377211697e-20,0.02594862004331583,-0.0002967601309580117,-0.02565185991235782,-4.692497111640374e-35,5.46655967475696e-20,1.992749287491793e-20,0.02980103962832564,2.484780334753754e-06,-3.417358362037317e-08,-2.450606751133381e-06,-2.956140701862409e-39,2.262063967498398e-24,3.202354549041953e-24,2.85131538406912e-06,1.000898502241801
24,0.024,1,1,0.5144,0.5,0.4864442637688192,600,302834788.3287156,150817798.6536383,0.0003323554992675781,1.240618432302378e-26,-3.986708981916718e-11,-6.970742889160895e-10,0.02839307450121783,0,-0.02748576909655526,0,0,0,0.001287947243662622,0.0002998368107746196,-0.0006804788804718686,1.61280396199309e-37,-5.182721676491733e-22,-9.061965755909159e-21,0.02710248273681887,-0.000299802224776968,-0.02680268051204191,-4.674132116970599e-35,5.405879053246202e-20,9.317513244485605e-21,0.03113165262551908,2.641208503611059e-06,-3.458599765219074e-08,-2.606622505958869e-06,-2.931038301169193e-39,2.1797997729673e-24,1.763968773553274e-24,3.031705438952327e-06,1.000907717130722
25,0.025,1,1,0.515,0.5,0.4858820006419166,600,305904104.1022443,152346382.3898174,0.0003305375576019287,1.303589198814536e-26,-1.847508767342074e-11,-2.25738331409066e-09,0.02955880224154443,0,-0.02864230103476287,0,0,0,0.001301000946926,0.0003028757557952246,-0.0006873757297364401,1.694665958458897e-37,-2.401761397544697e-22,-2.934598308317859e-20,0.02825499540900309,-0.0003028407447182691,-0.02795215466428483,-4.654926794168951e-35,5.378073340387781e-20,-2.609369206123184e-20,0.03246070881164597,2.802441371540401e-06,-3.501107695606338e-08,-2.767430294584338e-06,-2.904079672101845e-39,2.140900462467864e-24,-3.128383810420473e-24,3.217636184618105e-06,1.000916921322348
26,0.026,1,1,0.515,0.5066666666666667,0.4855400802161648,600,65225206.77979922,41046019.01082098,0.1008726730942726,156963200.9290093,-6.084529144381104e-13,3.018259209065838e-10,0.02951523476691763,4.356747462682699e-05,-0.02934625958503568,0.01333100851720826,8.926507343838935e-19,5.778082965414944e-21,0.000264557005231456,0.000107392284733097,-0.0001594068381815673,0.002040521612077123,-7.909887887695438e-24,3.923736971785591e-21,0.02929016668569982,-0.000106125615646406,-0.02918404107005341,0.01128668822165586,5.390633683151938e-20,-3.253732581720987e-21,0.03890123066909592,2.836821070659028e-06,-2.838378798673395e-08,-2.808437282672294e-06,4.001349412476234e-07,2.159713555216803e-24,-2.267539765520031e-24,3.43202803264235e-06,1.0002125652453
27,0.027,1,1,0.515,0.5133333333333333,0.4854592783056743,600,13000375.17881712,10055645.90185551,-8.745118975639343e-06,168787155.0641332,-6.882638689689829e-10,-7.19865813992784e-10,0.0293845474066159,0.0001742548349284558,-0.0295126899950413,0.02665971690500695,8.808166317550615e-19,9.046654250582123e-19,4.991840704131548e-05,3.077766674106501e-05,-3.458403162105266e-05,0.002194233015833732,-8.947430296596766e-21,-9.358255581906178e-21,0.02941730284974545,5.798156773961702e-05,-0.02947528441748506,0.02445896754590714,-2.183743332626509e-21,-5.98003926683933e-20,0.04629312162900506,2.840936291558955e-06,-2.263025836414921e-08,-2.818306033194806e-06,8.706696710735847e-07,4.901148508035842e-26,-4.304671870420105e-24,3.682501488658628e-06,1.000046113309689
28,0.028,1,1,0.515,0.52,0.4854419313873634,600,2485997.626645401,2703202.259738199,-5.51808625459671e-08,177473115.5730447,-6.210709540286018e-10,-5.875996530229716e-10,0.02916678533577075,0.0003920169057736273,-0.02954842363743401,0.03998382662110923,8.747699264495857e-19,9.103447745322961e-19,8.375184743619789e-06,9.787014858722981e-06,-7.783799829575683e-06,0.00230715050244958,-8.073922402371832e-21,-7.638795489298639e-21,0.0292851070647261,0.0002527087751228083,-0.02953781583984891,0.03766858939860426,-4.978705143891849e-20,-1.040545899591531e-19,0.0537017302975673,2.836253074285443e-06,-1.549522489901538e-08,-2.820757849386427e-06,1.410784091938994e-06,-1.950587658143247e-24,-6.104281604492647e-24,3.97298819125227e-06,1.000010378657969
29,0.029,1,1,0.515,0.5266666666666666,0.4854380690529027,600,224014.2841052803,987006.5699969344,-7.566995918750763e-10,186034051.2614925,-6.040916916583596e-10,-6.339728559773044e-11,0.02886202379428707,0.0006967784472573461,-0.02955637999549835,0.05330104229501047,8.686510268377535e-19,9.159451380199459e-19,-3.604384344689973e-07,4.599011423826752e-06,-1.816531281153327e-06,0.002418442666399403,-7.853191991558675e-21,-8.241647127704953e-22,0.02903389227010211,0.0005178465676776335,-0.02955173883777975,0.05087414608687855,-9.316958212889132e-20,-1.094651942627582e-19,0.06111083758323745,2.826722804514753e-06,-5.336272980131613e-09,-2.821386531534621e-06,2.027040217107744e-06,-4.025374786568644e-24,-6.337521338595234e-24,4.307540671091262e-06,1.00000242224898
30,0.03,1,1,0.515,0.5333333333333333,0.4854371772614823,600,-313089.8961998229,605567.2746960828,-0.3062499141524313,194589457.4805998,-5.372665862666532e-10,-2.435219586801165e-11,0.02847036800898245,0.001088434232561823,-0.02955821708306212,0.06660907330772672,8.92220591474567e-19,2.887433576696747e-20,-2.473799933668375e-06,3.497471677155031e-06,-4.387175989939632e-07,0.002529662947247801,-6.984465621466498e-21,-3.165785462841521e-22,0.02868988692508247,0.0008650666478217572,-0.02955495357290422,0.06407184534693251,-1.299331932281577e-19,-1.125914593098953e-19,0.06851989884126035,2.812784967487276e-06,8.767685441077176e-09,-2.821552652928353e-06,2.726666689588644e-06,-6.011136275775893e-24,-6.485258000965146e-24,4.690403810594859e-06,1.000000585158654
31,0.031,1,1,0.515,0.54,0.4854369641459083,600,-471775.0294387913,544743.1583322561,-0.01763306181601365,203144557.0164051,-5.526292373637713e-10,-1.646590778526241e-10,0.02799195308481203,0.001566849156733018,-0.02955865610098476,0.07990563536417318,8.919391448758129e-19,3.463820323127883e-20,-3.175989858242752e-06,3.431378362269067e-06,-1.094522815055065e-07,0.002640879241213271,-7.184180085729032e-21,-2.140568012084117e-21,0.0282583604620243,0.001297361348950661,-0.02955572181097496,0.07725938142743916,-1.665335955789746e-19,-1.253387754266679e-19,0.07592889859910895,2.794098444654819e-06,2.749937699347531e-08,-2.821597821648294e-06,3.517237765197687e-06,-8.235399384364568e-24,-7.21891029924528e-24,5.12601751922803e-06,1.000000146140571
32,0.032,1,1,0.515,0.5466666666666666,0.4854369115299779,599.9999999999999,-544691.7563643167,563465.465378514,-0.001079373702850717,211699570.0460061,-7.096844809713877e-10,-9.522557631617824e-10,0.02742694386539424,0.002131858376150039,-0.02955876448979048,0.09318845205575492,8.499977960242586e-19,9.323922709664122e-19,-3.568656978270293e-06,3.634364963058109e-06,-2.81605689181651e-08,0.002752094410598079,-9.225898252628045e-21,-1.237932492110316e-20,0.02774048751739821,0.001815423961475267,-0.02955591147887348,0.09043451497476857,-2.139422759564236e-19,-1.880062453241753e-19,0.08333783363672229,2.770106831459185e-06,5.150361091453573e-08,-2.82161044237372e-06,4.406652382321235e-06,-1.142222015210719e-23,-1.138784599749609e-23,5.61901678552946e-06,1.000000037751754
33,0.033,1,1,0.515,0.5533333333333333,0.4854368981319163,600,-598456.8072889862,603430.5122687742,-7.02165275470179e-05,220254496.7637357,-5.622985489746212e-10,-1.074438799623013e-09,0.02677553476313685,0.002783267478407216,-0.02955879208979673,0.1064552564107723,8.436904386970841e-19,9.37759454912105e-19,-3.897429804742765e-06,3.914837772382679e-06,-7.460557820764599e-09,0.00286330845792856,-7.309881136670075e-21,-1.396770439509917e-20,0.02713660121743151,0.002419358557839823,-0.02955595977527133,0.1035950112353395,-2.501317069104438e-19,-2.554275003630485e-19,0.09074669947339219,2.740161731901267e-06,8.145232976837245e-08,-2.821614061669638e-06,5.403131113124028e-06,-1.411628869156819e-23,-1.640694572900289e-23,6.174231647814042e-06,1.000000010151748
34,0.034,1,1,0.515,0.5600000000000001,0.4854368946185316,600,-648871.0719073056,650225.9905665852,-4.843909493956744e-06,228809330.2966802,-7.040720740462655e-10,-7.879705591134482e-10,0.02603794955930078,0.003520852682243277,-0.02955879932736926,0.1197037924302928,-7.921747877771691e-35,7.513769210408837e-35,-4.21969434537914e-06,4.224436560701151e-06,-2.032378013137082e-09,0.002974521293856843,-9.152936962601451e-21,-1.024361726847483e-20,0.02644686091410314,0.003109111525856472,-0.02955597243995961,0.1167386376624562,-2.923738727275345e-19,-3.046974343986951e-19,0.09815549111290618,2.703549966191732e-06,1.180651595117606e-07,-2.821615125703492e-06,6.515214522979848e-06,-1.766528890293596e-23,-2.044187451002465e-23,6.796687166690629e-06,1.000000002914175
35,0.035,1,1,0.515,0.5666666666666667,0.4854368936710783,600,-699823.6498887078,700202.6916776728,-3.517646263162533e-07,237364064.0199834,-2.726854180230846e-10,1.062372480229366e-09,0.02521444117441948,0.004344361067124332,-0.02955880127912291,0.1329318166071462,-2.170804182761859e-35,2.03630092853642e-35,-4.549422286959515e-06,4.550748933221946e-06,-5.685626852071923e-10,0.003085732832259778,-3.544910434300096e-21,1.381084224298173e-20,0.02567139699127611,0.003884578863932222,-0.02955597585520833,0.129863164195429,-3.008960198238223e-19,-2.469861840786321e-19,0.1055642033037379,2.659498653834708e-06,1.621167922094472e-07,-2.821615446044153e-06,7.751761640204279e-06,-1.870096074695456e-23,-1.495696741073125e-23,7.491603397188254e-06,1.000000000962421
36,0.036,1,1,0.515,0.5733333333333334,0.4854368934086717,600,-752304.5398642495,752413.302860593,-2.748794969420487e-08,245918691.268762,-2.039862378415801e-11,1.426687149099753e-10,0.02430529140954077,0.005253510832003497,-0.02955880181968061,0.1461370994257811,-6.108409526964595e-36,5.668114962917842e-36,-4.890142653612097e-06,4.890523324099384e-06,-1.631444946536693e-10,0.003196942986493906,-2.651821091940536e-22,1.854693293829677e-21,0.02481034381725159,0.004745632983833853,-0.02955597680108544,0.1429663636371026,-3.005207539034942e-19,-2.414864315987437e-19,0.112972830589881,2.607174940198104e-06,2.144406045102432e-07,-2.821615544708346e-06,9.121948392159276e-06,-1.871960548218022e-23,-1.430571553013337e-23,8.264395359170008e-06,1.000000000421864
37,0.037,1,1,0.515,0.58,0.4854368933341204,600,-806573.6431907117,806605.6183497827,-1.878506239449962e-09,254473205.1951771,-4.525784803146714e-11,2.182128713885295e-10,0.02331081065881597,0.00624799158272818,-0.02955880197325631,0.1593174268407524,-7.113641717448482e-20,8.895726296223664e-19,-5.242776643478235e-06,5.242888556534988e-06,-4.796273861519058e-11,0.003308151667537304,-5.883520244090733e-22,2.836767328050883e-21,0.02386384755944469,0.005692129510367124,-0.02955597706981181,0.1560460120290192,-3.005171672682835e-19,-2.32190718711902e-19,0.1203813673200491,2.545684372380949e-06,2.75931203386755e-07,-2.821615575767702e-06,1.063526598694485e-05,-1.88497891643742e-23,-1.312984025530472e-23,9.12067300568355e-06,1.000000000268288
38,0.038,1,1,0.515,0.5866666666666667,0.4854368933124176,600,-862701.1287273932,862710.7500097593,1.542209915328385e-09,263027598.7364083,-3.498352142858147e-10,5.442432888423017e-10,0.02223133759402408,0.007327464647519953,-0.0295588020179641,0.1724706017316741,-5.212315407547831e-37,4.736058141419819e-37,-5.607571768651615e-06,5.607605443139894e-06,-1.443192354258399e-11,0.003419358783573309,-4.547857785715592e-21,7.075162754949926e-21,0.02283206809630802,0.006723909051732381,-0.0295559771480404,0.1690998890246017,-3.147801035762434e-19,-2.081181693339393e-19,0.1277898076493638,2.474068926681418e-06,3.475466590709056e-07,-2.821615585752322e-06,1.23015192372749e-05,-2.089078937147584e-23,-9.878212828411919e-24,1.006624118911803e-05,1.00000000022358
