stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,e11,e22,e33,e12_engineering,e13_engineering,e23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,ce11,ce22,ce33,ce12_engineering,ce13_engineering,ce23_engineering,ceeq,ivol_m3
1,0.1,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,600,300000000.0000001,8.195638656616211e-08,6.332993507385254e-08,8.380112945616504e-09,4.189054066953507e-09,2.485966519752257e-09,0.001770000000000001,-0.0005850000000000002,-0.0005850000000000006,1.406074692442139e-19,8.893845946170154e-20,7.453889935837843e-20,0.0015,-0.0004499999999999999,-0.0004500000000000002,1.089414682930145e-19,5.44577028703956e-20,3.231756475677933e-20,0.0002700000000000006,-0.0001350000000000003,-0.0001350000000000004,3.166600095119933e-20,3.448075659130593e-20,4.22213346015991e-20,0.0002700000000000006,0.1250000000000001
1,0.1,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,600,300000000,-6.332993507385254e-08,-3.725290298461914e-08,4.086207226257308e-08,3.623596924295344e-08,3.693865574712539e-09,0.001770000000000001,-0.0005850000000000007,-0.0005850000000000007,7.064254780100865e-19,6.462861387550312e-19,5.505714157152952e-20,0.0015,-0.0004500000000000003,-0.0004500000000000002,5.312069394134501e-19,4.710676001583948e-19,4.8020252471263e-20,0.0002700000000000009,-0.0001350000000000004,-0.0001350000000000005,1.752185385966364e-19,1.752185385966364e-19,7.036889100266521e-21,0.0002700000000000009,0.125
1,0.1,1,3,0.211324865405185,0.7886751345948151,0.2113248654051851,600,300000000.0000001,7.450580596923828e-09,1.117587089538574e-08,-1.196070665874355e-08,-2.349639323507782e-09,-3.528468608680623e-09,0.001770000000000001,-0.0005850000000000007,-0.0005850000000000005,-2.202285662861181e-19,-4.743384504624082e-20,-8.809142651444724e-20,0.0015,-0.0004500000000000002,-0.0004500000000000001,-1.554891865636661e-19,-3.054531120560117e-20,-4.58700919128481e-20,0.0002700000000000009,-0.0001350000000000005,-0.0001350000000000004,-6.473937972245198e-20,-1.688853384063965e-20,-4.222133460159913e-20,0.0002700000000000009,0.1250000000000001
1,0.1,1,4,0.7886751345948151,0.7886751345948151,0.211324865405185,600,300000000.0000001,-4.097819328308105e-08,-2.60770320892334e-08,2.139134094012633e-08,1.244587109243712e-08,5.748797576927124e-09,0.001770000000000001,-0.0005850000000000008,-0.0005850000000000007,3.625301014248405e-19,2.574980159653073e-19,4.658681209898652e-20,0.0015,-0.0004500000000000003,-0.0004500000000000002,2.780874322216423e-19,1.617963242016826e-19,7.47343685000526e-20,0.0002700000000000009,-0.0001350000000000005,-0.0001350000000000005,8.444266920319827e-20,9.570169176362469e-20,-2.814755640106609e-20,0.0002700000000000009,0.125
1,0.1,1,5,0.211324865405185,0.211324865405185,0.7886751345948151,600,300000000.0000001,3.725290298461914e-08,3.725290298461914e-09,1.222935142781347e-09,-1.28989585387791e-08,8.740979053322407e-09,0.001770000000000002,-0.0005850000000000006,-0.0005850000000000008,4.404571325722362e-20,-1.592421940838085e-19,3.388131789017201e-19,0.0015,-0.0004500000000000001,-0.0004500000000000002,1.589815685615752e-20,-1.676864610041283e-19,1.136327276931914e-19,0.0002700000000000011,-0.0001350000000000005,-0.0001350000000000006,2.81475564010661e-20,8.444266920319829e-21,2.251804512085288e-19,0.0002700000000000011,0.125
1,0.1,1,6,0.7886751345948151,0.211324865405185,0.788675134594815,600,300000000.0000001,2.980232238769531e-08,1.490116119384766e-08,1.845629659745105e-08,1.888532630327926e-08,1.35685656497446e-08,0.001770000000000002,-0.0005850000000000008,-0.0005850000000000008,4.03187682893047e-19,3.86247023947961e-19,2.439454888092385e-19,0.001500000000000001,-0.0004500000000000002,-0.0004500000000000002,2.399318557668636e-19,2.455092419426304e-19,1.763913534466799e-19,0.0002700000000000012,-0.0001350000000000006,-0.0001350000000000006,1.632558271261834e-19,1.407377820053305e-19,6.755413536255865e-20,0.0002700000000000012,0.125
1,0.1,1,7,0.211324865405185,0.7886751345948151,0.7886751345948151,600,300000000.0000001,3.352761268615723e-08,6.705522537231445e-08,-1.616680162522763e-08,-2.697674636273097e-08,4.378508773499097e-09,0.001770000000000002,-0.0005850000000000009,-0.0005850000000000007,-2.439454888092385e-19,-5.421010862427522e-19,2.032879073410321e-19,0.0015,-0.0004500000000000002,-0.00045,-2.101684211279592e-19,-3.506977027155026e-19,5.692061405548828e-20,0.0002700000000000013,-0.0001350000000000007,-0.0001350000000000007,-3.377706768127935e-20,-1.914033835272496e-19,1.463672932855438e-19,0.0002700000000000014,0.125
1,0.1,1,8,0.7886751345948151,0.7886751345948151,0.7886751345948151,600,300000000.0000001,6.332993507385254e-08,6.332993507385254e-08,1.587810873906245e-09,-1.748195810664479e-09,1.077786775015175e-08,0.001770000000000002,-0.0005850000000000009,-0.0005850000000000009,1.219727444046192e-19,-6.776263578034403e-20,1.626303258728257e-19,0.0015,-0.0004500000000000001,-0.0004500000000000001,2.064154136078119e-20,-2.272654553863822e-20,1.401122807519728e-19,0.0002700000000000015,-0.0001350000000000008,-0.0001350000000000008,1.013312030438381e-19,-4.503609024170581e-20,2.25180451208529e-20,0.0002700000000000016,0.125
2,0.2,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,600,300000000.0000001,7.450580596923828e-08,1.490116119384766e-08,8.333693843727822e-09,4.752460133016591e-09,-8.972303481339235e-10,0.002040000000000003,-0.0007200000000000009,-0.0007200000000000012,1.626303258728257e-19,1.075731843012961e-19,3.726944967918921e-20,0.001500000000000001,-0.00045,-0.0004500000000000003,1.083380199684617e-19,6.178198172921569e-20,-1.1663994525741e-20,0.0005400000000000019,-0.0002700000000000009,-0.000270000000000001,5.429230590436399e-20,4.579120257208045e-20,4.893344420493022e-20,0.0005400000000000019,0.1250000000000001
2,0.2,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,600,299999999.9999999,-5.21540641784668e-08,-6.705522537231445e-08,3.667565529409893e-08,2.636440746932809e-08,4.294962100913801e-09,0.002040000000000002,-0.0007200000000000013,-0.0007200000000000013,7.623296525288703e-19,6.157929526538763e-19,7.284483346386983e-20,0.0015,-0.0004500000000000003,-0.0004500000000000002,4.76783518823286e-19,3.427372971012652e-19,5.583450731187941e-20,0.0005400000000000023,-0.0002700000000000011,-0.0002700000000000011,2.855461337055843e-19,2.730556555526111e-19,1.701032615199042e-20,0.0005400000000000023,0.125
