x_m,y_m,z_m,temperature_k,hfl_x_w_m2,hfl_y_w_m2,hfl_z_w_m2,e11,e22,e33,e12,e13,e23,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,ivol_m3
0.57025,0.5262500000000001,0.55825,434.4412040994667,-68.18014680174198,-139.7163821211637,-245.7659510334592,0.05886822975311748,0.04629912031731662,0.04886551423699235,0.01882334091806143,-0.001365544160331748,0.00309816791357384,21089962459.67994,19082162556.15867,19491812293.13371,1505337295.470318,-104719307.7517612,250408870.2524254,1.371874820666667
