stage,time_s,node,temperature_k,ux_m,uy_m,uz_m,reaction_heat_flux_w,rfx_n,rfy_n,rfz_n
1,0.1,1,600,-4.038159811372966e-34,-4.057584744803713e-34,-4.0575847447897e-34,2.00442475543142e-15,-50151812.85101937,-3.152295513643081e-05,-3.152576392889597e-05
1,0.1,2,600,0.0015,-4.057584744831739e-34,-4.057584744845752e-34,0,50151812.85101937,-3.152165951489144e-05,-3.152630130302321e-05
1,0.1,3,600,0.0015,-0.0005484599934465688,-4.057584744831739e-34,0,50151812.85101935,0,-3.152358551360527e-05
1,0.1,4,600,-4.038159811415005e-34,-0.0005484599934465689,-4.057584744845752e-34,1.026179876234362e-14,-50151812.85101935,0,-3.152444948659902e-05
1,0.1,5,600,-4.038159811386979e-34,-4.057584744747661e-34,-0.0005484599934465688,1.218885633964234e-14,-50151812.85101935,-3.152602397441681e-05,0
1,0.1,6,600,0.0015,-4.057584744761674e-34,-0.0005484599934465688,0,50151812.85101935,-3.152364084029305e-05,0
1,0.1,7,600,0.0015,-0.0005484599934465687,-0.0005484599934465688,0,50151812.85101933,0,0
1,0.1,8,600,-4.038159811400992e-34,-0.0005484599934465687,-0.0005484599934465687,3.131432770084848e-15,-50151812.85101933,0,0
2,0.2,1,600,-1.954221774590474e-34,-1.965081426302794e-34,-1.965081426309801e-34,-2.447752061382199e-16,-50333038.74167388,-3.27933417976103e-06,-3.275648021765824e-06
2,0.2,2,600,0.002,-1.965081426295788e-34,-1.965081426302794e-34,0,50333038.74167388,-3.281504145774061e-06,-3.27634273931042e-06
2,0.2,3,600,0.002,-0.0007970299290867135,-1.965081426288781e-34,0,50333038.74167388,0,-3.2781720142118e-06
2,0.2,4,600,-1.954221774583467e-34,-0.0007970299290867137,-1.965081426302794e-34,-8.795468832548713e-15,-50333038.74167388,0,-3.275980719574513e-06
2,0.2,5,600,-1.954221774576461e-34,-1.965081426302794e-34,-0.0007970299290867137,2.130549994262456e-16,-50333038.74167389,-3.277464490336122e-06,0
2,0.2,6,600,0.002,-1.965081426309801e-34,-0.0007970299290867137,0,50333038.74167389,-3.278783719243077e-06,0
2,0.2,7,600,0.002,-0.0007970299290867137,-0.0007970299290867135,0,50333038.74167389,0,0
2,0.2,8,600,-1.954221774583467e-34,-0.0007970299290867135,-0.0007970299290867133,3.049372731349431e-15,-50333038.74167389,0,0
3,0.3,1,600,-1.937065266890275e-34,-1.949276314992905e-34,-1.949276314971886e-34,4.459456471563013e-15,-50513462.95523899,-3.238324615476393e-06,-3.240219707098452e-06
3,0.3,2,600,0.0025,-1.949276314971886e-34,-1.949276314964879e-34,0,50513462.95523899,-3.238268932182195e-06,-3.242893098582444e-06
3,0.3,3,600,0.0025,-0.001045416160396007,-1.949276314957873e-34,0,50513462.955239,0,-3.243051768768887e-06
3,0.3,4,600,-1.937065266883269e-34,-0.001045416160396007,-1.949276314964879e-34,-3.180965950678865e-15,-50513462.955239,0,-3.237975874789361e-06
3,0.3,5,600,-1.937065266876262e-34,-1.949276314957873e-34,-0.001045416160396007,-1.043581404402242e-14,-50513462.95523898,-3.240066674018954e-06,0
3,0.3,6,600,0.0025,-1.949276314950866e-34,-0.001045416160396007,0,50513462.95523898,-3.240844554217468e-06,0
3,0.3,7,600,0.0025,-0.001045416160396007,-0.001045416160396007,0,50513462.95523898,0,0
3,0.3,8,600,-1.937065266883269e-34,-0.001045416160396007,-0.001045416160396007,4.019423602719863e-15,-50513462.95523898,0,0
4,0.4,1,600,-1.919996593075282e-34,-1.933534406868042e-34,-1.933534406882055e-34,2.380219630919715e-16,-50693084.26882768,-3.186269424674941e-06,-3.189356431017109e-06
4,0.4,2,600,0.003,-1.933534406868042e-34,-1.933534406896068e-34,0,50693084.26882768,-3.187000962363834e-06,-3.190917602250319e-06
4,0.4,3,600,0.003,-0.001293618927315572,-1.933534406889062e-34,0,50693084.26882768,0,-3.192860904125354e-06
4,0.4,4,600,-1.919996593075282e-34,-0.001293618927315571,-1.933534406889062e-34,7.645555772792336e-16,-50693084.26882768,0,-3.192666476868716e-06
4,0.4,5,600,-1.919996593103308e-34,-1.933534406875049e-34,-0.001293618927315572,-1.994573484724866e-15,-50693084.26882766,-3.187847551558098e-06,0
4,0.4,6,600,0.003,-1.933534406854029e-34,-0.001293618927315572,0,50693084.26882766,-3.190005631653126e-06,0
4,0.4,7,600,0.003,-0.001293618927315572,-0.001293618927315572,0,50693084.26882764,0,0
4,0.4,8,600,-1.919996593089295e-34,-0.001293618927315571,-0.001293618927315571,6.182644852253156e-16,-50693084.26882764,0,0
5,0.5,1,600,-1.903016247040144e-34,-1.917856386595628e-34,-1.917856386637667e-34,1.056791539055951e-14,-50871901.48835025,-3.187598423221941e-06,-3.185815526147954e-06
5,0.5,2,600,0.003500000000000001,-1.917856386581615e-34,-1.917856386623654e-34,0,50871901.48835025,-3.189730294100466e-06,-3.184877517830318e-06
5,0.5,3,600,0.003500000000000001,-0.001541638469268952,-1.917856386637667e-34,0,50871901.48835025,0,-3.185471323069536e-06
5,0.5,4,600,-1.903016247033137e-34,-0.001541638469268952,-1.917856386630661e-34,-8.81245568994957e-15,-50871901.48835025,0,-3.185805219842121e-06
5,0.5,5,600,-1.903016247019124e-34,-1.917856386602635e-34,-0.001541638469268952,-1.126119868820259e-15,-50871901.48835023,-3.185391180651679e-06,0
5,0.5,6,600,0.003500000000000001,-1.917856386595628e-34,-0.001541638469268953,0,50871901.48835023,-3.189494237236614e-06,0
5,0.5,7,600,0.003500000000000001,-0.001541638469268952,-0.001541638469268952,0,50871901.48835023,0,0
5,0.5,8,600,-1.903016247005111e-34,-0.001541638469268952,-0.001541638469268952,-6.210353096867284e-17,-50871901.48835023,0,0
6,0.6000000000000001,1,600,-1.886124707195163e-34,-1.902242924865135e-34,-1.902242924921187e-34,-5.330436928842121e-15,-51049913.44872407,-3.151098689140754e-06,-3.148791751530154e-06
6,0.6000000000000001,2,600,0.004,-1.902242924879148e-34,-1.902242924921187e-34,0,51049913.44872407,-3.15372491420525e-06,-3.151375238942772e-06
6,0.6000000000000001,3,600,0.004,-0.001789475025162269,-1.902242924921187e-34,0,51049913.44872406,0,-3.154387344233277e-06
6,0.6000000000000001,4,600,-1.886124707223189e-34,-0.001789475025162269,-1.902242924907174e-34,5.60697667564465e-15,-51049913.44872406,0,-3.152734855098426e-06
6,0.6000000000000001,5,600,-1.886124707202169e-34,-1.902242924872141e-34,-0.001789475025162269,-6.668170318633917e-15,-51049913.44872408,-3.153470012807115e-06,0
6,0.6000000000000001,6,600,0.004,-1.902242924893161e-34,-0.001789475025162269,0,51049913.44872408,-3.154467093777377e-06,0
6,0.6000000000000001,7,600,0.004,-0.001789475025162269,-0.001789475025162269,0,51049913.44872408,0,0
6,0.6000000000000001,8,600,-1.886124707216182e-34,-0.001789475025162268,-0.001789475025162268,1.31669425971824e-15,-51049913.44872408,0,0
7,0.7000000000000001,1,600,-1.869322434672631e-34,-1.886694676321165e-34,-1.886694676300145e-34,-2.212722499825362e-15,-51227119.01410566,-3.118002341294424e-06,-3.120374272036755e-06
7,0.7000000000000001,2,600,0.0045,-1.886694676314158e-34,-1.886694676293139e-34,0,51227119.01410566,-3.121069082877676e-06,-3.117416583595249e-06
7,0.7000000000000001,3,600,0.0045,-0.002037128833384048,-1.886694676314158e-34,0,51227119.01410566,0,-3.11951417897554e-06
7,0.7000000000000001,4,600,-1.869322434651612e-34,-0.002037128833384048,-1.886694676328171e-34,4.193651198632938e-15,-51227119.01410566,0,-3.120520241022883e-06
7,0.7000000000000001,5,600,-1.869322434658618e-34,-1.886694676321165e-34,-0.002037128833384048,8.742810150605943e-15,-51227119.01410566,-3.11698138856424e-06,0
7,0.7000000000000001,6,600,0.0045,-1.886694676314158e-34,-0.002037128833384048,0,51227119.01410566,-3.12014264838851e-06,0
7,0.7000000000000001,7,600,0.0045,-0.002037128833384048,-0.002037128833384048,0,51227119.01410564,0,0
7,0.7000000000000001,8,600,-1.869322434651612e-34,-0.002037128833384047,-0.002037128833384047,-8.000427814781425e-16,-51227119.01410564,0,0
8,0.8,1,600,-1.85260987592624e-34,-1.871212282267961e-34,-1.87121228228898e-34,9.34950246316333e-15,-51403517.07811626,-3.091090256212165e-06,-3.093942200083641e-06
8,0.8,2,600,0.005,-1.871212282246941e-34,-1.871212282267961e-34,0,51403517.07811626,-3.092570972976951e-06,-3.098915839529802e-06
8,0.8,3,600,0.005,-0.002284600131805078,-1.87121228228898e-34,0,51403517.07811624,0,-3.095988372825968e-06
8,0.8,4,600,-1.85260987590522e-34,-0.002284600131805078,-1.871212282302993e-34,-2.417409496950666e-15,-51403517.07811624,0,-3.092246584585267e-06
8,0.8,5,600,-1.852609875891207e-34,-1.871212282232928e-34,-0.002284600131805078,-1.205854914713574e-14,-51403517.07811625,-3.094474936415047e-06,0
8,0.8,6,600,0.005,-1.871212282204902e-34,-0.002284600131805078,0,51403517.07811625,-3.096204742754554e-06,0
8,0.8,7,600,0.005,-0.002284600131805078,-0.002284600131805078,0,51403517.07811622,0,0
8,0.8,8,600,-1.852609875863181e-34,-0.002284600131805077,-0.002284600131805077,-1.254222517697023e-14,-51403517.07811622,0,0
