increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,1000,6.266326090553775e-05,6.266326090553775e-05,0,0,0,-8.240208787108512e-33,0.07397406461669011
2,2000,0.0002428197622066364,0.0002428197622066364,0,0,0,-3.194876683847071e-32,0.07430186198128788
3,3000,0.001697806641459465,0.001697806641459465,0,0,0,-1.735611178869048e-31,0.06505088157659532
4,4000,0.007295905612409115,0.007295905612409115,0,0,0.0002165627665817738,-6.581634717852877e-31,0.0561303733496058
5,5000,0.01722444221377373,0.01722444221377373,0,0,0.001380287809297442,-1.476467078050893e-30,0.05237982829912902
6,6000,0.03145168349146843,0.03145168349146843,0,0,0.003376029431819916,-2.630436998835048e-30,0.04962212614793171
7,7000,0.05021685734391212,0.05021685734391212,0,0,0.005727327894419432,-4.140043331505679e-30,0.04734490248674883
8,8000,0.07366904616355896,0.07366904616355896,0,0,0.008378234691917896,-6.022686119601851e-30,0.04548996296517704
9,9000,0.1019461527466774,0.1019461527466774,0,0,0.0112896878272295,-8.295767945730424e-30,0.0439457359269021
10,10000,0.1350722312927246,0.1350722312927246,0,0,0.01460426114499569,-1.097510061950318e-29,0.04266390463110281
