increment,time_s,allie_j,allse_j,allpd_j,allcd_j,allfd_j,allwk_j,boundary_heat_rate_w
1,0.01999999955296516,2.260322570800781,2.260322570800781,0,0,0,1.435970067977905,25902.78261801722
2,0.03999999910593033,9.06458854675293,9.06458854675293,0,0,0,5.746915340423584,26810.54541739859
3,0.05999999865889549,20.44729804992676,20.44729804992676,0,0,0,12.93881034851074,27723.27756454772
4,0.07999999821186066,36.44230651855469,36.44230651855469,0,0,0,23.01743316650391,28640.96800303669
5,0.1000000014901161,57.08275604248047,57.08275604248047,0,0,0,35.98835372924805,29563.60541645469
6,0.119999997317791,57.69163513183594,57.69163513183594,0,0,0,37.84481430053711,2037.278936186559
7,0.1400000005960464,58.68937301635742,58.68937301635742,0,0,0,43.36093521118164,2021.700174032868
8,0.1599999964237213,59.38676071166992,59.38676071166992,0,0,5.224761962890625,51.35202789306641,2006.352421575777
9,0.1800000071525574,59.77881240844727,59.77881240844727,0,0,13.86365795135498,59.99267196655273,1991.229917263923
10,0.2000000029802322,60.16300964355469,60.16300964355469,0,0,22.52059364318848,68.64920806884766,1976.326611750585
11,0.2199999988079071,59.67650985717773,59.67650985717773,0,0,22.52059364318848,60.348388671875,1961.643235429206
12,0.239999994635582,59.89068603515625,59.89068603515625,0,0,22.52059364318848,58.62046432495117,1947.16600280955
13,0.2599999904632568,60.8237419128418,60.8237419128418,0,0,22.52059364318848,63.51922988891602,1932.889478727276
14,0.2800000011920929,61.80035400390625,61.80035400390625,0,0,27.20930480957031,73.51863098144531,1918.808212415284
15,0.300000011920929,62.18105316162109,62.18105316162109,0,0,38.98783111572266,85.30290222167969,1904.918083463495
16,0.3199999928474426,62.56210327148438,62.56210327148438,0,0,38.98783111572266,85.28814697265625,1891.216811311179
17,0.3400000035762787,62.93982696533203,62.93982696533203,0,0,38.98783111572266,85.27336120605469,1877.697726062987
18,0.3600000143051147,63.31427764892578,63.31427764892578,0,0,38.98783111572266,85.25855255126953,1864.356121125651
19,0.3799999952316284,63.68550491333008,63.68550491333008,0,0,38.98783111572266,85.24372100830078,1851.187433825876
20,0.4000000059604645,64.05355072021484,64.05355072021484,0,0,38.98783111572266,85.22886657714844,1838.187242596493
