node,x_m,y_m,z_m,opening_m,pressure_pa,slip1_m,slip2_m,shear_stress1_pa,shear_stress2_pa,normal_force1_n,normal_force2_n,normal_force3_n,shear_force1_n,shear_force2_n,shear_force3_n,contact_heat_flux_w
17,0.4900000095367432,1.233297816156035e-33,0,-0.009659258648753166,96592.5859375,-0.002000565640628338,6.170060626530221e-17,-5669.29443359375,8.083988339846471e-11,5916.2958984375,1585.2666015625,0,75.41207885742188,-351.9687194824219,5.126125218746225e-12,9659.2578125
20,0.4243524372577667,0.2450000047683716,6.753129087449638e-33,-0.009659258648753166,96592.5859375,2.981123855183139e-17,9.1874437784285e-18,-969.6627807617188,1.546593235424165e-11,10247.3251953125,5916.2958984375,0,48.64635467529297,-111.0236892700195,1.939600606862268e-12,9659.2578125
21,0.4900000095367432,1.233297816156035e-33,1,-0.009659258648753166,96592.5859375,-0.002000565640628338,0,-5669.29443359375,2.694662895597055e-11,5916.2958984375,1585.2666015625,0,75.41207885742188,-351.9687194824219,1.708689396570651e-12,9659.2578125
24,0.4243524372577667,0.2450000047683716,1,-0.009659258648753166,96592.5859375,2.718650844141693e-17,-1.843930176551773e-17,-969.6627807617188,5.155310640186928e-12,10247.3251953125,5916.2958984375,0,48.64635467529297,-111.0236892700195,6.465454799146897e-13,9659.2578125
26,0.2450000047683716,0.4243524372577667,6.753129087449638e-33,-0.009659258648753166,96592.5859375,-1.27653531338419e-17,-1.530703844665911e-17,969.6627807617188,-2.9912926302611e-11,5916.2958984375,10247.3251953125,0,-111.0236892700195,48.64635467529297,-3.809874291049731e-12,9659.2578125
28,0.2450000047683716,0.4243524372577667,1,-0.009659258648753166,96592.5859375,-2.175229081332939e-17,1.288298648875307e-19,969.6627807617188,1.987220501001308e-12,5916.2958984375,10247.3251953125,0,-111.0236892700195,48.64635467529297,2.077421351262543e-13,9659.2578125
30,3.000384590310314e-17,0.4900000095367432,-0,-0.009659258648753166,96592.5859375,0.002000565640628338,-3.24030501825887e-17,5669.29443359375,-3.823508176736823e-11,1585.2666015625,5916.2958984375,0,-351.9687194824219,75.41207885742188,-2.424283430252361e-12,9659.2578125
32,3.000384590310314e-17,0.4900000095367432,1,-0.009659258648753166,96592.5859375,0.002000565640628338,2.462853015207427e-17,5669.29443359375,5.717054954446077e-11,1585.2666015625,5916.2958984375,0,-351.9687194824219,75.41207885742188,3.624994185033592e-12,9659.2578125
