increment,time_s,node,x_m,y_m,z_m,opening_m,pressure_pa,slip1_m,slip2_m,normal_force1_n,normal_force2_n,normal_force3_n,shear_force1_n,shear_force2_n,shear_force3_n,contact_heat_flux_w,shear_traction1_pa,shear_traction2_pa,tangent1_x,tangent1_y,tangent1_z,tangent2_x,tangent2_y,tangent2_z,state
1,0.01999999955296516,13,0.9999636333852884,0.0001017114731869679,9.81383748901854e-05,-3.93621254244202e-06,3936.213532689595,4.911545563593934e-05,-5.227827759160033e-05,983.6671278003444,0.0006660174025296242,0,-6.034878897555244e-08,-0.2726780094183666,-0.2415661678341557,0.1245992488160863,0.9666440933070883,-1.091140326239137,0,0,1,6.770759982728898e-07,-0.9999999999997708,4.91458102275332e-38,1
1,0.01999999955296516,16,0.9999629564421842,0.9999054349166363,9.81381813757686e-05,-3.936216503372368e-06,3936.215513130177,4.911535149821399e-05,4.595252958388386e-05,983.6676228430794,0.0006660177377111781,0,1.024790529196613e-07,0.2104541762745902,-0.2415660333129074,0.1245992015440997,0.9666435548860752,0.8421472601285082,0,0,0.9999999999999999,6.770759982728899e-07,-0.9999999999997707,-1.795449220001642e-27,1
1,0.01999999955296516,19,0.9999636333852884,0.0001017114731869675,0.9999018616251099,-3.936212542466692e-06,3936.213532689533,-4.911545563582215e-05,-5.227827759162038e-05,983.6671278003288,0.0006660174025316133,0,-6.034878897657746e-08,-0.272678009418455,0.2415661678332834,0.1245992488191517,-0.9666440933035977,-1.091140326239491,0,0,1,6.770759982867702e-07,-0.9999999999997707,-5.3863476602998e-27,1
1,0.01999999955296516,22,0.9999629564421842,0.9999054349166363,0.9999018618186243,-3.936216503372367e-06,3936.215513130239,-4.911535149821707e-05,4.595252958385918e-05,983.6676228430949,0.0006660177377131884,0,1.024790529178566e-07,0.2104541762744894,0.2415660333126574,0.1245992015441003,-0.9666435548850745,0.8421472601281046,0,0,1,6.770759982867704e-07,-0.9999999999997708,2.154539063933166e-27,1
2,0.03999999910593033,13,0.9999274126868569,0.0002028970568361626,0.0001963075433732965,-7.907227669308989e-06,7907.23074770816,9.822417698548025e-05,-0.0001034574766288599,1975.255746774297,0.004420793496753245,-6.119465355826965e-14,7.670424621920669e-07,-1.073462646588937,-0.97008766060497,0.5204228377868662,3.883399397984478,-4.297224224993065,4.164971570376799e-17,-4.627746189307554e-18,1,2.238086639648913e-06,-0.9999999999974954,-4.6278393907242e-18,1
2,0.03999999910593033,16,0.9999251754789211,0.9998102832356421,0.0001963062747259208,-7.907239983002265e-06,7907.236904566739,9.822349263508614e-05,9.299019324699245e-05,1975.257286451804,0.004420796942684904,5.205380920225494e-14,-3.043120663767756e-07,0.8667099733158092,-0.9700850373510107,0.5204224127668154,3.88338889343865,3.469563754320112,-3.702196946747415e-17,0,0.9999999999999999,2.238086639648913e-06,-0.9999999999974956,8.284536864085845e-23,1
2,0.03999999910593033,19,0.999927412686857,0.0002028970568361463,0.9998036924566267,-7.907227669321327e-06,7907.230747708293,-9.822417698553427e-05,-0.000103457476628883,1975.25574677433,0.004420793496805259,-6.11946535582722e-14,7.670424623076802e-07,-1.073462646589242,0.9700876606065429,0.5204228377901629,-3.883399397990775,-4.297224224994285,4.164971570376799e-17,-4.627746189307554e-18,0.9999999999999999,2.238086639672051e-06,-0.9999999999974954,-4.627839439570011e-18,1
2,0.03999999910593033,22,0.999925175478921,0.999810283235642,0.9998036937252741,-7.9072399830146e-06,7907.236904566576,-9.822349263522958e-05,9.299019324696776e-05,1975.257286451764,0.004420796942736752,5.205380920225171e-14,-3.043120665859199e-07,0.8667099733154969,0.9700850373533215,0.5204224127701015,-3.883388893447901,3.469563754318861,-3.702196946747415e-17,0,0.9999999999999999,2.238086639672051e-06,-0.9999999999974954,8.28223823769179e-23,1
3,0.05999999865889549,13,0.9998911431946066,0.0003037956907430858,0.0002944989838827038,-1.191303055010971e-05,11913.03606972962,0.0001473223223893784,-0.0001540197786011279,2974.751691545311,0.01276599985907613,-5.625695802295069e-14,5.508396077790912e-06,-2.390480826409862,-2.191229362668413,1.35056803956655,8.77525156417966,-9.573197114136725,9.257311059195092e-18,-4.165789976637792e-17,1,4.291450575617719e-06,-0.9999999999907917,-4.165793945988888e-17,1
3,0.05999999865889549,16,0.9998868542716709,0.9997148013301081,0.0002944953653983449,-1.191305262838718e-05,11913.04710884859,0.000147320365656738,0.0001406229101427717,2974.754455255317,0.01276601171940103,-1.915856736411525e-13,-3.798185997926303e-06,1.991965207984845,-2.191216846444182,1.350566168678034,8.77520141907355,7.977255171345313,7.405848820542332e-17,-7.405848820542332e-17,1,4.291450575617719e-06,-0.9999999999907916,-7.405880599035398e-17,1
3,0.05999999865889549,19,0.9998911431946065,0.0003037956907430671,0.9997055010161173,-1.191303055013438e-05,11913.03606972946,-0.0001473223223894108,-0.0001540197786012004,2974.751691545269,0.01276599985896984,-5.625695802295103e-14,5.508396077647148e-06,-2.390480826410828,2.191229362670092,1.350568039573575,-8.775251564186382,-9.573197114140592,9.257311059195092e-18,-4.165789976637791e-17,0.9999999999999999,4.291450575552919e-06,-0.9999999999907918,-4.165793952886123e-17,1
3,0.05999999865889549,22,0.999886854271671,0.9997148013301081,0.9997055046346016,-1.191305262835017e-05,11913.04710884874,-0.000147320365656883,0.0001406229101426977,2974.754455255353,0.01276601171929507,-1.91585673641157e-13,-3.798185997332326e-06,1.991965207983859,2.191216846447764,1.350566168678047,-8.775201419087894,7.977255171341369,7.405848820542331e-17,-7.405848820542331e-17,1,4.291450575552919e-06,-0.9999999999907917,-7.405880600184938e-17,1
4,0.07999999821186066,13,0.9998547320626376,0.0004045192664018408,0.0003927049136167603,-1.595356289698373e-05,15953.57083826797,0.0001964066770231179,-0.0002041969888214813,3982.130173344054,0.02647260502028602,-3.102391372886035e-13,1.815141677318611e-05,-4.220839258225625,-3.910564774027121,2.789014812040696,15.66685904853473,-16.9099088103005,7.407304573189151e-17,-5.555478429891863e-17,1,6.647850237781395e-06,-0.999999999977903,-5.555527679045719e-17,1
4,0.07999999821186066,16,0.9998480894336376,0.999619116823654,0.0003926975019278375,-1.595359466236418e-05,15953.58672106473,0.0001964026590473739,0.0001886123486335748,3982.134157500182,0.02647263150635928,-1.322092891968496e-13,-1.402585837940112e-05,3.600253919237644,-3.910528686284685,2.789008984448225,15.66671439307796,14.42366350445025,3.703652259122681e-17,-1.111095677736804e-16,1,6.647850237781396e-06,-0.9999999999779031,-1.111098141210594e-16,1
4,0.07999999821186066,19,0.9998547320626376,0.0004045192664018014,0.9996072950863832,-1.595356289695906e-05,15953.570838268,-0.0001964066770232105,-0.0002041969888214706,3982.130173344062,0.02647260502025683,-3.102391372886043e-13,1.815141677424311e-05,-4.220839258225381,3.91056477403214,2.789014812048201,-15.66685904855484,-16.90990881029954,7.407304573189155e-17,-5.555478429891865e-17,1,6.647850237753617e-06,-0.999999999977903,-5.5555276698476e-17,1
4,0.07999999821186066,22,0.9998480894336376,0.9996191168236539,0.9996073024980722,-1.595359466247521e-05,15953.58672106466,-0.0001964026590475976,0.0001886123486335994,3982.134157500166,0.02647263150632994,-1.322092891968493e-13,-1.402585838115735e-05,3.600253919238016,3.910528686292224,2.789008984444467,-15.66671439310816,14.42366350445173,3.703652259122682e-17,-1.111095677736805e-16,1,6.647850237753618e-06,-0.999999999977903,-1.111098139600923e-16,1
5,0.1000000014901161,13,0.9998181304481708,0.0005051257666522206,0.0004909183632562554,-2.002872280219106e-05,20028.73293356118,0.000245474695664691,-0.0002541140959652271,4997.355693340183,0.04599856947528752,-3.894085419638845e-13,4.311471979576332e-05,-6.565440392086334,-6.133578650872535,5.015210874793044,24.5825625107754,-26.31340658347819,7.408760977335379e-17,-8.797903660585761e-17,1,9.204581842079539e-06,-0.9999999999576378,-8.797971837579323e-17,1
5,0.1000000014901161,16,0.9998089349036082,0.9995233017093469,0.0004909056419665901,-2.002876332741622e-05,20028.75319615544,0.0002454677817563217,0.0002368283837744474,4997.36079147003,0.04599861640144095,-1.659473034220161e-13,-3.51637653106045e-05,5.701636405977842,-6.13349852990082,5.015196197853428,24.58224118795815,22.85139559690669,3.70438044149688e-17,-7.40876088299376e-17,1,9.204581842079541e-06,-0.9999999999576379,-7.408795005049168e-17,1
5,0.1000000014901161,19,0.9998181304481709,0.0005051257666521599,0.9995090816367438,-2.002872280216639e-05,20028.73293356136,-0.0002454746956647897,-0.0002541140959652487,4997.355693340231,0.04599856947548209,-3.894085419638889e-13,4.311471979805445e-05,-6.56544039208704,6.133578650879053,5.015210874789114,-24.58256251080151,-26.31340658348101,7.408760977335379e-17,-8.797903660585761e-17,1,9.204581842121216e-06,-0.9999999999576378,-8.797971846779252e-17,1
5,0.1000000014901161,22,0.9998089349036081,0.9995233017093468,0.9995090943580336,-2.002876332741622e-05,20028.75319615528,-0.0002454677817565284,0.0002368283837744351,4997.360791469991,0.04599861640163471,-1.659473034220154e-13,-3.516376531119173e-05,5.701636405977272,6.133498529909607,5.015196197853382,-24.58224118799337,22.85139559690441,3.70438044149688e-17,-7.40876088299376e-17,1,9.204581842121216e-06,-0.9999999999576379,-7.408794982049348e-17,1
6,0.119999997317791,13,1.00036775099119,0.002206361516139396,0.0004914360121175967,-2.014434162944679e-05,20146.68045058362,0.0002457740709580864,-0.00128589994693218,5026.735405382042,5.602718749631587,-9.520726342724415e-13,0.06305966890597936,-58.46975077441547,-6.171922809898851,7.636316416147314,24.7364679763478,-234.341225965625,1.944800276386572e-16,-5.556572218247349e-17,1,0.00111458328670224,-0.9999993788518555,-5.578241065159688e-17,1
6,0.119999997317791,16,0.9992542616275049,1.001224277294976,0.0004898867611685936,-2.015369717289002e-05,20151.35800699999,0.0002449328968202591,-0.0007951590421278903,5027.34884892527,5.603402483976906,-7.701426774406176e-13,0.05353871319944503,-46.14182116611363,-6.162104298623555,7.635715209452989,24.69983611613796,-184.9524337262712,1.481798536783142e-16,0,1,0.00111458328670224,-0.9999993788518556,-1.652036419131024e-19,1
6,0.119999997317791,19,1.00036775099119,0.00220636151613934,0.9995085639878826,-2.014434162917541e-05,20146.68045058372,-0.0002457740709582733,-0.001285899946932195,5026.735405382066,5.602718749631846,-9.520726342724466e-13,0.0630596689060036,-58.46975077441564,6.1719228099088,7.636316416143361,-24.73646797638769,-234.3412259656257,1.944800276386572e-16,-5.556572218247349e-17,1,0.001114583286702286,-0.9999993788518555,-5.578244597932858e-17,1
6,0.119999997317791,22,0.999254261627505,1.001224277294976,0.9995101132388317,-2.0153697172742e-05,20151.35800699997,-0.0002449328968204814,-0.0007951590421278164,5027.348848925265,5.603402483977131,-7.701426774406171e-13,0.05353871319943842,-46.14182116611234,6.16210429863426,7.63571520945696,-24.69983611618088,-184.952433726266,1.481798536783142e-16,0,1,0.001114583286702286,-0.9999993788518556,-1.651948180170783e-19,1
7,0.1400000005960464,13,1.000914867301958,0.003909957769901975,0.0004919044227769491,-2.008178845262161e-05,20089.66793686747,0.0002460470713047739,-0.002320968518089804,5012.316735341467,11.11382093576233,-5.67806518012836e-13,0.2401182704658657,-110.1808279839959,-6.155878224853207,10.72340753769358,24.67307074190856,-441.6113700756343,1.203924191354588e-16,1.389143297716833e-17,0.9999999999999999,0.00221729675168858,-0.999997541794536,1.362439674140181e-17,1
7,0.1400000005960464,16,0.9986997463821338,1.002926202625115,0.0004888312644476929,-2.011331072986137e-05,20105.4255284113,0.0002443783323546394,-0.001830409909266221,5013.534924955063,11.11652203027534,-3.758583644003892e-14,0.2212890623640881,-97.91319382185537,-6.136463301761563,10.72255160571163,24.60856550998068,-392.6544130454079,7.073260376416617e-20,1.481276743107475e-16,1,0.00221729675168858,-0.999997541794536,1.48127151156173e-16,1
7,0.1400000005960464,19,1.000914867301958,0.003909957769901936,0.9995080955772232,-2.00817884524366e-05,20089.66793686771,-0.000246047071304802,-0.002320968518089881,5012.316735341527,11.11382093576302,-5.678065180128464e-13,0.2401182704658944,-110.1808279839993,6.155878224857761,10.72340753769372,-24.67307074192677,-441.6113700756478,1.203924191354589e-16,1.389143297716833e-17,0.9999999999999999,0.002217296751688705,-0.9999975417945359,1.362446739684688e-17,1
7,0.1400000005960464,22,0.9986997463821338,1.002926202625115,0.9995111687355525,-2.011331073000946e-05,20105.42552841106,-0.0002443783323548941,-0.001830409909266282,5013.534924955004,11.11652203027577,-3.758583644004292e-14,0.2212890623640935,-97.9131938218561,6.136463301771231,10.72255160571149,-24.60856551001935,-392.6544130454108,7.073260376416927e-20,1.481276743107476e-16,1,0.002217296751688705,-0.999997541794536,1.48127151156173e-16,1
8,0.1599999964237213,13,1.001453370939389,0.005623505780488466,0.0004922987516785721,-1.984396933506696e-05,19859.15571548608,0.0002462814862668229,-0.003374276624138687,4954.526659335849,16.37544061471276,-6.603537364826554e-13,0.5262679959867095,-161.0930863172441,-6.085802783399211,14.19166799013018,24.39349978582952,-645.7069465881858,1.481752941120037e-16,-6.482669117400162e-17,1,0.003305129288575154,-0.9999945380452765,-6.531613503889233e-17,1
8,0.1599999964237213,16,0.9981514850595444,1.00463672335945,0.0004877699356196961,-1.990473287036772e-05,19889.5228170027,0.0002438205522002785,-0.002883877944346513,4956.343642844891,16.38144601292656,-2.562091764520924e-13,0.4986521174102616,-149.0050750081022,-6.057556125291719,14.19096312618145,24.30849258737475,-597.9489031179692,3.709422047225782e-17,0,0.9999999999999999,0.003305129288575155,-0.9999945380452764,-1.227067272437317e-19,1
8,0.1599999964237213,19,1.00145337093939,0.00562350578048838,0.9995077012483214,-1.984396933498063e-05,19859.15571548632,-0.0002462814862669929,-0.00337427662413871,4954.526659335909,16.37544061471337,-6.603537364826679e-13,0.5262679959867428,-161.0930863172469,6.085802783409695,14.19166799013832,-24.39349978587159,-645.7069465881971,1.481752941120037e-16,-6.482669117400161e-17,1,0.003305129288575321,-0.9999945380452766,-6.531599372813798e-17,1
8,0.1599999964237213,22,0.9981514850595443,1.00463672335945,0.9995122300643805,-1.990473287039242e-05,19889.52281700243,-0.0002438205522005918,-0.00288387794434655,4956.343642844825,16.38144601292675,-2.562091764520934e-13,0.4986521174102635,-149.0050750081012,6.057556125305146,14.19096312618124,-24.30849258742866,-597.9489031179655,3.709422047225783e-17,0,0.9999999999999999,0.003305129288575321,-0.9999945380452763,-1.22624809903735e-19,1
9,0.1800000071525574,13,1.001976985509281,0.007354770437099078,0.0004925945573343037,-1.943472982755933e-05,19458.52289784444,0.0002464652883565596,-0.00446119053179323,4854.22956468978,21.19155168447461,-7.818341925434687e-13,0.9113570584068448,-210.5879773917961,-5.962634171438594,17.96131897699734,23.90141348149148,-844.1566776734669,1.852191036895175e-16,-3.241334314566557e-17,1,0.004365543381733089,-0.9999904709700899,-3.322169429428519e-17,1
9,0.1800000071525574,16,0.9976157270164133,1.006363726012697,0.0004867320289597405,-1.952994947680074e-05,19506.09420608734,0.0002432752117219134,-0.003970927898692835,4856.636181141803,21.20205797311385,-2.961347740273079e-13,0.8758470769221107,-198.7968227880567,-5.926888721443769,17.96142980043567,23.80440777980308,-798.4436322378517,3.712832989610569e-17,0,1,0.004365543381733089,-0.9999904709700899,-1.620401916358181e-19,1
9,0.1800000071525574,19,1.001976985509281,0.00735477043709903,0.9995074054426658,-1.943472982744843e-05,19458.52289784462,-0.0002464652883568192,-0.004461190531793308,4854.229564689825,21.19155168447528,-7.818341925434795e-13,0.911357058406892,-210.5879773917996,5.962634171450912,17.96131897700145,-23.90141348154091,-844.1566776734809,1.852191036895175e-16,-3.241334314566556e-17,0.9999999999999999,0.00436554338173327,-0.9999904709700899,-3.322169429428519e-17,1
9,0.1800000071525574,22,0.9976157270164133,1.006363726012697,0.9995132679710405,-1.952994947685031e-05,19506.09420608721,-0.0002432752117221327,-0.003970927898692833,4856.636181141773,21.20205797311419,-2.961347740273097e-13,0.8758470769221195,-198.7968227880559,5.926888721454753,17.96142980044343,-23.80440777984721,-798.4436322378488,3.712832989610569e-17,0,0.9999999999999999,0.00436554338173327,-0.9999904709700899,-1.620060753382396e-19,1
10,0.2000000029802322,13,1.00233916428989,0.009296564035250364,0.0004935647663260161,-1.893763037929491e-05,18961.4908636579,0.0002468843816111361,-0.005960139304591197,4729.696838932745,24.14807278552206,-1.605193233885353e-13,1.197355135624909,-236.2750055515127,-4.978467905053388,0.09381634436126163,19.9585611008742,-947.2331192854799,3.241335442186489e-17,2.778287521874133e-17,0.9999999999999999,0.005105561492590972,-0.999986966535987,2.761717103881145e-17,2
10,0.2000000029802322,16,0.9972386219250901,1.008300472707396,0.000484516493460564,-1.903315098239332e-05,19009.18712629692,0.0002421827088015951,-0.005468472791769638,4726.338358288959,24.13092563258673,-3.431462041509067e-13,1.214378631423336,-236.0926933397362,-5.143475787981551,11.73532790100006,20.68663138286382,-949.5577163282179,7.394661192273048e-17,0,0.9999999999999999,0.005105561492590971,-0.9999869665359871,-3.773390108841187e-19,2
10,0.2000000029802322,19,1.00233916428989,0.009296564035250402,0.9995064352336741,-1.893763037933175e-05,18961.49086365771,-0.0002468843816114051,-0.005960139304591333,4729.696838932698,24.14807278552175,-1.605193233885344e-13,1.197355135624893,-236.2750055515101,4.978467905065026,0.09381634435364106,-19.95856110092082,-947.2331192854696,3.241335442186489e-17,2.778287521874133e-17,0.9999999999999999,0.005105561492591023,-0.999986966535987,2.761738300565267e-17,2
10,0.2000000029802322,22,0.9972386219250903,1.008300472707396,0.9995154835065395,-1.903315098233139e-05,19009.1871262971,-0.0002421827088019638,-0.0054684727917696,4726.338358289008,24.13092563258691,-3.431462041509116e-13,1.214378631423342,-236.0926933397383,5.14347578799634,11.73532790100461,-20.6866313829233,-949.557716328226,7.394661192273048e-17,0,0.9999999999999999,0.005105561492591023,-0.9999869665359872,-3.776194918860279e-19,2
11,0.2199999988079071,13,1.001673893301582,0.006937548641463709,0.0004924404630193493,-2.011745946546688e-05,20127.64369832644,0.0002463518612144605,-0.004418514625876134,5021.190023744281,18.89595924693206,-6.058810877297272e-13,0.6456919244234472,-173.4357609646107,-5.276324233925855,26.81708102961023,21.15020975527884,-695.224171034851,1.481750988253725e-16,5.55656620595147e-17,1,0.003763216559563809,-0.9999929190754933,5.500734391227374e-17,1
11,0.2199999988079071,16,0.9979143681115537,1.005949566581191,0.0004847115009127021,-2.015821626246512e-05,20148.00590087153,0.0002423830471114599,-0.003927400451537963,5016.675693827444,18.87897072553925,-3.287415760969591e-13,0.6590773430678047,-173.2782821596574,-5.459757853857884,26.76501898634665,21.92736011770008,-695.9214815608942,3.712672378030674e-17,1.851342062905909e-16,0.9999999999999999,0.003763216559563809,-0.9999929190754931,1.849932489518903e-16,1
11,0.2199999988079071,19,1.001673893301582,0.006937548641463688,0.9995075595369808,-2.011745946540534e-05,20127.64369832663,-0.0002463518612145831,-0.004418514625876236,5021.190023744328,18.89595924693251,-6.058810877297356e-13,0.6456919244234728,-173.4357609646113,5.276324233931176,26.81708102961052,-21.15020975530006,-695.2241710348535,1.481750988253725e-16,5.55656620595147e-17,1,0.003763216559563895,-0.9999929190754931,5.500753232753663e-17,1
