stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,e11,e22,e33,e12_engineering,e13_engineering,e23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,pe11,pe22,pe33,pe12_engineering,pe13_engineering,pe23_engineering,peeq,ivol_m3
2,0.2,1,3,0.211324865405185,0.7886751345948151,0.2113248654051851,600,201980198.0198026,1.639127731323242e-07,1.788139343261719e-07,8.560248044438382e-10,1.467471093332294e-09,-9.29398359110453e-09,0.002,-0.0007980198019801976,-0.0007980198019801974,2.371692252312041e-20,4.065758146820642e-20,-2.574980159653073e-19,0.001009900990099012,-0.0003029702970297033,-0.0003029702970297032,1.11283224577699e-20,1.907712421331982e-20,-1.208217866843589e-19,0.0009900990099009877,-0.0004950495049504943,-0.0004950495049504942,1.258860006535051e-20,2.158045725488659e-20,-1.366762292809484e-19,0.0009900990099012098,0.1250000000000001
2,0.2,1,4,0.7886751345948151,0.7886751345948151,0.211324865405185,600,201980198.0198026,1.043081283569336e-07,1.490116119384766e-07,8.560248044438386e-10,9.293983591104533e-09,-4.096690135552655e-09,0.002,-0.0007980198019801977,-0.0007980198019801974,2.371692252312041e-20,2.574980159653073e-19,-1.135024149320762e-19,0.001009900990099013,-0.0003029702970297035,-0.0003029702970297033,1.11283224577699e-20,1.208217866843589e-19,-5.325697176218453e-20,0.0009900990099009875,-0.0004950495049504942,-0.0004950495049504941,1.258860006535051e-20,1.366762292809484e-19,-6.024544316989172e-20,0.0009900990099012093,0.125
2,0.2,1,5,0.211324865405185,0.211324865405185,0.7886751345948151,600,201980198.0198025,1.490116119384766e-08,4.470348358154297e-08,-6.114462888884559e-10,4.524702537774574e-09,2.005543827554136e-08,0.002,-0.0007980198019801978,-0.0007980198019801976,-1.694065894508601e-20,1.253608761936365e-19,5.55653613398821e-19,0.001009900990099012,-0.0003029702970297037,-0.0003029702970297035,-7.948801755549928e-21,5.882113299106946e-20,2.607206975820376e-19,0.0009900990099009877,-0.0004950495049504941,-0.0004950495049504941,-8.991857189536078e-21,6.653974320256699e-20,2.949329158167834e-19,0.0009900990099012098,0.125
2,0.2,1,6,0.7886751345948151,0.211324865405185,0.788675134594815,600,201980198.0198025,1.490116119384766e-08,4.470348358154297e-08,-6.114462888884559e-10,6.359041404439942e-09,1.222892577776912e-08,0.002,-0.0007980198019801978,-0.0007980198019801976,-1.694065894508601e-20,1.761828530288945e-19,3.388131789017201e-19,0.001009900990099012,-0.0003029702970297037,-0.0003029702970297035,-7.948801755549928e-21,8.266753825771924e-20,1.589760351109985e-19,0.0009900990099009877,-0.0004950495049504941,-0.0004950495049504941,-8.991857189536078e-21,9.351531477117523e-20,1.798371437907216e-19,0.0009900990099012098,0.125
2,0.2,1,7,0.211324865405185,0.7886751345948151,0.7886751345948151,600,201980198.0198025,0,0,-3.913256248886118e-09,0,1.467471093332294e-09,0.002,-0.0007980198019801979,-0.0007980198019801974,-1.084202172485504e-19,0,4.065758146820642e-20,0.001009900990099012,-0.0003029702970297036,-0.0003029702970297035,-5.087233123551953e-20,0,1.907712421331982e-20,0.0009900990099009879,-0.0004950495049504943,-0.0004950495049504939,-5.754788601303091e-20,0,2.158045725488659e-20,0.00099009900990121,0.125
2,0.2,1,8,0.7886751345948151,0.7886751345948151,0.7886751345948151,600,201980198.0198024,-4.470348358154297e-08,0,-2.445785155553823e-09,1.369639687110141e-08,7.215066208883779e-09,0.002,-0.000798019801980198,-0.0007980198019801974,-6.776263578034403e-20,3.794707603699266e-19,1.998997755520149e-19,0.001009900990099012,-0.0003029702970297037,-0.0003029702970297035,-3.179520702219971e-20,1.780531593243184e-19,9.379586071548914e-20,0.0009900990099009879,-0.0004950495049504943,-0.0004950495049504939,-3.596742875814432e-20,2.014176010456082e-19,1.061039148365257e-19,0.00099009900990121,0.125
3,0.3,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,600,205940594.0594062,-2.384185791015625e-07,-2.384185791015625e-07,2.162111896203052e-09,2.722945930101877e-09,8.568684522213266e-09,0.004,-0.001794059405940594,-0.001794059405940595,9.317362419797304e-20,1.355252715606881e-19,4.269046054161674e-19,0.001029702970297031,-0.0003089108910891102,-0.0003089108910891102,2.810745465063968e-20,3.53982970913244e-20,1.113928987887725e-19,0.002970297029702969,-0.001485148514851483,-0.001485148514851484,6.506616954733335e-20,1.001269744693637e-19,3.155117066273949e-19,0.002970297029703191,0.1250000000000001
3,0.3,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,600,205940594.0594066,2.980232238769531e-07,2.980232238769531e-07,2.200102492828841e-09,8.566793587539586e-09,-2.505918200508844e-09,0.004000000000000002,-0.001794059405940593,-0.001794059405940594,9.656175598699024e-20,4.573977915173222e-19,-9.317362419797304e-20,0.001029702970297032,-0.0003089108910891089,-0.0003089108910891091,2.860133240677494e-20,1.113683166380147e-19,-3.257693660661498e-20,0.002970297029702969,-0.001485148514851484,-0.001485148514851485,6.79604235802153e-20,3.460294748793075e-19,-6.059668759135806e-20,0.002970297029703191,0.125
3,0.3,1,3,0.211324865405185,0.7886751345948151,0.2113248654051851,600,205940594.0594066,2.384185791015625e-07,1.788139343261719e-07,1.127736249068645e-08,4.558871595094818e-10,5.533218661497415e-09,0.004,-0.001794059405940594,-0.001794059405940594,4.845028458294598e-19,4.065758146820642e-20,9.486769009248164e-20,0.001029702970297032,-0.0003089108910891091,-0.0003089108910891093,1.466057123789238e-19,5.926533073623262e-21,7.193184259946641e-20,0.002970297029702968,-0.001485148514851484,-0.001485148514851484,3.378971334505359e-19,3.473104839458316e-20,2.293584749301523e-20,0.00297029702970319,0.1250000000000001
3,0.3,1,4,0.7886751345948151,0.7886751345948151,0.211324865405185,600,205940594.0594068,3.576278686523438e-07,3.278255462646484e-07,1.127736249068645e-08,8.069133962056951e-09,-2.621033146348032e-08,0.004,-0.001794059405940594,-0.001794059405940593,4.845028458294598e-19,4.743384504624082e-19,-1.157047005949374e-18,0.001029702970297033,-0.0003089108910891089,-0.0003089108910891091,1.466057123789238e-19,1.048987415067404e-19,-3.407343090252442e-19,0.002970297029702968,-0.001485148514851485,-0.001485148514851484,3.37897133450536e-19,3.694397089556678e-19,-8.163126969241302e-19,0.002970297029703189,0.125
3,0.3,1,5,0.211324865405185,0.211324865405185,0.7886751345948151,600,205940594.0594065,8.940696716308594e-08,1.490116119384766e-07,-6.019532678937967e-09,9.17842500289959e-09,2.695785232061719e-08,0.004,-0.001794059405940594,-0.001794059405940594,-2.608861477543245e-19,4.506215279392878e-19,1.423015351387225e-18,0.001029702970297032,-0.0003089108910891095,-0.0003089108910891093,-7.825392482619358e-20,1.193195250376947e-19,3.504520801680236e-19,0.002970297029702968,-0.001485148514851484,-0.001485148514851485,-1.826322229281309e-19,3.313020029015931e-19,1.072563271219201e-18,0.00297029702970319,0.125
3,0.3,1,6,0.7886751345948151,0.211324865405185,0.788675134594815,600,205940594.0594068,1.490116119384766e-07,8.940696716308594e-08,-7.314994833562196e-09,1.104374610691068e-08,1.804914336344551e-08,0.004000000000000001,-0.001794059405940594,-0.001794059405940594,-3.150962563785997e-19,5.55653613398821e-19,9.351243737687476e-19,0.001029702970297034,-0.0003089108910891097,-0.00030891089108911,-9.509493283630859e-20,1.435686993898388e-19,2.346388637247916e-19,0.002970297029702968,-0.001485148514851484,-0.001485148514851484,-2.200013235422911e-19,4.120849140089822e-19,7.00485510043956e-19,0.002970297029703189,0.125
3,0.3,1,7,0.211324865405185,0.7886751345948151,0.7886751345948151,600,205940594.0594065,2.980232238769531e-08,2.980232238769531e-08,-2.453401787526135e-08,2.590924309248451e-09,2.118328163349709e-08,0.004,-0.001794059405940594,-0.001794059405940594,-1.084202172485504e-18,1.084202172485504e-19,9.0801931945661e-19,0.001029702970297032,-0.0003089108910891095,-0.0003089108910891095,-3.189422323783975e-19,3.368201602022986e-20,2.753826612354622e-19,0.002970297029702968,-0.001485148514851484,-0.001485148514851484,-7.652599401071068e-19,7.473820122832058e-20,6.326366582211478e-19,0.00297029702970319,0.125
3,0.3,1,8,0.7886751345948151,0.7886751345948151,0.7886751345948151,600,205940594.0594065,1.490116119384766e-07,8.940696716308594e-08,-2.148720640650341e-08,1.980049267757921e-08,-7.474520958760072e-09,0.004,-0.001794059405940594,-0.001794059405940593,-9.351243737687476e-19,1.029992063861229e-18,-2.066760391300493e-19,0.001029702970297032,-0.0003089108910891093,-0.0003089108910891095,-2.793336832845443e-19,2.574064048085296e-19,-9.716877246388097e-20,0.002970297029702968,-0.001485148514851485,-0.001485148514851484,-6.557906904842032e-19,7.725856590526996e-19,-1.095072666661683e-19,0.00297029702970319,0.125
4,0.4,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,600,-194059405.9405939,-3.576278686523438e-07,-3.129243850708008e-07,-3.832275115135072e-09,6.37170324135117e-09,-1.856336367070431e-09,0.002,-0.001194059405940594,-0.001194059405940595,1.524659305057741e-20,1.829591166069289e-19,2.913793338554793e-19,-0.0009702970297029686,0.0002910891089108895,0.0002910891089108899,-4.981957649675595e-20,8.283214213756521e-20,-2.413237277191559e-20,0.002970297029702969,-0.001485148514851483,-0.001485148514851484,6.506616954733335e-20,1.001269744693637e-19,3.155117066273949e-19,0.002970297029703191,0.1250000000000001
