case,node,temperature_k,ux_m,uy_m,uz_m,rfl_w,rf_x_n,rf_y_n,rf_z_n
D12_MINUS,6,430,0.04,0.016,0.04,25.05444013838712,6264347800.745636,-5142732300.803203,5732499106.703645
D12_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188196164498,6783105630.610228,5984730344.87724,5906806358.111952
D12_MINUS,8,455,-0.032,0.028,0.04399999999999999,66.75644309806319,-6194707594.713804,5289529532.951877,5889480266.845711
D13_PLUS,1,360,6.454976060000001e-27,5.474974559999999e-27,5.439878119999999e-27,-142.0772899462331,-6811199987.210639,-5944485795.573267,-5865311922.444101
D13_PLUS,2,410,0.04800000000000001,-0.008,0.012,-66.3950226289853,6045071849.576202,-5290891673.192322,-5677706401.94702
D13_PLUS,3,445,0.068,0.036,-0.016,21.00298730201587,6728532715.086983,5797419829.586356,-5773397447.469877
D13_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990368472574,-6216791074.590037,5098315914.149211,-5772192898.196959
D13_PLUS,5,470,0.012,-0.02,0.056,44.87952932762716,-6598361485.251259,-5791885194.536089,5559822174.809588
D13_PLUS,6,430,0.0400001,0.016,0.04,25.05443444086438,6264349991.836538,-5142733054.956212,5732499833.683597
D13_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188208432878,6783105663.969921,5984729703.743116,5906807239.793228
D13_PLUS,8,455,-0.032,0.028,0.04399999999999999,66.75644434614895,-6194707673.41771,5289530270.779206,5889479421.771544
D13_MINUS,1,360,6.454973060000001e-27,5.474974559999999e-27,5.43987612e-27,-142.0772876109855,-6811196894.927044,-5944485425.822115,-5865309839.524655
D13_MINUS,2,410,0.04800000000000001,-0.008,0.012,-66.39501567918701,6045068719.11159,-5290889520.303349,-5677705690.076675
D13_MINUS,3,445,0.068,0.036,-0.016,21.00298623786387,6728531727.261433,5797419441.36092,-5773397002.328051
D13_MINUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990311068556,-6216785817.018639,5098313761.261847,-5772190766.048114
D13_MINUS,5,470,0.012,-0.02,0.056,44.87952589328866,-6598360512.438044,-5791884440.120332,5559821426.883579
D13_MINUS,6,430,0.0399999,0.016,0.04,25.05444034366327,6264344653.184636,-5142730888.023883,5732497713.012603
D13_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188140951301,6783102605.30266,5984728950.591516,5906805143.223971
D13_MINUS,8,455,-0.032,0.028,0.04399999999999999,66.75643983091213,-6194704480.476595,5289528121.055394,5889479014.857343
D14_PLUS,1,360,6.454977050572001e-27,5.474975559999999e-27,5.43987812e-27,-142.0772875903275,-6811200983.09742,-5944486618.581388,-5865311892.238758
D14_PLUS,2,410,0.04800000000000001,-0.008,0.012,-66.39502154163497,6045070742.760966,-5290890749.453859,-5677706190.829484
D14_PLUS,3,445,0.068,0.036,-0.016,21.00298255314538,6728533714.347407,5797420650.104906,-5773397605.631355
D14_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990059778599,-6216789964.005964,5098314991.000141,-5772192868.337319
D14_PLUS,5,470,0.012,-0.02,0.056,44.87953065658845,-6598362485.626451,-5791885830.375011,5559821965.639028
D14_PLUS,6,430,0.04,0.016,0.04,25.05443448327721,6264348838.060065,-5142732317.717121,5732499801.781175
D14_PLUS,7,515,0.0920001,0.064,0.07199999999999999,148.8188132314187,6783106703.837563,5984730340.268596,5906807208.105634
D14_PLUS,8,455,-0.032,0.028,0.04399999999999999,66.75644880531871,-6194706566.276166,5289529534.753738,5889479581.511081
D14_MINUS,1,360,6.454972069428e-27,5.474973559999999e-27,5.43987612e-27,-142.0772899668911,-6811195899.040263,-5944484602.813907,-5865309869.729933
D14_MINUS,2,410,0.04800000000000001,-0.008,0.012,-66.39501676653825,6045069825.926775,-5290890444.041889,-5677705901.194239
D14_MINUS,3,445,0.068,0.036,-0.016,21.00299098673385,6728530728.00101,5797418620.842281,-5773396844.166747
D14_MINUS,4,385,-0.016,0.04399999999999999,0.008,-98.0399061976252,-6216786927.602659,5098314684.410995,-5772190795.90764
D14_MINUS,5,470,0.012,-0.02,0.056,44.87952456432828,-6598359512.062853,-5791883804.281254,5559821636.054166
D14_MINUS,6,430,0.04,0.016,0.04,25.05444030124965,6264345806.961052,-5142731625.263171,5732497744.914951
D14_MINUS,7,515,0.0919999,0.064,0.07199999999999999,148.8188217069994,6783101565.435024,5984728314.065884,5906805174.911456
D14_MINUS,8,455,-0.032,0.028,0.04399999999999999,66.75643537174346,-6194705587.618089,5289528857.081059,5889478855.117984
D15_PLUS,1,360,6.45497406e-27,5.474974559999999e-27,5.43987712e-27,-142.0772843627634,-6811197933.205383,-5944485408.823678,-5865310670.632251
D15_PLUS,2,410,0.04800000000000001,-0.008,0.012,-66.39501790000611,6045067656.981132,-5290889511.969742,-5677704995.435938
D15_PLUS,3,445,0.068,0.036,-0.016,21.00298735452239,6728530656.589609,5797419438.797278,-5773396160.431666
D15_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.03989865020675,-6216786863.063993,5098313767.399961,-5772191450.766218
D15_PLUS,5,470,0.012,-0.02,0.056,44.87952907840646,-6598359463.775432,-5791884438.61873,5559820764.914917
D15_PLUS,6,430,0.04,0.016,0.04,25.05443600650209,6264345720.685685,-5142730890.941878,5732498580.768898
D15_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188108238252,6783103622.354829,5984728933.936209,5906805795.746077
D15_PLUS,8,455,-0.0319999,0.028,0.04399999999999999,66.75643764972017,-6194703396.566449,5289528110.220578,5889478135.836182
D15_MINUS,1,360,6.454975060000001e-27,5.474974559999999e-27,5.43987712e-27,-142.0772931944559,-6811198948.932261,-5944485812.5717,-5865311091.336522
D15_MINUS,2,410,0.04800000000000001,-0.008,0.012,-66.39502040816684,6045072911.70667,-5290891681.525947,-5677707096.587726
D15_MINUS,3,445,0.068,0.036,-0.016,21.00298618535731,6728533785.758819,5797419832.149993,-5773398289.366298
D15_MINUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990814520542,-6216790028.544641,5098315908.011113,-5772192213.478911
D15_MINUS,5,470,0.012,-0.02,0.056,44.87952614250958,-6598362533.913882,-5791885196.037703,5559822836.77822
D15_MINUS,6,430,0.04,0.016,0.04,25.05443877802543,6264348924.335446,-5142733052.038271,5732498965.927315
D15_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188241145942,6783104646.917719,5984729720.398434,5906806587.271177
D15_MINUS,8,455,-0.0320001,0.028,0.04399999999999999,66.75644652734172,-6194708757.327867,5289530281.614079,5889480300.792746
D16_PLUS,1,360,6.45497356e-27,9.999999999999998e-08,5.43987612e-27,-142.0772921707758,-6811197398.404968,-5944482950.749299,-5865309822.251024
D16_PLUS,2,410,0.04800000000000001,-0.008,0.012,-66.39502160759291,6045069892.572506,-5290889000.245654,-5677704996.248199
D16_PLUS,3,445,0.068,0.036,-0.016,21.00299013460419,6728531174.233734,5797418060.579478,-5773397026.919614
D16_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.03989565648672,-6216788047.32192,5098314291.754793,-5772191461.354061
D16_PLUS,5,470,0.012,-0.02,0.056,44.8795223538153,-6598359970.236083,-5791883254.683169,5559821444.142291
D16_PLUS,6,430,0.04,0.016,0.04,25.05443493223251,6264347102.483828,-5142731428.080858,5732498602.745296
D16_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188182875288,6783103098.974574,5984726692.634832,5906805127.601422
D16_PLUS,8,455,-0.032,0.028,0.04399999999999999,66.7564437266746,-6194705852.30167,5289527588.789874,5889478132.283889
D16_MINUS,1,360,6.45497556e-27,-9.999999999999998e-08,5.43987812e-27,-142.0772853864431,-6811199483.732774,-5944488270.645981,-5865311939.717688
D16_MINUS,2,410,0.04800000000000001,-0.008,0.012,-66.39501670058027,6045070676.115447,-5290892193.249986,-5677707095.775478
D16_MINUS,3,445,0.068,0.036,-0.016,21.00298340527544,6728533268.114767,5797421210.367667,-5773397422.878408
D16_MINUS,4,385,-0.016,0.04399999999999999,0.008,-98.03991113892428,-6216788844.286888,5098315383.656211,-5772192202.891026
D16_MINUS,5,470,0.012,-0.02,0.056,44.87953286710086,-6598362027.4533,-5791886379.973055,5559822157.550962
D16_MINUS,6,430,0.04,0.016,0.04,25.05443985229454,6264347542.537422,-5142732514.899219,5732498943.950899
D16_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188166508896,6783105170.298067,5984731961.699628,5906807255.41569
D16_MINUS,8,455,-0.032,0.028,0.04399999999999999,66.75644045038717,-6194706301.592738,5289530803.044734,5889480304.34505
D17_PLUS,1,360,6.45497456e-27,5.474973069427999e-27,5.43987612e-27,-142.0772863502291,-6811198050.007959,-5944483979.882094,-5865309813.558624
D17_PLUS,2,410,0.04800000000000001,-0.007999900000000001,0.012,-66.39502447519722,6045069220.775106,-5290887890.625433,-5677704987.379614
D17_PLUS,3,445,0.068,0.036,-0.016,21.00298821322483,6728531825.841845,5797419051.665379,-5773396834.776124
D17_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990006778184,-6216787371.94458,5098313225.948941,-5772191650.474298
D17_PLUS,5,470,0.012,-0.02,0.056,44.87952786231313,-6598360810.231837,-5791884245.253229,5559821638.400923
D17_PLUS,6,430,0.04,0.016,0.04,25.05443362981398,6264346242.506069,-5142730362.792581,5732498405.731892
D17_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188178782812,6783103936.074632,5984727681.265666,5906805113.753135
D17_PLUS,8,455,-0.032,0.028,0.04399999999999999,66.75644330957508,-6194704993.01328,5289526519.673354,5889478128.302711
D17_MINUS,1,360,6.45497456e-27,5.474976050571998e-27,5.43987812e-27,-142.0772912069898,-6811198832.129887,-5944487241.513157,-5865311948.410086
D17_MINUS,2,410,0.04800000000000001,-0.0080001,0.012,-66.39501383297616,6045071347.912744,-5290893302.870234,-5677707104.644065
D17_MINUS,3,445,0.068,0.036,-0.016,21.00298532665512,6728532616.506759,5797420219.281741,-5773397615.021956
D17_MINUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990672762932,-6216789519.66413,5098316449.462088,-5772192013.770736
D17_MINUS,5,470,0.012,-0.02,0.056,44.87952735860301,-6598361187.457597,-5791885389.402969,5559821963.292273
D17_MINUS,6,430,0.04,0.016,0.04,25.05444115471298,6264348402.515135,-5142733580.187517,5732499140.964363
D17_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188170601375,6783104333.198059,5984730973.068772,5906807269.26398
D17_MINUS,8,455,-0.032,0.028,0.04399999999999999,66.75644086748667,-6194707160.881083,5289531872.161277,5889480308.326225
D18_PLUS,1,360,6.454975560000001e-27,5.474976059999999e-27,5.43987712e-27,-142.0772900065363,-6811199490.463189,-5944487196.724426,-5865311053.510848
D18_PLUS,2,410,0.04800000000000001,-0.008,0.012,-66.39502030726463,6045070674.040378,-5290891154.492126,-5677706392.178705
D18_PLUS,3,445,0.068,0.0360001,-0.016,21.00298224244129,6728533272.444726,5797422313.201066,-5773398315.0213
D18_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.0399067559102,-6216788846.01836,5098316438.379456,-5772192912.652362
D18_PLUS,5,470,0.012,-0.02,0.056,44.87952954797184,-6598362032.087682,-5791887461.884191,5559822860.244408
D18_PLUS,6,430,0.04,0.016,0.04,25.05443993823834,6264347546.79061,-5142733590.166293,5732499842.407229
D18_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188213495503,6783105178.054742,5984730908.065201,5906806558.728114
D18_PLUS,8,455,-0.032,0.028,0.04399999999999999,66.75644399150934,-6194706302.761224,5289529743.621313,5889479411.983463
D18_MINUS,1,360,6.454973560000001e-27,5.474973059999999e-27,5.43987712e-27,-142.0772875506825,-6811197391.67455,-5944484024.670826,-5865310708.457909
D18_MINUS,2,410,0.04800000000000001,-0.008,0.012,-66.39501800090871,6045069894.647573,-5290890039.00349,-5677705699.845074
D18_MINUS,3,445,0.068,0.03599989999999999,-0.016,21.00299129743862,6728531169.903772,5797416957.746105,-5773396134.776674
D18_MINUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990003950095,-6216788045.590448,5098313237.031571,-5772190751.592623
D18_MINUS,5,470,0.012,-0.02,0.056,44.8795256729444,-6598359965.6017,-5791882172.772058,5559820741.44874
D18_MINUS,6,430,0.04,0.016,0.04,25.05443484628861,6264347098.230639,-5142730352.813806,5732497704.288917
D18_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188135888682,6783103091.217898,5984727746.269234,5906805824.289103
D18_MINUS,8,455,-0.032,0.028,0.04399999999999999,66.75644018555235,-6194705851.133183,5289528648.213269,5889479024.645521
D19_PLUS,1,360,6.45497456e-27,5.474975069427999e-27,5.43987712e-27,-142.0772966591077,-6811198833.80773,-5944486202.787975,-5865311246.620935
D19_PLUS,2,410,0.04800000000000001,-0.008,0.012,-66.39502034287241,6045071338.037944,-5290892217.578808,-5677706204.005122
D19_PLUS,3,445,0.068,0.036,-0.016,21.00298994525893,6728532614.404529,5797421274.068338,-5773398310.918658
D19_PLUS,4,385,-0.016,0.04400010000000001,0.008,-98.03990758098834,-6216789512.163628,5098317539.531943,-5772192908.287996
D19_PLUS,5,470,0.012,-0.02,0.056,44.87952713953246,-6598361186.464891,-5791886464.552159,5559822848.172558
D19_PLUS,6,430,0.04,0.016,0.04,25.0544375487727,6264348398.159518,-5142734649.478476,5732499843.867281
D19_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188224037486,6783104335.263897,5984729913.330821,5906806378.420709
D19_PLUS,8,455,-0.032,0.028,0.04399999999999999,66.75644754565573,-6194707153.429639,5289530807.466316,5889479599.372166
D19_MINUS,1,360,6.45497456e-27,5.474974050571998e-27,5.43987712e-27,-142.0772808981113,-6811198048.330114,-5944485018.607252,-5865310515.347882
D19_MINUS,2,410,0.04800000000000001,-0.008,0.012,-66.39501796530062,6045069230.649905,-5290888975.91683,-5677705888.018604
D19_MINUS,3,445,0.068,0.036,-0.016,21.00298359462096,6728531827.944076,5797417996.878805,-5773396138.879316
D19_MINUS,4,385,-0.016,0.04399989999999999,0.008,-98.03989921442272,-6216787379.445081,5098312135.879109,-5772190755.956989
D19_MINUS,5,470,0.012,-0.02,0.056,44.8795280813836,-6598360811.224542,-5791883170.104066,5559820753.520589
D19_MINUS,6,430,0.04,0.016,0.04,25.05443723575414,6264346246.861684,-5142729293.501645,5732497702.828867
D19_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188125346698,6783103934.008795,5984728741.003591,5906806004.596457
D19_MINUS,8,455,-0.032,0.028,0.04399999999999999,66.75643663140605,-6194705000.464723,5289527584.368289,5889478837.256878
D20_PLUS,1,360,6.454973560000001e-27,5.474973069427999e-27,5.43987712e-27,-142.0772830489095,-6811197394.093493,-5944484037.338792,-5865310521.12761
D20_PLUS,2,410,0.04800000000000001,-0.008,0.012,-66.39501619278842,6045070085.359169,-5290890051.116348,-5677705898.659054
D20_PLUS,3,445,0.068,0.036,-0.016,21.00298676648632,6728531173.379991,5797416991.328493,-5773396137.537224
D20_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990202262221,-6216788235.96231,5098313228.769033,-5772190746.668924
D20_PLUS,5,470,0.012,-0.0199999,0.056,44.87952368355106,-6598359967.997808,-5791882144.443586,5559820744.353258
D20_PLUS,6,430,0.04,0.016,0.04,25.05443700211759,6264346915.576097,-5142730365.209675,5732497701.394761
D20_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188157437634,6783103093.274271,5984727738.316157,5906806015.274865
D20_PLUS,8,455,-0.032,0.028,0.04399999999999999,66.75643806840175,-6194705669.535915,5289528639.694715,5889478842.969926
D20_MINUS,1,360,6.454975560000001e-27,5.474976050571999e-27,5.43987712e-27,-142.0772945083096,-6811199488.044246,-5944487184.056458,-5865311240.841206
D20_MINUS,2,410,0.04800000000000001,-0.008,0.012,-66.39502211538482,6045070483.328725,-5290891142.379265,-5677706193.36467
D20_MINUS,3,445,0.068,0.036,-0.016,21.0029867733936,6728533268.968505,5797422279.618673,-5773398312.260748
D20_MINUS,4,385,-0.016,0.04399999999999999,0.008,-98.039904772789,-6216788655.646443,5098316446.641993,-5772192917.576059
D20_MINUS,5,470,0.012,-0.0200001,0.056,44.87953153736507,-6598362029.691575,-5791887490.212664,5559822857.339888
D20_MINUS,6,430,0.04,0.016,0.04,25.05443778240935,6264347729.445211,-5142733577.770422,5732499845.301384
D20_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188191946553,6783105175.99837,5984730916.018277,5906806367.742296
D20_MINUS,8,455,-0.032,0.028,0.04399999999999999,66.7564461086601,-6194706484.358547,5289529752.139866,5889479593.659116
D21_PLUS,1,360,6.45497456e-27,5.474974059999998e-27,5.43987712e-27,-142.0772852160854,-6811198229.010448,-5944485022.024089,-5865310703.311282
D21_PLUS,2,410,0.04800000000000001,-0.008,0.012,-66.39501600034566,6045069221.051949,-5290888980.003881,-5677705689.902727
D21_PLUS,3,445,0.068,0.036,-0.016,21.0029879019739,6728532005.434583,5797417979.787598,-5773396126.267479
D21_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990098051003,-6216787372.266927,5098312160.780289,-5772190748.962865
D21_PLUS,5,470,0.012,-0.02,0.056,44.87952799270523,-6598360616.484191,-5791883173.665394,5559820738.946052
D21_PLUS,6,430,0.04,0.0160001,0.04,25.05443249227949,6264346240.639926,-5142729256.437631,5732497696.116079
D21_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188124188037,6783103741.688246,5984728723.750791,5906805814.060993
D21_PLUS,8,455,-0.032,0.028,0.04399999999999999,66.7564413911787,-6194704991.053137,5289527567.812319,5889479019.32123
D21_MINUS,1,360,6.45497456e-27,5.474975059999998e-27,5.43987712e-27,-142.0772923411338,-6811198653.127296,-5944486199.371063,-5865311058.657536
D21_MINUS,2,410,0.04800000000000001,-0.008,0.012,-66.39502230782725,6045071347.635851,-5290892213.491784,-5677706402.1209
D21_MINUS,3,445,0.068,0.036,-0.016,21.00298563790368,6728532436.913922,5797421291.159473,-5773398323.530318
D21_MINUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990581490361,-6216789519.341731,5098317514.63079,-5772192915.282365
D21_MINUS,5,470,0.012,-0.02,0.056,44.87952722821126,-6598361381.205256,-5791886460.990884,5559822862.746944
D21_MINUS,6,430,0.04,0.0159999,0.04,25.05444229224902,6264348404.381227,-5142734686.542443,5732499850.580133
D21_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188225196158,6783104527.584458,5984729930.583676,5906806568.956467
D21_MINUS,8,455,-0.032,0.028,0.04399999999999999,66.75644278588481,-6194707162.841177,5289530824.022236,5889479417.307573
D22_PLUS,1,360,6.454975560000001e-27,5.474977050571998e-27,5.43987812e-27,-142.0772873025862,-6811199487.162692,-5944488244.275177,-5865311943.267036
D22_PLUS,2,410,0.04800000000000001,-0.008,0.012,-66.39501600320321,6045070493.407609,-5290892207.290344,-5677707094.469404
D22_PLUS,3,445,0.068,0.036,-0.016,21.00298254410142,6728533271.181469,5797421204.261762,-5773397616.206317
D22_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990574783788,-6216788662.670039,5098315376.665336,-5772192022.750085
D22_PLUS,5,470,0.012,-0.02,0.056,44.87953136492403,-6598362030.791878,-5791886394.492819,5559821972.296398
D22_PLUS,6,430,0.04,0.016,0.04,25.05444322291213,6264347733.325501,-5142732528.574013,5732499142.088674
D22_PLUS,7,515,0.09200000000000001,0.0640001,0.07199999999999999,148.8188120939299,6783105174.727631,5984731997.250627,5906807259.223238
D22_PLUS,8,455,-0.032,0.028,0.04399999999999999,66.75643982775988,-6194706492.017603,5289530796.45463,5889480303.084532
D22_MINUS,1,360,6.454973560000001e-27,5.474972069427998e-27,5.43987612e-27,-142.0772902546329,-6811197394.975005,-5944482977.120026,-5865309818.70173
D22_MINUS,2,410,0.04800000000000001,-0.008,0.012,-66.39502230496967,6045070075.280242,-5290888986.205324,-5677704997.554116
D22_MINUS,3,445,0.068,0.036,-0.016,21.0029909957762,6728531171.166984,5797418066.685309,-5773396833.591579
D22_MINUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990104757582,-6216788228.938669,5098314298.745696,-5772191641.495193
D22_MINUS,5,470,0.012,-0.02,0.056,44.87952385599266,-6598359966.897465,-5791883240.163462,5559821629.39665
D22_MINUS,6,430,0.04,0.016,0.04,25.0544315616161,6264346911.695754,-5142731414.406013,5732498404.607637
D22_MINUS,7,515,0.09200000000000001,0.0639999,0.07199999999999999,148.8188228444897,6783103094.544971,5984726657.083895,5906805123.794114
D22_MINUS,8,455,-0.032,0.028,0.04399999999999999,66.75644434930373,-6194705661.876811,5289527595.379925,5889478133.544218
D23_PLUS,1,360,6.45497456e-27,5.474976059999998e-27,5.43987812e-27,-142.0772894746458,-6811198645.600567,-5944487251.799045,-5865311944.227725
D23_PLUS,2,410,0.04800000000000001,-0.008,0.012,-66.39501830342812,6045071349.506808,-5290893272.630005,-5677707105.251803
D23_PLUS,3,445,0.068,0.036,-0.016,21.00298641142511,6728532432.473202,5797420208.896353,-5773397431.545062
D23_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990836951085,-6216789518.087143,5098316439.814359,-5772192205.829869
D23_PLUS,5,470,0.012,-0.02,0.056,44.8795309388522,-6598361376.463252,-5791885399.650434,5559822160.216632
D23_PLUS,6,430,0.04,0.016,0.04,25.0544403717432,6264348400.603335,-5142733591.180793,5732498952.433623
D23_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188195780696,6783104519.032663,5984730962.723736,5906807265.006495
D23_PLUS,8,455,-0.032,0.0280001,0.04399999999999999,66.75643884749461,-6194707161.465048,5289531903.825829,5889480309.19771
D23_MINUS,1,360,6.45497456e-27,5.474973059999998e-27,5.43987612e-27,-142.0772880825732,-6811198236.537181,-5944483969.596134,-5865309817.741042
D23_MINUS,2,410,0.04800000000000001,-0.008,0.012,-66.39502000474474,6045069219.180991,-5290887920.865684,-5677704986.771714
D23_MINUS,3,445,0.068,0.036,-0.016,21.00298712845233,6728532009.875303,5797419062.050694,-5773397018.252781
D23_MINUS,4,385,-0.016,0.04399999999999999,0.008,-98.03989842590278,-6216787373.521514,5098313235.596693,-5772191458.415466
D23_MINUS,5,470,0.012,-0.02,0.056,44.87952428206435,-6598360621.226192,-5791884235.005822,5559821441.476468
D23_MINUS,6,430,0.04,0.016,0.04,25.05443441278551,6264346244.417817,-5142730351.799253,5732498594.262635
D23_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188153603498,6783103750.24004,5984727691.610756,5906805118.010858
D23_MINUS,8,455,-0.032,0.0279999,0.04399999999999999,66.75644532956875,-6194704992.429263,5289526488.008751,5889478127.431044
D24_PLUS,1,360,6.45497356e-27,5.474973559999999e-27,9.999999999999998e-08,-142.0772989297053,-6811197411.673982,-5944484560.596179,-5865308246.283899
D24_PLUS,2,410,0.04800000000000001,-0.008,0.012,-66.39502116791525,6045069894.305593,-5290889552.340374,-5677704473.917372
D24_PLUS,3,445,0.068,0.036,-0.016,21.00298702726578,6728532000.186544,5797419461.636603,-5773396658.964044
D24_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990505154438,-6216787416.263451,5098314485.832243,-5772190271.318701
D24_PLUS,5,470,0.012,-0.02,0.056,44.879530828714,-6598360615.987562,-5791884455.746307,5559821255.376892
D24_PLUS,6,430,0.04,0.016,0.04,25.05444101608322,6264346285.567449,-5142731806.712708,5732497207.810732
D24_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188198614113,6783103111.81095,5984728272.570639,5906803582.113894
D24_PLUS,8,455,-0.032,0.028,0.04399999999999999,66.75644641569065,-6194705847.945543,5289528155.356081,5889477605.182498
D24_MINUS,1,360,6.45497556e-27,5.474975559999999e-27,-9.999999999999998e-08,-142.0772786275142,-6811199470.463721,-5944486660.799066,-5865313515.684839
D24_MINUS,2,410,0.04800000000000001,-0.008,0.012,-66.39501714025785,6045070674.382314,-5290891641.155357,-5677707618.106091
D24_MINUS,3,445,0.068,0.036,-0.016,21.0029865126112,6728532442.161965,5797419809.31058,-5773397790.833668
D24_MINUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990174387013,-6216789475.345213,5098315189.578981,-5772193392.92647
D24_MINUS,5,470,0.012,-0.02,0.056,44.87952439220362,-6598361381.701884,-5791885178.910143,5559822346.316026
D24_MINUS,6,430,0.04,0.016,0.04,25.05443376844589,6264348359.453712,-5142732136.267453,5732500338.885419
D24_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188150770083,6783105157.461651,5984730381.763922,5906808800.903427
D24_MINUS,8,455,-0.032,0.028,0.04399999999999999,66.75643776137309,-6194706305.948826,5289530236.478535,5889480831.446198
D25_PLUS,1,360,6.45497456e-27,5.474973559999999e-27,5.439875629427999e-27,-142.077286800683,-6811198067.164291,-5944484551.226077,-5865309302.404674
D25_PLUS,2,410,0.04800000000000001,-0.008,0.0120001,-66.39502690580214,6045069249.279274,-5290889546.565088,-5677703396.552122
D25_PLUS,3,445,0.068,0.036,-0.016,21.00298421496016,6728531166.295186,5797419297.266824,-5773395654.571019
D25_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990142261591,-6216788272.518242,5098314706.530654,-5772191317.406341
D25_PLUS,5,470,0.012,-0.02,0.056,44.87953043562585,-6598359957.92827,-5791884677.531745,5559820251.21169
D25_PLUS,6,430,0.04,0.016,0.04,25.05443845005458,6264346948.349399,-5142731641.316872,5732498253.262311
D25_PLUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188179311098,6783103955.95958,5984728268.051628,5906804597.343346
D25_PLUS,8,455,-0.032,0.028,0.04399999999999999,66.75644409735069,-6194705022.272636,5289528144.790676,5889476569.116805
D25_MINUS,1,360,6.45497456e-27,5.474975559999999e-27,5.439878610572e-27,-142.0772907565363,-6811198814.97351,-5944486670.169166,-5865312459.564036
D25_MINUS,2,410,0.04800000000000001,-0.008,0.0119999,-66.39501140237097,6045071319.408531,-5290891646.930643,-5677708695.471364
D25_MINUS,3,445,0.068,0.036,-0.016,21.00298932491681,6728533276.053272,5797419973.680417,-5773398795.226711
D25_MINUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990537279817,-6216788619.090468,5098314968.88051,-5772192346.838804
D25_MINUS,5,470,0.012,-0.02,0.056,44.87952478529127,-6598362039.761074,-5791884957.124644,5559823350.481245
D25_MINUS,6,430,0.04,0.016,0.04,25.05443633447465,6264347696.67186,-5142732301.663344,5732499293.433813
D25_MINUS,7,515,0.09200000000000001,0.064,0.07199999999999999,148.8188170073097,6783104313.313069,5984730386.282928,5906807785.673948
D25_MINUS,8,455,-0.032,0.028,0.04399999999999999,66.75644007971299,-6194707131.621678,5289530247.043945,5889481867.511909
D26_PLUS,1,360,6.45497456e-27,5.474974559999999e-27,5.43987662e-27,-142.0772839206537,-6811198188.926985,-5944485402.724236,-5865310311.371691
D26_PLUS,2,410,0.04800000000000001,-0.008,0.012,-66.39501607920906,6045069232.838452,-5290890215.457429,-5677704468.002439
D26_PLUS,3,445,0.068,0.036,-0.0159999,21.00297780276596,6728531146.550373,5797418540.469113,-5773394514.677301
D26_PLUS,4,385,-0.016,0.04399999999999999,0.008,-98.03990029182636,-6216788026.051103,5098313766.395764,-5772190199.627726
D26_PLUS,5,470,0.012,-0.02,0.056,44.8795289813873,-6598359942.375687,-5791883724.674487,5559819153.925738
D26_PLUS,6,430,0.04,0.016,0.04,25.05443841413964,6264347075.622602,-5142730886.608131,5732497136.117045
