element,integration_point,current_x,current_y,current_z,ivol,vonmises_stress,effective_plastic_strain,effective_creep_strain
1,1,0.028151287897413228,0.035224494563166661,0.035224494563166661,0.0077099449184773339,108603.0215533057,0,0
1,2,0.12488864130216201,0.035175150088848417,0.035175150088848396,0.012337679340821353,111141.6359240686,0,0
1,3,0.22161931297120008,0.035142548528659924,0.035142548528659896,0.0077115985953916943,116757.8053295789,0,0
1,4,0.028152523703580276,0.49999999999999989,0.035224250399958662,0.012336459848258735,94249.84982698472,0,0
1,5,0.12489412394593163,0.49999999999999994,0.035174066860809011,0.019741199399671332,102712.2158463505,0,0
1,6,0.22162904245257228,0.49999999999999994,0.03514062623578898,0.012339150381038106,111747.9480255779,0,0
1,7,0.028151287897413228,0.96477550543683332,0.035224494563166647,0.0077099449184773365,108603.0215533059,0,0
1,8,0.124888641302162,0.96482484991115136,0.035175150088848445,0.012337679340821349,111141.6359240689,0,0
1,9,0.22161931297120008,0.96485745147133994,0.035142548528659924,0.0077115985953916926,116757.8053295793,0,0
1,10,0.028152523703580273,0.03522425039995862,0.49999999999999989,0.012336459848258733,94249.84982698449,0,0
1,11,0.12489412394593163,0.035174066860808983,0.49999999999999989,0.019741199399671342,102712.2158463501,0,0
1,12,0.22162904245257228,0.035140626235789021,0.49999999999999994,0.012339150381038107,111747.9480255776,0,0
1,13,0.028153759509747314,0.5,0.5,0.019739212522199387,76610.04882792752,0,0
1,14,0.12489960658970126,0.5,0.50000000000000011,0.031587378959471189,93206.86112091489,0,0
1,15,0.22163877193394452,0.5,0.49999999999999989,0.019743588806941353,106426.4800159309,0,0
1,16,0.028152523703580276,0.96477574960004131,0.5,0.012336459848258733,94249.84982698451,0,0
1,17,0.12489412394593163,0.96482593313919107,0.5,0.019741199399671342,102712.2158463502,0,0
1,18,0.22162904245257228,0.96485937376421083,0.5,0.012339150381038104,111747.9480255777,0,0
1,19,0.028151287897413235,0.035224494563166606,0.96477550543683332,0.0077099449184773365,108603.0215533054,0,0
1,20,0.12488864130216201,0.035175150088848445,0.96482484991115136,0.012337679340821348,111141.6359240684,0,0
1,21,0.22161931297120008,0.035142548528659869,0.96485745147134006,0.0077115985953916961,116757.8053295788,0,0
1,22,0.028152523703580276,0.5,0.96477574960004131,0.012336459848258735,94249.84982698425,0,0
1,23,0.12489412394593163,0.5,0.96482593313919152,0.019741199399671339,102712.2158463498,0,0
1,24,0.22162904245257228,0.49999999999999994,0.96485937376421083,0.0123391503810381,111747.9480255772,0,0
1,25,0.028151287897413235,0.96477550543683321,0.96477550543683332,0.00770994491847734,108603.0215533054,0,0
1,26,0.12488864130216201,0.96482484991115136,0.96482484991115136,0.012337679340821353,111141.6359240683,0,0
1,27,0.22161931297120008,0.96485745147133994,0.96485745147134006,0.0077115985953916952,116757.8053295786,0,0
2,1,0.27791763923411389,0.035130265235135724,0.035130265235135807,0.0077131782641559014,104402.1112119775,0,0
2,2,0.37465851137123979,0.03511401412890959,0.035114014128909611,0.012341651637067711,109783.2872173006,0,0
2,3,0.47139706181307328,0.035104217386762615,0.035104217386762677,0.007713672211763588,113938.2627500456,0,0
2,4,0.27792447255517638,0.49999999999999989,0.035127211814421827,0.012339354828930135,117732.6219184727,0,0
2,5,0.37465114522391108,0.50000000000000022,0.035107912661613283,0.01974400341224496,123456.708857554,0,0
2,6,0.47137549619735392,0.49999999999999989,0.035095067872883912,0.012340306876053888,127902.4186389319,0,0
2,7,0.27791763923411389,0.96486973476486404,0.03513026523513571,0.0077131782641558953,104402.1112119782,0,0
2,8,0.37465851137123962,0.9648859858710902,0.035114014128909604,0.012341651637067708,109783.2872173014,0,0
2,9,0.47139706181307334,0.96489578261323738,0.035104217386762594,0.0077136722117635923,113938.2627500463,0,0
2,10,0.27792447255517638,0.035127211814421785,0.49999999999999989,0.012339354828930112,117732.6219184723,0,0
2,11,0.37465114522391113,0.035107912661613304,0.5,0.01974400341224497,123456.7088575537,0,0
2,12,0.47137549619735386,0.035095067872883912,0.49999999999999989,0.012340306876053888,127902.4186389316,0,0
2,13,0.27793130587623882,0.49999999999999994,0.49999999999999983,0.019740199019131884,130639.7505539709,0,0
2,14,0.37464377907658264,0.5,0.5,0.031586182653317918,136782.2704294563,0,0
2,15,0.47135393058163422,0.5,0.5,0.019741981119658785,141623.1426267389,0,0
2,16,0.27792447255517644,0.96487278818557798,0.49999999999999994,0.012339354828930104,117732.6219184723,0,0
2,17,0.37465114522391119,0.96489208733838683,0.5,0.01974400341224497,123456.7088575537,0,0
2,18,0.4713754961973538,0.96490493212711614,0.5,0.012340306876053888,127902.4186389315,0,0
2,19,0.27791763923411383,0.035130265235135766,0.96486973476486415,0.0077131782641558979,104402.1112119777,0,0
2,20,0.37465851137123968,0.035114014128909563,0.96488598587109031,0.012341651637067706,109783.2872173008,0,0
2,21,0.47139706181307334,0.035104217386762608,0.96489578261323738,0.0077136722117635689,113938.2627500458,0,0
2,22,0.27792447255517649,0.5,0.96487278818557787,0.012339354828930118,117732.621918472,0,0
2,23,0.37465114522391119,0.50000000000000011,0.96489208733838705,0.019744003412244967,123456.7088575534,0,0
2,24,0.47137549619735386,0.49999999999999989,0.96490493212711614,0.012340306876053891,127902.4186389313,0,0
2,25,0.27791763923411394,0.96486973476486404,0.96486973476486415,0.0077131782641559005,104402.1112119776,0,0
2,26,0.37465851137123979,0.9648859858710902,0.96488598587109031,0.012341651637067711,109783.2872173007,0,0
2,27,0.47139706181307334,0.96489578261323738,0.96489578261323727,0.0077136722117635776,113938.2627500455,0,0
3,1,0.52770074648109777,0.03510102187225761,0.035101021872257651,0.0077147961983130547,103155.9200678493,0,0
3,2,0.62445112138125636,0.035100994230840357,0.035100994230840406,0.012343731777536299,104036.9066524687,0,0
3,3,0.72120193496247376,0.035109213332120803,0.035109213332120838,0.0077145951507367038,103593.9883550315,0,0
3,4,0.52766650661491776,0.5,0.035090078040446504,0.012340219188026046,131341.1170241233,0,0
3,5,0.62438752602729641,0.49999999999999989,0.035086932286977929,0.019744575297485818,131747.2910126293,0,0
3,6,0.72110898412073454,0.49999999999999972,0.035092033276207052,0.012340062401440963,130605.8203562191,0,0
3,7,0.52770074648109777,0.96489897812774217,0.035101021872257637,0.0077147961983130564,103155.92006785,0,0
3,8,0.62445112138125636,0.96489900576915955,0.035100994230840371,0.012343731777536296,104036.9066524694,0,0
3,9,0.72120193496247376,0.96489078666787931,0.03510921333212081,0.0077145951507367038,103593.9883550322,0,0
3,10,0.52766650661491765,0.03509007804044649,0.49999999999999989,0.012340219188026049,131341.1170241226,0,0
3,11,0.62438752602729641,0.035086932286977943,0.49999999999999983,0.019744575297485824,131747.2910126288,0,0
3,12,0.72110898412073443,0.03509203327620701,0.49999999999999983,0.012340062401440973,130605.8203562187,0,0
3,13,0.52763226674873764,0.5,0.50000000000000011,0.019738823006540694,159640.1194544382,0,0
3,14,0.62432393067333647,0.5,0.5,0.03158268749199316,159849.1296773839,0,0
3,15,0.72101603327899522,0.49999999999999994,0.5,0.019738836084099293,158395.1734111986,0,0
3,16,0.52766650661491776,0.96490992195955338,0.49999999999999989,0.012340219188026049,131341.1170241225,0,0
3,17,0.62438752602729664,0.96491306771302199,0.49999999999999994,0.019744575297485828,131747.2910126286,0,0
3,18,0.72110898412073465,0.96490796672379286,0.49999999999999983,0.012340062401440961,130605.8203562186,0,0
3,19,0.52770074648109788,0.03510102187225763,0.96489897812774228,0.0077147961983130694,103155.9200678497,0,0
3,20,0.62445112138125647,0.035100994230840357,0.96489900576915966,0.012343731777536296,104036.9066524692,0,0
3,21,0.72120193496247387,0.035109213332120824,0.9648907866678792,0.0077145951507367021,103593.988355032,0,0
3,22,0.52766650661491776,0.49999999999999989,0.96490992195955338,0.012340219188026044,131341.1170241217,0,0
3,23,0.62438752602729675,0.5,0.96491306771302221,0.019744575297485824,131747.291012628,0,0
3,24,0.72110898412073465,0.49999999999999983,0.96490796672379275,0.012340062401440956,130605.820356218,0,0
3,25,0.52770074648109777,0.96489897812774217,0.96489897812774228,0.0077147961983130625,103155.9200678497,0,0
3,26,0.62445112138125636,0.96489900576915966,0.96489900576915966,0.012343731777536299,104036.906652469,0,0
3,27,0.72120193496247398,0.96489078666787909,0.9648907866678792,0.0077145951507367012,103593.9883550317,0,0
4,1,0.77751477507372568,0.035117111911015395,0.03511711191101545,0.0077157354036642032,88078.05059989335,0,0
4,2,0.87428718272214356,0.035150053734257655,0.035150053734257648,0.012344401428533583,71219.79308558733,0,0
4,3,0.97106717873147619,0.035212958154879834,0.035212958154879827,0.0077137737165477111,49602.36965855802,0,0
4,4,0.77739911455540911,0.49999999999999989,0.035098499657118837,0.01233945838667906,131272.1969767722,0,0
4,5,0.8741228360771508,0.5,0.035129637855970286,0.019741965937119098,116207.9412879469,0,0
4,6,0.97085414595980735,0.49999999999999983,0.035190738652201736,0.012336409934229806,95435.41963877778,0,0
4,7,0.77751477507372568,0.96488288808898459,0.035117111911015381,0.0077157354036642032,88078.0505998943,0,0
4,8,0.87428718272214356,0.96484994626574216,0.035150053734257641,0.012344401428533578,71219.79308558856,0,0
4,9,0.97106717873147641,0.96478704184511999,0.035212958154879827,0.0077137737165477206,49602.36965855939,0,0
4,10,0.77739911455540922,0.03509849965711874,0.49999999999999978,0.012339458386679054,131272.1969767715,0,0
4,11,0.87412283607715091,0.035129637855970286,0.5,0.019741965937119108,116207.9412879464,0,0
4,12,0.97085414595980735,0.035190738652201729,0.49999999999999989,0.012336409934229808,95435.4196387775,0,0
4,13,0.77728345403709298,0.49999999999999989,0.49999999999999994,0.019733983679904137,177532.6792545169,0,0
4,14,0.8739584894321577,0.49999999999999983,0.49999999999999983,0.031572622597182708,163894.5115145368,0,0
4,15,0.97064111318813839,0.49999999999999989,0.49999999999999994,0.019729250667438036,144213.3703316991,0,0
4,16,0.77739911455540922,0.96490150034288091,0.49999999999999989,0.01233945838667906,131272.1969767709,0,0
4,17,0.87412283607715091,0.96487036214402999,0.50000000000000011,0.019741965937119108,116207.9412879458,0,0
4,18,0.97085414595980724,0.96480926134779799,0.49999999999999983,0.012336409934229815,95435.41963877717,0,0
4,19,0.77751477507372579,0.035117111911015408,0.96488288808898459,0.0077157354036641998,88078.05059989406,0,0
4,20,0.87428718272214334,0.035150053734257593,0.96484994626574216,0.012344401428533578,71219.79308558875,0,0
4,21,0.97106717873147619,0.035212958154879841,0.96478704184512021,0.0077137737165476911,49602.36965855993,0,0
4,22,0.77739911455540911,0.49999999999999989,0.96490150034288102,0.012339458386679077,131272.1969767702,0,0
4,23,0.87412283607715113,0.5,0.96487036214402999,0.019741965937119105,116207.9412879452,0,0
4,24,0.97085414595980712,0.49999999999999978,0.96480926134779799,0.012336409934229794,95435.41963877682,0,0
4,25,0.77751477507372568,0.96488288808898459,0.96488288808898459,0.0077157354036641937,88078.0505998943,0,0
4,26,0.87428718272214345,0.96484994626574216,0.96484994626574216,0.012344401428533583,71219.79308558893,0,0
4,27,0.97106717873147619,0.96478704184511999,0.9647870418451201,0.0077137737165477059,49602.3696585601,0,0
5,1,1.0268387478038781,0.11089324021625109,0.11089324021625108,0.0053558902554316484,180575.9207730941,0.008057592077309406,8.367224944271487e-06
5,2,1.1227302569956985,0.11095374029435624,0.11095374029435623,0.0085684236501068906,178542.6343110793,0.007854263431107927,8.058479143679229e-06
5,3,1.218640424486052,0.11099118980561459,0.11099118980561457,0.0053552729028334464,176968.0120589965,0.007696801205899656,7.828311102596608e-06
5,4,1.0266546502322966,0.49999999999999994,0.1108663277930874,0.0085680927347191529,182140.511659993,0.008214051165999301,8.350966658030692e-06
5,5,1.1225247113490768,0.5,0.11091022943547788,0.013707935438008823,180190.9588483839,0.008019095884838399,8.056440279358899e-06
5,6,1.2184134307643903,0.49999999999999978,0.11093108051102162,0.0085678407747130734,178647.5120123396,0.007864751201233961,7.811499679019399e-06
5,7,1.0268387478038781,0.88910675978374853,0.11089324021625102,0.0053558902554316397,180575.9207730961,0.008057592077309607,8.367224944271685e-06
5,8,1.1227302569956985,0.88904625970564366,0.11095374029435617,0.0085684236501068871,178542.6343110808,0.007854263431108077,8.058479143679353e-06
5,9,1.2186404244860523,0.88900881019438505,0.11099118980561458,0.005355272902833455,176968.0120589975,0.007696801205899752,7.828311102596669e-06
5,10,1.0266546502322964,0.1108663277930875,0.49999999999999978,0.0085680927347191859,182140.5116599921,0.008214051165999209,8.350966658030439e-06
5,11,1.1225247113490768,0.1109102294354779,0.49999999999999989,0.013707935438008823,180190.9588483831,0.008019095884838307,8.056440279358668e-06
5,12,1.2184134307643901,0.11093108051102167,0.49999999999999972,0.0085678407747130682,178647.5120123388,0.007864751201233875,7.811499679019095e-06
5,13,1.0264705526607147,0.50000000000000011,0.49999999999999983,0.013706821570827425,183701.8364313307,0.008370183643133069,8.327417646491701e-06
5,14,1.1223191657024552,0.49999999999999989,0.5,0.021930234965390101,181818.2664617351,0.00818182664617351,8.015690725086579e-06
5,15,1.2181864370427289,0.49999999999999994,0.50000000000000011,0.0137075954582788,180297.6518577174,0.008029765185771736,7.777724458866659e-06
5,16,1.0266546502322964,0.88913367220691231,0.49999999999999983,0.0085680927347191668,182140.5116599928,0.008214051165999277,8.35096665803049e-06
5,17,1.1225247113490768,0.88908977056452188,0.49999999999999994,0.013707935438008828,180190.9588483835,0.008019095884838347,8.056440279358665e-06
5,18,1.2184134307643901,0.88906891948897804,0.49999999999999983,0.0085678407747130595,178647.5120123389,0.007864751201233889,7.811499679019072e-06
5,19,1.0268387478038781,0.11089324021625106,0.88910675978374853,0.005355890255431651,180575.9207730958,0.008057592077309588,8.367224944271673e-06
5,20,1.1227302569956985,0.11095374029435623,0.88904625970564366,0.0085684236501068888,178542.6343110806,0.007854263431108063,8.058479143679358e-06
5,21,1.2186404244860518,0.11099118980561459,0.88900881019438527,0.0053552729028334585,176968.0120589974,0.007696801205899747,7.828311102596697e-06
5,22,1.0266546502322964,0.49999999999999983,0.88913367220691231,0.0085680927347191772,182140.5116599931,0.008214051165999308,8.350966658030636e-06
5,23,1.1225247113490771,0.50000000000000011,0.88908977056452188,0.013707935438008825,180190.9588483838,0.008019095884838387,8.056440279358819e-06
5,24,1.2184134307643901,0.49999999999999983,0.88906891948897815,0.0085678407747130491,178647.5120123392,0.007864751201233923,7.811499679019261e-06
5,25,1.0268387478038781,0.88910675978374853,0.88910675978374853,0.0053558902554316544,180575.9207730962,0.008057592077309618,8.367224944271844e-06
5,26,1.1227302569956983,0.88904625970564366,0.88904625970564366,0.0085684236501068836,178542.6343110809,0.007854263431108087,8.058479143679478e-06
5,27,1.218640424486052,0.88900881019438516,0.88900881019438505,0.0053552729028334507,176968.0120589977,0.007696801205899775,7.828311102596792e-06
6,1,1.2744746069452209,0.11100584537244065,0.11100584537244064,0.0053567506163667159,174690.3609423596,0.007469036094235967,7.494749077108721e-06
6,2,1.3704336071255159,0.11104095566026978,0.11104095566026988,0.0085702959247149109,173677.094257644,0.007367709425764398,7.388376091865827e-06
6,3,1.4664042393543999,0.11108740137841409,0.11108740137841412,0.0053558073110079631,172571.9365045241,0.007257193650452416,7.272395878163586e-06
6,4,1.2742241264797625,0.49999999999999983,0.11093006318549661,0.0085671696936789801,178926.8084050892,0.007892680840508913,7.838837874206238e-06
6,5,1.37012386273561,0.49999999999999972,0.11092791214498253,0.013707974893673891,178027.748074694,0.007802774807469397,7.745236796508332e-06
6,6,1.466035231040048,0.49999999999999983,0.11093709653478352,0.0085673000315404663,176968.4943048022,0.007696849430480223,7.640425627311048e-06
6,7,1.2744746069452211,0.88899415462755915,0.11100584537244064,0.0053567506163667376,174690.3609423605,0.00746903609423605,7.494749077108736e-06
6,8,1.3704336071255159,0.88895904433972994,0.11104095566026989,0.0085702959247149144,173677.0942576447,0.007367709425764468,7.388376091865864e-06
