normal_force,id,x,y,z
-168.2361355740208,89,1,0,0
-340.4506217802203,92,0.9238795325112867,0.3826834323650898,0
-336.6110901203651,93,1,0,0.5
-681.3200439399866,96,0.9238795325112867,0.3826834323650898,0.5
695.5439318521554,100,0.9619397662556434,0.1913417161825449,0
677.3581122755627,101,1,0,0.25
1346.395739579945,104,0.9238795325112867,0.3826834323650898,0.25
1391.538376796788,108,0.9619397662556434,0.1913417161825449,0.5
-331.4747578214889,110,0.7071067811865476,0.7071067811865475,0
-663.1795548438693,112,0.7071067811865476,0.7071067811865475,0.5
682.4719041824196,115,0.8154931568489172,0.5448951067758186,0
1348.915498686983,117,0.7071067811865476,0.7071067811865475,0.25
1365.021451997506,120,0.8154931568489172,0.5448951067758186,0.5
-340.4506217802204,122,0.3826834323650898,0.9238795325112867,0
-681.3200439399867,124,0.3826834323650898,0.9238795325112867,0.5
682.4719041824202,127,0.5448951067758188,0.8154931568489171,0
1346.395739579946,129,0.3826834323650898,0.9238795325112867,0.25
1365.021451997507,132,0.5448951067758188,0.8154931568489171,0.5
-168.2361355740209,134,6.123233995736766e-17,1,0
-336.6110901203652,136,6.123233995736766e-17,1,0.5
695.5439318521558,139,0.1913417161825449,0.9619397662556434,0
677.3581122755626,141,6.123233995736766e-17,1,0.25
1391.538376796788,144,0.1913417161825449,0.9619397662556434,0.5
-168.5279358931071,145,1,0,1
-341.0545648789556,148,0.9238795325112867,0.3826834323650898,1
677.5214108808427,149,1,0,0.75
1347.316639220259,152,0.9238795325112867,0.3826834323650898,0.75
695.2912438831102,156,0.9619397662556434,0.1913417161825449,1
-331.7138338172164,158,0.7071067811865476,0.7071067811865475,1
1349.720440802456,160,0.7071067811865476,0.7071067811865475,0.75
682.5247592299644,163,0.8154931568489172,0.5448951067758186,1
-341.0545648789559,165,0.3826834323650898,0.9238795325112867,1
1347.31663922026,167,0.3826834323650898,0.9238795325112867,0.75
682.5247592299645,170,0.5448951067758188,0.8154931568489171,1
-168.5279358931072,172,6.123233995736766e-17,1,1
677.5214108808423,174,6.123233995736766e-17,1,0.75
695.2912438831102,177,0.1913417161825449,0.9619397662556434,1
