time,node,temperature,ur,uz,rf_r,rf_z,reaction_heat,temperature_active
0.20000000298023224,1,600.0,6.140192832226099e-50,8.154487078617029e-50,1.2635377851215915e-13,-1.0790489007169176e-13,0.0,1
0.20000000298023224,2,600.0,-1.9924027962359903e-06,-1.93136664775805e-37,0.0,-520.8635406222286,0.0,1
0.20000000298023224,3,600.0,-1.9924027962359886e-06,5e-06,0.0,520.8635406222286,0.0,1
0.20000000298023224,4,600.0,7.36756446552086e-50,5e-06,2.6682613804699734e-13,-1.8466164218468626e-13,0.0,1
0.20000000298023224,5,600.0,-9.962013981179952e-07,-3.862733295511824e-37,0.0,-1041.7270812444656,0.0,1
0.20000000298023224,6,600.0,-1.99240279623599e-06,2.5e-06,0.0,0.0,0.0,1
0.20000000298023224,7,600.0,-9.962013981179943e-07,5e-06,0.0,1041.7270812444656,0.0,1
0.20000000298023224,8,600.0,-1.386891963910289e-49,2.5000000000000015e-06,-8.970172411807549e-14,0.0,0.0,1
0.4000000059604645,1,600.0,2.0455153952259873e-49,-1.341627800375486e-50,-1.055716618917517e-13,1.3946488292919685e-13,0.0,1
0.4000000059604645,2,600.0,-4.360408895594237e-06,2.0451767938124663e-42,0.0,-628.2633292742597,0.0,1
0.4000000059604645,3,600.0,-4.360408895594236e-06,1e-05,0.0,628.2633292742603,0.0,1
0.4000000059604645,4,600.0,2.122402260246749e-49,1e-05,1.5422051363531518e-13,1.1385442361280003e-13,0.0,1
0.4000000059604645,5,600.0,-2.1802044477971186e-06,4.090354306097496e-42,0.0,-1256.5266585485306,0.0,1
0.4000000059604645,6,600.0,-4.360408895594236e-06,5e-06,0.0,0.0,0.0,1
0.4000000059604645,7,600.0,-2.1802044477971178e-06,1e-05,0.0,1256.5266585485306,0.0,1
0.4000000059604645,8,600.0,-4.167917282393402e-49,5.000000000000001e-06,4.149828405892391e-13,0.0,0.0,1
0.6000000238418579,1,600.0,-6.167301148846211e-52,-3.7114367290143603e-50,7.255834566746816e-15,-1.4073153994517518e-14,0.0,1
0.6000000238418579,2,600.0,-4.582537028978719e-06,-5.226084691526601e-42,0.0,-396.4627761599715,0.0,1
0.6000000238418579,3,600.0,-4.5825370289787184e-06,1e-05,0.0,396.4627761599716,0.0,1
0.6000000238418579,4,600.0,2.4519959094565753e-52,1e-05,1.7365787849631622e-13,1.6348583381505485e-14,0.0,1
0.6000000238418579,5,600.0,-2.2912685144893596e-06,-1.0452169237554573e-41,0.0,-792.9255523199504,0.0,1
0.6000000238418579,6,600.0,-4.5825370289787184e-06,5e-06,0.0,0.0,0.0,1
0.6000000238418579,7,600.0,-2.291268514489359e-06,1e-05,0.0,792.9255523199504,0.0,1
0.6000000238418579,8,600.0,3.7142862436908455e-52,5.000000000000002e-06,1.4685005437202698e-13,0.0,0.0,1
0.800000011920929,1,600.0,-4.0577390085711745e-50,-1.0269572365618284e-50,-7.13557346389581e-14,-8.759389342163572e-15,0.0,1
0.800000011920929,2,600.0,-4.6769203698453445e-06,-4.4181211009467675e-38,0.0,-298.01651423424516,0.0,1
0.800000011920929,3,600.0,-4.676920369845344e-06,1e-05,0.0,298.01651423424516,0.0,1
0.800000011920929,4,600.0,-3.7944016632704107e-50,1e-05,1.5763602043999926e-13,-4.519674569277945e-14,0.0,1
0.800000011920929,5,600.0,-2.3384601849226723e-06,-8.836242201893953e-38,0.0,-596.0330284684956,0.0,1
0.800000011920929,6,600.0,-4.676920369845344e-06,5e-06,0.0,0.0,0.0,1
0.800000011920929,7,600.0,-2.3384601849226714e-06,1e-05,0.0,596.0330284684958,0.0,1
0.800000011920929,8,600.0,7.757501932451254e-50,5.000000000000002e-06,1.6994202643354294e-13,0.0,0.0,1
1.0,1,600.0000000000001,3.2656883211896454e-50,-8.993767673893681e-52,-8.625234466118968e-14,4.136686453798354e-14,0.0,1
1.0,2,600.0,-4.728728269780778e-06,-6.89140515767366e-39,0.0,-243.99033844988804,0.0,1
1.0,3,600.0,-4.728728269780777e-06,1e-05,0.0,243.99033844988804,0.0,1
1.0,4,600.0,3.3963655685976577e-50,1e-05,1.498842052048771e-13,6.773266293197242e-14,0.0,1
1.0,5,600.0,-2.364364134890389e-06,-1.3782810315420989e-38,0.0,-487.98067689978006,0.0,1
1.0,6,600.0,-4.728728269780777e-06,5e-06,0.0,0.0,0.0,1
1.0,7,600.0,-2.3643641348903882e-06,1e-05,0.0,487.98067689978006,0.0,1
1.0,8,600.0,-6.6771772113402935e-50,5.000000000000002e-06,2.1168913320170093e-13,0.0,0.0,1
