step,time,id,x,y,z,disp_x,disp_y,disp_z
1,1,0,0,0,0,0,0,0
1,1,1,1,0,0,-4.142029235755274e-06,1.453125293239499e-06,0
1,1,2,1,0.5,0,-4.786459002471115e-06,1.2679159158788e-06,0
1,1,3,0,0.5,0,0,0,0
1,1,4,0,0,1,0,0,0
1,1,5,1,0,1,-4.139302003406854e-06,1.453287399232207e-06,0
1,1,6,1,0.5,1,-4.784652390792225e-06,1.268220311544301e-06,0
1,1,7,0,0.5,1,0,0,0
1,1,8,0.5,0,0,-1.898121710248624e-06,5.032085843182581e-07,0
1,1,9,1,0.25,0,-4.585100723565927e-06,1.369448274027679e-06,0
1,1,10,0.5,0.5,0,-2.356957057810326e-06,5.394482638775868e-07,0
1,1,11,0,0.25,0,0,0,0
1,1,12,0,0,0.5,0,0,0
1,1,13,1,0,0.5,-4.134003087779279e-06,1.454176581214112e-06,0
1,1,14,1,0.5,0.5,-4.771568932474159e-06,1.267351628702742e-06,0
1,1,15,0,0.5,0.5,0,0,0
1,1,16,0.5,0,1,-1.897412852168362e-06,5.032335050710411e-07,0
1,1,17,1,0.25,1,-4.582766619799824e-06,1.369668931960536e-06,0
1,1,18,0.5,0.5,1,-2.356467772923643e-06,5.394714916525728e-07,0
1,1,19,0,0.25,1,0,0,0
1,1,20,1,1,0,-4.994209813302881e-06,1.14418581204875e-06,0
1,1,21,0,1,0,0,0,0
1,1,22,1,1,1,-4.993987359687364e-06,1.144760320649207e-06,0
1,1,23,0,1,1,0,0,0
1,1,24,1,0.75,0,-4.94274889032089e-06,1.198508185237973e-06,0
1,1,25,0.5,1,0,-2.491997646310393e-06,5.584758563672981e-07,0
1,1,26,0,0.75,0,0,0,0
1,1,27,1,1,0.5,-4.987499888121478e-06,1.143012902374902e-06,0
1,1,28,0,1,0.5,0,0,0
1,1,29,1,0.75,1,-4.941615716193512e-06,1.198943536895544e-06,0
1,1,30,0.5,1,1,-2.491930394951903e-06,5.585058441201639e-07,0
1,1,31,0,0.75,1,0,0,0
1,1,32,1,1.5,0,-5.139319130891414e-06,1.249833155910831e-06,0
1,1,33,0,1.5,0,0,0,0
1,1,34,1,1.5,1,-5.140617299976341e-06,1.250354019949321e-06,0
1,1,35,0,1.5,1,0,0,0
1,1,36,1,1.25,0,-5.036272468283176e-06,1.188445836898516e-06,0
1,1,37,0.5,1.5,0,-2.614549177820895e-06,5.396281743874457e-07,0
1,1,38,0,1.25,0,0,0,0
1,1,39,1,1.5,0.5,-5.152318540580906e-06,1.250566969090858e-06,0
1,1,40,0,1.5,0.5,0,0,0
1,1,41,1,1.25,1,-5.036960252526229e-06,1.189006230098181e-06,0
1,1,42,0.5,1.5,1,-2.614844494666513e-06,5.397523446770457e-07,0
1,1,43,0,1.25,1,0,0,0
1,1,44,1,2,0,-5.799591984171442e-06,1.445627922754315e-06,0
1,1,45,0,2,0,0,0,0
1,1,46,1,2,1,-5.801253352508087e-06,1.446117774390201e-06,0
1,1,47,0,2,1,0,0,0
1,1,48,1,1.75,0,-5.347105642416472e-06,1.355878071716184e-06,0
1,1,49,0.5,2,0,-3.065409537206365e-06,4.974025301714341e-07,0
1,1,50,0,1.75,0,0,0,0
1,1,51,1,2,0.5,-5.812680323946874e-06,1.448209734232117e-06,0
1,1,52,0,2,0.5,0,0,0
1,1,53,1,1.75,1,-5.348588977013945e-06,1.356387258064046e-06,0
1,1,54,0.5,2,1,-3.065896096451468e-06,4.975696540330654e-07,0
1,1,55,0,1.75,1,0,0,0
1,1,56,1,2.777936478323686e-32,1.551477688300735e-32,-4.24970149876682e-06,3.678505812864967e-06,0
1,1,57,2,0,0,-1e-05,5e-06,0
1,1,58,2,1.200000047683716,0,-1e-05,5e-06,0
1,1,59,1,1.200000047683716,0,-5.065433401170477e-06,3.878384460332927e-06,0
1,1,60,1,6.449304205380386e-33,1,-4.246915689124319e-06,3.679336378426428e-06,0
1,1,61,2,0,1,-1e-05,5e-06,0
1,1,62,2,1.200000047683716,1,-1e-05,5e-06,0
1,1,63,1,1.200000047683716,1,-5.066068067350592e-06,3.878762806105307e-06,0
1,1,64,1.5,0,0,-6.992850026107384e-06,4.500607266141573e-06,0
1,1,65,2,0.6000000238418579,0,-1e-05,5e-06,0
1,1,66,1.5,1.200000047683716,0,-7.554979299569451e-06,4.456601595252428e-06,0
1,1,67,1,0.6000000238418579,0,-4.908192338256488e-06,3.787833876895928e-06,0
1,1,68,1,1.110010572742252e-32,0.5,-4.264490234969632e-06,3.679291474682958e-06,0
1,1,69,2,0,0.5,-1e-05,5e-06,0
1,1,70,2,1.200000047683716,0.5,-1e-05,5e-06,0
1,1,71,1,1.200000047683716,0.5,-5.06111641383399e-06,3.878879535207882e-06,0
1,1,72,1.5,0,1,-6.990409670148952e-06,4.500545120746661e-06,0
1,1,73,2,0.6000000238418579,1,-1e-05,5e-06,0
1,1,74,1.5,1.200000047683716,1,-7.555429157713106e-06,4.456698212107273e-06,0
1,1,75,1,0.6000000238418579,1,-4.906559108847201e-06,3.788467468771924e-06,0
1,1,76,2,2,0,-1e-05,5e-06,0
1,1,77,1,2,4.125053004366027e-32,-5.829245994102299e-06,3.620383846245669e-06,0
1,1,78,2,2,1,-1e-05,5e-06,0
1,1,79,1,2,1,-5.830880727907899e-06,3.620866136573403e-06,0
1,1,80,2,1.600000023841858,0,-1e-05,5e-06,0
1,1,81,1.5,2,0,-8.057263270944143e-06,4.514467582526461e-06,0
1,1,82,1,1.600000023841858,-4.123017048150403e-34,-5.2623696406482e-06,3.743264004768085e-06,0
1,1,83,2,2,0.5,-1e-05,5e-06,0
1,1,84,1,2,0.5,-5.82283525142958e-06,3.619176683450336e-06,0
1,1,85,2,1.600000023841858,1,-1e-05,5e-06,0
1,1,86,1.5,2,1,-8.058729129039756e-06,4.514837703330193e-06,0
1,1,87,1,1.600000023841858,1,-5.263811355465839e-06,3.743677613108261e-06,0
2,2,0,0,0,0,0,0,0
2,2,1,1,0,0,-3.317265457099056e-06,2.902813375888642e-06,0
2,2,2,1,0.5,0,-4.608547925368925e-06,2.534856556782929e-06,0
2,2,3,0,0.5,0,0,0,0
2,2,4,0,0,1,0,0,0
2,2,5,1,0,1,-3.312274798297953e-06,2.902459135029369e-06,0
2,2,6,1,0.5,1,-4.605059011913988e-06,2.535038821637086e-06,0
2,2,7,0,0.5,1,0,0,0
2,2,8,0.5,0,0,-1.317061591312311e-06,1.006375779279656e-06,0
2,2,9,1,0.25,0,-4.193055243083243e-06,2.736898378196488e-06,0
2,2,10,0.5,0.5,0,-2.228545101557239e-06,1.078368917694957e-06,0
2,2,11,0,0.25,0,0,0,0
2,2,12,0,0,0.5,0,0,0
2,2,13,1,0,0.5,-3.288839757117013e-06,2.901524483809511e-06,0
2,2,14,1,0.5,0.5,-4.58525894834648e-06,2.532402534328715e-06,0
2,2,15,0,0.5,0.5,0,0,0
2,2,16,0.5,0,1,-1.315804337627837e-06,1.006287362904799e-06,0
2,2,17,1,0.25,1,-4.188610508503103e-06,2.736759412601045e-06,0
2,2,18,0.5,0.5,1,-2.227593969949007e-06,1.078309239173359e-06,0
2,2,19,0,0.25,1,0,0,0
2,2,20,1,1,0,-5.014629778706043e-06,2.290628970557179e-06,0
2,2,21,0,1,0,0,0,0
2,2,22,1,1,1,-5.014178267205857e-06,2.29173023294019e-06,0
2,2,23,0,1,1,0,0,0
2,2,24,1,0.75,0,-4.90021814412002e-06,2.397798462267377e-06,0
2,2,25,0.5,1,0,-2.496938668775007e-06,1.115956351498592e-06,0
2,2,26,0,0.75,0,0,0,0
2,2,27,1,1,0.5,-5.007704537937013e-06,2.28833905868069e-06,0
2,2,28,0,1,0.5,0,0,0
2,2,29,1,0.75,1,-4.898009544739183e-06,2.398418475602726e-06,0
2,2,30,0.5,1,1,-2.496813941375705e-06,1.116004068185349e-06,0
2,2,31,0,0.75,1,0,0,0
2,2,32,1,1.5,0,-5.298968599049051e-06,2.494508499444803e-06,0
2,2,33,0,1.5,0,0,0,0
2,2,34,1,1.5,1,-5.301653442118934e-06,2.495891301814227e-06,0
2,2,35,0,1.5,1,0,0,0
2,2,36,1,1.25,0,-5.097162500761793e-06,2.37526629140584e-06,0
2,2,37,0.5,1.5,0,-2.741458528206565e-06,1.077932899675175e-06,0
2,2,38,0,1.25,0,0,0,0
2,2,39,1,1.5,0.5,-5.322587201324997e-06,2.49746910910004e-06,0
2,2,40,0,1.5,0.5,0,0,0
2,2,41,1,1.25,1,-5.09854894801298e-06,2.376551108460376e-06,0
2,2,42,0.5,1.5,1,-2.74207253011815e-06,1.078254029056163e-06,0
2,2,43,0,1.25,1,0,0,0
2,2,44,1,2,0,-6.624805673062724e-06,2.885995073899074e-06,0
2,2,45,0,2,0,0,0,0
2,2,46,1,2,1,-6.628435779063432e-06,2.88746189200826e-06,0
2,2,47,0,2,1,0,0,0
2,2,48,1,1.75,0,-5.723250710911831e-06,2.706370123838771e-06,0
2,2,49,0.5,2,0,-3.641814392897728e-06,9.932582984038837e-07,0
2,2,50,0,1.75,0,0,0,0
2,2,51,1,2,0.5,-6.647031456877191e-06,2.893021821016525e-06,0
2,2,52,0,2,0.5,0,0,0
2,2,53,1,1.75,1,-5.726373825024802e-06,2.707826095533347e-06,0
2,2,54,0.5,2,1,-3.642902076323151e-06,9.937020044719159e-07,0
2,2,55,0,1.75,1,0,0,0
2,2,56,1,2.777936478323686e-32,1.551477688300735e-32,-3.472824719105643e-06,7.35402511117096e-06,0
2,2,57,2,0,0,-1e-05,1e-05,0
2,2,58,2,1.200000047683716,0,-1e-05,1e-05,0
2,2,59,1,1.200000047683716,0,-5.106346063902368e-06,7.756024590419073e-06,0
2,2,60,1,6.449304205380386e-33,1,-3.467681315606704e-06,7.355383988685915e-06,0
2,2,61,2,0,1,-1e-05,1e-05,0
2,2,62,2,1.200000047683716,1,-1e-05,1e-05,0
2,2,63,1,1.200000047683716,1,-5.107609240254506e-06,7.756830455332333e-06,0
2,2,64,1.5,0,0,-6.472239077422967e-06,9.000608421031115e-06,0
2,2,65,2,0.6000000238418579,0,-1e-05,1e-05,0
2,2,66,1.5,1.200000047683716,0,-7.59778248423343e-06,8.912566161144969e-06,0
2,2,67,1,0.6000000238418579,0,-4.792435327228347e-06,7.572924178248616e-06,0
2,2,68,1,1.110010572742252e-32,0.5,-3.501199995178263e-06,7.357487049005576e-06,0
2,2,69,2,0,0.5,-1e-05,1e-05,0
2,2,70,2,1.200000047683716,0.5,-1e-05,1e-05,0
2,2,71,1,1.200000047683716,0.5,-5.098256795158262e-06,7.756491641161774e-06,0
2,2,72,1.5,0,1,-6.467645132184008e-06,8.999987376610054e-06,0
2,2,73,2,0.6000000238418579,1,-1e-05,1e-05,0
2,2,74,1.5,1.200000047683716,1,-7.59870784696256e-06,8.912859529645851e-06,0
2,2,75,1,0.6000000238418579,1,-4.789259178761389e-06,7.574052722040374e-06,0
2,2,76,2,2,0,-1e-05,1e-05,0
2,2,77,1,2,4.125053004366027e-32,-6.636582451341198e-06,7.23918750896478e-06,0
2,2,78,2,2,1,-1e-05,1e-05,0
2,2,79,1,2,1,-6.640144099675314e-06,7.240382234609941e-06,0
2,2,80,2,1.600000023841858,0,-1e-05,1e-05,0
2,2,81,1.5,2,0,-8.603505683184554e-06,9.028982261892652e-06,0
2,2,82,1,1.600000023841858,-4.123017048150403e-34,-5.498791940453679e-06,7.486695833661355e-06,0
2,2,83,2,2,0.5,-1e-05,1e-05,0
2,2,84,1,2,0.5,-6.622533803818711e-06,7.235611736713275e-06,0
2,2,85,2,1.600000023841858,1,-1e-05,1e-05,0
2,2,86,1.5,2,1,-8.606629106153621e-06,9.030049042586351e-06,0
2,2,87,1,1.600000023841858,1,-5.501791434883047e-06,7.487678196569774e-06,0
3,3,0,0,0,0,0,0,0
3,3,1,1,0,0,-1.658097322825346e-06,5.847259530254933e-06,0
3,3,2,1,0.5,0,-4.26385650252391e-06,5.06903363435511e-06,0
3,3,3,0,0.5,0,0,0,0
3,3,4,0,0,1,0,0,0
3,3,5,1,0,1,-1.648390074582407e-06,5.842673715865194e-06,0
3,3,6,1,0.5,1,-4.25601765945712e-06,5.066768441161541e-06,0
3,3,7,0,0.5,1,0,0,0
3,3,8,0.5,0,0,-1.516400359309684e-07,2.016795846361665e-06,0
3,3,9,1,0.25,0,-3.414613295451726e-06,5.497020856333287e-06,0
3,3,10,0.5,0.5,0,-1.978121973511121e-06,2.156049936084382e-06,0
3,3,11,0,0.25,0,0,0,0
3,3,12,0,0,0.5,0,0,0
3,3,13,1,0,0.5,-1.588141614641447e-06,5.820458591486336e-06,0
3,3,14,1,0.5,0.5,-4.222914847695602e-06,5.057699004922909e-06,0
3,3,15,0,0.5,0.5,0,0,0
3,3,16,0.5,0,1,-1.487206952158351e-07,2.015440328840454e-06,0
3,3,17,1,0.25,1,-3.404944348795467e-06,5.493383613542611e-06,0
3,3,18,0.5,0.5,1,-1.975408595268882e-06,2.154771959614325e-06,0
3,3,19,0,0.25,1,0,0,0
3,3,20,1,1,0,-5.05596633597435e-06,4.54673382863983e-06,0
3,3,21,0,1,0,0,0,0
3,3,22,1,1,1,-5.05460009861785e-06,4.547793306558295e-06,0
3,3,23,0,1,1,0,0,0
3,3,24,1,0.75,0,-4.824486520829844e-06,4.775844478098818e-06,0
3,3,25,0.5,1,0,-2.5065058333587e-06,2.229890081372466e-06,0
3,3,26,0,0.75,0,0,0,0
3,3,27,1,1,0.5,-5.048163299054229e-06,4.544380053372892e-06,0
3,3,28,0,1,0.5,0,0,0
3,3,29,1,0.75,1,-4.819367399392417e-06,4.775141517877482e-06,0
3,3,30,0.5,1,1,-2.506030273482108e-06,2.229157381121991e-06,0
3,3,31,0,0.75,1,0,0,0
3,3,32,1,1.5,0,-5.601830433217416e-06,4.980573495386302e-06,0
3,3,33,0,1.5,0,0,0,0
3,3,34,1,1.5,1,-5.607757771335953e-06,4.983837208259634e-06,0
3,3,35,0,1.5,1,0,0,0
3,3,36,1,1.25,0,-5.208093897332982e-06,4.723018179824525e-06,0
3,3,37,0.5,1.5,0,-2.986777027224864e-06,2.155350774934955e-06,0
3,3,38,0,1.25,0,0,0,0
3,3,39,1,1.5,0.5,-5.647181313617293e-06,4.991992112336509e-06,0
3,3,40,0,1.5,0.5,0,0,0
3,3,41,1,1.25,1,-5.210864836856771e-06,4.725304008197608e-06,0
3,3,42,0.5,1.5,1,-2.988449221051139e-06,2.155597189737791e-06,0
3,3,43,0,1.25,1,0,0,0
3,3,44,1,2,0,-8.304490258213677e-06,5.844246024393021e-06,0
3,3,45,0,2,0,0,0,0
3,3,46,1,2,1,-8.313394748596476e-06,5.848355795271674e-06,0
3,3,47,0,2,1,0,0,0
3,3,48,1,1.75,0,-6.469612982041615e-06,5.449245893153585e-06,0
3,3,49,0.5,2,0,-4.808057245610578e-06,1.983592310530246e-06,0
3,3,50,0,1.75,0,0,0,0
3,3,51,1,2,0.5,-8.346605116842823e-06,5.860809342342599e-06,0
3,3,52,0,2,0.5,0,0,0
3,3,53,1,1.75,1,-6.476924106118665e-06,5.453114825870872e-06,0
3,3,54,0.5,2,1,-4.811211178684533e-06,1.98433571275428e-06,0
3,3,55,0,1.75,1,0,0,0
3,3,56,1,2.777936478323686e-32,1.551477688300735e-32,-1.910734381910397e-06,2.467110534360376e-05,0
3,3,57,2,0,0,-1e-05,3e-05,0
3,3,58,2,1.200000047683716,0,-1e-05,3e-05,0
3,3,59,1,1.200000047683716,0,-5.179126282564046e-06,2.55510990573672e-05,0
3,3,60,1,6.449304205380386e-33,1,-1.900431316010148e-06,2.46711802404399e-05,0
3,3,61,2,0,1,-1e-05,3e-05,0
3,3,62,2,1.200000047683716,1,-1e-05,3e-05,0
3,3,63,1,1.200000047683716,1,-5.181582000256683e-06,2.555333927665473e-05,0
3,3,64,1.5,0,0,-5.428187845396344e-06,2.800021537052245e-05,0
3,3,65,2,0.6000000238418579,0,-1e-05,3e-05,0
3,3,66,1.5,1.200000047683716,0,-7.678347296070889e-06,2.782429076270222e-05,0
3,3,67,1,0.6000000238418579,0,-4.571480275743303e-06,2.515168170256501e-05,0
3,3,68,1,1.110010572742252e-32,0.5,-1.966576853366686e-06,2.468961681468466e-05,0
3,3,69,2,0,0.5,-1e-05,3e-05,0
3,3,70,2,1.200000047683716,0.5,-1e-05,3e-05,0
3,3,71,1,1.200000047683716,0.5,-5.163589240496612e-06,2.554726232331957e-05,0
3,3,72,1.5,0,1,-5.419037439835838e-06,2.799574334531276e-05,0
3,3,73,2,0.6000000238418579,1,-1e-05,3e-05,0
3,3,74,1.5,1.200000047683716,1,-7.68018416874914e-06,2.782568850831385e-05,0
3,3,75,1,0.6000000238418579,1,-4.56427151125632e-06,2.515293876459035e-05,0
3,3,76,2,2,0,-1e-05,3e-05,0
3,3,77,1,2,4.125053004366027e-32,-8.279246466262914e-06,2.440356575407068e-05,0
3,3,78,2,2,1,-1e-05,3e-05,0
3,3,79,1,2,1,-8.287993685815295e-06,2.440583167335889e-05,0
3,3,80,2,1.600000023841858,0,-1e-05,3e-05,0
3,3,81,1.5,2,0,-9.709275883452862e-06,2.805837053123734e-05,0
3,3,82,1,1.600000023841858,-4.123017048150403e-34,-5.957791964686072e-06,2.49561424744008e-05,0
3,3,83,2,2,0.5,-1e-05,3e-05,0
3,3,84,1,2,0.5,-8.249719879178151e-06,2.43940556784853e-05,0
3,3,85,2,1.600000023841858,1,-1e-05,3e-05,0
3,3,86,1.5,2,1,-9.716437229654222e-06,2.806143805314075e-05,0
3,3,87,1,1.600000023841858,1,-5.964545984959862e-06,2.495835751402892e-05,0
4,4,0,0,0,0,0,0,0
4,4,1,1,0,0,-1.658577474855811e-06,5.84757359077798e-06,0
4,4,2,1,0.5,0,-4.264263237088928e-06,5.069382316181691e-06,0
4,4,3,0,0.5,0,0,0,0
4,4,4,0,0,1,0,0,0
4,4,5,1,0,1,-1.647873188571167e-06,5.842380442357329e-06,0
4,4,6,1,0.5,1,-4.255666348721309e-06,5.066458843556821e-06,0
4,4,7,0,0.5,1,0,0,0
4,4,8,0.5,0,0,-1.520822405532037e-07,2.017036589816191e-06,0
4,4,9,1,0.25,0,-3.415123843072253e-06,5.497340732121976e-06,0
4,4,10,0.5,0.5,0,-1.978498896595607e-06,2.156362635087639e-06,0
4,4,11,0,0.25,0,0,0,0
4,4,12,0,0,0.5,0,0,0
4,4,13,1,0,0.5,-1.588124521703092e-06,5.82047623787131e-06,0
4,4,14,1,0.5,0.5,-4.22291631723191e-06,5.057693223930344e-06,0
4,4,15,0,0.5,0.5,0,0,0
4,4,16,0.5,0,1,-1.482678904698521e-07,2.015190947699159e-06,0
4,4,17,1,0.25,1,-3.404462852661765e-06,5.493096768730743e-06,0
4,4,18,0.5,0.5,1,-1.975050465729355e-06,2.154480726056628e-06,0
4,4,19,0,0.25,1,0,0,0
4,4,20,1,1,0,-5.056037714026248e-06,4.547194252270766e-06,0
4,4,21,0,1,0,0,0,0
4,4,22,1,1,1,-5.054490747847041e-06,4.547385726015665e-06,0
4,4,23,0,1,1,0,0,0
4,4,24,1,0.75,0,-4.824728316682923e-06,4.776249270188772e-06,0
4,4,25,0.5,1,0,-2.50659458929865e-06,2.230263225726385e-06,0
4,4,26,0,0.75,0,0,0,0
4,4,27,1,1,0.5,-5.048157142816143e-06,4.54437170758577e-06,0
4,4,28,0,1,0.5,0,0,0
4,4,29,1,0.75,1,-4.819118445858383e-06,4.774779009468253e-06,0
4,4,30,0.5,1,1,-2.50593037696423e-06,2.228809237552977e-06,0
4,4,31,0,0.75,1,0,0,0
4,4,32,1,1.5,0,-5.60160997470007e-06,4.981094313144178e-06,0
4,4,33,0,1.5,0,0,0,0
4,4,34,1,1.5,1,-5.607918890209223e-06,4.983345760740665e-06,0
4,4,35,0,1.5,1,0,0,0
4,4,36,1,1.25,0,-5.208018664495846e-06,4.723521043164407e-06,0
4,4,37,0.5,1.5,0,-2.986565140579657e-06,2.155723063394171e-06,0
4,4,38,0,1.25,0,0,0,0
4,4,39,1,1.5,0.5,-5.647205594369651e-06,4.991989050783934e-06,0
4,4,40,0,1.5,0.5,0,0,0
4,4,41,1,1.25,1,-5.21090469829839e-06,4.724844828810439e-06,0
4,4,42,0.5,1.5,1,-2.988627440919219e-06,2.155240242443261e-06,0
4,4,43,0,1.25,1,0,0,0
4,4,44,1,2,0,-8.304254056405735e-06,5.84486480609808e-06,0
4,4,45,0,2,0,0,0,0
4,4,46,1,2,1,-8.313718107230037e-06,5.847826775028047e-06,0
4,4,47,0,2,1,0,0,0
4,4,48,1,1.75,0,-6.469285397668359e-06,5.449814316503957e-06,0
4,4,49,0.5,2,0,-4.807830892290137e-06,1.9839355698978e-06,0
4,4,50,0,1.75,0,0,0,0
4,4,51,1,2,0.5,-8.346590920561187e-06,5.860798081837068e-06,0
4,4,52,0,2,0.5,0,0,0
4,4,53,1,1.75,1,-6.477248962395165e-06,5.452603582659111e-06,0
4,4,54,0.5,2,1,-4.811483482637553e-06,1.984031468498359e-06,0
4,4,55,0,1.75,1,0,0,0
4,4,56,1,2.777936478323686e-32,1.551477688300735e-32,-1.911233278895201e-06,5.467119480555867e-05,0
