step,node,temperature_k,ux_m,uy_m,uz_m,rfl_w,rf_x_n,rf_y_n,rf_z_n
D04_PLUS,5,470.001,3e-05,-5e-05,0.00014,51.97453664455936,178409177.992815,179146507.8782403,-179798596.0716508
D04_PLUS,6,430,0.0001,4e-05,0.0001,29.44617833539051,-180450036.6983687,182237009.1394834,-180595710.1897362
D04_PLUS,7,515,0.00023,0.00016,0.00018,203.2703418237092,-175528970.9294889,-178934128.8798774,-178722779.1771487
D04_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74646192963284,178093402.7511245,-181751971.0065537,-180894574.4111249
D04_MINUS,1,360,4.174474874804909e-34,4.172023070076953e-34,4.173758879872189e-34,-172.3539532334973,178712512.1840963,180292957.8478306,179997747.6880654
D04_MINUS,2,410,0.00012,-2e-05,3e-05,-84.75655306980148,-179731364.2549581,180504459.8925447,179698296.8180997
D04_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.7987455525244,-177321967.5019489,-180747629.308702,180142920.9913018
D04_MINUS,4,385,-4e-05,0.00011,2e-05,-126.1229437677564,177817246.4516867,-180747205.2269439,180171004.9826238
D04_MINUS,5,469.999,3e-05,-5e-05,0.00014,51.97080975088164,178408755.5169259,179146085.2842965,-179798173.5103007
D04_MINUS,6,430,0.0001,4e-05,0.0001,29.44616744685448,-180449614.3571168,182236586.8747393,-180595287.791135
D04_MINUS,7,515,0.00023,0.00016,0.00018,203.271283905227,-175528548.5566982,-178933706.5475293,-178722356.8971424
D04_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74644341556755,178092980.5180132,-181751548.816236,-180894152.2815125
D05_PLUS,1,360,-4.185722432905005e-34,-4.186036710653601e-34,-4.184784892054541e-34,-172.3544587841629,178712934.6663579,180293380.3697685,179998170.0844139
D05_PLUS,2,410,0.00012,-2e-05,3e-05,-84.75703836850079,-179731786.5989292,180504882.4002987,179698719.2485897
D05_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79783810806072,-177322390.0706185,-180748051.7071704,180143343.3371496
D05_PLUS,4,385,-4e-05,0.00011,2e-05,-126.1238324557792,177817668.8270949,-180747627.6122752,180171427.4093458
D05_PLUS,5,470,3e-05,-5e-05,0.00014,51.97266637624789,178409178.2035107,179146508.2491178,-179798595.9950413
D05_PLUS,6,430.001,0.0001,4e-05,0.0001,29.44798299027173,-180450036.3224404,182237008.5327748,-180595709.8873406
D05_PLUS,7,515,0.00023,0.00016,0.00018,203.2708514377441,-175528971.4830304,-178934129.1744022,-178722779.5223038
D05_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74599069611838,178093402.778055,-181751971.0581121,-180894574.6748132
D05_MINUS,1,360,4.196972850566769e-34,4.200053210910973e-34,4.195813764125942e-34,-172.3535766999218,178712512.0775369,180292957.4642386,179997747.5920319
D05_MINUS,2,410,0.00012,-2e-05,3e-05,-84.75696493368555,-179731364.245571,180504459.6289302,179698296.7112246
D05_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79875449871375,-177321967.2770942,-180747629.2625244,180142920.9954049
D05_MINUS,4,385,-4e-05,0.00011,2e-05,-126.1229446165471,177817246.3840174,-180747205.2078293,180171004.951592
D05_MINUS,5,470,3e-05,-5e-05,0.00014,51.97268001584245,178408755.3062302,179146084.9134193,-179798173.5869105
D05_MINUS,6,429.999,0.0001,4e-05,0.0001,29.44436279532384,-180449614.7330453,182236587.4814482,-180595288.0935309
D05_MINUS,7,515,0.00023,0.00016,0.00018,203.2707742911922,-175528548.0031569,-178933706.2530048,-178722356.5519876
D05_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74691464908217,178092980.4910829,-181751548.7646779,-180894152.0178244
D06_PLUS,1,360,-4.173541576090508e-34,-4.174297114555584e-34,-4.172322580052744e-34,-172.3544716695539,178712934.5164196,180293380.0033565,179998169.9307822
D06_PLUS,2,410,0.00012,-2e-05,3e-05,-84.75748484641966,-179731786.3384494,180504882.0051987,179698719.087183
D06_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79824074962155,-177322389.7908101,-180748051.2887231,180143343.048238
D06_PLUS,4,385,-4e-05,0.00011,2e-05,-126.1238679188453,177817668.8130444,-180747627.2423625,180171427.261975
D06_PLUS,5,470,3e-05,-5e-05,0.00014,51.97217859403406,178409178.0558878,179146507.639612,-179798595.7230216
D06_PLUS,6,430,0.0001,4e-05,0.0001,29.44613579667327,-180450036.2956417,182237008.4535731,-180595709.8174739
D06_PLUS,7,515.001,0.00023,0.00016,0.00018,203.2728499035743,-175528971.9471525,-178934129.1082651,-178722779.5181515
D06_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74641939091566,178093402.9867019,-181751970.4623897,-180894574.2695311
D06_MINUS,1,360,4.150113137394191e-34,4.148543852853772e-34,4.148834231894862e-34,-172.3535638142902,178712512.2274743,180292957.8306497,179997747.7456627
D06_MINUS,2,410,0.00012,-2e-05,3e-05,-84.75651845576665,-179731364.5060499,180504460.0240295,179698296.8726305
D06_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79835185715294,-177321967.5569018,-180747629.6809711,180142921.2843157
D06_MINUS,4,385,-4e-05,0.00011,2e-05,-126.1229091537215,177817246.398067,-180747205.577741,180171005.098962
D06_MINUS,5,470,3e-05,-5e-05,0.00014,51.97316779805629,178408755.4538524,179146085.5229244,-179798173.8589293
D06_MINUS,6,430,0.0001,4e-05,0.0001,29.44620998557174,-180449614.7598431,182236587.560649,-180595288.1633967
D06_MINUS,7,514.999,0.00023,0.00016,0.00018,203.2687758287125,-175528547.5390339,-178933706.319141,-178722356.556139
D06_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74648595428482,178092980.2824351,-181751549.3603995,-180894152.4231058
D07_PLUS,1,360,-4.167116602400878e-34,-4.164223749688242e-34,-4.164403757974023e-34,-172.3544669995288,178712934.6458848,180293380.0179536,179998169.9419478
D07_PLUS,2,410,0.00012,-2e-05,3e-05,-84.75744879351683,-179731786.6567171,180504882.1832577,179698719.1486934
D07_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79782989269472,-177322390.020464,-180748051.7007904,180143343.2778314
D07_PLUS,4,385,-4e-05,0.00011,2e-05,-126.123441684423,177817669.0113836,-180747627.599441,180171427.1275797
D07_PLUS,5,470,3e-05,-5e-05,0.00014,51.97265375828056,178409178.1523348,179146507.518023,-179798595.9808987
D07_PLUS,6,430,0.0001,4e-05,0.0001,29.44570651203926,-180450036.8765914,182237009.1181317,-180595710.2087626
D07_PLUS,7,515,0.00023,0.00016,0.00018,203.2708388197767,-175528971.5674358,-178934128.86551,-178722779.1978495
D07_PLUS,8,455.001,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74832849467741,178093403.3116052,-181751970.6716246,-180894574.1085415
D07_MINUS,1,360,4.184122838465857e-34,4.179906417664689e-34,4.179976055329748e-34,-172.3535684845557,178712512.0980095,180292957.8160531,179997747.7344975
D07_MINUS,2,410,0.00012,-2e-05,3e-05,-84.75655450842896,-179731364.1877827,180504459.8459709,179698296.8111205
D07_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79876271407974,-177321967.3272483,-180747629.2689042,180142921.0547227
D07_MINUS,4,385,-4e-05,0.00011,2e-05,-126.1233353881439,177817246.1997283,-180747205.220663,180171005.2333579
D07_MINUS,5,470,3e-05,-5e-05,0.00014,51.97269263380981,178408755.3574059,179146085.6445139,-179798173.6010527
D07_MINUS,6,430,0.0001,4e-05,0.0001,29.44663927020573,-180449614.1788938,182236586.8960909,-180595287.7721084
D07_MINUS,7,515,0.00023,0.00016,0.00018,203.2707869091595,-175528547.9187511,-178933706.5618965,-178722356.8764415
D07_MINUS,8,454.999,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74457685387374,178092979.9575322,-181751549.1511651,-180894152.5840958
D08_PLUS,1,360,9.999999999999998e-08,-1.242190278014709e-33,-1.241029367411306e-33,-172.3540177418179,178716344.4215971,180294202.1119783,179998990.8688051
D08_PLUS,2,410,0.00012,-2e-05,3e-05,-84.75700165086872,-179732688.0988674,180504440.8317779,179698281.5145248
D08_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79829630361169,-177323769.7112759,-180748874.9680595,180143433.6946424
D08_PLUS,4,385,-4e-05,0.00011,2e-05,-126.1233885360589,177818403.0940338,-180747184.9389783,180172142.3093649
D08_PLUS,5,470,3e-05,-5e-05,0.00014,51.97267319626964,178409924.2666973,179147221.5457722,-179798173.1145743
D08_PLUS,6,430,0.0001,4e-05,0.0001,29.44617289134695,-180451407.6294465,182237103.2529307,-180596516.2320372
D08_PLUS,7,515,0.00023,0.00016,0.00018,203.2708128646925,-175530265.1737467,-178934842.0766296,-178723488.6826176
D08_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74645267282473,178093458.8310084,-181752065.7587917,-180894670.3581082
D08_MINUS,1,360,-9.999999999999998e-08,2.066390003010515e-33,2.064061218036946e-33,-172.3540177418179,178709102.322244,180292135.7219753,179996926.807587
D08_MINUS,2,410,0.00012,-2e-05,3e-05,-84.75700165086872,-179730462.7455791,180504901.1973974,179698734.4452359
D08_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79829630361169,-177320587.6363831,-180746806.0015818,180142830.6378585
D08_MINUS,4,385,-4e-05,0.00011,2e-05,-126.1233885360589,177816512.1170247,-180747647.8810725,180170290.0515192
D08_MINUS,5,470,3e-05,-5e-05,0.00014,51.97267319626964,178408009.2429903,179145371.6167114,-179798596.4673239
D08_MINUS,6,430,0.0001,4e-05,0.0001,29.44617289134695,-180448243.4259854,182236492.7612385,-180594481.7487806
D08_MINUS,7,515,0.00023,0.00016,0.00018,203.2708128646925,-175527254.3123871,-178932993.3507239,-178721647.3916202
D08_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74645267282473,178092924.4380758,-181751454.0639445,-180894056.3344758
D09_PLUS,1,360,0,-1.25990462172713e-33,-1.256075029224886e-33,-172.3540177418179,178711610.6952764,180293395.626597,179998182.8826163
D09_PLUS,2,410,0.0001201,-2e-05,3e-05,-84.75700165086872,-179727981.0958771,180503641.2927757,179697478.3702067
D09_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79829630361169,-177321217.466108,-180748052.5971048,180142207.7009213
D09_PLUS,4,385,-4e-05,0.00011,2e-05,-126.1233885360589,177815866.5680828,-180746401.2855494,180170912.9884563
D09_PLUS,5,470,3e-05,-5e-05,0.00014,51.97267319626964,178407384.6531131,179145990.724056,-179797369.0197634
D09_PLUS,6,430,0.0001,4e-05,0.0001,29.44617289134695,-180448871.23722,182235873.6538939,-180595709.1963412
D09_PLUS,7,515,0.00023,0.00016,0.00018,203.2708128646925,-175528478.3211297,-178933605.3648573,-178722255.5761611
D09_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74645267282473,178091686.2038623,-181750842.0498111,-180893448.1499349
D09_MINUS,1,360,-2.225353288338715e-33,4.534192404437439e-34,4.480888404128268e-34,-172.3540177418179,178713836.0485647,180292942.2073565,179997734.7937758
D09_MINUS,2,410,0.0001199,-2e-05,3e-05,-84.75700165086872,-179735169.7485696,180505700.7363996,179699537.589554
D09_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79829630361169,-177323139.8815511,-180747628.3725364,180144056.6315795
D09_MINUS,4,385,-4e-05,0.00011,2e-05,-126.1233885360589,177819048.6429757,-180748431.5345013,180171519.3724277
D09_MINUS,5,470,3e-05,-5e-05,0.00014,51.97267319626964,178410548.8565743,179146602.4384275,-179799400.5621348
D09_MINUS,6,430,0.0001,4e-05,0.0001,29.44617289134695,-180450779.8182119,182237722.3602754,-180595288.7844766
D09_MINUS,7,515,0.00023,0.00016,0.00018,203.2708128646925,-175529041.165004,-178934230.0624961,-178722880.4980766
D09_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74645267282473,178094697.0652219,-181752677.7729251,-180895278.5426491
D10_PLUS,1,360,2.703714090576281e-33,7.998379071893508e-34,7.914756551471512e-35,-172.3540177418179,178711132.3344741,180292142.3694493,179997655.6462103
D10_PLUS,2,410,0.00012,-2e-05,3e-05,-84.75700165086872,-179730614.2145016,180504885.6771908,179697583.5145513
D10_PLUS,3,445,0.0001701,9.000000000000001e-05,-4e-05,23.79829630361169,-177318626.6134635,-180746813.3133276,180142106.8632139
D10_PLUS,4,385,-4e-05,0.00011,2e-05,-126.1233885360589,177816355.5811388,-180747631.6965941,180171422.3166852
D10_PLUS,5,470,3e-05,-5e-05,0.00014,51.97267319626964,178407461.3241639,179145372.2345591,-179797469.594592
D10_PLUS,6,430,0.0001,4e-05,0.0001,29.44617289134695,-180449544.1057788,182236487.4145833,-180595186.5294512
D10_PLUS,7,515,0.00023,0.00016,0.00018,203.2708128646925,-175527790.3896705,-178932995.1168041,-178722750.9359618
D10_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74645267282473,178091626.0836376,-181751447.5690568,-180893361.2806558
D10_MINUS,1,360,-3.182074892813846e-33,-2.053095054822446e-33,-6.063839714422569e-34,-172.3540177418179,178714314.409367,180294195.4645042,179998262.0301817
D10_MINUS,2,410,0.00012,-2e-05,3e-05,-84.75700165086872,-179732536.6299449,180504456.3519844,179699432.4452095
D10_MINUS,3,445,0.0001699,9.000000000000001e-05,-4e-05,23.79829630361169,-177325730.7341956,-180748867.6563136,180144157.4692869
D10_MINUS,4,385,-4e-05,0.00011,2e-05,-126.1233885360589,177818559.6299197,-180747201.1234566,180171010.0441988
D10_MINUS,5,470,3e-05,-5e-05,0.00014,51.97267319626964,178410472.1855236,179147220.9279244,-179799299.9873061
D10_MINUS,6,430,0.0001,4e-05,0.0001,29.44617289134695,-180450106.9496531,182237108.5995859,-180595811.4513666
D10_MINUS,7,515,0.00023,0.00016,0.00018,203.2708128646925,-175529729.0964632,-178934840.3105493,-178722385.1382759
D10_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74645267282473,178094757.1854466,-181752072.2536795,-180895365.4119282
D11_PLUS,1,360,6.455489418267104e-34,1.259904621727154e-33,-6.229369371464817e-34,-172.3540177418179,178713668.8604252,180292935.5598825,179998884.9671189
D11_PLUS,2,410,0.00012,-2e-05,3e-05,-84.75700165086872,-179733166.4596697,180505716.2566062,179698809.5082723
D11_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79829630361169,-177323280.69822,-180747621.0607906,180142921.7965676
D11_PLUS,4,385,-3.99e-05,0.00011,2e-05,-126.1233885360589,177821057.0574116,-180748447.7189796,180172245.7169182
D11_PLUS,5,470,3e-05,-5e-05,0.00014,51.97267319626964,178409233.95131,179146601.8205798,-179798691.8027652
D11_PLUS,6,430,0.0001,4e-05,0.0001,29.44617289134695,-180451330.9583958,182237727.7069305,-180596419.6359076
D11_PLUS,7,515,0.00023,0.00016,0.00018,203.2708128646925,-175530325.2939713,-178934228.2964159,-178723590.4288792
D11_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74645267282473,178094143.5411101,-181752684.2678129,-180894160.1213249
D11_MINUS,1,360,1.890977009160425e-33,-4.667141886318626e-34,1.85225784573522e-33,-172.3540177418179,178711777.8834159,180293402.274071,179997032.7092732
D11_MINUS,2,410,0.00012,-2e-05,3e-05,-84.75700165086872,-179729984.3847768,180503625.7725691,179698206.4514884
D11_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79829630361169,-177321076.6494391,-180748059.9088507,180143342.5359333
D11_MINUS,4,385,-4.010000000000001e-05,0.00011,2e-05,-126.1233885360589,177813858.153647,-180746385.1010711,180170186.6439658
D11_MINUS,5,470,3e-05,-5e-05,0.00014,51.97267319626964,178408699.5583775,179145991.3419038,-179798077.779133
D11_MINUS,6,430,0.0001,4e-05,0.0001,29.44617289134695,-180448320.0970361,182235868.3072387,-180594578.3449101
D11_MINUS,7,515,0.00023,0.00016,0.00018,203.2708128646925,-175527194.1921624,-178933607.1309375,-178721545.6453586
D11_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74645267282473,178092239.7279741,-181750835.5549233,-180894566.571259
D12_PLUS,1,360,-1.903000358083954e-33,-6.916074360648627e-34,-7.079089308798899e-34,-172.3540177418179,178713680.8837741,180294093.8815072,179997740.6182041
D12_PLUS,2,410,0.00012,-2e-05,3e-05,-84.75700165086872,-179733157.5239539,180504976.2604338,179699550.8501049
D12_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,23.79829630361169,-177323684.1045094,-180748764.8477735,180144065.5835505
D12_PLUS,4,385,-4e-05,0.00011,2e-05,-126.1233885360589,177817724.8019956,-180747722.257449,180171520.2553876
D12_PLUS,5,470,3.01e-05,-5e-05,0.00014,51.97267319626964,178412511.5232881,179147320.2957555,-179799410.2779409
D12_PLUS,6,430,0.0001,4e-05,0.0001,29.44617289134695,-180450914.7867981,182236606.2246726,-180595298.1536496
D12_PLUS,7,515,0.00023,0.00016,0.00018,203.2708128646925,-175530316.3582555,-178934937.7336431,-178722882.3373122
D12_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,74.74645267282473,178094155.5644591,-181751571.8235034,-180895286.5383443
D12_MINUS,1,360,1.915023707007482e-33,1.849929060761588e-33,-4.364399839754405e-34,-172.3540177418179,178711765.860067,180292243.9524463,179998177.0581881
D12_MINUS,2,410,0.00012,-2e-05,3e-05,-84.75700165086872,-179729993.3204927,180504365.7687415,179697465.1096558
