element,integration_point,x_m,y_m,z_m,temperature_k,hfl_x_w_m2,hfl_y_w_m2,hfl_z_w_m2,e11,e22,e33,e12,e13,e23,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa
1,1,0.54375,0.50625,0.53125,434.1223756041536,-71.95103588162861,-146.9915588269162,-259.2122162286648,0.0001515549296273661,0.0001184882062728634,0.0001250639952523938,4.959299905225029e-05,-3.411899131081768e-06,8.18430632689394e-06,-587930043.6673489,-593220719.4040693,-592168593.1673445,3967439.924180023,-272951.9304865415,654744.5061515152
