T,id,x,y,z
300.99998350043,0,0,0,0
300.99998350043,1,1,0,0
300.99998350043,2,1,1,0
300.99998350043,3,0,1,0
300.99998350043,4,0,0,1
300.99998350043,5,1,0,1
300.99998350043,6,1,1,1
300.99998350043,7,0,1,1
