effective_creep_strain,effective_plastic_strain,id,stress_xx,stress_xy,stress_xz,stress_yy,stress_yz,stress_zz,x,y,z
0,0.00098812134292804,0,201976242.68587,-1.8949045720549e-05,-1.5112676880108e-05,1.0794959962368e-05,-9.0616262428753e-06,1.0790303349495e-05,0.5,0.5,0.5
0,0.00098812134292771,1,201976242.68587,1.3219617507363e-05,1.7420496790819e-05,1.4407560229301e-05,4.0429567927988e-06,7.4449926614761e-06,1.5,0.5,0.5
