effective_creep_strain,effective_plastic_strain,id,stress_xx,stress_xy,stress_xz,stress_yy,stress_yz,stress_zz,x,y,z
0.00070305848681015,0.002274199518006,0,204548399.03789,-0.0052148467104407,-0.0052148452315773,0.0018746085702576,-0.0011427260541862,0.0018746343189633,0.5,0.5,0.5
