T,contact_pressure,disp_x,disp_y,id,nodal_area,penetration,x,y,z
613.7489368763,602042.5402341,3.0184267886332e-06,0,12,3.2403440618496e-05,6.020425402341e-09,0.00412,0,0
613.74822957983,754928.27449436,3.0028765468651e-06,1.8610138316103e-06,13,6.4806462553511e-05,7.5492827449436e-09,0.00412,0.0025,0
613.75019719989,871674.97269918,2.9178594346936e-06,3.7143255186599e-06,20,6.480189545375e-05,8.7167497269918e-09,0.00412,0.005,0
613.75301385131,654647.67547884,2.8314364412018e-06,5.2896524295154e-06,27,6.4790108904855e-05,6.5464767547884e-09,0.00412,0.0075,0
613.75529685113,723669.1675089,3.5593505567677e-06,6.1155543303668e-06,34,3.2393070111055e-05,7.236691675089e-09,0.00412,0.01,0
