elem_id,qp_id,thermal_conductivity,x,y,z
24,0,16,0.0041813332490732,0.00052936878783999,0
24,1,16,0.0043461667509268,0.00052936878783999,0
24,2,16,0.0041813332490732,0.00197563121216,0
24,3,16,0.0043461667509268,0.00197563121216,0
25,0,16,0.0044668332490732,0.00052936878783999,0
25,1,16,0.0046316667509268,0.00052936878783999,0
25,2,16,0.0044668332490732,0.00197563121216,0
25,3,16,0.0046316667509268,0.00197563121216,0
26,0,16,0.0041813332490732,0.00303436878784,0
26,1,16,0.0043461667509268,0.00303436878784,0
26,2,16,0.0041813332490732,0.00448063121216,0
26,3,16,0.0043461667509268,0.00448063121216,0
27,0,16,0.0044668332490732,0.00303436878784,0
27,1,16,0.0046316667509268,0.00303436878784,0
27,2,16,0.0044668332490732,0.00448063121216,0
27,3,16,0.0046316667509268,0.00448063121216,0
28,0,16,0.0041813332490732,0.00553936878784,0
28,1,16,0.0043461667509268,0.00553936878784,0
28,2,16,0.0041813332490732,0.00698563121216,0
28,3,16,0.0043461667509268,0.00698563121216,0
29,0,16,0.0044668332490732,0.00553936878784,0
29,1,16,0.0046316667509268,0.00553936878784,0
29,2,16,0.0044668332490732,0.00698563121216,0
29,3,16,0.0046316667509268,0.00698563121216,0
30,0,16,0.0041813332490732,0.00804436878784,0
30,1,16,0.0043461667509268,0.00804436878784,0
30,2,16,0.0041813332490732,0.00949063121216,0
30,3,16,0.0043461667509268,0.00949063121216,0
31,0,16,0.0044668332490732,0.00804436878784,0
31,1,16,0.0046316667509268,0.00804436878784,0
31,2,16,0.0044668332490732,0.00949063121216,0
31,3,16,0.0046316667509268,0.00949063121216,0
