contact_pressure,id,nodal_area,penetration,x,y,z
2101541.4697437,12,8.0915865574691e-06,2.1015414697439e-06,0.00412,0,0
1629585.1734532,13,1.6183179109118e-05,1.6295851734532e-06,0.00412,0.000625,0
1341047.3365236,20,1.6183318245729e-05,1.3410473365239e-06,0.00412,0.00125,0
1187528.5691831,27,1.618350199829e-05,1.1875285691831e-06,0.00412,0.001875,0
1151790.8192108,34,1.6183664350006e-05,1.1517908192112e-06,0.00412,0.0025,0
1192584.4603779,41,1.6183784757759e-05,1.1925844603779e-06,0.00412,0.003125,0
1332499.8275523,48,1.618385904978e-05,1.3324998275522e-06,0.00412,0.00375,0
1563598.8083714,55,1.6183891008742e-05,1.5635988083724e-06,0.00412,0.004375,0
1885123.5425739,62,8.0919482312384e-06,1.8851235425733e-06,0.00412,0.005,0
