creep_q0,creep_q1,creep_q2,creep_q3,id,plastic_q0,plastic_q1,plastic_q2,plastic_q3,stress_q0,stress_q1,stress_q2,stress_q3,x,y,z
6.590142494496e-06,4.8969244151354e-06,6.5223790043305e-06,4.8388629637729e-06,48,0.000678189183497,0.00061048880701536,0.00067566976730129,0.00060789691633392,11065685.812941,9918914.4452638,11026243.280118,9876809.7157404,0.00426375,-0.000875,0
4.369028610253e-06,3.4763257900848e-06,4.2942808366448e-06,3.4132336227423e-06,49,0.00058640771060214,0.00053731915509136,0.00058283942524436,0.00053381542834198,9593841.2456015,8875429.5883719,9535506.2693739,8817905.577332,0.00454925,-0.000875,0
6.2993081020319e-06,4.7463993750672e-06,6.1082897731937e-06,4.5820377561228e-06,50,0.00066699277181003,0.0006035463820102,0.00065966804195836,0.00059603621801731,10913233.478348,9805517.0580039,10795160.192647,9679810.9436025,0.00426375,-0.000625,0
4.2414437946091e-06,3.3921815441589e-06,4.0302059135905e-06,3.2133191079728e-06,51,0.00058008167002559,0.0005326979420048,0.0005696782266873,0.00052248350835171,9482511.2344293,8776838.2167393,9309647.3504953,8606094.6427555,0.00454925,-0.000625,0
5.698454044769e-06,4.4140758597529e-06,5.419246241271e-06,4.1718658667189e-06,52,0.00064285810679009,0.00058764350326012,0.00063136568762049,0.00057597007225816,10572938.969904,9548014.7440928,10379012.897435,9342624.5334434,0.00426375,-0.000375,0
3.9339741079601e-06,3.1797623511259e-06,3.622340682928e-06,2.9143035237829e-06,53,0.00056437299385495,0.000520733915255,0.00054823226942355,0.00050490193116938,9208648.3287763,8524521.9379257,8923972.6694756,8242571.2760453,0.00454925,-0.000375,0
4.9258336977291e-06,3.9637618006293e-06,4.5673025305126e-06,3.6524195755188e-06,54,0.00060864594815945,0.00056445416252688,0.00059339218111165,0.00054921954848739,10076714.457632,9167512.530697,9778485.1373782,8857961.0239043,0.00426375,-0.000125,0
3.5102826013268e-06,2.8848237867789e-06,3.1569287794882e-06,2.5808998287623e-06,55,0.00054112094990815,0.00050350358819254,0.000520813872225,0.00048368376591311,8796720.1736269,8131768.266001,8437714.3639969,7771655.3899214,0.00454925,-0.000125,0
4.0214681498903e-06,3.3847864927129e-06,3.7503415839957e-06,3.1404357106183e-06,56,0.0005675785122267,0.0005348533760205,0.00055013255104562,0.00051790081450662,9336721.664029,8572094.5097062,9148036.4662635,8355970.6039669,0.00426375,0.000125,0
2.99765212968e-06,2.5447718306505e-06,2.686137581287e-06,2.2726491781813e-06,57,0.00051129871124827,0.00048153890455131,0.00049144473523653,0.00046234334805277,8223994.3860772,7655570.7970957,7800539.2005152,7228177.8036983,0.00454925,0.000125,0
3.2679047138564e-06,2.8655921157718e-06,2.9771044124198e-06,2.615240016991e-06,58,0.00051510021438007,0.00049662498723496,0.00050262658291085,0.00048452486794817,8853080.5673286,8170366.3967913,8303787.4739324,7637434.0617492,0.00426375,0.000375,0
