contact_pressure,id,nodal_area,penetration,x,y,z
1023219.8017026,20,-8.3333333333333e-06,1.0232198017026e-07,0.009999,0,0
1023219.80172,23,-8.3333333333333e-06,1.02321980172e-07,0.009999,0.01,0
1023219.8017373,24,-8.3333333333333e-06,1.0232198017373e-07,0.009999,0,0.01
1023219.8017547,27,-8.3333333333333e-06,1.0232198017547e-07,0.009999,0.01,0.01
1054708.3107298,31,3.3333333333333e-05,1.0547083107298e-07,0.009999,0.005,0
1054708.3107298,32,3.3333333333333e-05,1.0547083107298e-07,0.009999,0,0.005
1054708.3107124,35,3.3333333333333e-05,1.0547083107124e-07,0.009999,0.01,0.005
1054708.3107471,39,3.3333333333333e-05,1.0547083107471e-07,0.009999,0.005,0.01
