T,disp_x,disp_y,id,x,y,z
558.44949970779,0,0,0,0,0,0
555.71211939411,0,0,1,0.001,0,0
555.71211939411,0,0,2,0.001,0.005,0
558.44949970779,0,0,3,0,0.005,0
549.44734219074,0,0,4,0.002,0,0
549.44734219074,0,0,5,0.002,0.005,0
539.67529108752,0,0,6,0.003,0,0
539.67529108752,0,0,7,0.003,0.005,0
527.11627706294,0,0,8,0.004,0,0
527.11627706294,0,0,9,0.004,0.005,0
555.71211939411,0,0,10,0.001,0.01,0
558.44949970779,0,0,11,0,0.01,0
549.44734219074,0,0,12,0.002,0.01,0
539.67529108752,0,0,13,0.003,0.01,0
527.11627706294,0,0,14,0.004,0.01,0
