effective_creep_strain,effective_plastic_strain,id,stress_xx,stress_xy,stress_xz,stress_yy,stress_yz,stress_zz,x,y,z
0,0.00099009900990067,0,201980198.01981,-1.4092192203779e-05,-1.410965270369e-05,4.2319297790527e-06,-1.3834759265292e-05,4.2226165533066e-06,0.5,0.5,0.5
0,0.00099009900990127,1,201980198.01982,6.2378867686432e-06,6.2373411760736e-06,1.5744939446449e-05,-5.4630471265878e-07,1.5741214156151e-05,1.5,0.5,0.5
