T,contact_pressure,disp_x,disp_y,id,nodal_area,penetration,x,y,z
800,99999999.999992,0,3e-06,11,1.1647286066204e-06,9.9999999999992e-07,0,0.001,0
800,99999999.999992,5.75e-05,3e-06,10,6.9883716397222e-06,9.9999999999992e-07,0.001,0.001,0
800,99999999.999992,0.000115,3e-06,12,1.3976743279444e-05,9.9999999999992e-07,0.002,0.001,0
800,99999999.999992,0.0001725,3e-06,13,2.0965114919167e-05,9.9999999999992e-07,0.003,0.001,0
800,99999999.999992,0.00023,3e-06,14,1.2812014672824e-05,9.9999999999992e-07,0.004,0.001,0
