T,contact_pressure,disp_x,disp_y,id,nodal_area,penetration,x,y,z
613.74911529785,730945.8935797,3.0149351857453e-06,0,12,3.2403405226414e-05,7.309458935797e-09,0.00412,0,0
613.74905404028,735854.19529622,3.0015770399671e-06,1.8596982266687e-06,13,6.4806413512343e-05,7.3585419529622e-09,0.00412,0.0025,0
613.74977861649,777525.10021447,2.9177714961082e-06,3.7118246556142e-06,20,6.480186900565e-05,7.7752510021447e-09,0.00412,0.005,0
613.75297475446,640537.88144925,2.8302326599996e-06,5.2864320092282e-06,27,6.4790089618024e-05,6.4053788144925e-09,0.00412,0.0075,0
613.75524761313,858282.65485111,3.5549230841836e-06,6.1131165614472e-06,34,3.2393055748595e-05,8.5828265485111e-09,0.00412,0.01,0
