T,disp_x,disp_y,disp_z,id,x,y,z
300,0,0,0,0,0,0,0
500,0.0012835648148148,-0.00057465277777777,-0.00057465277777779,1,1,0,0
500,0.0012835648148148,-0.00057465277777777,-0.00057465277777779,1,1,0,0
500,0.0012835648148148,0.00057465277777779,-0.00057465277777779,2,1,1,0
500,0.0012835648148148,0.00057465277777779,-0.00057465277777779,2,1,1,0
300,0,0,0,3,0,1,0
300,0,0,0,4,0,0,1
500,0.0012835648148148,-0.00057465277777777,0.00057465277777777,5,1,0,1
500,0.0012835648148148,-0.00057465277777777,0.00057465277777777,5,1,0,1
500,0.0012835648148148,0.00057465277777779,0.00057465277777777,6,1,1,1
500,0.0012835648148148,0.00057465277777779,0.00057465277777777,6,1,1,1
300,0,0,0,7,0,1,1
600,0.0024825231481481,-0.0007348958333333,-0.00073489583333337,8,2,0,0
600,0.0024825231481481,0.00073489583333336,-0.00073489583333337,9,2,1,0
600,0.0024825231481482,-0.00073489583333331,0.0007348958333333,10,2,0,1
600,0.0024825231481481,0.00073489583333336,0.0007348958333333,11,2,1,1
