T,disp_x,disp_y,id,x,y,z
600,0,0,0,0,0,0
600,-7.9903663122681e-07,0,1,0.001,0,0
600,-7.9903663122681e-07,2e-06,2,0.001,0.001,0
600,0,2e-06,3,0,0.001,0
