time,average_effective_creep,average_effective_plastic,average_vonmises_stress
0,0,0,0
0.015625,1.3544774801493e-10,6.0532346968183e-05,2210646.9393637
0.03125,1.1566387933638e-09,0.0001666111676784,4332223.353568
0.057291666666667,5.7004911776509e-09,0.00024869529238334,5973905.8476668
0.083333333333333,1.5482908446996e-08,0.00033207826757431,7641565.3514863
0.098958333333333,2.1380231197716e-08,0.0003331193349654,7654158.0055204
0.11458333333333,2.7307353303544e-08,0.00033418441429345,7667254.5729918
0.14583333333333,3.9263801956911e-08,0.00033620773238114,7688231.4048286
0.17708333333333,5.1321870027882e-08,0.00033826408497537,7708901.9417346
0.19270833333333,5.7373372327606e-08,0.00033926277249452,7717095.2464402
0.20833333333333,6.3449522992434e-08,0.00034028400568701,7725795.8164507
0.22916666666667,7.1600121064209e-08,0.00034169034344531,7738481.5415602
0.25,7.9805521215984e-08,0.00034313994674913,7752160.4776381
0.265625,8.6308143140915e-08,0.0003474016217774,7889034.7789512
0.28125,9.3156403484344e-08,0.00035201807275886,8017203.0262664
0.3125,1.082104900743e-07,0.00036282550481703,8256510.0963405
0.34375,1.2466525196604e-07,0.00037449915536118,8489983.1072236
0.359375,1.3326133548315e-07,0.00038036113107069,8607222.6214137
0.375,1.4223916336569e-07,0.0003862438224209,8724876.4484181
0.390625,1.5161217379248e-07,0.00039214796307396,8842959.2614793
0.40625,1.6139428211086e-07,0.00039807500414454,8961500.0828908
0.421875,1.715998570391e-07,0.00040402597942686,9080519.5885373
0.4375,1.8224374316987e-07,0.00041000200858933,9200040.1717866
0.453125,1.9334127952232e-07,0.00041600423519589,9320084.7039178
0.46875,2.0490831818858e-07,0.00042203381815048,9440676.3630096
0.4765625,2.1081222375876e-07,0.00042505801670635,9501160.3341271
0.484375,2.1683861227159e-07,0.00042808989797881,9561797.9595763
0.4921875,2.2298960137298e-07,0.00043112923988716,9622584.7977433
0.5,2.2926734202424e-07,0.00043417614334976,9683522.8669952
0.515625,2.4072481370402e-07,0.00043417614334976,9381055.2400903
0.53125,2.5115285856489e-07,0.00043417614334976,9079020.8407556
0.5625,2.6820579954175e-07,0.00043417614334976,8461792.3616446
0.59375,2.81965441571e-07,0.00043417614334976,7845864.3246171
0.609375,2.8811242087089e-07,0.00043417614334976,7538865.5068155
0.625,2.935835985734e-07,0.00043417614334976,7232642.4758206
0.65625,3.0214431344435e-07,0.00043417614334976,6622670.069718
0.6875,3.087204898118e-07,0.00043417614334976,6017226.9867669
0.703125,3.1158083272762e-07,0.00043417614334976,5716791.0290965
0.71875,3.1405567304524e-07,0.00043417614334976,5418141.7844536
0.734375,3.1618482360894e-07,0.00043417614334976,5121605.8585049
0.75,3.1800568246431e-07,0.00043417614334976,4827605.5397479
0.78125,3.2204288341646e-07,0.00043417614334976,4990528.2968134
0.8125,3.2649380259636e-07,0.00043417614334976,5147289.7718463
0.828125,3.2882719091949e-07,0.00043417614334976,5224944.8447804
0.84375,3.3127218805377e-07,0.00043417614334976,5302477.2403566
0.875,3.366363524176e-07,0.00043417614334976,5460133.2963856
0.90625,3.4251320701467e-07,0.00043417614334976,5620922.1495027
0.921875,3.4558723142108e-07,0.00043417614334976,5702405.0595381
0.9375,3.4880208618218e-07,0.00043417614334976,5784683.7688729
0.9453125,3.5044571140197e-07,0.00043417614334976,5826089.9141518
0.953125,3.5212621843327e-07,0.00043417614334976,5867694.8301336
0.9609375,3.5384429976068e-07,0.00043417614334976,5909495.4847164
0.96875,3.5560065777497e-07,0.00043417614334976,5951491.4829315
0.984375,3.5927083387726e-07,0.00043417614334976,6036120.8650736
1,3.631043302894e-07,0.00043417614334976,6121523.7649353
