T,disp_x,disp_y,disp_z,id,x,y,z
600.05,0,0,0,0,0,0,0
600.05,2e-06,0,0,1,0.001,0,0
600.05,2e-06,-8.1342959910335e-07,0,2,0.001,0.001,0
600.05,0,-8.1342959910335e-07,0,3,0,0.001,0
600.05,0,0,-2.0335739977584e-07,4,0,0,0.00025
600.05,2e-06,0,-2.0335739977584e-07,5,0.001,0,0.00025
600.05,2e-06,-8.1342959910335e-07,-2.0335739977584e-07,6,0.001,0.001,0.00025
600.05,2e-06,-8.1342959910335e-07,-2.0335739977584e-07,6,0.001,0.001,0.00025
600.05,0,-8.1342959910335e-07,-2.0335739977584e-07,7,0,0.001,0.00025
600.05,4e-06,0,0,8,0.002,0,0
600.05,4e-06,-8.1342959910335e-07,0,9,0.002,0.001,0
600.05,4e-06,0,-2.0335739977584e-07,10,0.002,0,0.00025
600.05,4e-06,-8.1342959910335e-07,-2.0335739977584e-07,11,0.002,0.001,0.00025
600.05,4e-06,-8.1342959910335e-07,-2.0335739977584e-07,11,0.002,0.001,0.00025
600.05,6e-06,0,0,12,0.003,0,0
600.05,6e-06,-8.1342959910335e-07,0,13,0.003,0.001,0
600.05,6e-06,0,-2.0335739977584e-07,14,0.003,0,0.00025
600.05,6e-06,-8.1342959910335e-07,-2.0335739977584e-07,15,0.003,0.001,0.00025
600.05,6e-06,-8.1342959910335e-07,-2.0335739977584e-07,15,0.003,0.001,0.00025
600.05,8e-06,0,0,16,0.004,0,0
600.05,8e-06,-8.1342959910335e-07,0,17,0.004,0.001,0
600.05,8e-06,0,-2.0335739977584e-07,18,0.004,0,0.00025
600.05,8e-06,-8.1342959910335e-07,-2.0335739977584e-07,19,0.004,0.001,0.00025
600.05,8e-06,-8.1342959910335e-07,-2.0335739977584e-07,19,0.004,0.001,0.00025
600.05,1e-05,0,0,20,0.005,0,0
600.05,1e-05,-8.1342959910335e-07,0,21,0.005,0.001,0
600.05,1e-05,0,-2.0335739977584e-07,22,0.005,0,0.00025
600.05,1e-05,-8.1342959910335e-07,-2.0335739977584e-07,23,0.005,0.001,0.00025
600.05,1e-05,-8.1342959910335e-07,-2.0335739977584e-07,23,0.005,0.001,0.00025
