elem_id,qp_id,thermal_conductivity,x,y,z
48,0,16,0.0041813332490732,-0.0009471687836487,0
48,1,16,0.0043461667509268,-0.0009471687836487,0
48,2,16,0.0041813332490732,-0.0008028312163513,0
48,3,16,0.0043461667509268,-0.0008028312163513,0
49,0,16,0.0044668332490732,-0.0009471687836487,0
49,1,16,0.0046316667509268,-0.0009471687836487,0
49,2,16,0.0044668332490732,-0.0008028312163513,0
49,3,16,0.0046316667509268,-0.0008028312163513,0
50,0,16,0.0041813332490732,-0.0006971687836487,0
50,1,16,0.0043461667509268,-0.0006971687836487,0
50,2,16,0.0041813332490732,-0.0005528312163513,0
50,3,16,0.0043461667509268,-0.0005528312163513,0
51,0,16,0.0044668332490732,-0.0006971687836487,0
51,1,16,0.0046316667509268,-0.0006971687836487,0
51,2,16,0.0044668332490732,-0.0005528312163513,0
51,3,16,0.0046316667509268,-0.0005528312163513,0
52,0,16,0.0041813332490732,-0.0004471687836487,0
52,1,16,0.0043461667509268,-0.0004471687836487,0
52,2,16,0.0041813332490732,-0.0003028312163513,0
52,3,16,0.0043461667509268,-0.0003028312163513,0
53,0,16,0.0044668332490732,-0.0004471687836487,0
53,1,16,0.0046316667509268,-0.0004471687836487,0
53,2,16,0.0044668332490732,-0.0003028312163513,0
53,3,16,0.0046316667509268,-0.0003028312163513,0
54,0,16,0.0041813332490732,-0.0001971687836487,0
54,1,16,0.0043461667509268,-0.0001971687836487,0
54,2,16,0.0041813332490732,-5.2831216351297e-05,0
54,3,16,0.0043461667509268,-5.2831216351297e-05,0
55,0,16,0.0044668332490732,-0.0001971687836487,0
55,1,16,0.0046316667509268,-0.0001971687836487,0
55,2,16,0.0044668332490732,-5.2831216351297e-05,0
55,3,16,0.0046316667509268,-5.2831216351297e-05,0
56,0,16,0.0041813332490732,5.2831216351297e-05,0
56,1,16,0.0043461667509268,5.2831216351297e-05,0
56,2,16,0.0041813332490732,0.0001971687836487,0
56,3,16,0.0043461667509268,0.0001971687836487,0
57,0,16,0.0044668332490732,5.2831216351297e-05,0
57,1,16,0.0046316667509268,5.2831216351297e-05,0
57,2,16,0.0044668332490732,0.0001971687836487,0
57,3,16,0.0046316667509268,0.0001971687836487,0
58,0,16,0.0041813332490732,0.0003028312163513,0
58,1,16,0.0043461667509268,0.0003028312163513,0
58,2,16,0.0041813332490732,0.0004471687836487,0
58,3,16,0.0043461667509268,0.0004471687836487,0
59,0,16,0.0044668332490732,0.0003028312163513,0
59,1,16,0.0046316667509268,0.0003028312163513,0
59,2,16,0.0044668332490732,0.0004471687836487,0
59,3,16,0.0046316667509268,0.0004471687836487,0
60,0,16,0.0041813332490732,0.0005528312163513,0
60,1,16,0.0043461667509268,0.0005528312163513,0
60,2,16,0.0041813332490732,0.0006971687836487,0
60,3,16,0.0043461667509268,0.0006971687836487,0
61,0,16,0.0044668332490732,0.0005528312163513,0
61,1,16,0.0046316667509268,0.0005528312163513,0
61,2,16,0.0044668332490732,0.0006971687836487,0
61,3,16,0.0046316667509268,0.0006971687836487,0
62,0,16,0.0041813332490732,0.0008028312163513,0
62,1,16,0.0043461667509268,0.0008028312163513,0
62,2,16,0.0041813332490732,0.0009471687836487,0
62,3,16,0.0043461667509268,0.0009471687836487,0
63,0,16,0.0044668332490732,0.0008028312163513,0
63,1,16,0.0046316667509268,0.0008028312163513,0
63,2,16,0.0044668332490732,0.0009471687836487,0
63,3,16,0.0046316667509268,0.0009471687836487,0
64,0,16,0.0041813332490732,0.0010528312163513,0
64,1,16,0.0043461667509268,0.0010528312163513,0
64,2,16,0.0041813332490732,0.0011971687836487,0
64,3,16,0.0043461667509268,0.0011971687836487,0
65,0,16,0.0044668332490732,0.0010528312163513,0
65,1,16,0.0046316667509268,0.0010528312163513,0
65,2,16,0.0044668332490732,0.0011971687836487,0
65,3,16,0.0046316667509268,0.0011971687836487,0
66,0,16,0.0041813332490732,0.0013028312163513,0
66,1,16,0.0043461667509268,0.0013028312163513,0
66,2,16,0.0041813332490732,0.0014471687836487,0
66,3,16,0.0043461667509268,0.0014471687836487,0
67,0,16,0.0044668332490732,0.0013028312163513,0
67,1,16,0.0046316667509268,0.0013028312163513,0
67,2,16,0.0044668332490732,0.0014471687836487,0
67,3,16,0.0046316667509268,0.0014471687836487,0
68,0,16,0.0041813332490732,0.0015528312163513,0
68,1,16,0.0043461667509268,0.0015528312163513,0
68,2,16,0.0041813332490732,0.0016971687836487,0
68,3,16,0.0043461667509268,0.0016971687836487,0
69,0,16,0.0044668332490732,0.0015528312163513,0
69,1,16,0.0046316667509268,0.0015528312163513,0
69,2,16,0.0044668332490732,0.0016971687836487,0
69,3,16,0.0046316667509268,0.0016971687836487,0
70,0,16,0.0041813332490732,0.0018028312163513,0
70,1,16,0.0043461667509268,0.0018028312163513,0
70,2,16,0.0041813332490732,0.0019471687836487,0
70,3,16,0.0043461667509268,0.0019471687836487,0
71,0,16,0.0044668332490732,0.0018028312163513,0
71,1,16,0.0046316667509268,0.0018028312163513,0
71,2,16,0.0044668332490732,0.0019471687836487,0
71,3,16,0.0046316667509268,0.0019471687836487,0
72,0,16,0.0041813332490732,0.0020528312163513,0
72,1,16,0.0043461667509268,0.0020528312163513,0
72,2,16,0.0041813332490732,0.0021971687836487,0
72,3,16,0.0043461667509268,0.0021971687836487,0
73,0,16,0.0044668332490732,0.0020528312163513,0
73,1,16,0.0046316667509268,0.0020528312163513,0
73,2,16,0.0044668332490732,0.0021971687836487,0
73,3,16,0.0046316667509268,0.0021971687836487,0
74,0,16,0.0041813332490732,0.0023028312163513,0
74,1,16,0.0043461667509268,0.0023028312163513,0
74,2,16,0.0041813332490732,0.0024471687836487,0
74,3,16,0.0043461667509268,0.0024471687836487,0
75,0,16,0.0044668332490732,0.0023028312163513,0
75,1,16,0.0046316667509268,0.0023028312163513,0
75,2,16,0.0044668332490732,0.0024471687836487,0
75,3,16,0.0046316667509268,0.0024471687836487,0
76,0,16,0.0041813332490732,0.0025528312163513,0
76,1,16,0.0043461667509268,0.0025528312163513,0
76,2,16,0.0041813332490732,0.0026971687836487,0
76,3,16,0.0043461667509268,0.0026971687836487,0
77,0,16,0.0044668332490732,0.0025528312163513,0
77,1,16,0.0046316667509268,0.0025528312163513,0
77,2,16,0.0044668332490732,0.0026971687836487,0
77,3,16,0.0046316667509268,0.0026971687836487,0
78,0,16,0.0041813332490732,0.0028028312163513,0
78,1,16,0.0043461667509268,0.0028028312163513,0
78,2,16,0.0041813332490732,0.0029471687836487,0
78,3,16,0.0043461667509268,0.0029471687836487,0
79,0,16,0.0044668332490732,0.0028028312163513,0
79,1,16,0.0046316667509268,0.0028028312163513,0
79,2,16,0.0044668332490732,0.0029471687836487,0
79,3,16,0.0046316667509268,0.0029471687836487,0
80,0,16,0.0041813332490732,0.0030528312163513,0
80,1,16,0.0043461667509268,0.0030528312163513,0
80,2,16,0.0041813332490732,0.0031971687836487,0
80,3,16,0.0043461667509268,0.0031971687836487,0
81,0,16,0.0044668332490732,0.0030528312163513,0
81,1,16,0.0046316667509268,0.0030528312163513,0
81,2,16,0.0044668332490732,0.0031971687836487,0
81,3,16,0.0046316667509268,0.0031971687836487,0
82,0,16,0.0041813332490732,0.0033028312163513,0
82,1,16,0.0043461667509268,0.0033028312163513,0
82,2,16,0.0041813332490732,0.0034471687836487,0
82,3,16,0.0043461667509268,0.0034471687836487,0
83,0,16,0.0044668332490732,0.0033028312163513,0
83,1,16,0.0046316667509268,0.0033028312163513,0
83,2,16,0.0044668332490732,0.0034471687836487,0
83,3,16,0.0046316667509268,0.0034471687836487,0
84,0,16,0.0041813332490732,0.0035528312163513,0
84,1,16,0.0043461667509268,0.0035528312163513,0
84,2,16,0.0041813332490732,0.0036971687836487,0
84,3,16,0.0043461667509268,0.0036971687836487,0
85,0,16,0.0044668332490732,0.0035528312163513,0
85,1,16,0.0046316667509268,0.0035528312163513,0
85,2,16,0.0044668332490732,0.0036971687836487,0
85,3,16,0.0046316667509268,0.0036971687836487,0
86,0,16,0.0041813332490732,0.0038028312163513,0
86,1,16,0.0043461667509268,0.0038028312163513,0
86,2,16,0.0041813332490732,0.0039471687836487,0
86,3,16,0.0043461667509268,0.0039471687836487,0
87,0,16,0.0044668332490732,0.0038028312163513,0
87,1,16,0.0046316667509268,0.0038028312163513,0
87,2,16,0.0044668332490732,0.0039471687836487,0
87,3,16,0.0046316667509268,0.0039471687836487,0
88,0,16,0.0041813332490732,0.0040528312163513,0
