T,disp_x,disp_y,id,x,y,z
733.4201407826,0,0,0,0,0,0
733.29871126914,1.3475121874494e-07,0,1,0.000103,0,0
733.29871126914,1.3462377641641e-07,6.4405612591694e-07,2,0.000103,0.001,0
733.4201407826,0,6.4405588994815e-07,3,0,0.001,0
733.01544417757,2.6917456428394e-07,0,4,0.000206,0,0
733.01544417757,2.6892042685903e-07,6.4405672596453e-07,5,0.000206,0.001,0
732.55433297296,4.0303863733686e-07,0,6,0.000309,0,0
732.55433297296,4.0265909475261e-07,6.4405789154878e-07,7,0.000309,0.001,0
731.91336950024,5.3607998870954e-07,0,8,0.000412,0,0
731.91336950024,5.3557693144167e-07,6.440599297214e-07,9,0.000412,0.001,0
731.09220822261,6.6803256330556e-07,0,10,0.000515,0,0
731.09220822261,6.6740847470446e-07,6.4406326600694e-07,11,0.000515,0.001,0
730.09104458531,7.9862982073069e-07,0,12,0.000618,0,0
730.09104458531,7.9788776082984e-07,6.4406844033583e-07,13,0.000618,0.001,0
728.91035583452,9.2760555352753e-07,0,14,0.000721,0,0
728.91035583452,9.2674913706836e-07,6.4407610046946e-07,15,0.000721,0.001,0
727.55081422662,1.0546943447161e-06,0,16,0.000824,0,0
727.55081422662,1.0537277142316e-06,6.4408699396485e-07,17,0.000824,0.001,0
726.01325086153,1.1796318910184e-06,0,18,0.000927,0,0
726.01325086153,1.1785596853984e-06,6.441019588191e-07,19,0.000927,0.001,0
724.29863809956,1.3021552662639e-06,0,20,0.00103,0,0
724.29863809956,1.3009825851073e-06,6.4412191285389e-07,21,0.00103,0.001,0
722.40807988278,1.4220031545868e-06,0,22,0.001133,0,0
722.40807988278,1.4207355186105e-06,6.4414784190412e-07,23,0.001133,0.001,0
720.34280578298,1.5389160667945e-06,0,24,0.001236,0,0
720.34280578298,1.5375593745668e-06,6.4418078688507e-07,25,0.001236,0.001,0
718.10416693834,1.6526365465425e-06,0,26,0.001339,0,0
718.10416693834,1.6511970278168e-06,6.4422182982101e-07,27,0.001339,0.001,0
715.69363299433,1.7629093698389e-06,0,28,0.001442,0,0
715.69363299433,1.7613935357755e-06,6.4427207892501e-07,29,0.001442,0.001,0
713.11278959151,1.8694817398379e-06,0,30,0.001545,0,0
713.11278959151,1.8678963304225e-06,6.4433265282533e-07,31,0.001545,0.001,0
710.36333614994,1.9721034780496e-06,0,32,0.001648,0,0
710.36333614994,1.9704554070313e-06,6.4440466403899e-07,33,0.001648,0.001,0
707.44708380622,2.0705272126217e-06,0,34,0.001751,0,0
707.44708380622,2.0688235103086e-06,6.4448920179705e-07,35,0.001751,0.001,0
704.36595341711,2.1645085640636e-06,0,36,0.001854,0,0
704.36595341711,2.1627563183318e-06,6.4458731433023e-07,37,0.001854,0.001,0
701.12197357673,2.2538063286122e-06,0,38,0.001957,0,0
701.12197357673,2.2520126244943e-06,6.446999907271e-07,39,0.001957,0.001,0
697.7172786133,2.3381826593227e-06,0,40,0.00206,0,0
697.7172786133,2.3363545175557e-06,6.4482814248164e-07,41,0.00206,0.001,0
694.15410654381,2.4174032448905e-06,0,42,0.002163,0,0
694.15410654381,2.4155475598171e-06,6.4497258485276e-07,43,0.002163,0.001,0
690.434796972,2.4912374861557e-06,0,44,0.002266,0,0
690.434796972,2.4893609633877e-06,6.4513401816788e-07,45,0.002266,0.001,0
686.56178892024,2.5594586701952e-06,0,46,0.002369,0,0
686.56178892024,2.5575677644737e-06,6.4531300921557e-07,47,0.002369,0.001,0
682.53761858885,2.6218441418767e-06,0,48,0.002472,0,0
682.53761858885,2.6199449955923e-06,6.4550997289137e-07,49,0.002472,0.001,0
678.36491703898,2.6781754727113e-06,0,50,0.002575,0,0
678.36491703898,2.6762738555954e-06,6.4572515428396e-07,51,0.002575,0.001,0
674.04640779614,2.7282386268182e-06,0,52,0.002678,0,0
674.04640779614,2.7263398773695e-06,6.4595861141423e-07,53,0.002678,0.001,0
669.58490437333,2.7718241237847e-06,0,54,0.002781,0,0
669.58490437333,2.7699330930547e-06,6.4621019885922e-07,55,0.002781,0.001,0
664.98330771292,2.8087271981902e-06,0,56,0.002884,0,0
664.98330771292,2.8068481965982e-06,6.4647955249306e-07,57,0.002884,0.001,0
660.24460354739,2.8387479555564e-06,0,58,0.002987,0,0
660.24460354739,2.8368847034091e-06,6.4676607553799e-07,59,0.002987,0.001,0
655.37185967942,2.8616915245001e-06,0,60,0.00309,0,0
655.37185967942,2.8598471068067e-06,6.4706892601756e-07,61,0.00309,0.001,0
650.36822318236,2.8773682049116e-06,0,62,0.003193,0,0
650.36822318236,2.8755450308732e-06,6.4738700552747e-07,63,0.003193,0.001,0
645.2369175222,2.8855936120426e-06,0,64,0.003296,0,0
645.2369175222,2.883793379229e-06,6.4771894901234e-07,65,0.003296,0.001,0
639.98123960273,2.8861888164457e-06,0,66,0.003399,0,0
639.98123960273,2.8844124792446e-06,6.4806311507267e-07,67,0.003399,0.001,0
634.60455673562,2.8789804796581e-06,0,68,0.003502,0,0
634.60455673562,2.8772282213873e-06,6.4841757650078e-07,69,0.003502,0.001,0
629.11030353754,2.8638009852265e-06,0,70,0.003605,0,0
629.11030353754,2.8620721939729e-06,6.4878011173099e-07,71,0.003605,0.001,0
623.50197875647,2.8404885639343e-06,0,72,0.003708,0,0
623.50197875647,2.8387818146538e-06,6.491482001853e-07,73,0.003708,0.001,0
617.78314202987,2.8088874110277e-06,0,74,0.003811,0,0
617.78314202987,2.807200461053e-06,6.4951902765462e-07,75,0.003811,0.001,0
611.95741057717,2.7688477933078e-06,0,76,0.003914,0,0
611.95741057717,2.7671776014522e-06,6.4988950723964e-07,77,0.003914,0.001,0
606.02845582954,2.720226151049e-06,0,78,0.004017,0,0
606.02845582954,2.7185689135047e-06,6.5025629885667e-07,79,0.004017,0.001,0
600,2.6628852323928e-06,0,80,0.00412,0,0
600,2.6612363290339e-06,6.5061570996555e-07,81,0.00412,0.001,0
733.29871126914,1.3416585777574e-07,1.2923976711842e-06,82,0.000103,0.002,0
733.4201407826,0,1.2924094378942e-06,83,0,0.002,0
733.01544417757,2.6800720160126e-07,1.292370378792e-06,84,0.000206,0.002,0
732.55433297296,4.0129506560714e-07,1.2923265266347e-06,85,0.000309,0.002,0
731.91336950024,5.3376869756008e-07,1.2922668299422e-06,86,0.000412,0.002,0
731.09220822261,6.6516470960524e-07,1.2921925280422e-06,87,0.000515,0.002,0
730.09104458531,7.9521916077958e-07,1.2921052614214e-06,88,0.000618,0.002,0
728.91035583452,9.2366834991183e-07,1.2920070297949e-06,89,0.000721,0.002,0
727.55081422662,1.0502492517741e-06,1.2919001637798e-06,90,0.000824,0.002,0
726.01325086153,1.1746998207856e-06,1.291787298321e-06,91,0.000927,0.002,0
724.29863809956,1.296759236138e-06,1.2916713448281e-06,92,0.00103,0.002,0
722.40807988278,1.4161681177606e-06,1.2915554610908e-06,93,0.001133,0.002,0
720.34280578298,1.5326687264777e-06,1.2914430186987e-06,94,0.001236,0.002,0
718.10416693834,1.646005155033e-06,1.2913375679424e-06,95,0.001339,0.002,0
715.69363299433,1.7559235135743e-06,1.2912428002925e-06,96,0.001442,0.002,0
713.11278959151,1.8621721116442e-06,1.2911625086217e-06,97,0.001545,0.002,0
710.36333614994,1.9645016378955e-06,1.2911005453749e-06,98,0.001648,0.002,0
707.44708380622,2.0626653382766e-06,1.2910607789279e-06,99,0.001751,0.002,0
704.36595341711,2.1564191931447e-06,1.2910470483922e-06,100,0.001854,0.002,0
701.12197357673,2.2455220935865e-06,1.2910631171439e-06,101,0.001957,0.002,0
697.7172786133,2.3297360170984e-06,1.2911126253592e-06,102,0.00206,0.002,0
694.15410654381,2.4088262026905e-06,1.2911990418378e-06,103,0.002163,0.002,0
690.434796972,2.4825613254119e-06,1.291325615385e-06,104,0.002266,0.002,0
686.56178892024,2.5507136702394e-06,1.2914953260056e-06,105,0.002369,0.002,0
682.53761858885,2.6130593052355e-06,1.2917108361345e-06,106,0.002472,0.002,0
678.36491703898,2.6693782538561e-06,1.2919744421078e-06,107,0.002575,0.002,0
674.04640779614,2.7194546662829e-06,1.292288026075e-06,108,0.002678,0.002,0
669.58490437333,2.7630769896776e-06,1.292653008589e-06,109,0.002781,0.002,0
664.98330771292,2.800038137301e-06,1.2930703022227e-06,110,0.002884,0.002,0
660.24460354739,2.8301356565182e-06,1.2935402667867e-06,111,0.002987,0.002,0
655.37185967942,2.8531718957961e-06,1.2940626670719e-06,112,0.00309,0.002,0
650.36822318236,2.868954170844e-06,1.2946366344811e-06,113,0.003193,0.002,0
645.2369175222,2.8772949299617e-06,1.2952606342682e-06,114,0.003296,0.002,0
639.98123960273,2.8780119182656e-06,1.2959324399459e-06,115,0.003399,0.002,0
634.60455673562,2.8709283395521e-06,1.2966491149821e-06,116,0.003502,0.002,0
629.11030353754,2.8558730129728e-06,1.2974069981397e-06,117,0.003605,0.002,0
623.50197875647,2.8326805197908e-06,1.2982016822509e-06,118,0.003708,0.002,0
617.78314202987,2.8011913353605e-06,1.2990279701186e-06,119,0.003811,0.002,0
611.95741057717,2.7612519500977e-06,1.2998798018552e-06,120,0.003914,0.002,0
606.02845582954,2.7127150200379e-06,1.3007502292528e-06,121,0.004017,0.002,0
600,2.6554397019659e-06,1.3016318176847e-06,122,0.00412,0.002,0
