T,contact_pressure,disp_x,disp_y,id,nodal_area,penetration,x,y,z
300,1100000000,1.1e-05,0,7,1.0576695267086e-06,1.1e-05,0.00101,0,0
300,1100000000,1.1e-05,3.3333333333333e-06,8,2.1153390534171e-06,1.1e-05,0.00101,0.00033333333333333,0
300,1100000000,1.1e-05,6.6666666666667e-06,10,2.1153390534171e-06,1.1e-05,0.00101,0.00066666666666667,0
300,1100000000,1.1e-05,1e-05,12,1.0576695267086e-06,1.1e-05,0.00101,0.001,0
