T,disp_x,disp_y,disp_z,id,x,y,z
600,0,0,0,0,0,0,0
600,0.0019999999993162,0,0,1,1,0,0
600,0.0019999999994963,-0.0007461633377341,0,2,1,1,0
600,0,-0.00074616333720559,0,3,0,1,0
600,0,0,-0.00074616333720567,4,0,0,1
600,0.0019999999994962,0,-0.00074616333773408,5,1,0,1
600,0.0019999999996236,-0.00074616333773837,-0.00074616333773853,6,1,1,1
600,0,-0.00074616333734849,-0.0007461633373485,7,0,1,1
600,0.004,0,0,8,2,0,0
600,0.004,-0.00074616333815346,0,9,2,1,0
600,0.004,0,-0.00074616333815334,10,2,0,1
600,0.004,-0.00074616333806598,-0.00074616333806612,11,2,1,1
