effective_creep_strain,effective_plastic_strain,id,vonmises_stress,x,y,z
1.6968126700631e-05,0.0019708350433668,640,40416700.867337,0.004375179578365,0.00087821835354298,-0.00078125
1.6968126635859e-05,0.0019708350415167,641,40416700.830334,0.003706059249613,0.0024856767001765,-0.00078125
1.6968126641167e-05,0.0019708350415845,642,40416700.83169,0.0024727249956181,0.0037147133019235,-0.00078125
1.6968126705947e-05,0.0019708350434349,643,40416700.868699,0.00086294077634826,0.0043782184774127,-0.00078125
1.6968126700634e-05,0.0019708350433668,644,40416700.867336,-0.00087821835354298,0.004375179578365,-0.00078125
1.6968126635853e-05,0.0019708350415164,645,40416700.830328,-0.0024856767001765,0.003706059249613,-0.00078125
1.6968126641159e-05,0.0019708350415842,646,40416700.831684,-0.0037147133019235,0.0024727249956181,-0.00078125
1.6968126705946e-05,0.001970835043435,647,40416700.8687,-0.0043782184774127,0.00086294077634826,-0.00078125
1.6968126700635e-05,0.001970835043367,648,40416700.867341,-0.004375179578365,-0.00087821835354298,-0.00078125
1.696812663586e-05,0.0019708350415167,649,40416700.830334,-0.003706059249613,-0.0024856767001765,-0.00078125
1.6968126641167e-05,0.0019708350415845,650,40416700.83169,-0.0024727249956181,-0.0037147133019235,-0.00078125
1.6968126705945e-05,0.0019708350434348,651,40416700.868696,-0.00086294077634826,-0.0043782184774127,-0.00078125
1.6968126700632e-05,0.0019708350433668,652,40416700.867335,0.00087821835354298,-0.004375179578365,-0.00078125
1.6968126635852e-05,0.0019708350415163,653,40416700.830327,0.0024856767001765,-0.003706059249613,-0.00078125
1.6968126641159e-05,0.0019708350415842,654,40416700.831684,0.0037147133019235,-0.0024727249956181,-0.00078125
1.6968126705943e-05,0.0019708350434349,655,40416700.868698,0.0043782184774127,-0.00086294077634826,-0.00078125
3.2437088725461e-06,0.0011068401961097,656,23136803.922194,0.0041018435427266,0.00082335232601594,-0.00078125
3.2437088670593e-06,0.0011068401964985,657,23136803.92997,0.0034745260005232,0.0023303859280069,-0.00078125
3.2437088677983e-06,0.0011068401964597,658,23136803.929194,0.0023182433713967,0.0034826393974598,-0.00078125
3.2437088732875e-06,0.001106840196071,659,23136803.921419,0.00080902920390352,0.0041046925888543,-0.00078125
3.2437088725476e-06,0.0011068401961099,660,23136803.922198,-0.00082335232601594,0.0041018435427266,-0.00078125
3.2437088670607e-06,0.0011068401964987,661,23136803.929974,-0.0023303859280069,0.0034745260005232,-0.00078125
3.2437088677967e-06,0.0011068401964592,662,23136803.929184,-0.0034826393974598,0.0023182433713967,-0.00078125
3.2437088732836e-06,0.0011068401960703,663,23136803.921406,-0.0041046925888543,0.00080902920390352,-0.00078125
3.2437088725449e-06,0.0011068401961095,664,23136803.922191,-0.0041018435427266,-0.00082335232601594,-0.00078125
3.2437088670607e-06,0.0011068401964987,665,23136803.929974,-0.0034745260005232,-0.0023303859280069,-0.00078125
3.243708867798e-06,0.0011068401964596,666,23136803.929192,-0.0023182433713967,-0.0034826393974598,-0.00078125
3.2437088732861e-06,0.0011068401960708,667,23136803.921416,-0.00080902920390352,-0.0041046925888543,-0.00078125
3.2437088725478e-06,0.0011068401961099,668,23136803.922197,0.00082335232601594,-0.0041018435427266,-0.00078125
3.2437088670607e-06,0.0011068401964987,669,23136803.929975,0.0023303859280069,-0.0034745260005232,-0.00078125
3.2437088677959e-06,0.0011068401964592,670,23136803.929184,0.0034826393974598,-0.0023182433713967,-0.00078125
3.2437088732837e-06,0.0011068401960704,671,23136803.921408,0.0041046925888543,-0.00080902920390352,-0.00078125
2.8997177906662e-05,0.0024676696154466,672,50353392.308932,0.004375179578365,0.00087821835354298,-0.00034375
2.8997177860071e-05,0.0024676696153384,673,50353392.306767,0.003706059249613,0.0024856767001765,-0.00034375
2.8997177859986e-05,0.0024676696151132,674,50353392.302263,0.0024727249956181,0.0037147133019235,-0.00034375
2.8997177906577e-05,0.0024676696152215,675,50353392.304431,0.00086294077634826,0.0043782184774127,-0.00034375
2.8997177906648e-05,0.0024676696154461,676,50353392.308922,-0.00087821835354298,0.004375179578365,-0.00034375
2.8997177860043e-05,0.0024676696153375,677,50353392.30675,-0.0024856767001765,0.003706059249613,-0.00034375
2.899717785995e-05,0.0024676696151123,678,50353392.302246,-0.0037147133019235,0.0024727249956181,-0.00034375
2.8997177906578e-05,0.0024676696152215,679,50353392.30443,-0.0043782184774127,0.00086294077634826,-0.00034375
2.8997177906665e-05,0.0024676696154466,680,50353392.308933,-0.004375179578365,-0.00087821835354298,-0.00034375
2.8997177860066e-05,0.0024676696153383,681,50353392.306766,-0.003706059249613,-0.0024856767001765,-0.00034375
2.8997177859974e-05,0.0024676696151129,682,50353392.302258,-0.0024727249956181,-0.0037147133019235,-0.00034375
2.8997177906581e-05,0.0024676696152216,683,50353392.304431,-0.00086294077634826,-0.0043782184774127,-0.00034375
2.8997177906654e-05,0.0024676696154462,684,50353392.308925,0.00087821835354298,-0.004375179578365,-0.00034375
2.8997177860042e-05,0.0024676696153375,685,50353392.306749,0.0024856767001765,-0.003706059249613,-0.00034375
2.8997177859952e-05,0.0024676696151124,686,50353392.302247,0.0037147133019235,-0.0024727249956181,-0.00034375
2.8997177906575e-05,0.0024676696152214,687,50353392.304428,0.0043782184774127,-0.00086294077634826,-0.00034375
1.1285514117086e-05,0.001819884687625,688,37397693.752499,0.0041018435427266,0.00082335232601594,-0.00034375
1.1285514142217e-05,0.0018198846902823,689,37397693.805645,0.0034745260005232,0.0023303859280069,-0.00034375
