T,disp_x,disp_y,disp_z,id,x,y,z
600,0,0,0,0,0,0,0
600,0.0019999999999241,0,0,1,1,0,0
600,0.0019999999999196,-0.00079772325516532,0,2,1,1,0
600,0,-0.00079772325503223,0,3,0,1,0
600,0,0,-0.00079772325503223,4,0,0,1
600,0.0019999999999196,0,-0.00079772325516532,5,1,0,1
600,0.0019999999999081,-0.00079772325516907,-0.00079772325516907,6,1,1,1
600,0,-0.00079772325508782,-0.00079772325508782,7,0,1,1
600,0.004,0,0,8,2,0,0
600,0.004,-0.00079772325521411,0,9,2,1,0
600,0.004,0,-0.00079772325521411,10,2,0,1
600,0.004,-0.00079772325520881,-0.00079772325520881,11,2,1,1
