creep_q0,creep_q1,creep_q2,creep_q3,id,plastic_q0,plastic_q1,plastic_q2,plastic_q3,stress_q0,stress_q1,stress_q2,stress_q3,x,y,z
0.00013164036648071,0.00012959240703582,0.00013123469876856,0.00012893766012792,24,0.00026971694773451,0.00025381431626733,0.00026724765522283,0.0002517314068713,5539433.895469,5507628.6325347,5534495.3104457,5503462.8137426,0.00426375,0.001002,0
0.00012575399053856,0.00012387865852618,0.00012544226566547,0.00012358747574461,25,0.00022887033896302,0.00021600931315673,0.00022778994804594,0.00021496323203374,5457740.677926,5432018.6263135,5455579.8960919,5429926.4640675,0.00454925,0.001002,0
0.00013118712356379,0.00012856930716293,0.00013108826434261,0.00012849395749063,26,0.00026729412582986,0.00025090963509458,0.00026845726996317,0.00025203419878157,5534588.2516597,5501819.2701892,5536914.5399263,5504068.3975631,0.00426375,0.003006,0
0.0001250317260269,0.00012293205935599,0.00012506775716159,0.00012297891509514,27,0.0002268478532969,0.00021298359289241,0.00022882309609611,0.00021486528224029,5453695.7065938,5425967.1857848,5457646.1921922,5429730.5644806,0.00454925,0.003006,0
0.00012864866913294,0.00012633883652539,0.00012456844527381,0.00012253717352,28,0.0002607222980465,0.00024504555717131,0.00024503818865297,0.00022992101728414,5521444.596093,5490091.1143426,5490076.3773059,5459842.0345683,0.00426375,0.00501,0
0.00012293838085396,0.00012110971623872,0.00011893316889149,0.00011738148039709,29,0.00022144581572546,0.0002082565051318,0.00020367285679125,0.00019120229309733,5442891.6314509,5416513.0102636,5407345.7135825,5382404.5861947,0.00454925,0.00501,0
0.00012168731050239,0.00012088725626752,0.00012417758496449,0.00012341238156658,30,0.00023331646090604,0.00022300323977723,0.0002365007850265,0.00022630968164789,5466632.9218121,5446006.4795545,5473001.570053,5452619.3632958,0.00426375,0.007014,0
0.00011814784264385,0.00011825781486608,0.00012047608021993,0.00012065685951395,31,0.00019867199879601,0.00019218278146218,0.00019935428586342,0.0001931050625329,5397343.997592,5384365.5629244,5398708.5717268,5386210.1250658,0.00454925,0.007014,0
0.00013296150540679,0.00013174187174141,0.00014895249440592,0.0001469460361457,32,0.00026970576218697,0.0002567328307874,0.00034600895602768,0.0003297807738263,5539411.5243739,5513465.6615748,5692017.9120554,5659561.5476526,0.00426375,0.009018,0
0.00012867589475845,0.00012833346412071,0.00014060875275301,0.00013966883211361,33,0.0002266545820655,0.00021838910614503,0.00029022088205571,0.00027877847278776,5453309.164131,5436778.2122901,5580441.7641114,5557556.9455755,0.00454925,0.009018,0
