time,combined_hoop,combined_rr,combined_rz,combined_zz,creep_hoop,creep_rr,creep_rz,creep_zz,effective_creep,effective_plastic,elastic_hoop,elastic_rr,elastic_rz,elastic_zz,plastic_hoop,plastic_rr,plastic_rz,plastic_zz,stress_hoop,stress_rr,stress_rz,stress_zz
1.1,-0.030682380931719,-0.030872878585915,0.038212136823599,0.061555272459363,-1.0140809392125e-05,-1.0609561026463e-05,5.7249066850464e-06,2.0750370418589e-05,2.7032258612411e-05,0.10231660754722,0.032336616929455,0.032322952748285,0.0015183880403599,0.032300421570024,-0.030672253064056,-0.033517278127064,0.034746551924774,0.06418953119112,16162552295.668,16160454832.88,233598160.05537,16156988497.763
1.2,-0.029621051053304,-0.027131729324944,0.077422441000646,0.056752805813891,-9.8445192252692e-06,-1.1105072320164e-05,1.5763157817507e-05,2.0949591545433e-05,3.8634154433332e-05,0.14386323169232,0.032926790381756,0.032915635518401,0.0018284000129208,0.032776050242191,-0.029611231969722,-0.035291714115527,0.070693732740044,0.064902946085249,16444711801.133,16443000467.9,281292309.68012,16421525810.021
1.3,-0.028534869803411,-0.02049939690811,0.11621227838797,0.049034304182793,-9.3584175273815e-06,-1.1875705316311e-05,3.1854677056384e-05,2.1234122843692e-05,5.7231378437027e-05,0.18539917392241,0.033489388805507,0.033477988688251,0.002139636718147,0.033306860344388,-0.028525548857156,-0.037012883232068,0.10663331239815,0.065538432089224,16722314778.062,16720565793.984,329174879.71492,16694238356.467
1.4,-0.027449194944872,-0.011042328005419,0.15437604471375,0.038491571999134,-8.6280832768614e-06,-1.3017534119576e-05,5.6042195845683e-05,2.1645617396438e-05,8.518465635174e-05,0.22692458801443,0.034049778929003,0.034038422808745,0.0024508865722299,0.033839083562645,-0.027440615910439,-0.038709103404259,0.1425645808758,0.066149719314698,16999264835.721,16997522700.803,377059472.65076,16966855124.48
1.5,-0.026365220769071,0.001185173679495,0.19171035634645,0.025180107258659,-7.5843291831959e-06,-1.4629561661817e-05,9.0663795805748e-05,2.2213890845013e-05,0.00012519566615077,0.26843694714725,0.034609163964888,0.034598274842039,0.0027620287414855,0.034370188642696,-0.026357696608971,-0.040381619709187,0.1784853011604,0.066739316318158,17275748113.098,17274077904.194,424927498.69008,17238987719.68
1.6,-0.025283006904402,0.016115416405177,0.22801612530736,0.0091676613319693,-6.1489964556096e-06,-1.6819264052083e-05,0.00013835143611546,2.2968260507693e-05,0.00018030553294309,0.3099332302805,0.035167612418909,0.035157619321299,0.0030730345182615,0.034900041422225,-0.025276928740691,-0.042030408132255,0.2143928425759,0.067307336872946,17551776173.766,17550243895.024,472774541.271,17510616525.936
1.7,-0.024202551005827,0.033666484034537,0.26309970178784,-0.0094638519881288,-4.2354846704255e-06,-1.9702241219898e-05,0.00020202935674471,2.3937725890324e-05,0.00025389297797353,0.35141007303985,0.035725130779761,0.035716462354238,0.0033838779839521,0.035428638137808,-0.024198396561738,-0.043655369980282,0.25028427894918,0.06785376654202,17827351035.174,17826022632.131,520596612.9157,17781741983.45
1.8,-0.023123846844067,0.053742605264405,0.2967739034942,-0.030618667626994,-1.7488986808149e-06,-2.3401425453067e-05,0.00028491214353595,2.5150324133883e-05,0.00034967206462936,0.3928637781481,0.036281721608562,0.036274805637739,0.0036945310657457,0.035955983321088,-0.023122188738729,-0.045256396860962,0.2861563959442,0.068378585599691,18102474105.532,18101415390.765,568389394.7301,18052365803.588
1.9,-0.022046887881971,0.07623465628885,0.32885900613841,-0.054187668315102,1.4138257132315e-06,-2.8046247338498e-05,0.00039050240954313,2.6632421625268e-05,0.00047168950152494,0.43429031861685,0.036837387115508,0.036832650345646,0.0040049632503769,0.036482082334626,-0.022048401799461,-0.04683337558386,0.3220056937097,0.068881777383322,18377146734.091,18376423360.739,616148192.36568,18322489820.582
2,-0.020971667521675,0.10102073772616,0.35918369420479,-0.080048961267855,5.3637874531635e-06,-3.3771791466956e-05,0.00052258805921947,2.8408004013794e-05,0.00062432146507774,0.47568534094528,0.037392129407307,0.037389997380523,0.0043151415875603,0.037006940872979,-0.020977140245754,-0.048386189434401,0.35782838962703,0.069363329680155,18651370249.248,18651047685.199,663867936.54774,18592115914.807
2.1,-0.018492880515794,0.1034984014125,0.36145725046088,-0.085005411960084,7.4753670777342e-05,3.5586646230335e-05,0.00058623281892107,-0.00011034031700768,0.00078133092604273,0.48113711756373,0.034913342401426,0.034912333694175,0.0020415853314746,0.028236721939602,-0.018567743123197,-0.04597788418575,0.36003830112342,0.064545627308947,16686175527.358,16686020341.627,314090050.9961,15659003148.616
2.2,-0.01414686730524,0.1078437760517,0.36274969475192,-0.093696799809829,0.00015564049949064,0.00011646159002522,0.00061028744437356,-0.00027210208951586,0.00094546005538795,0.48979157331053,0.030567329190872,0.030566959054984,0.0007491410404275,0.02301044471822,-0.014302616741357,-0.041713384490354,0.36130669078901,0.056016001231711,14411673679.066,14411616735.083,115252467.75808,13249076067.889
2.3,-0.0095137693103363,0.11247663665306,0.36323017029984,-0.1029627584061,0.00024141572891084,0.00020223242444116,0.00061918276676888,-0.000443648153352,0.0011173133485524,0.49890227342306,0.025934231195968,0.02593409845362,0.0002686654925055,0.018162354145036,-0.0097552939758732,-0.037166294723406,0.36177827101454,0.046921588699279,12070345237.221,12070324815.321,41333152.693155,10874671844.77
2.4,-0.0047859670788025,0.11720435364676,0.36340268845826,-0.11241827763133,0.00033137869719833,0.00029219377078077,0.00062246552794511,-0.0006235724679791,0.0012972775885822,0.50817992659834,0.021206428964434,0.021206381459923,9.6147334089907e-05,0.01330182020248,-0.0051174547126269,-0.032528539076049,0.36194750641178,0.037645993788676,9691138759.1635,9691131450.7771,14791897.552294,8475045103.4782
2.5,1.4059870607709e-05,0.12200435009629,0.36346441904966,-0.12201830103027,0.00042560103404772,0.00038641550893157,0.00062367727126205,-0.00081201654297929,0.0014857268580562,0.51759176535311,0.016406402015024,0.016406385010387,3.4416742686693e-05,0.0083779218684848,-0.00041165010006605,-0.027822764364663,0.36200802525986,0.028234414464729,7276835951.607,7276833335.509,5294883.4902606,6041685159.8318
2.6,0.0048852766110652,0.12687555592155,0.36348651099193,-0.13176072359599,0.00052426215113205,0.00048507640494068,0.00062412471916236,-0.0010093385560727,0.0016830495475712,0.52713689862643,0.011535185274567,0.011535179185125,1.2324800421636e-05,0.0033824304954047,0.0043609055233071,-0.02305021943541,0.36202966975423,0.018689313912103,4826889460.1367,4826888523.2994,1896123.1417902,3572619494.1118
2.7,0.0098294179284704,0.13181969333082,0.36349442091141,-0.14164900232267,0.00062756376948277,0.0005883779416358,0.00062428998698767,-0.0012159417111186,0.001889652790752,0.53681857832817,0.0065910439571614,0.0065910417758553,4.4148809388101e-06,-0.0016875951201677,0.0092017452223616,-0.018209383562836,0.36203741440588,0.0090076383404744,2340294141.0459,2340293805.4603,679212.45212477,1066657359.9183
2.8,0.014848649663146,0.13683892366568,0.3634972540967,-0.1516874643922,0.00073571940763707,0.00069653354962641,0.00062435103716004,-0.0014322529572635,0.0021059640483838,0.54664072967314,0.0015718122224861,0.0015718114410014,1.581695653625e-06,-0.0068345172076004,0.014112821318882,-0.013298308835972,0.362040186541,-0.00081451248290986,-184055067.01516,-184055187.24359,243337.79286552,-1477336517.7977
2.9,0.019945281187286,0.14193555468831,0.36349826912944,-0.16188072693897,0.00084895358675896,0.00080976771760608,0.00062437358860387,-0.001658721304365,0.0023324323969825,0.5566075239387,-0.0035248193016539,-0.003524819581631,5.6666290964732e-07,-0.012060717196418,0.019096218663901,-0.0083149119813198,0.3620411790223,-0.010781306682581,-2747320978.6817,-2747321021.7551,87178.909176644,-4060536039.4146
3,0.025121735404615,0.14711200872595,0.36349863281084,-0.17223363519394,0.00096750232022584,0.00092831644695783,0.00062438191746522,-0.0018958187671837,0.0025695298599962,0.56672333473918,-0.0087012735189837,-0.0087012736192729,2.0298150772671e-07,-0.017368676913607,0.024154124147764,-0.0032570066730296,0.36204153437484,-0.020897117474734,-5350721778.1356,-5350721793.5647,31227.924265781,-6684168454.2315
3.1,0.025995481124475,0.10046543427712,0.31630746403115,-0.12646155074071,0.00097121096332118,0.00092240239034682,0.00033896879599554,-0.001893613353668,0.0028991507470388,0.64411760387053,-0.012429579258462,-0.011796712065864,-0.0055351406289444,-0.013280836546245,0.025024905500269,-0.0046456143341431,0.29502715268673,-0.020379291166126,-6239905643.2266,-6142665364.914,-851560096.76067,-6370992208.0495
3.2,0.024268192459058,0.060010230837615,0.25748274598379,-0.084279753432833,0.0009618535015653,0.00090397942145388,-5.2449246121324e-05,-0.0018658329230192,0.0033520045774591,0.72722316227526,-0.013564938170025,-0.012794225098137,-0.0061831267695468,-0.013892005457177,0.023307669093652,-0.0080265090389536,0.22319599487227,-0.015281160054698,-6731191032.527,-6612752756.1119,-951250272.23797,-6781642042.118
3.3,0.022347803025911,0.028607377315798,0.19317649441191,-0.050957150271339,0.00094800024416841,0.00087911300903439,-0.00057381783898116,-0.0018271132532028,0.0039553065379394,0.81022393176646,-0.014515330545369,-0.013653384292948,-0.0068043455797488,-0.014834683976872,0.021401772711373,-0.011447567647249,0.15146741245318,-0.0099542050641234,-7194964305.7377,-7062499242.003,-1046822396.8844,-7244237654.9145
3.4,0.020407521651693,0.0070876675170175,0.12482253780805,-0.027497743322596,0.00092982341819306,0.00084759119247704,-0.0012508743854364,-0.0017774146106701,0.0047387200563264,0.89304064573561,-0.01545401228908,-0.014503148603591,-0.0074227524572945,-0.015806704891023,0.019480252387385,-0.01477982220292,0.07989397513979,-0.0047004301844656,-7657886286.9463,-7511750731.2564,-1141961916.5069,-7712297852.3998
3.5,0.018460602288115,-0.0040520158631698,0.053919504042987,-0.014411669047737,0.00090664160208212,0.00080862100168959,-0.0021113791189005,-0.0017152626037717,0.0057343289946008,0.97563832227751,-0.016394284839238,-0.015353378304686,-0.008039269529262,-0.01678495415943,0.017557043308825,-0.01801286591084,0.0085048092684775,0.00045582260201463,-8122008895.7029,-7962029733.8093,-1236810696.8095,-8182272173.0007
3.6,0.016508120882484,-0.004549163115488,-0.017979753244201,-0.011962512948073,0.00087763196986533,0.00076136669445428,-0.0031850987923289,-0.0016389986643196,0.0069765416953862,1.0579824909585,-0.017337272042698,-0.016204948498842,-0.0086537341146268,-0.017767480887449,0.015634044093696,-0.021145273624453,-0.062670242998331,0.0055112295307567,-8587510579.8707,-8413476429.3291,-1331343709.9426,-8653866027.5763
3.7,0.014550139507263,0.0056269274126266,-0.089300894779979,-0.020181038595182,0.00084190393362774,0.00070501590349602,-0.0045037147821085,-0.0015469198371238,0.0085019764250371,1.1400367255724,-0.018283084289447,-0.017057995224317,-0.0092658816891017,-0.018754087117811,0.013712207248927,-0.024176423323678,-0.13359954838775,0.01046421607475,-9054413915.5397,-8866117339.9445,-1425520259.8618,-9127054554.3281
3.8,0.012586628174065,0.026275162780384,-0.1584822084907,-0.038866122905631,0.00079850919766344,0.00063879850611961,-0.0061007115439292,-0.0014373077037831,0.01034933128738,1.2217625638784,-0.019231740331477,-0.017912592530589,-0.0098754248921881,-0.019744728943679,0.011792450927583,-0.027105840092129,-0.2042496989312,0.015313389164546,-9522727429.2267,-9319969499.6301,-1519296137.2597,-9601836640.1054
3.9,0.010617547284549,0.056967084064869,-0.22400851948192,-0.06758926720283,0.00074644539068872,0.00056200006215311,-0.0080112510476161,-0.0013084454528418,0.012559238753166,1.3031196334641,-0.020183249738624,-0.018768812729491,-0.010482061670731,-0.020739373806892,0.0098757377472725,-0.029933151392076,-0.27458562826496,0.020057413644804,-9992458284.2633,-9775049724.4863,-1612624872.4202,-10078212967.163
4,0.0086428555792543,0.09705617759507,-0.28444409602106,-0.10570391639985,0.00068465933077427,0.00047397411252349,-0.010272033814933,-0.0011586334432978,0.01517410486385,1.3840658097864,-0.021137620852417,-0.019626732157536,-0.011085477183574,-0.021737986786864,0.0079630794740019,-0.032658095514662,-0.34457074901814,0.02469501604066,-10463613505.076,-10231375499.861,-1705458028.2422,-10556183904.373
4.1,0.0081970538759725,0.096827756520596,-0.28603903018727,-0.10502969362209,0.00023885762749245,0.00024555303804958,-0.011866967981139,-0.00048441066554204,0.017139322695545,1.3840658097864,-0.020691819149135,-0.019398311083062,-0.0094905430173682,-0.014027192644157,0.0079630794740019,-0.032658095514662,-0.34457074901814,0.02469501604066,-9427663277.9078,-9228662036.9734,-1460083541.1336,-8402336123.2958
4.2,0.0073487197205626,0.096181714107771,-0.28752325632811,-0.10353531705386,-0.00060947652791745,-0.00040048937477486,-0.013351194121988,0.0010099659026923,0.019416171020233,1.3840658097864,-0.019843484993725,-0.018752268670237,-0.008006316876519,-0.0072062702949035,0.0079630794740019,-0.032658095514662,-0.34457074901814,0.02469501604066,-8337692763.5192,-8169813329.1364,-1231741057.926,-6393505886.7774
4.3,0.005764058876397,0.094833120848767,-0.28925529776701,-0.10060206295069,-0.0017779846440505,-0.0013949243507576,-0.014628378755076,0.0031729089948081,0.022035972047366,1.3849988262792,-0.01825882414956,-0.017403675411233,-0.0062742754376261,-0.001892793783988,0.0075469267459693,-0.033012253797683,-0.34502560582394,0.025465327051714,-7142352947.407,-7010791603.049,-965273144.25017,-4624502121.9344
4.4,0.0034825840099509,0.092782074895426,-0.29094596794497,-0.096269542130899,-0.0030406692829705,-0.002530077867937,-0.01556408192437,0.0055707471509075,0.024667024393206,1.3871216765424,-0.015977349283114,-0.015352629457892,-0.0045836052596607,0.0019539692022432,0.0065281365184432,-0.033928146233845,-0.34578057283261,0.027400009715402,-5847593298.0285,-5751482555.6867,-705170039.9478,-3088928915.6659
4.5,0.00098397388333633,0.090459054374635,-0.29223427897385,-0.091447911483493,-0.0043495657945402,-0.003746991792835,-0.016238963448925,0.0080965575873751,0.027310852184365,1.3895247679183,-0.013478739156499,-0.013029608937101,-0.0032952942307794,0.0052452697588719,0.0053384229033983,-0.035034252829738,-0.34639400233694,0.02969582992634,-4527084293.4685,-4457987336.638,-506968343.19682,-1646467537.2575
4.6,-0.0016088086859587,0.087994610901525,-0.29317591029808,-0.086390685441088,-0.0056813343872599,-0.0050128397103924,-0.016722627230985,0.010694174097652,0.02996810030696,1.3920408409359,-0.010885956587204,-0.010565165463991,-0.002353662906554,0.0082356901135256,0.004077408926823,-0.036232848385291,-0.3468519698791,0.032155439458468,-3199620083.147,-3150267602.6527,-362101985.62369,-257828283.0348
4.7,-0.0042330775687074,0.085462427669987,-0.29385154801308,-0.081234233326802,-0.0070252508230759,-0.0063095980897383,-0.017068628601432,0.013334848912814,0.032638966715324,1.3945853818391,-0.0082616877044553,-0.0080329822324531,-0.0016780251915502,0.011062641816396,0.0027970564798904,-0.037468273237482,-0.34718160622366,0.034671216757592,-1874724429.9754,-1839538972.7442,-258157721.77695,1098249342.4633
4.8,-0.0068588247969369,0.082902255889076,-0.29433267883861,-0.07604831431766,-0.0083766844446881,-0.007627280989535,-0.017316259587011,0.016003965434223,0.035323426471394,1.3971166519946,-0.0056359404762258,-0.0054728104515414,-0.0011968943660249,0.013796901513408,0.001522742873273,-0.038710762118597,-0.34741510606361,0.037188019245324,-556896544.15307,-531799617.27855,-184137594.77306,2432771454.2522
4.9,-0.0094723982428555,0.080335271671371,-0.29467450668345,-0.070867756654038,-0.0097338231797098,-0.0089602275418794,-0.017493759021615,0.018694050721589,0.038021344558781,1.3996143759521,-0.0030223670303072,-0.0029058262338372,-0.00085506652118116,0.016474290933623,0.00026630816237617,-0.039944799783957,-0.34757943447385,0.039678491621581,751877880.27718,769807233.58026,-131548695.56633,3751363720.8818
5,-0.012067991495285,0.077772786092766,-0.29491741958896,-0.065709677823003,-0.011096095930258,-0.010305124040643,-0.017621249579553,0.021401219970902,0.040732532080689,1.4020689234382,-0.00042677377787794,-0.00034334065523185,-0.00061215361567062,0.019112897820224,-0.00096701233950467,-0.041162388863798,-0.34769485682142,0.042129401203303,2050817501.9166,2063653366.939,-94177479.333941,5056920824.7015
