T,disp_x,disp_y,disp_z,id,x,y,z
600,0,0,0,0,0,0,0
600.02329705185,1.9996525126952e-06,0,0,1,0.001,0,0
600.02640079559,1.9996661158034e-06,-8.1424165138541e-07,0,2,0.001,0.001,0
600,0,-8.1423541083451e-07,0,3,0,0.001,0
600,0,0,-8.1423541083451e-07,4,0,0,0.001
600.02640079559,1.9996661158034e-06,0,-8.1424165138541e-07,5,0.001,0,0.001
600.0346689668,1.9996446520786e-06,-8.1428455838133e-07,-8.1428455838133e-07,6,0.001,0.001,0.001
600.0346689668,1.9996446520786e-06,-8.1428455838133e-07,-8.1428455838133e-07,6,0.001,0.001,0.001
600,0,-8.1424878319827e-07,-8.1424878319827e-07,7,0,0.001,0.001
600.03347305017,3.9999693600308e-06,0,0,8,0.002,0,0
600.03721501827,4.000070146291e-06,-8.1434404034737e-07,0,9,0.002,0.001,0
600.03721501827,4.000070146291e-06,0,-8.1434404034737e-07,10,0.002,0,0.001
600.0558842468,4.0001605120939e-06,-8.1445556072764e-07,-8.1445556072764e-07,11,0.002,0.001,0.001
600.0558842468,4.0001605120939e-06,-8.1445556072764e-07,-8.1445556072764e-07,11,0.002,0.001,0.001
600.02329705185,6.0003708928517e-06,0,0,12,0.003,0,0
600.02640079559,6.000514232727e-06,-8.1433807748355e-07,0,13,0.003,0.001,0
600.02640079559,6.000514232727e-06,0,-8.1433807748355e-07,14,0.003,0,0.001
600.0346689668,6.0006766729164e-06,-8.1436900913473e-07,-8.1436900913473e-07,15,0.003,0.001,0.001
600.0346689668,6.0006766729164e-06,-8.1436900913473e-07,-8.1436900913473e-07,15,0.003,0.001,0.001
600,8e-06,0,0,16,0.004,0,0
600,8e-06,-8.1412983053533e-07,0,17,0.004,0.001,0
600,8e-06,0,-8.1412983053533e-07,18,0.004,0,0.001
600,8e-06,-8.1411785091217e-07,-8.1411785091217e-07,19,0.004,0.001,0.001
600.02938173548,1.9997027339435e-06,-1.6283675642263e-06,0,20,0.001,0.002,0
600,0,-1.6284098324939e-06,0,21,0,0.002,0
600.044949465,1.9996151859045e-06,-1.6283504393891e-06,-8.1443148184836e-07,22,0.001,0.002,0.001
600.044949465,1.9996151859045e-06,-1.6283504393891e-06,-8.1443148184836e-07,22,0.001,0.002,0.001
600,0,-1.6283944406654e-06,-8.1438338308699e-07,23,0,0.002,0.001
600.03784582997,4.0003354896331e-06,-1.6283405734204e-06,0,24,0.002,0.002,0
600.08704367738,4.0003992615024e-06,-1.6283209645168e-06,-8.1523265352702e-07,25,0.002,0.002,0.001
600.08704367738,4.0003992615024e-06,-1.6283209645168e-06,-8.1523265352702e-07,25,0.002,0.002,0.001
600.02938173548,6.0008770170647e-06,-1.6284045685998e-06,0,26,0.003,0.002,0
600.044949465,6.0010644852422e-06,-1.6283723674152e-06,-8.1449004461744e-07,27,0.003,0.002,0.001
600.044949465,6.0010644852422e-06,-1.6283723674152e-06,-8.1449004461744e-07,27,0.003,0.002,0.001
600,8e-06,-1.6278634104009e-06,0,28,0.004,0.002,0
600,8e-06,-1.6278156577777e-06,-8.1419779976752e-07,29,0.004,0.002,0.001
600.02640079559,2.0000124820563e-06,-2.4426534028963e-06,0,30,0.001,0.003,0
600,0,-2.4428196396304e-06,0,31,0,0.003,0
600.0346689668,1.9999869172087e-06,-2.4425236460747e-06,-8.1429738333332e-07,32,0.001,0.003,0.001
600.0346689668,1.9999869172087e-06,-2.4425236460747e-06,-8.1429738333332e-07,32,0.001,0.003,0.001
600,0,-2.4427507697732e-06,-8.1427179396647e-07,33,0,0.003,0.001
600.03721501827,4.0005830083593e-06,-2.4423773433881e-06,0,34,0.002,0.003,0
600.0558842468,4.0006226525643e-06,-2.4421380497798e-06,-8.1443065827625e-07,35,0.002,0.003,0.001
600.0558842468,4.0006226525643e-06,-2.4421380497798e-06,-8.1443065827625e-07,35,0.002,0.003,0.001
600.02640079559,6.0009400700052e-06,-2.4423588413539e-06,0,36,0.003,0.003,0
600.0346689668,6.0010247307848e-06,-2.4422221406215e-06,-8.1432926225028e-07,37,0.003,0.003,0.001
600.0346689668,6.0010247307848e-06,-2.4422221406215e-06,-8.1432926225028e-07,37,0.003,0.003,0.001
600,8e-06,-2.4413485448983e-06,0,38,0.004,0.003,0
600,8e-06,-2.441263855726e-06,-8.1406694921679e-07,39,0.004,0.003,0.001
600.02329705185,1.9999524244215e-06,-3.2571917373765e-06,0,40,0.001,0.004,0
600,0,-3.2575585111956e-06,0,41,0,0.004,0
600.02640079559,1.9999421022718e-06,-3.2570143499892e-06,-8.143170647818e-07,42,0.001,0.004,0.001
600,0,-3.2574726496642e-06,-8.1430991964263e-07,43,0,0.004,0.001
600.03347305017,4.0004877299546e-06,-3.256854170045e-06,0,44,0.002,0.004,0
600.03721501827,4.0005228271905e-06,-3.2565587653391e-06,-8.143858201918e-07,45,0.002,0.004,0.001
600.02329705185,6.0008706032777e-06,-3.2564064165411e-06,0,46,0.003,0.004,0
600.02640079559,6.0009318342883e-06,-3.2562318007025e-06,-8.1431951792935e-07,47,0.003,0.004,0.001
600,8e-06,-3.2550454119658e-06,0,48,0.004,0.004,0
600,8e-06,-3.2549688909579e-06,-8.1411114979274e-07,49,0.004,0.004,0.001
600,0,0,-1.6284098324939e-06,50,0,0,0.002
600.02938173548,1.9997027339435e-06,0,-1.6283675642263e-06,51,0.001,0,0.002
600.044949465,1.9996151859045e-06,-8.1443148184836e-07,-1.6283504393891e-06,52,0.001,0.001,0.002
600.044949465,1.9996151859045e-06,-8.1443148184836e-07,-1.6283504393891e-06,52,0.001,0.001,0.002
600,0,-8.1438338308699e-07,-1.6283944406654e-06,53,0,0.001,0.002
600.03784582997,4.0003354896331e-06,0,-1.6283405734204e-06,54,0.002,0,0.002
600.08704367738,4.0003992615024e-06,-8.1523265352702e-07,-1.6283209645168e-06,55,0.002,0.001,0.002
600.08704367738,4.0003992615024e-06,-8.1523265352702e-07,-1.6283209645168e-06,55,0.002,0.001,0.002
600.02938173548,6.0008770170647e-06,0,-1.6284045685998e-06,56,0.003,0,0.002
600.044949465,6.0010644852422e-06,-8.1449004461744e-07,-1.6283723674152e-06,57,0.003,0.001,0.002
600.044949465,6.0010644852422e-06,-8.1449004461744e-07,-1.6283723674152e-06,57,0.003,0.001,0.002
600,8e-06,0,-1.6278634104009e-06,58,0.004,0,0.002
600,8e-06,-8.1419779976752e-07,-1.6278156577777e-06,59,0.004,0.001,0.002
600.07030143736,1.9988783127989e-06,-1.6283556690927e-06,-1.6283556690927e-06,60,0.001,0.002,0.002
600.07030143736,1.9988783127989e-06,-1.6283556690927e-06,-1.6283556690927e-06,60,0.001,0.002,0.002
600,0,-1.6283997279832e-06,-1.6283997279832e-06,61,0,0.002,0.002
600.36917835308,4.0005639932743e-06,-1.6283216610789e-06,-1.6283216610789e-06,62,0.002,0.002,0.002
600.07030143736,6.0020473686308e-06,-1.6283491579651e-06,-1.6283491579651e-06,63,0.003,0.002,0.002
600.07030143736,6.0020473686308e-06,-1.6283491579651e-06,-1.6283491579651e-06,63,0.003,0.002,0.002
600,8e-06,-1.6277681951897e-06,-1.6277681951897e-06,64,0.004,0.002,0.002
600.044949465,1.9999110392571e-06,-2.4423124036402e-06,-1.6284416579114e-06,65,0.001,0.003,0.002
600.044949465,1.9999110392571e-06,-2.4423124036402e-06,-1.6284416579114e-06,65,0.001,0.003,0.002
600,0,-2.4425858722771e-06,-1.6284814653112e-06,66,0,0.003,0.002
600.08704367738,4.0007084059025e-06,-2.4412448687412e-06,-1.6283935634643e-06,67,0.002,0.003,0.002
600.08704367738,4.0007084059025e-06,-2.4412448687412e-06,-1.6283935634643e-06,67,0.002,0.003,0.002
600.044949465,6.0012173822747e-06,-2.4420152919552e-06,-1.6284066034774e-06,68,0.003,0.003,0.002
600.044949465,6.0012173822747e-06,-2.4420152919552e-06,-1.6284066034774e-06,68,0.003,0.003,0.002
600,8e-06,-2.441121692156e-06,-1.6278922717552e-06,69,0.004,0.003,0.002
600.02938173548,1.9998919925563e-06,-3.2567632213142e-06,-1.6284837563208e-06,70,0.001,0.004,0.002
600,0,-3.2573144905803e-06,-1.6285217832056e-06,71,0,0.004,0.002
600.03784582997,4.0005904058341e-06,-3.2560839366471e-06,-1.6284232363885e-06,72,0.002,0.004,0.002
600.02938173548,6.0010643799923e-06,-3.2560280620439e-06,-1.6283920041754e-06,73,0.003,0.004,0.002
600,8e-06,-3.2549294724104e-06,-1.6279798911371e-06,74,0.004,0.004,0.002
600,0,0,-2.4428196396304e-06,75,0,0,0.003
600.02640079559,2.0000124820563e-06,0,-2.4426534028963e-06,76,0.001,0,0.003
600.0346689668,1.9999869172087e-06,-8.1429738333332e-07,-2.4425236460747e-06,77,0.001,0.001,0.003
600.0346689668,1.9999869172087e-06,-8.1429738333332e-07,-2.4425236460747e-06,77,0.001,0.001,0.003
600,0,-8.1427179396647e-07,-2.4427507697732e-06,78,0,0.001,0.003
600.03721501827,4.0005830083593e-06,0,-2.4423773433881e-06,79,0.002,0,0.003
600.0558842468,4.0006226525643e-06,-8.1443065827625e-07,-2.4421380497798e-06,80,0.002,0.001,0.003
600.0558842468,4.0006226525643e-06,-8.1443065827625e-07,-2.4421380497798e-06,80,0.002,0.001,0.003
600.02640079559,6.0009400700052e-06,0,-2.4423588413539e-06,81,0.003,0,0.003
600.0346689668,6.0010247307848e-06,-8.1432926225028e-07,-2.4422221406215e-06,82,0.003,0.001,0.003
600.0346689668,6.0010247307848e-06,-8.1432926225028e-07,-2.4422221406215e-06,82,0.003,0.001,0.003
600,8e-06,0,-2.4413485448983e-06,83,0.004,0,0.003
600,8e-06,-8.1406694921679e-07,-2.441263855726e-06,84,0.004,0.001,0.003
600.044949465,1.9999110392571e-06,-1.6284416579114e-06,-2.4423124036402e-06,85,0.001,0.002,0.003
600.044949465,1.9999110392571e-06,-1.6284416579114e-06,-2.4423124036402e-06,85,0.001,0.002,0.003
600,0,-1.6284814653112e-06,-2.4425858722771e-06,86,0,0.002,0.003
600.08704367738,4.0007084059025e-06,-1.6283935634643e-06,-2.4412448687412e-06,87,0.002,0.002,0.003
600.08704367738,4.0007084059025e-06,-1.6283935634643e-06,-2.4412448687412e-06,87,0.002,0.002,0.003
600.044949465,6.0012173822747e-06,-1.6284066034774e-06,-2.4420152919552e-06,88,0.003,0.002,0.003
600.044949465,6.0012173822747e-06,-1.6284066034774e-06,-2.4420152919552e-06,88,0.003,0.002,0.003
600,8e-06,-1.6278922717552e-06,-2.441121692156e-06,89,0.004,0.002,0.003
600.0346689668,2.0001549604732e-06,-2.4426434908451e-06,-2.4426434908451e-06,90,0.001,0.003,0.003
600.0346689668,2.0001549604732e-06,-2.4426434908451e-06,-2.4426434908451e-06,90,0.001,0.003,0.003
600,0,-2.442847541695e-06,-2.442847541695e-06,91,0,0.003,0.003
600.0558842468,4.0007401176437e-06,-2.4422790219075e-06,-2.4422790219075e-06,92,0.002,0.003,0.003
600.0558842468,4.0007401176437e-06,-2.4422790219075e-06,-2.4422790219075e-06,92,0.002,0.003,0.003
600.0346689668,6.0010036045525e-06,-2.4423735664492e-06,-2.4423735664492e-06,93,0.003,0.003,0.003
600.0346689668,6.0010036045525e-06,-2.4423735664492e-06,-2.4423735664492e-06,93,0.003,0.003,0.003
