T,disp_x,disp_y,id,x,y,z
800,0,0,0,0,0,0
800,5.75e-05,0,1,0.001,0,0
800,5.75e-05,1.5e-06,2,0.001,0.0005,0
800,0,1.5e-06,3,0,0.0005,0
800,0.000115,0,4,0.002,0,0
800,0.000115,1.5e-06,5,0.002,0.0005,0
800,0.0001725,0,6,0.003,0,0
800,0.0001725,1.5e-06,7,0.003,0.0005,0
800,0.00023,0,8,0.004,0,0
800,0.00023,1.5e-06,9,0.004,0.0005,0
800,5.75e-05,3e-06,10,0.001,0.001,0
800,0,3e-06,11,0,0.001,0
800,0.000115,3e-06,12,0.002,0.001,0
800,0.0001725,3e-06,13,0.003,0.001,0
800,0.00023,3e-06,14,0.004,0.001,0
800,0,0,15,0,0.001002,0
800,3.125e-07,0,16,6.25e-05,0.001002,0
800,3.125e-07,-5e-07,17,6.25e-05,0.001502,0
800,0,-5e-07,18,0,0.001502,0
800,6.25e-07,0,19,0.000125,0.001002,0
800,6.25e-07,-5e-07,20,0.000125,0.001502,0
800,9.375e-07,0,21,0.0001875,0.001002,0
800,9.375e-07,-5e-07,22,0.0001875,0.001502,0
800,1.25e-06,0,23,0.00025,0.001002,0
800,1.25e-06,-5e-07,24,0.00025,0.001502,0
800,1.5625e-06,0,25,0.0003125,0.001002,0
800,1.5625e-06,-5e-07,26,0.0003125,0.001502,0
800,1.875e-06,0,27,0.000375,0.001002,0
800,1.875e-06,-5e-07,28,0.000375,0.001502,0
800,2.1875e-06,0,29,0.0004375,0.001002,0
800,2.1875e-06,-5e-07,30,0.0004375,0.001502,0
800,2.5e-06,0,31,0.0005,0.001002,0
800,2.5e-06,-5e-07,32,0.0005,0.001502,0
800,2.8125e-06,0,33,0.0005625,0.001002,0
800,2.8125e-06,-5e-07,34,0.0005625,0.001502,0
800,3.125e-06,0,35,0.000625,0.001002,0
800,3.125e-06,-5e-07,36,0.000625,0.001502,0
800,3.4375e-06,0,37,0.0006875,0.001002,0
800,3.4375e-06,-5e-07,38,0.0006875,0.001502,0
800,3.75e-06,0,39,0.00075,0.001002,0
800,3.75e-06,-5e-07,40,0.00075,0.001502,0
800,4.0625e-06,0,41,0.0008125,0.001002,0
800,4.0625e-06,-5e-07,42,0.0008125,0.001502,0
800,4.375e-06,0,43,0.000875,0.001002,0
800,4.375e-06,-5e-07,44,0.000875,0.001502,0
800,4.6875e-06,0,45,0.0009375,0.001002,0
800,4.6875e-06,-5e-07,46,0.0009375,0.001502,0
800,5e-06,0,47,0.001,0.001002,0
800,5e-06,-5e-07,48,0.001,0.001502,0
800,5.3125e-06,0,49,0.0010625,0.001002,0
800,5.3125e-06,-5e-07,50,0.0010625,0.001502,0
800,5.625e-06,0,51,0.001125,0.001002,0
800,5.625e-06,-5e-07,52,0.001125,0.001502,0
800,5.9375e-06,0,53,0.0011875,0.001002,0
800,5.9375e-06,-5e-07,54,0.0011875,0.001502,0
800,6.25e-06,0,55,0.00125,0.001002,0
800,6.25e-06,-5e-07,56,0.00125,0.001502,0
800,6.5625e-06,0,57,0.0013125,0.001002,0
800,6.5625e-06,-5e-07,58,0.0013125,0.001502,0
800,6.875e-06,0,59,0.001375,0.001002,0
800,6.875e-06,-5e-07,60,0.001375,0.001502,0
800,7.1875e-06,0,61,0.0014375,0.001002,0
