T,disp_x,disp_y,id,x,y,z
300,0,0,0,0,0,0
300,1.1e-05,0,1,0.001,0,0
300,1.1e-05,2.5024514285714e-06,2,0.001,0.0005,0
300,0,2.4981614285714e-06,3,0,0.0005,0
300,1.1e-05,5e-06,4,0.001,0.001,0
300,0,5e-06,5,0,0.001,0
300,0,0,6,0.001,0,0
300,1.1e-05,0,7,0.00101,0,0
300,1.1e-05,3.3448173483365e-06,8,0.00101,0.00033333333333333,0
300,0,3.3446659014386e-06,9,0.001,0.00033333333333333,0
300,1.1e-05,6.6783187961785e-06,10,0.00101,0.00066666666666667,0
300,0,6.6781689456258e-06,11,0.001,0.00066666666666667,0
300,1.1e-05,1e-05,12,0.00101,0.001,0
300,0,1e-05,13,0.001,0.001,0
300,0,0,14,0.00101,0,0
300,-6.3522823738101e-08,0,15,0.00102,0,0
300,-6.3818203411805e-08,3.708832574135e-06,16,0.00102,0.00025,0
300,0,3.7087410999765e-06,17,0.00101,0.00025,0
300,-6.4331080715385e-08,7.4447594867262e-06,18,0.00102,0.0005,0
300,0,7.4446935610298e-06,19,0.00101,0.0005,0
300,-6.4839189187715e-08,1.1209016759388e-05,20,0.00102,0.00075,0
300,0,1.1208926766013e-05,21,0.00101,0.00075,0
300,-6.5129800030167e-08,1.5e-05,22,0.00102,0.001,0
300,0,1.5e-05,23,0.00101,0.001,0
