T,id,x,y,z
400,0,0,0,0
309.09090909091,1,1,0,0
309.09090909091,2,1,1,0
400,3,0,1,0
400,4,0,0,1
309.09090909091,5,1,0,1
309.09090909091,6,1,1,1
400,7,0,1,1
