contact_pressure,id,nodal_area,penetration,x,y,z
10397547.746983,20,-8.3696845845797e-06,1.0397547746983e-06,0.009999,0,0
10493316.278026,23,-8.3700600000971e-06,1.0493316278026e-06,0.009999,0.01,0
10454990.94861,24,-8.3699097718288e-06,1.045499094861e-06,0.009999,0,0.01
10550825.769568,27,-8.3702854473491e-06,1.0550825769568e-06,0.009999,0.01,0.01
10513843.681854,31,3.3480607506485e-05,1.0513843681854e-06,0.009999,0.005,0
10532671.067428,32,3.3480907946145e-05,1.0532671067428e-06,0.009999,0,0.005
10438476.051071,35,3.3479405777316e-05,1.0438476051071e-06,0.009999,0.01,0.005
10457324.313992,39,3.3479706245385e-05,1.0457324313992e-06,0.009999,0.005,0.01
