T,disp_x,disp_y,disp_z,id,x,y,z
605.10322962406,0,0,0.0005997807797452,0,-2.1023103385363e-20,0,0
605.08838509433,0,0,0.0005997801578558,1,0.00063638666410369,-2.7105054312138e-20,0
605.07720196591,0,0,0.00059977970624187,2,0.00058610666154071,0.00058610666154071,0
605.08838509433,0,0,0.0005997801578558,3,0,0.00063638666410369,0
605.1031678314,-6.710329385716e-20,-1.4668875747324e-21,0.00059983444798429,4,-2.1023103385363e-20,0,0.000625
605.08832151663,1.1321614389161e-08,8.3190159875938e-11,0.00059983353938287,5,0.00063638666410369,-2.7105054312138e-20,0.000625
605.07713781437,1.0409702223054e-08,1.0563599360204e-08,0.000599832875421,6,0.00058610666154071,0.00058610666154071,0.000625
605.08832151663,-8.3190159919059e-11,1.1321614389117e-08,0.00059983353938287,7,0,0.00063638666410369,0.000625
605.02746278511,0,0,0.00059977783552635,8,0.00058638196126058,0.0012084312861692,0
605.03743922858,0,0,0.00059977820146374,9,4.0657581468206e-20,0.0012727733282074,0
605.02740623306,1.0584813436207e-08,2.2196625998395e-08,0.00059983011095604,10,0.00058638196126058,0.0012084312861692,0.000625
605.03737930146,-1.6948351905262e-10,2.3209904144823e-08,0.00059983064330595,11,4.0657581468206e-20,0.0012727733282074,0.000625
605.03743922858,0,0,0.00059977820146374,12,0.0012727733282074,-5.4210108624275e-20,0
605.02746278511,0,0,0.00059977783542531,13,0.0012084312861692,0.00058638196126058,0
605.03737930146,2.3209904144895e-08,1.6948351901088e-10,0.00059983064330595,14,0.0012727733282074,-5.4210108624275e-20,0.000625
605.02740623306,2.2039837112017e-08,1.090785292083e-08,0.00059983011086158,15,0.0012084312861692,0.00058638196126058,0.000625
605.00553424779,0,0,0.0005997770634456,16,0.0010381333162468,0.0010381333162468,0
605.0054856139,1.9057649623078e-08,1.933734618122e-08,0.00059982897054438,17,0.0010381333162468,0.0010381333162468,0.000625
604.90658908895,0,0,0.00059977367683579,18,0.0019815959184866,-1.0842021724855e-19,0
604.91278840119,0,0,0.00059977391677547,19,0.0018066106020725,0.00074832261330546,0
604.90659018884,3.7868589744303e-08,2.7424679668916e-10,0.0005998239786334,20,0.0019815959184866,-1.0842021724855e-19,0.000625
604.91278379826,3.4370621194221e-08,1.4560869484578e-08,0.00059982429695814,21,0.0018066106020725,0.00074832261330546,0.000625
604.90456382708,0,0,0.00059977363452725,22,0.0014011999115335,0.0014011999115335,0
604.90456707843,2.6636107817703e-08,2.7024197631591e-08,0.0005998238989688,23,0.0014011999115335,0.0014011999115335,0.000625
604.91278840119,0,0,0.00059977391687578,24,0.00074832261330546,0.0018066106020725,0
604.91278379825,1.4061572470124e-08,3.4577274247774e-08,0.00059982429705215,25,0.00074832261330546,0.0018066106020725,0.000625
604.90658908895,0,0,0.00059977367683579,26,1.0842021724855e-19,0.0019815959184866,0
604.90659018884,-2.7424679668137e-10,3.7868589744104e-08,0.0005998239786334,27,1.0842021724855e-19,0.0019815959184866,0.000625
604.66261339435,0,0,0.00059976559210808,28,0.0026421278913155,-1.0842021724855e-19,0
604.66257649914,0,0,0.00059976557295312,29,0.0024410078810636,0.0010110985701962,0
604.66291862117,5.3653639440331e-08,3.852112054285e-10,0.00059981249421444,30,0.0026421278913155,-1.0842021724855e-19,0.000625
604.66288089265,4.9432158437998e-08,2.0892607405437e-08,0.0005998124813739,31,0.0024410078810636,0.0010110985701962,0.000625
604.66221132749,0,0,0.00059976555482503,32,0.0018682665487113,0.0018682665487113,0
604.66251685097,3.7698259655856e-08,3.8243064864761e-08,0.000599812461811,33,0.0018682665487113,0.0018682665487113,0.000625
604.66257649914,0,0,0.00059976557298822,34,0.0010110985701962,0.0024410078810636,0
604.66288089265,2.0180803429921e-08,4.9726989035059e-08,0.00059981248140718,35,0.0010110985701962,0.0024410078810636,0.000625
604.66261339435,0,0,0.00059976559210808,36,1.6263032587283e-19,0.0026421278913155,0
604.66291862117,-3.8521120576901e-10,5.3653639440561e-08,0.00059981249421444,37,1.6263032587283e-19,0.0026421278913155,0.000625
604.21642674353,0,0,0.00059975013720555,38,0.0033026598641444,-2.168404344971e-19,0
604.21638750129,0,0,0.00059975013234669,39,0.0030512598513295,0.0012638732127452,0
604.21694212468,7.2776279732448e-08,5.1724647318718e-10,0.0005997906019092,40,0.0033026598641444,-2.168404344971e-19,0.000625
604.2169028985,6.7043430993313e-08,2.8330830397762e-08,0.00059979059720662,41,0.0030512598513295,0.0012638732127452,0.000625
604.21632235745,0,0,0.00059975012208246,42,0.0023353331858891,0.0023353331858891,0
604.21683775096,5.1107903591213e-08,5.1839407916162e-08,0.00059979058984991,43,0.0023353331858891,0.0023353331858891,0.000625
604.21638750128,0,0,0.0005997501323562,44,0.0012638732127452,0.0030512598513295,0
604.21690289849,2.7375080617671e-08,6.7439320709719e-08,0.00059979059721592,45,0.0012638732127452,0.0030512598513295,0.000625
604.21642674353,0,0,0.00059975013720555,46,2.168404344971e-19,0.0033026598641444,0
604.21694212468,-5.1724647293316e-10,7.2776279732455e-08,0.0005997906019092,47,2.168404344971e-19,0.0033026598641444,0.000625
603.19749382884,0,0,0.00059968843832114,48,0.00412,0,0
603.19747835248,0,0,0.00059968843370642,49,0.0038063836739465,0.0015766557413442,0
