T,disp_x,disp_y,id,x,y,z
737.32250083774,0,0,0,0,0,0
732.63027527427,9.1917386980093e-07,0,1,0.00068666666666667,0,0
732.62969091519,9.1239486874337e-07,1.8125296023379e-06,2,0.00068666666666667,0.0025,0
737.32189528203,0,1.8105937240393e-06,3,0,0.0025,0
721.73024595262,1.7532909642907e-06,0,4,0.0013733333333333,0,0
721.72967398374,1.7412077950592e-06,1.817018736326e-06,5,0.0013733333333333,0.0025,0
704.13748034188,2.4435242564064e-06,0,6,0.00206,0,0
704.13686303545,2.428184074266e-06,1.8242734274391e-06,7,0.00206,0.0025,0
680.01397729487,2.9249214458822e-06,0,8,0.0027466666666667,0,0
680.0133996529,2.9084937299566e-06,1.8342146532664e-06,9,0.0027466666666667,0.0025,0
649.71093100423,3.135272070328e-06,0,10,0.0034333333333333,0,0
649.71153027036,3.1197419203168e-06,1.8467361733733e-06,11,0.0034333333333333,0.0025,0
613.74658341703,3.018161563641e-06,0,12,0.00412,0,0
613.75358973394,3.0029884864803e-06,1.8588589620153e-06,13,0.00412,0.0025,0
732.624754869,8.7087783479506e-07,3.7511590631648e-06,14,0.00068666666666667,0.005,0
737.31648345771,0,3.7616400459797e-06,15,0,0.005,0
721.72581722319,1.6667877004387e-06,3.7295614838383e-06,16,0.0013733333333333,0.005,0
704.13453499495,2.3336537643654e-06,3.7039372857958e-06,17,0.00206,0.005,0
680.01215078991,2.8078775032023e-06,3.6854665289997e-06,18,0.0027466666666667,0.005,0
649.70796902529,3.0236383828778e-06,3.6834970510281e-06,19,0.0034333333333333,0.005,0
613.73596367606,2.9180978362134e-06,3.7099822534138e-06,20,0.00412,0.005,0
732.6034618172,7.8574469410777e-07,6.2041919892945e-06,21,0.00068666666666667,0.0075,0
737.29522013755,0,6.2784256093516e-06,22,0,0.0075,0
721.70483429038,1.5124059005422e-06,6.0445173967764e-06,23,0.0013733333333333,0.0075,0
704.11547192571,2.1361418042506e-06,5.8211550719411e-06,24,0.00206,0.0075,0
679.99978011949,2.6053964272844e-06,5.5820721228438e-06,25,0.0027466666666667,0.0075,0
649.71445198083,2.8616355667755e-06,5.3888768843798e-06,26,0.0034333333333333,0.0075,0
613.79034068324,2.8310306395641e-06,5.2840777296858e-06,27,0.00412,0.0075,0
732.57987857701,1.0260081348224e-06,9.0827202530123e-06,28,0.00068666666666667,0.01,0
737.27384359606,0,9.2560302442962e-06,29,0,0.01,0
721.67532052748,1.9569012550988e-06,8.6895836696815e-06,30,0.0013733333333333,0.01,0
704.07357928842,2.7320695762542e-06,8.0937248233441e-06,31,0.00206,0.01,0
679.93355387118,3.288712338081e-06,7.3675291175982e-06,32,0.0027466666666667,0.01,0
649.60032951501,3.57565564948e-06,6.6325325448909e-06,33,0.0034333333333333,0.01,0
613.58035974779,3.5545717754059e-06,6.1077551187213e-06,34,0.00412,0.01,0
612.79337705709,2.0130971536749e-06,0,35,0.004121,0,0
606.18744871992,1.9402221483577e-06,0,36,0.0044065,0,0
606.185555263,1.9258834158281e-06,-3.7706904042286e-07,37,0.0044065,0.002004,0
612.78837126459,1.9970244711006e-06,-3.7665823146845e-07,38,0.004121,0.002004,0
600,1.8810267099087e-06,0,39,0.004692,0,0
600,1.8667688853504e-06,-3.7742713539495e-07,40,0.004692,0.002004,0
606.18924639572,1.923390418058e-06,-7.4810448673791e-07,41,0.0044065,0.004008,0
612.79799030961,1.9953931149209e-06,-7.6232282458699e-07,42,0.004121,0.004008,0
600,1.8618752097822e-06,-7.345085216431e-07,43,0.004692,0.004008,0
606.18205933782,1.7590996807234e-06,-1.1057494649864e-06,44,0.0044065,0.006012,0
612.77853852714,1.8252259554479e-06,-1.1245790791058e-06,45,0.004121,0.006012,0
600,1.7090944177151e-06,-1.0876551276094e-06,46,0.004692,0.006012,0
606.20312221731,1.7606322955446e-06,-1.4675119424575e-06,47,0.0044065,0.008016,0
612.83309963551,1.8256577035009e-06,-1.4195230413781e-06,48,0.004121,0.008016,0
600,1.7163234700593e-06,-1.5128518715897e-06,49,0.004692,0.008016,0
606.09447792146,2.4443014866717e-06,-1.8574350981781e-06,50,0.0044065,0.01002,0
612.58983481454,2.5528075605802e-06,-1.7448836406594e-06,51,0.004121,0.01002,0
600,2.3616851859352e-06,-1.9653539228272e-06,52,0.004692,0.01002,0
