rigid_fit_squared_error_fraction,remaining_displacement_L2,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z
0.9458820705034183,3.165635658977048e-07,5.570807406269139e-12,6.37023785102403e-14,6.805038240389615e-15,-6.373942578185207e-13,6.253461744423392e-11,2.3603030997228325e-13
