rigid_fit_squared_error_fraction,remaining_displacement_L2,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z
0.9797294684138325,9.196974570232966e-07,4.6283452890859527e-10,1.1277490001939544e-12,1.199995047206341e-13,-1.128239478316394e-11,4.748032188911078e-09,4.246593090820371e-12
