case,modes,modal_dofs,local_dofs,section_basis_size,solid_displacement_dofs,displacement_L2,axial_stress_L2,stress_tensor_L2,bending_moment_L2,bending_moment_absolute,axial_force_absolute,energy_relative,modal_energy,solid_energy,modal_root_displacement,solid_root_displacement
bending_hybrid,12,1188,79680,12,510315,1.3607875997410414e-06,0.00017708384580088007,0.0004984241340025806,1.908336026568841e-06,1.3119194350585126e-08,1.7397872920099644e-07,1.4243183583673158e-06,7.008244025193206e-09,7.008254007178048e-09,4.185860094652232e-08,4.18586756972088e-08
