rigid_fit_squared_error_fraction,remaining_displacement_L2,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z
0.7978491240273778,4.2613318464117676e-07,7.138035061866869e-12,-1.1734384254830048e-10,-5.601437214113485e-12,1.1734384231680122e-09,7.138041804266153e-11,1.5462260721246194e-17
