rigid_fit_squared_error_fraction,remaining_displacement_L2,translation_x,translation_y,translation_z,rotation_x,rotation_y,rotation_z
0.9793487498385716,9.294556460712144e-07,4.628060024579452e-10,1.0739546332280624e-12,1.1993932450438028e-13,-1.1125855901766645e-11,4.747727200050105e-09,-4.036993271773217e-09
