time,node,temperature,ur,uz,rf_r,rf_z,reaction_heat
1.0,1,600.0,-2.299774246219827e-52,1.3856034675486695e-37,-2.220446049250313e-16,-0.19093472728519398,-1.094435453648531e-08
1.0,2,600.6866666666666,0.00016700000000000002,8.313620805291996e-37,-1.7763568394002505e-15,-1.145608363711161,-5.241438271822484e-08
1.0,3,625.6866666666666,0.00016700000000000002,-5.149083300503921e-52,-1.7763568394002505e-15,3.3306690738754696e-16,-1.3251744500693973e-08
1.0,4,625.0,3.872830161216132e-54,-4.746425474877469e-53,-0.0,5.551115123125783e-17,-6.625872250345092e-09
1.0,5,601.3733333333333,0.00033400000000000004,1.6627241610584006e-36,-1.7763568394002505e-15,-2.291216727422323,-9.820289318609987e-08
1.0,6,626.3733333333333,0.00033400000000000004,-1.0706258283098195e-51,-6.217248937900877e-15,8.881784197001252e-16,-1.3251744500686009e-08
1.0,7,602.06,0.000501,2.4940862415875994e-36,3.552713678800501e-15,-3.4368250911334832,-1.4399140365398118e-07
1.0,8,627.06,0.000501,-1.7338341489964927e-51,1.2434497875801753e-14,6.661338147750939e-16,-1.3251744500697497e-08
1.0,9,602.7466666666667,0.0006680000000000001,3.325448322116799e-36,1.7763568394002505e-15,-4.582433454844642,-1.8977991412185366e-07
1.0,10,627.7466666666667,0.0006680000000000001,2.134830811814684e-52,5.329070518200751e-15,1.3322676295501878e-15,-1.3251744500686022e-08
1.0,11,603.4333333333333,0.000835,4.156810402646002e-36,-1.7763568394002505e-14,-5.7280418185558055,-2.3556842458974334e-07
1.0,12,628.4333333333333,0.000835,-3.1261727087708436e-51,-3.019806626980426e-14,1.7763568394002505e-15,-1.3251744500697973e-08
1.0,13,604.12,0.001002,2.3555258948327333e-36,16.774819851336037,-3.245890363848291,2.102563475417351
1.0,14,629.12,0.001002,-2.795636853321962e-51,33.54963970267206,1.7763568394002505e-15,4.909118854064229
1.0,15,650.6866666666666,0.00016700000000000002,6.600138340476076e-53,-8.881784197001252e-16,-3.3306690738754696e-16,-1.3251744500692653e-08
1.0,16,650.0,3.4055755897279544e-52,5.299026017885624e-53,3.3306690738754696e-16,-1.3877787807814457e-16,-6.625872250345471e-09
1.0,17,651.3733333333333,0.00033400000000000004,-6.849071255552193e-52,-5.329070518200751e-15,8.881784197001252e-16,-1.3251744500688219e-08
1.0,18,652.06,0.000501,1.8718351753959633e-54,8.881784197001252e-15,-1.5543122344752192e-15,-1.3251744500696597e-08
1.0,19,652.7466666666667,0.0006680000000000001,2.783762703543528e-51,1.0658141036401503e-14,-3.552713678800501e-15,-1.3251744500683177e-08
1.0,20,653.4333333333333,0.000835,2.4976786746785043e-52,-2.6645352591003757e-14,-2.6645352591003757e-15,-1.3251744500701123e-08
1.0,21,654.12,0.001002,1.120514185914974e-51,33.54963970267206,-4.440892098500626e-16,5.613110497825532
1.0,22,675.6866666666666,0.00016700000000000002,4.791282799229851e-53,-0.0,-2.220446049250313e-16,-1.3251744500693936e-08
1.0,23,675.0,2.368648051843015e-52,-4.102634682608677e-53,1.1102230246251565e-16,2.220446049250313e-16,-6.6258722503450856e-09
1.0,24,676.3733333333333,0.00033400000000000004,-9.882413931305025e-53,1.7763568394002505e-15,4.440892098500626e-16,-1.3251744500686763e-08
1.0,25,677.06,0.000501,-1.0823083956243309e-51,-0.0,2.220446049250313e-15,-1.3251744500696385e-08
1.0,26,677.7466666666667,0.0006680000000000001,1.1120446001209257e-51,1.0658141036401503e-14,1.3322676295501878e-15,-1.3251744500682488e-08
1.0,27,678.4333333333333,0.000835,1.085276303791544e-51,-2.842170943040401e-14,-1.7763568394002505e-15,-1.3251744500703426e-08
1.0,28,679.12,0.001002,1.407232198003814e-51,33.54963970267207,-4.440892098500626e-16,6.317102141586834
1.0,29,700.6866666666666,0.00016700000000000002,-8.313620805291993e-37,-8.881784197001252e-16,1.145608363711161,3.91626382175309e-08
1.0,30,700.0,1.1487781924216113e-52,-1.385603467548669e-37,-1.1102230246251565e-16,0.19093472728519384,4.318482286140522e-09
1.0,31,701.3733333333333,0.00033400000000000004,-1.662724161058399e-36,3.552713678800501e-15,2.291216727422321,8.495114868541301e-08
1.0,32,702.06,0.000501,-2.4940862415875984e-36,-0.0,3.436825091133481,1.307396591532841e-07
1.0,33,702.7466666666667,0.0006680000000000001,-3.325448322116798e-36,1.7763568394002505e-15,4.582433454844642,1.7652816962117024e-07
1.0,34,703.4333333333333,0.000835,-4.156810402646e-36,-1.5987211554602254e-14,5.7280418185558055,2.223166800890397e-07
1.0,35,704.12,0.001002,-2.355525894832732e-36,16.774819851336034,3.2458903638482917,3.5105470224081823
1.0,36,499.5879,0.001,5.116817581505369e-37,-3.7594315571896955,-0.5665997702454159,-2.102563579400737
1.0,37,499.55935,0.001,1.0352755310233582e-36,0.5151208936788065,-1.1407581970115541,-2.8917481262959338e-08
1.0,38,505.57135,0.001,-4.8629430389407905e-51,1.0302417873576113,-2.220446049250313e-16,3.5948742080245086e-10
1.0,39,505.5999,0.001,-8.41715324555918e-52,-7.518863114359477,1.6495500470061095e-57,-3.6940873796091185
1.0,40,499.5308,0.001,5.228689475950692e-37,4.2314406883744935,-0.5735739206890346,-1.8581628638497506e-08
1.0,41,505.5428,0.001,4.36705536292402e-52,8.462881376748989,-3.3306690738754696e-16,-6.9873399995985105e-09
1.0,42,511.58335,0.001,-2.16407085001454e-52,1.0302417873576122,-0.0,3.5948742079698485e-10
1.0,43,511.6119,0.001,-1.8560295320359062e-51,-7.518863114359475,1.1102230246251565e-16,-4.049596133843867
1.0,44,511.5548,0.001,7.247535904753016e-52,8.462881376748985,-2.220446049250313e-16,-6.98733999959367e-09
1.0,45,517.5953499999999,0.001,6.432947382746235e-52,1.0302417873576126,-2.220446049250313e-16,3.594874207998254e-10
1.0,46,517.6238999999999,0.001,6.313633623425919e-52,-7.518863114359479,-1.675698457292599e-57,-4.405104888078619
1.0,47,517.5668,0.001,-4.36705536292402e-52,8.462881376748989,-1.1102230246251565e-16,-6.987339999597501e-09
1.0,48,523.60735,0.001,-1.315181981882162e-51,1.0302417873576122,-7.771561172376096e-16,3.5948742080132093e-10
1.0,49,523.6359,0.001,-6.136050600892825e-52,-7.518863114359079,1.1877008236601318e-44,-4.72557824454658
1.0,50,523.5788,0.001,2.4032616319945048e-51,8.462881376748989,-5.551115123125783e-16,-6.987339999597581e-09
1.0,51,529.6193499999999,0.001,-1.0352755310233623e-36,0.5151208936788065,1.140758197011555,2.927696868375886e-08
1.0,52,529.6478999999999,0.001,-5.116817581505388e-37,-3.7594315571892936,0.5665997702454164,-3.4755114411455654
1.0,53,529.5908,0.001,-5.228689475950716e-37,4.231440688374493,0.5735739206890349,1.15942886388994e-08
2.0,1,600.0,5.9202823351919864e-55,1e-05,-1.3949118861219968e-35,-0.1909347272851939,-1.0327952105643861e-08
2.0,2,600.6866666666666,0.000167,1e-05,1.3322676295501878e-15,-1.1456083637111605,-5.118157785654174e-08
2.0,3,625.6866666666666,0.000167,1e-05,3.9968028886505635e-15,2.220446049250313e-16,-1.0786134777327298e-08
2.0,4,625.0,-1.1141108285678917e-52,1e-05,1.3949118861219976e-35,2.7755575615628914e-17,-5.3930673886620974e-09
2.0,5,601.3733333333333,0.000334,1e-05,-6.217248937900877e-15,-2.291216727422323,-9.697008832441632e-08
2.0,6,626.3733333333333,0.000334,1e-05,-1.4210854715202004e-14,4.440892098500626e-16,-1.0786134777320155e-08
