increment	time_s	node	actual_rfl_w	native_rfl_w	full_difference_w	native_ivol_capacity_w	current_gauss_capacity_w	current_physical_conduction_w	current_volume_ratio_conduction_w	candidate_minus_native_w	capacity_measure_difference_w	remaining_difference_w
18	0.36	18	4599.862475591451	4621.464526526915	-21.60205093546392	3690.713501207848	3669.8089760450043	929.9676881312616	930.7510253190643	-4.547473508864641e-12	-20.904525162843584	-0.6975257726203381
18	0.36	21	4605.132625031825	4620.241564891506	-15.108939859680504	3690.713501207848	3675.4139329838285	929.6167948210925	929.5280636836553	-4.547473508864641e-12	-15.299568224019367	0.19062836433886332
18	0.36	24	4594.5110575667	4622.705259188128	-28.194201621427965	3690.7135012078475	3664.1222601736313	930.317268838351	931.99175798028	-2.7284841053187847e-12	-26.591241034216182	-1.6029605872117827
19	0.38	1	-0.23584188727343644	-0.2362710481523105	0.0004291608788740686	0.0	0.0	-0.23650998293703246	-0.2362710481522474	6.311617894994015e-14	0.0	0.0004291608788740686
19	0.38	4	-0.23723547540478612	-0.2378031075311469	0.0005676321263607675	0.0	0.0	-0.23772002542115664	-0.23780310753093176	2.151334665967397e-13	0.0	0.0005676321263607675
19	0.38	7	-0.23654858598358372	-0.2370416663289665	0.0004930803453827848	0.0	0.0	-0.23712000198802513	-0.2370416663288777	8.881784197001252e-14	0.0	0.0004930803453827848
19	0.38	10	-0.2379467027009881	-0.2385796170567642	0.0006329143557760875	0.0	0.0	-0.23833386651795635	-0.23857961705668096	8.323897127127111e-14	0.0	0.0006329143557760875
19	0.38	15	4695.384531918191	4705.442158356945	-10.057626438753687	3722.1385685375603	3710.7843113163176	984.4495152250597	983.3035898193828	-3.637978807091713e-12	-11.354257221242733	1.2966307824890464
19	0.38	18	4683.308225105264	4708.255584284006	-24.947359178741863	3722.1385685375612	3698.0488100491057	985.1468179107819	986.1170157464419	-5.4569682106375694e-12	-24.089758488455573	-0.85760069028629
19	0.38	21	4689.403427455609	4706.79096708493	-17.38753962932151	3722.1385685375612	3704.5255324027644	984.745344656083	984.652398547368	-4.547473508864641e-12	-17.613036134796857	0.22549650547534839
19	0.38	24	4677.05804623093	4709.761858719915	-32.70381248898502	3722.1385685375603	3691.403691514599	985.5596128684501	987.6232901823535	-3.637978807091713e-12	-30.734877022961427	-1.968935466023595
20	0.4	1	-0.2912017343906629	-0.291721782661604	0.0005200482709410981	0.0	0.0	-0.29202855598676813	-0.291721782661629	-2.503552920529728e-14	0.0	0.0005200482709410981
20	0.4	4	-0.2929143755063666	-0.2936294533971771	0.0007150778908104893	0.0	0.0	-0.2935227500741156	-0.2936294533970474	1.2972956042744954e-13	0.0	0.0007150778908104893
20	0.4	7	-0.2920691859241212	-0.292680423218752	0.0006112372946308064	0.0	0.0	-0.2927811041664076	-0.2926804232188216	-6.961098364399732e-14	0.0	0.0006112372946308064
20	0.4	10	-0.293787283503553	-0.294595457531781	0.0008081740282280259	0.0	0.0	-0.29427988720674203	-0.2945954575317239	5.71209746169643e-14	0.0	0.0008081740282280259
20	0.4	15	4780.8243456122245	4792.148807482133	-11.324461869908191	3753.567609290374	3740.6993026711434	1039.9336656250434	1038.5811981917504	-9.094947017729282e-12	-12.86830661923068	1.5438447493224885
20	0.4	18	4767.083279123135	4795.475353870124	-28.392074746989238	3753.5676092903745	3726.2112493433847	1040.7271922714356	1041.9077445797436	-7.275957614183426e-12	-27.35635994698987	-1.0357147999993686
20	0.4	21	4774.033248314142	4793.746925443875	-19.713677129732787	3753.5676092903745	3733.591363158508	1040.2727392699078	1040.179316153493	-9.094947017729282e-12	-19.976246131866446	0.2625690021336595
20	0.4	24	4759.90900199545	4797.26992722555	-37.36092523010029	3753.567609290374	3718.580382876623	1041.205684052823	1043.7023179351686	-9.094947017729282e-12	-34.98722641375116	-2.3736988163491333
