variable,maximum_absolute_difference,maximum_reference,maximum_difference_over_field_peak
vals_elem_var489eb1,0.0,0.0,0.0
vals_elem_var490eb1,0.0,0.0,0.0
vals_elem_var491eb1,0.0,0.0,0.0
vals_elem_var492eb1,0.0,0.0,0.0
vals_elem_var493eb1,0.0,0.0,0.0
vals_elem_var494eb1,0.0,0.0,0.0
vals_elem_var495eb1,0.0,0.0,0.0
vals_elem_var496eb1,0.0,0.0,0.0
vals_elem_var497eb1,0.0,0.0,0.0
vals_elem_var498eb1,0.0,0.0,0.0
vals_elem_var499eb1,0.0,0.0,0.0
vals_elem_var500eb1,0.0,0.0,0.0
vals_elem_var501eb1,0.0,0.0,0.0
vals_elem_var502eb1,0.0,0.0,0.0
vals_elem_var503eb1,0.0,0.0,0.0
vals_elem_var504eb1,0.0,0.0,0.0
vals_elem_var505eb1,0.0,0.0,0.0
vals_elem_var506eb1,0.0,0.0,0.0
vals_elem_var507eb1,0.0,0.0,0.0
vals_elem_var508eb1,0.0,0.0,0.0
vals_elem_var509eb1,0.0,0.0,0.0
vals_elem_var510eb1,0.0,0.0,0.0
vals_elem_var511eb1,0.0,0.0,0.0
vals_elem_var512eb1,0.0,0.0,0.0
vals_elem_var513eb1,0.0,0.0,0.0
vals_elem_var514eb1,0.0,0.0,0.0
vals_elem_var515eb1,0.0,0.0,0.0
vals_elem_var516eb1,0.0,0.0,0.0
vals_elem_var517eb1,0.0,0.0,0.0
vals_elem_var518eb1,0.0,0.0,0.0
vals_elem_var519eb1,0.0,0.0,0.0
vals_elem_var520eb1,0.0,0.0,0.0
vals_elem_var521eb1,0.0,0.0,0.0
vals_elem_var522eb1,0.0,0.0,0.0
vals_elem_var523eb1,0.0,0.0,0.0
vals_elem_var524eb1,0.0,0.0,0.0
vals_elem_var525eb1,0.0,0.0,0.0
vals_elem_var526eb1,0.0,0.0,0.0
vals_elem_var527eb1,0.0,0.0,0.0
vals_elem_var528eb1,0.0,0.0,0.0
vals_elem_var529eb1,0.0,0.0,0.0
vals_elem_var530eb1,0.0,0.0,0.0
vals_elem_var531eb1,0.0,0.0,0.0
vals_elem_var532eb1,0.0,0.0,0.0
vals_elem_var533eb1,0.0,0.0,0.0
vals_elem_var534eb1,0.0,0.0,0.0
vals_elem_var535eb1,0.0,0.0,0.0
vals_elem_var536eb1,0.0,0.0,0.0
vals_elem_var537eb1,0.0,0.0,0.0
vals_elem_var538eb1,0.0,0.0,0.0
vals_elem_var539eb1,0.0,0.0,0.0
vals_elem_var540eb1,0.0,0.0,0.0
vals_elem_var541eb1,0.0,0.0,0.0
vals_elem_var542eb1,0.0,0.0,0.0
vals_elem_var543eb1,0.0,0.0,0.0
vals_elem_var544eb1,0.0,0.0,0.0
vals_elem_var545eb1,0.0,0.0,0.0
vals_elem_var546eb1,0.0,0.0,0.0
vals_elem_var547eb1,0.0,0.0,0.0
vals_elem_var548eb1,0.0,0.0,0.0
vals_elem_var549eb1,0.0,0.0,0.0
vals_elem_var550eb1,0.0,0.0,0.0
vals_elem_var551eb1,0.0,0.0,0.0
vals_elem_var552eb1,0.0,0.0,0.0
vals_elem_var553eb1,0.0,0.0,0.0
vals_elem_var554eb1,0.0,0.0,0.0
vals_elem_var555eb1,0.0,0.0,0.0
vals_elem_var556eb1,0.0,0.0,0.0
vals_elem_var557eb1,0.0,0.0,0.0
vals_elem_var558eb1,0.0,0.0,0.0
vals_elem_var559eb1,0.0,0.0,0.0
vals_elem_var560eb1,0.0,0.0,0.0
vals_elem_var561eb1,0.0,0.0,0.0
vals_elem_var562eb1,0.0,0.0,0.0
vals_elem_var563eb1,0.0,0.0,0.0
vals_elem_var564eb1,0.0,0.0,0.0
vals_elem_var565eb1,0.0,0.0,0.0
vals_elem_var566eb1,0.0,0.0,0.0
vals_elem_var567eb1,0.0,0.0,0.0
vals_elem_var568eb1,0.0,0.0,0.0
vals_elem_var569eb1,0.0,0.0,0.0
vals_elem_var570eb1,0.0,0.0,0.0
vals_elem_var571eb1,0.0,0.0,0.0
vals_elem_var572eb1,0.0,0.0,0.0
vals_elem_var573eb1,0.0,0.0,0.0
vals_elem_var574eb1,0.0,0.0,0.0
vals_elem_var575eb1,0.0,0.0,0.0
vals_elem_var576eb1,0.0,0.0,0.0
vals_elem_var577eb1,0.0,0.0,0.0
vals_elem_var578eb1,0.0,0.0,0.0
vals_elem_var579eb1,0.0,0.0,0.0
vals_elem_var580eb1,0.0,0.0,0.0
vals_elem_var581eb1,0.0,0.0,0.0
vals_elem_var582eb1,0.0,0.0,0.0
vals_elem_var583eb1,0.0,0.0,0.0
vals_elem_var584eb1,0.0,0.0,0.0
vals_elem_var585eb1,0.0,0.0,0.0
vals_elem_var586eb1,0.0,0.0,0.0
vals_elem_var587eb1,0.0,0.0,0.0
vals_elem_var588eb1,0.0,0.0,0.0
vals_elem_var589eb1,0.0,0.0,0.0
vals_elem_var590eb1,0.0,0.0,0.0
vals_elem_var591eb1,0.0,0.0,0.0
vals_elem_var592eb1,0.0,0.0,0.0
vals_elem_var593eb1,0.0,0.0,0.0
vals_elem_var594eb1,0.0,0.0,0.0
vals_elem_var595eb1,0.0,0.0,0.0
vals_elem_var596eb1,0.0,0.0,0.0
vals_elem_var597eb1,0.0,0.0,0.0
vals_elem_var598eb1,0.0,0.0,0.0
vals_elem_var599eb1,0.0,0.0,0.0
vals_elem_var600eb1,0.0,0.0,0.0
vals_elem_var601eb1,0.0,0.0,0.0
vals_elem_var602eb1,0.0,0.0,0.0
vals_elem_var603eb1,0.0,0.0,0.0
vals_elem_var604eb1,0.0,0.0,0.0
vals_elem_var605eb1,0.0,0.0,0.0
vals_elem_var606eb1,0.0,0.0,0.0
vals_elem_var607eb1,0.0,0.0,0.0
vals_elem_var608eb1,0.0,0.0,0.0
vals_elem_var609eb1,0.0,0.0,0.0
vals_elem_var610eb1,0.0,0.0,0.0
vals_elem_var611eb1,0.0,0.0,0.0
vals_elem_var612eb1,0.0,0.0,0.0
vals_elem_var613eb1,0.0,0.0,0.0
vals_elem_var614eb1,0.0,0.0,0.0
vals_elem_var615eb1,0.0,0.0,0.0
vals_elem_var616eb1,0.0,0.0,0.0
vals_elem_var617eb1,0.0,0.0,0.0
vals_elem_var618eb1,0.0,0.0,0.0
vals_elem_var619eb1,0.0,0.0,0.0
vals_elem_var620eb1,0.0,0.0,0.0
vals_elem_var621eb1,0.0,0.0,0.0
vals_elem_var622eb1,0.0,0.0,0.0
vals_elem_var623eb1,0.0,0.0,0.0
vals_elem_var624eb1,0.0,0.0,0.0
vals_elem_var625eb1,0.0,0.0,0.0
vals_elem_var626eb1,0.0,0.0,0.0
vals_elem_var627eb1,0.0,0.0,0.0
vals_elem_var628eb1,0.0,0.0,0.0
vals_elem_var629eb1,0.0,0.0,0.0
vals_elem_var630eb1,0.0,0.0,0.0
vals_elem_var631eb1,0.0,0.0,0.0
vals_elem_var632eb1,0.0,0.0,0.0
vals_elem_var633eb1,0.0,0.0,0.0
vals_elem_var634eb1,0.0,0.0,0.0
vals_elem_var635eb1,0.0,0.0,0.0
vals_elem_var636eb1,0.0,0.0,0.0
vals_elem_var637eb1,0.0,0.0,0.0
vals_elem_var638eb1,0.0,0.0,0.0
vals_elem_var639eb1,0.0,0.0,0.0
vals_elem_var640eb1,0.0,0.0,0.0
vals_elem_var641eb1,0.0,0.0,0.0
vals_elem_var642eb1,0.0,0.0,0.0
vals_elem_var643eb1,0.0,0.0,0.0
vals_elem_var644eb1,0.0,0.0,0.0
vals_elem_var645eb1,0.0,0.0,0.0
vals_elem_var646eb1,0.0,0.0,0.0
vals_elem_var647eb1,0.0,0.0,0.0
vals_elem_var648eb1,0.0,0.0,0.0
vals_elem_var649eb1,0.0,0.0,0.0
vals_elem_var650eb1,0.0,0.0,0.0
vals_elem_var651eb1,0.0,0.0,0.0
vals_elem_var652eb1,0.0,0.0,0.0
vals_elem_var653eb1,0.0,0.0,0.0
vals_elem_var654eb1,0.0,0.0,0.0
vals_elem_var655eb1,0.0,0.0,0.0
vals_elem_var656eb1,0.0,0.0,0.0
vals_elem_var657eb1,0.0,0.0,0.0
vals_elem_var658eb1,0.0,0.0,0.0
vals_elem_var659eb1,0.0,0.0,0.0
vals_elem_var660eb1,0.0,0.0,0.0
vals_elem_var661eb1,0.0,0.0,0.0
vals_elem_var662eb1,0.0,0.0,0.0
vals_elem_var663eb1,0.0,0.0,0.0
vals_elem_var664eb1,0.0,0.0,0.0
vals_elem_var665eb1,0.0,0.0,0.0
vals_elem_var666eb1,0.0,0.0,0.0
vals_elem_var667eb1,0.0,0.0,0.0
vals_elem_var668eb1,0.0,0.0,0.0
vals_elem_var669eb1,0.0,0.0,0.0
vals_elem_var670eb1,0.0,0.0,0.0
vals_elem_var671eb1,0.0,0.0,0.0
vals_elem_var672eb1,0.0,0.0,0.0
vals_elem_var673eb1,0.0,0.0,0.0
vals_elem_var674eb1,0.0,0.0,0.0
vals_elem_var675eb1,0.0,0.0,0.0
vals_elem_var676eb1,0.0,0.0,0.0
vals_elem_var677eb1,0.0,0.0,0.0
vals_elem_var678eb1,0.0,0.0,0.0
vals_elem_var679eb1,0.0,0.0,0.0
vals_elem_var680eb1,0.0,0.0,0.0
vals_elem_var681eb1,0.0,0.0,0.0
vals_elem_var682eb1,0.0,0.0,0.0
vals_elem_var683eb1,0.0,0.0,0.0
vals_elem_var684eb1,0.0,0.0,0.0
vals_elem_var685eb1,0.0,0.0,0.0
vals_elem_var686eb1,0.0,0.0,0.0
vals_elem_var687eb1,0.0,0.0,0.0
vals_elem_var688eb1,0.0,0.0,0.0
vals_elem_var689eb1,0.0,0.0,0.0
vals_elem_var690eb1,0.0,0.0,0.0
vals_elem_var691eb1,0.0,0.0,0.0
vals_elem_var692eb1,0.0,0.0,0.0
vals_elem_var693eb1,0.0,0.0,0.0
vals_elem_var694eb1,0.0,0.0,0.0
vals_elem_var695eb1,0.0,0.0,0.0
vals_elem_var696eb1,0.0,0.0,0.0
vals_elem_var697eb1,0.0,0.0,0.0
vals_elem_var698eb1,0.0,0.0,0.0
vals_elem_var699eb1,0.0,0.0,0.0
vals_elem_var700eb1,0.0,0.0,0.0
vals_elem_var701eb1,0.0,0.0,0.0
vals_elem_var702eb1,0.0,0.0,0.0
vals_elem_var703eb1,2.7755575615628914e-17,0.21132486540518708,1.3134079400647587e-16
vals_elem_var704eb1,2.220446049250313e-16,1.6662411426694819,1.332607863525048e-16
vals_elem_var705eb1,5.551115123125783e-17,0.21132560095930272,2.6268067370572966e-16
vals_elem_var706eb1,0.0,0.788675134594813,0.0
vals_elem_var707eb1,1.1102230246251565e-16,1.6662743479752207,6.662906537415331e-17
vals_elem_var708eb1,5.551115123125783e-17,0.21132570522592156,2.6268054410093e-16
vals_elem_var709eb1,2.7755575615628914e-17,0.21132486540518716,1.313407940064758e-16
vals_elem_var710eb1,0.0,1.983785102341409,0.0
vals_elem_var711eb1,2.7755575615628914e-17,0.21132518570315048,1.3134059493797066e-16
vals_elem_var712eb1,0.0,0.788675134594813,0.0
vals_elem_var713eb1,1.1102230246251565e-16,1.9838161665529868,5.596400731798871e-17
vals_elem_var714eb1,5.551115123125783e-17,0.2113250548148737,2.626813525726377e-16
vals_elem_var715eb1,2.7755575615628914e-17,0.2113248654051872,1.313407940064758e-16
vals_elem_var716eb1,3.469446951953614e-18,1.6662411146679077,2.082199821749745e-18
vals_elem_var717eb1,1.1102230246251565e-16,0.7886754090920748,1.407705897541865e-16
vals_elem_var718eb1,0.0,0.7886751345948131,0.0
vals_elem_var719eb1,2.220446049250313e-16,1.666274236198073,1.332581396875397e-16
vals_elem_var720eb1,1.1102230246251565e-16,0.7886757680685619,1.407705256805407e-16
vals_elem_var721eb1,2.7755575615628914e-17,0.21132486540518725,1.3134079400647575e-16
vals_elem_var722eb1,2.220446049250313e-16,1.9837850704221178,1.1192976912452707e-16
vals_elem_var723eb1,1.1102230246251565e-16,0.7886753883495063,1.407705934565254e-16
vals_elem_var724eb1,0.0,0.7886751345948131,0.0
vals_elem_var725eb1,1.1102230246251565e-16,1.983816026875573,5.596401125832779e-17
vals_elem_var726eb1,1.1102230246251565e-16,0.7886760574801186,1.4077047402356876e-16
vals_elem_var727eb1,0.0,0.0,0.0
vals_elem_var728eb1,0.0,0.0,0.0
vals_elem_var729eb1,0.0,0.0,0.0
vals_elem_var730eb1,0.0,0.0,0.0
vals_elem_var731eb1,0.0,0.0,0.0
vals_elem_var732eb1,0.0,0.0,0.0
vals_elem_var733eb1,0.0,0.0,0.0
vals_elem_var734eb1,0.0,0.0,0.0
vals_elem_var735eb1,0.0,0.0,0.0
vals_elem_var736eb1,0.0,0.0,0.0
vals_elem_var737eb1,0.0,0.0,0.0
vals_elem_var738eb1,0.0,0.0,0.0
vals_elem_var739eb1,0.0,0.0,0.0
vals_elem_var740eb1,0.0,0.0,0.0
vals_elem_var741eb1,0.0,0.0,0.0
vals_elem_var742eb1,0.0,0.0,0.0
vals_elem_var743eb1,0.0,0.0,0.0
vals_elem_var744eb1,0.0,0.0,0.0
vals_elem_var745eb1,0.0,0.0,0.0
vals_elem_var746eb1,0.0,0.0,0.0
vals_elem_var747eb1,0.0,0.0,0.0
vals_elem_var748eb1,0.0,0.0,0.0
vals_elem_var749eb1,0.0,0.0,0.0
vals_elem_var750eb1,0.0,0.0,0.0
vals_elem_var751eb1,0.0,0.0,0.0
vals_elem_var752eb1,0.0,0.0,0.0
vals_elem_var753eb1,0.0,0.0,0.0
vals_elem_var754eb1,0.0,0.0,0.0
vals_elem_var755eb1,0.0,0.0,0.0
vals_elem_var756eb1,0.0,0.0,0.0
vals_elem_var757eb1,0.0,0.0,0.0
vals_elem_var758eb1,0.0,0.0,0.0
vals_elem_var759eb1,0.0,0.0,0.0
vals_elem_var760eb1,0.0,0.0,0.0
vals_elem_var761eb1,0.0,0.0,0.0
vals_elem_var762eb1,0.0,0.0,0.0
vals_elem_var763eb1,0.0,0.0,0.0
vals_elem_var764eb1,0.0,0.0,0.0
vals_elem_var765eb1,0.0,0.0,0.0
vals_elem_var766eb1,0.0,0.0,0.0
vals_elem_var767eb1,0.0,0.0,0.0
vals_elem_var768eb1,0.0,0.0,0.0
vals_elem_var769eb1,0.0,0.0,0.0
vals_elem_var770eb1,0.0,0.0,0.0
vals_elem_var771eb1,0.0,0.0,0.0
vals_elem_var772eb1,0.0,0.0,0.0
vals_elem_var773eb1,0.0,0.0,0.0
vals_elem_var774eb1,0.0,0.0,0.0
vals_elem_var775eb1,0.0,0.0,0.0
vals_elem_var776eb1,0.0,0.0,0.0
vals_elem_var777eb1,0.0,0.0,0.0
vals_elem_var778eb1,0.0,0.0,0.0
vals_elem_var779eb1,0.0,0.0,0.0
vals_elem_var780eb1,0.0,0.0,0.0
vals_elem_var781eb1,0.0,0.0,0.0
vals_elem_var782eb1,0.0,0.0,0.0
vals_elem_var783eb1,0.0,0.0,0.0
vals_elem_var784eb1,0.0,8.0,0.0
vals_elem_var1eb2,2.9103830456733704e-11,274545.54442172614,1.0600729477520733e-16
vals_elem_var2eb2,3.637978807091713e-12,5176.183287130518,7.028303684950214e-16
vals_elem_var3eb2,2.2204784499990637e-07,386.8190126531837,5.740354991262833e-10
vals_elem_var4eb2,2.2395397536456585e-08,24258.49743477976,9.231980503601998e-13
vals_elem_var5eb2,1.360911028314149e-08,1118.8988944570206,1.2162949083746947e-11
vals_elem_var6eb2,1.05355866253376e-08,2673.0016360207487,3.941481547696225e-12
vals_elem_var7eb2,1.1100200936198235e-07,291700.89114589704,3.8053366558439347e-13
vals_elem_var8eb2,9.094947017729282e-13,4713.99310645555,1.9293509371649824e-16
vals_elem_var9eb2,2.842170943040401e-14,95.3665953492737,2.9802583731034353e-16
vals_elem_var10eb2,1.6982085071504116e-08,22524.16250066615,7.539496783066573e-13
vals_elem_var11eb2,7.166704563132953e-09,348.88643047816026,2.0541654639049015e-11
vals_elem_var12eb2,8.070060175668914e-10,433.8092939612812,1.860278303855148e-12
vals_elem_var13eb2,5.820766091346741e-11,268771.32347257255,2.1656946195529434e-16
vals_elem_var14eb2,1.1101474228780717e-07,6246.413011501229,1.7772558760267834e-11
vals_elem_var15eb2,2.220477242076413e-07,57.084233499326636,3.889825799452322e-09
vals_elem_var16eb2,1.0000803740695119e-08,29401.81419140195,3.4014240330855774e-13
vals_elem_var17eb2,2.7590274953581684e-08,168.30753140130415,1.6392775013612906e-10
vals_elem_var18eb2,8.746155799599364e-09,1005.9529575947998,8.6943984145254e-12
vals_elem_var19eb2,0.0,255960.68382981388,0.0
vals_elem_var20eb2,1.1101656127721071e-07,5000.439599249431,2.220136031517596e-11
vals_elem_var21eb2,1.1101656127721071e-07,227.3663691780916,4.882716897777157e-10
vals_elem_var22eb2,5.460606189444661e-09,25480.3370526664,2.1430667020447573e-13
vals_elem_var23eb2,1.2960612805201777e-08,83.00352575243241,1.5614532861963357e-10
vals_elem_var24eb2,9.493192010268103e-09,167.91572123700783,5.6535456837116267e-11
vals_elem_var25eb2,1.1103111319243908e-07,274331.2340155798,4.0473376497163065e-13
vals_elem_var26eb2,1.1103475117124617e-07,5453.165747272085,2.0361521420248535e-11
vals_elem_var27eb2,1.1368683772161603e-13,1620.5655271062587,7.015257070451167e-17
vals_elem_var28eb2,1.9550498109310865e-08,24312.72790424678,8.041260604860353e-13
vals_elem_var29eb2,2.785486685752403e-08,613.0214541501874,4.543864928208486e-11
vals_elem_var30eb2,1.8010723579209298e-08,1349.0742889533744,1.3350431274753743e-11
vals_elem_var31eb2,1.1106021702289581e-07,292167.38861576194,3.801253026529748e-13
vals_elem_var32eb2,9.094947017729282e-13,4828.837699237927,1.8834650456702283e-16
vals_elem_var33eb2,0.0,894.9324380745278,0.0
vals_elem_var34eb2,2.0438164938241243e-08,22589.843329596635,9.047501852951624e-13
vals_elem_var35eb2,1.2629755019588629e-08,363.22091226743476,3.4771552498853664e-11
vals_elem_var36eb2,1.0598569133435376e-08,736.8898711280095,1.4382840026300532e-11
vals_elem_var37eb2,0.0,268763.1092801943,0.0
vals_elem_var38eb2,1.2732925824820995e-11,6640.164450861076,1.917561819296483e-15
vals_elem_var39eb2,2.220330088675837e-07,570.6381289647189,3.89095992008819e-10
vals_elem_var40eb2,2.2886524675413966e-08,29133.617602529986,7.855709849581634e-13
vals_elem_var41eb2,6.364973614836344e-08,195.86860808873934,3.2496139513855424e-10
vals_elem_var42eb2,1.541491201351164e-08,626.9565019588593,2.458689233678792e-11
vals_elem_var43eb2,0.0,256088.50232457893,0.0
vals_elem_var44eb2,3.410605131648481e-12,5146.569497909373,6.626948558712611e-16
vals_elem_var45eb2,2.842170943040401e-14,255.1539965076333,1.1139041449250327e-16
vals_elem_var46eb2,3.036984708160162e-08,25340.06032764383,1.1984915066863801e-12
vals_elem_var47eb2,5.972594863123959e-09,340.0670276841883,1.7562993106966422e-11
vals_elem_var48eb2,1.3277116295284941e-08,323.7104399473214,4.101540962795508e-11
vals_elem_var49eb2,0.0,0.0,0.0
vals_elem_var50eb2,0.0,0.0,0.0
vals_elem_var51eb2,0.0,0.0,0.0
vals_elem_var52eb2,0.0,0.0,0.0
vals_elem_var53eb2,0.0,0.0,0.0
vals_elem_var54eb2,0.0,0.0,0.0
vals_elem_var55eb2,0.0,0.0,0.0
vals_elem_var56eb2,0.0,0.0,0.0
vals_elem_var57eb2,0.0,0.0,0.0
vals_elem_var58eb2,0.0,0.0,0.0
vals_elem_var59eb2,0.0,0.0,0.0
vals_elem_var60eb2,0.0,0.0,0.0
vals_elem_var61eb2,0.0,0.0,0.0
vals_elem_var62eb2,0.0,0.0,0.0
vals_elem_var63eb2,0.0,0.0,0.0
vals_elem_var64eb2,0.0,0.0,0.0
vals_elem_var65eb2,0.0,0.0,0.0
vals_elem_var66eb2,0.0,0.0,0.0
vals_elem_var67eb2,0.0,0.0,0.0
vals_elem_var68eb2,0.0,0.0,0.0
vals_elem_var69eb2,0.0,0.0,0.0
vals_elem_var70eb2,0.0,0.0,0.0
vals_elem_var71eb2,0.0,0.0,0.0
vals_elem_var72eb2,0.0,0.0,0.0
vals_elem_var73eb2,0.0,0.0,0.0
vals_elem_var74eb2,0.0,0.0,0.0
vals_elem_var75eb2,0.0,0.0,0.0
vals_elem_var76eb2,0.0,0.0,0.0
vals_elem_var77eb2,0.0,0.0,0.0
vals_elem_var78eb2,0.0,0.0,0.0
vals_elem_var79eb2,0.0,0.0,0.0
vals_elem_var80eb2,0.0,0.0,0.0
vals_elem_var81eb2,0.0,0.0,0.0
vals_elem_var82eb2,0.0,0.0,0.0
vals_elem_var83eb2,0.0,0.0,0.0
vals_elem_var84eb2,0.0,0.0,0.0
vals_elem_var85eb2,0.0,0.0,0.0
vals_elem_var86eb2,0.0,0.0,0.0
vals_elem_var87eb2,0.0,0.0,0.0
vals_elem_var88eb2,0.0,0.0,0.0
vals_elem_var89eb2,0.0,0.0,0.0
vals_elem_var90eb2,0.0,0.0,0.0
vals_elem_var91eb2,0.0,0.0,0.0
vals_elem_var92eb2,0.0,0.0,0.0
vals_elem_var93eb2,0.0,0.0,0.0
vals_elem_var94eb2,0.0,0.0,0.0
vals_elem_var95eb2,0.0,0.0,0.0
vals_elem_var96eb2,0.0,0.0,0.0
vals_elem_var97eb2,0.0,0.0,0.0
vals_elem_var98eb2,0.0,0.0,0.0
vals_elem_var99eb2,0.0,0.0,0.0
vals_elem_var100eb2,0.0,0.0,0.0
vals_elem_var101eb2,0.0,0.0,0.0
vals_elem_var102eb2,0.0,0.0,0.0
vals_elem_var103eb2,0.0,0.0,0.0
vals_elem_var104eb2,0.0,0.0,0.0
vals_elem_var105eb2,0.0,0.0,0.0
vals_elem_var106eb2,0.0,0.0,0.0
vals_elem_var107eb2,0.0,0.0,0.0
vals_elem_var108eb2,0.0,0.0,0.0
vals_elem_var109eb2,0.0,0.0,0.0
vals_elem_var110eb2,0.0,0.0,0.0
vals_elem_var111eb2,0.0,0.0,0.0
vals_elem_var112eb2,0.0,0.0,0.0
vals_elem_var113eb2,0.0,0.0,0.0
vals_elem_var114eb2,0.0,0.0,0.0
vals_elem_var115eb2,0.0,0.0,0.0
vals_elem_var116eb2,0.0,0.0,0.0
vals_elem_var117eb2,0.0,0.0,0.0
vals_elem_var118eb2,0.0,0.0,0.0
vals_elem_var119eb2,0.0,0.0,0.0
vals_elem_var120eb2,0.0,0.0,0.0
vals_elem_var121eb2,0.0,0.0,0.0
vals_elem_var122eb2,0.0,0.0,0.0
vals_elem_var123eb2,0.0,0.0,0.0
vals_elem_var124eb2,0.0,0.0,0.0
vals_elem_var125eb2,0.0,0.0,0.0
vals_elem_var126eb2,0.0,0.0,0.0
vals_elem_var127eb2,0.0,0.0,0.0
vals_elem_var128eb2,0.0,0.0,0.0
vals_elem_var129eb2,0.0,0.0,0.0
vals_elem_var130eb2,0.0,0.0,0.0
vals_elem_var131eb2,0.0,0.0,0.0
vals_elem_var132eb2,0.0,0.0,0.0
vals_elem_var133eb2,0.0,0.0,0.0
vals_elem_var134eb2,0.0,0.0,0.0
vals_elem_var135eb2,0.0,0.0,0.0
vals_elem_var136eb2,0.0,0.0,0.0
vals_elem_var137eb2,0.0,0.0,0.0
vals_elem_var138eb2,0.0,0.0,0.0
vals_elem_var139eb2,0.0,0.0,0.0
vals_elem_var140eb2,0.0,0.0,0.0
vals_elem_var141eb2,0.0,0.0,0.0
vals_elem_var142eb2,0.0,0.0,0.0
vals_elem_var143eb2,0.0,0.0,0.0
vals_elem_var144eb2,0.0,0.0,0.0
vals_elem_var145eb2,0.0,0.0,0.0
vals_elem_var146eb2,0.0,0.0,0.0
vals_elem_var147eb2,0.0,0.0,0.0
vals_elem_var148eb2,0.0,0.0,0.0
vals_elem_var149eb2,0.0,0.0,0.0
vals_elem_var150eb2,0.0,0.0,0.0
vals_elem_var151eb2,0.0,0.0,0.0
vals_elem_var152eb2,0.0,0.0,0.0
vals_elem_var153eb2,0.0,0.0,0.0
vals_elem_var154eb2,0.0,0.0,0.0
vals_elem_var155eb2,0.0,0.0,0.0
vals_elem_var156eb2,0.0,0.0,0.0
vals_elem_var157eb2,0.0,0.0,0.0
vals_elem_var158eb2,0.0,0.0,0.0
vals_elem_var159eb2,0.0,0.0,0.0
vals_elem_var160eb2,0.0,0.0,0.0
vals_elem_var161eb2,0.0,0.0,0.0
vals_elem_var162eb2,0.0,0.0,0.0
vals_elem_var163eb2,0.0,0.0,0.0
vals_elem_var164eb2,0.0,0.0,0.0
vals_elem_var165eb2,0.0,0.0,0.0
vals_elem_var166eb2,0.0,0.0,0.0
vals_elem_var167eb2,0.0,0.0,0.0
vals_elem_var168eb2,0.0,0.0,0.0
vals_elem_var169eb2,0.0,0.0,0.0
vals_elem_var170eb2,0.0,0.0,0.0
vals_elem_var171eb2,0.0,0.0,0.0
vals_elem_var172eb2,0.0,0.0,0.0
vals_elem_var173eb2,0.0,0.0,0.0
vals_elem_var174eb2,0.0,0.0,0.0
vals_elem_var175eb2,0.0,0.0,0.0
vals_elem_var176eb2,0.0,0.0,0.0
vals_elem_var177eb2,0.0,0.0,0.0
vals_elem_var178eb2,0.0,0.0,0.0
vals_elem_var179eb2,0.0,0.0,0.0
vals_elem_var180eb2,0.0,0.0,0.0
vals_elem_var181eb2,0.0,0.0,0.0
vals_elem_var182eb2,0.0,0.0,0.0
vals_elem_var183eb2,0.0,0.0,0.0
vals_elem_var184eb2,0.0,0.0,0.0
vals_elem_var185eb2,0.0,0.0,0.0
vals_elem_var186eb2,0.0,0.0,0.0
vals_elem_var187eb2,0.0,0.0,0.0
vals_elem_var188eb2,0.0,0.0,0.0
vals_elem_var189eb2,0.0,0.0,0.0
vals_elem_var190eb2,0.0,0.0,0.0
vals_elem_var191eb2,0.0,0.0,0.0
vals_elem_var192eb2,0.0,0.0,0.0
vals_elem_var193eb2,0.0,0.0,0.0
vals_elem_var194eb2,0.0,0.0,0.0
vals_elem_var195eb2,0.0,0.0,0.0
vals_elem_var196eb2,0.0,0.0,0.0
vals_elem_var197eb2,0.0,0.0,0.0
vals_elem_var198eb2,0.0,0.0,0.0
vals_elem_var199eb2,0.0,0.0,0.0
vals_elem_var200eb2,0.0,0.0,0.0
vals_elem_var201eb2,0.0,0.0,0.0
vals_elem_var202eb2,0.0,0.0,0.0
vals_elem_var203eb2,0.0,0.0,0.0
vals_elem_var204eb2,0.0,0.0,0.0
vals_elem_var205eb2,0.0,0.0,0.0
vals_elem_var206eb2,0.0,0.0,0.0
vals_elem_var207eb2,0.0,0.0,0.0
vals_elem_var208eb2,0.0,0.0,0.0
vals_elem_var209eb2,0.0,0.0,0.0
vals_elem_var210eb2,0.0,0.0,0.0
vals_elem_var211eb2,0.0,0.0,0.0
vals_elem_var212eb2,0.0,0.0,0.0
vals_elem_var213eb2,0.0,0.0,0.0
vals_elem_var214eb2,0.0,0.0,0.0
vals_elem_var215eb2,0.0,0.0,0.0
vals_elem_var216eb2,0.0,0.0,0.0
vals_elem_var217eb2,0.0,0.00027454554442172613,0.0
vals_elem_var218eb2,8.470329472543003e-22,5.176183287130521e-06,1.6364044707618211e-16
vals_elem_var219eb2,2.220444461063537e-16,3.868190126531867e-07,5.740267123463081e-10
vals_elem_var220eb2,2.23955511254037e-17,2.4258497434779762e-05,9.232043817064644e-13
vals_elem_var221eb2,1.3609119544857233e-17,1.1188988944570202e-06,1.2162957361273891e-11
vals_elem_var222eb2,1.0536242830896242e-17,2.6730016360207486e-06,3.941727041582124e-12
vals_elem_var223eb2,0.0,0.0,0.0
vals_elem_var224eb2,0.0,0.0,0.0
vals_elem_var225eb2,0.0,0.0,0.0
vals_elem_var226eb2,0.0,0.0,0.0
vals_elem_var227eb2,0.0,0.0,0.0
vals_elem_var228eb2,0.0,0.0,0.0
