time_s,element,integration_point,x_m,y_m,z_m,temperature_k,hfl_x_w_m2,hfl_y_w_m2,hfl_z_w_m2,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,e11,e22,e33,e12_engineering,e13_engineering,e23_engineering,ivol_m3
1,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,300,-1.333581993699052,0.0001145209040189776,-0.0005632177885970258,17288706.27299132,317114.7151478042,317114.3337622108,1432982.023775559,1432982.119033228,-462167.7649208435,8.765259371301737e-05,-1.841985352350464e-05,-1.84198559071646e-05,1.791227529719449e-05,1.791227648791535e-05,-5.777097061510544e-06,0.1250000000000001
1,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,300.333283324012,-1.334693145298309,0.0004277539435125013,-0.002103708771570637,2072336.223260981,7925000.804474719,7925000.872975431,-6063559.809733209,-6063559.679201763,-318221.7538505585,-7.453189195154228e-06,2.913303652464507e-05,2.91330369528573e-05,-7.580915146802975e-05,-7.580914983607121e-05,-3.978540971815781e-06,0.125
1,1,3,0.211324865405185,0.7886751345948151,0.2113248654051851,300,-1.333269116770849,0.0001145209040189776,-0.0005632156954735734,7712642.69561304,5736479.420205393,4473813.20608291,12845675.86028126,1461128.275605356,-1093500.663936715,2.780219635440308e-05,1.545117588310529e-05,7.55951204483977e-06,0.0001605709482535158,1.826410344506695e-05,-1.366875829920893e-05,0.1250000000000001
1,1,4,0.7886751345948151,0.7886751345948151,0.211324865405185,300.3331478452344,-1.334379556104274,0.0004277537987541617,-0.002103700241094329,-7632885.235755954,13212310.66218862,12342912.71716093,5346928.382688225,-6155049.488892594,-752920.8400132518,-6.812254447280526e-05,6.218510801221826e-05,5.675032074293512e-05,6.684952148829152e-05,-7.695298751361922e-05,-9.413329349315733e-06,0.125
1,1,5,0.211324865405185,0.211324865405185,0.7886751345948151,300,-1.335120733313595,0.00011452299714243,-0.0005632177885970258,7712642.731110008,4473813.587072595,5736479.003718743,1461128.154084287,12845676.18048871,-1093500.681289288,2.780219657625912e-05,7.559514426025295e-06,1.545117328006372e-05,1.826410192605359e-05,0.0001605709522561088,-1.36687585161161e-05,0.125
1,1,6,0.7886751345948151,0.211324865405185,0.788675134594815,300.3339496187164,-1.336235390963172,0.0004277624741190923,-0.002103712272870019,-7632879.303043551,12342909.11139147,13212306.89784873,-6155046.783007755,5346926.251303294,-752920.4354447051,-6.812254395197859e-05,5.675031971430725e-05,6.218510852001948e-05,-7.695298947387025e-05,6.68495259321223e-05,-9.413328669311137e-06,0.125
1,1,7,0.211324865405185,0.7886751345948151,0.7886751345948151,300,-1.334807850666612,0.00011452299712289,-0.0005632156956068002,-2022958.407302903,9972947.072647497,9972946.656556752,13070371.81940586,13070372.23762965,-1724833.58030516,-3.304531053882157e-05,4.192909871086843e-05,4.192909611030127e-05,0.0001633796477425733,0.0001633796529703707,-2.15604197538145e-05,0.125
1,1,8,0.7886751345948151,0.7886751345948151,0.7886751345948151,300.3338141356497,-1.335921794988934,0.0004277623293535237,-0.002103703742475386,-17497604.44716144,17709970.609484,17709970.78676438,5451948.767413557,5451949.220848555,-1187619.387759416,-0.000129789008986096,9.030094608011365e-05,9.030094718833054e-05,6.816255634264944e-05,6.816256201168448e-05,-1.48481170468111e-05,0.125
1,2,1,1.211324865405185,0.211324865405185,0.211324865405185,300.333283324012,-238.8652768491089,0.000427753943556999,-0.002103708771668366,12816304.62302106,-15396952.40515746,-15396952.05823432,-7163542.391026638,-7163541.875257658,-205384.9021186273,0.0004827981099294618,0.0003064311619179648,0.0003064311640866536,-8.956159206960715e-05,-8.956158562124843e-05,-2.567807631577159e-06,0.1250000000000001
1,2,2,1.788675134594815,0.2113248654051851,0.2113248654051851,360,-274.4663807072461,0.0001316990394804297,-0.0006477004572336704,-9840915.121915694,-4013381.450527768,-4013380.815411465,-8097459.71840159,-8097458.171155448,-39554.41902980944,0.0003400676274759091,0.0003777964021731422,0.0003777964062850292,-0.0001048495815083752,-0.0001048495614739303,-5.121685598086665e-07,0.125
