time,node,pressure,gap,shear,slip,normal_r,normal_z,tangential_r,tangential_z,heat
1.0,13,0.0,9.678208281842238e-07,0.0,0.0,0.0,0.0,0.0,0.0,4927.137781032799
1.0,14,0.0,9.688389057700003e-07,0.0,0.0,0.0,0.0,0.0,0.0,5192.052017491733
1.0,21,0.0,9.694226259108e-07,0.0,0.0,0.0,0.0,0.0,0.0,5170.861754459111
1.0,28,0.0,9.700717185203225e-07,0.0,0.0,0.0,0.0,0.0,0.0,5194.65183574539
1.0,35,0.0,9.59620085509011e-07,0.0,0.0,0.0,0.0,0.0,0.0,4936.911896766105
1.0,71,0.0,9.682478540754338e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,84,0.0,9.69100425055394e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,97,0.0,9.698817098162393e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,110,0.0,9.679496113150846e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,13,0.0,8.846564921666591e-07,0.0,0.0,0.0,0.0,0.0,0.0,16887.832482825615
2.0,14,0.0,8.883117671477925e-07,0.0,0.0,0.0,0.0,0.0,0.0,17754.269573197234
2.0,21,0.0,8.90542681703313e-07,0.0,0.0,0.0,0.0,0.0,0.0,17662.62621963506
2.0,28,0.0,8.929238709421555e-07,0.0,0.0,0.0,0.0,0.0,0.0,17761.210536855288
2.0,35,0.0,8.542188697537034e-07,0.0,0.0,0.0,0.0,0.0,0.0,16918.139611243536
2.0,71,0.0,8.861791069309649e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,84,0.0,8.893105681142058e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,97,0.0,8.922401642588729e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,110,0.0,8.849745658789931e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,13,0.0,7.712664311897155e-07,0.0,0.0,0.0,0.0,0.0,0.0,32118.972003490857
3.0,14,0.0,7.785197706092553e-07,0.0,0.0,0.0,0.0,0.0,0.0,33697.07902315895
3.0,21,0.0,7.832008606959914e-07,0.0,0.0,0.0,0.0,0.0,0.0,33489.22334685086
3.0,28,0.0,7.88021549789561e-07,0.0,0.0,0.0,0.0,0.0,0.0,33706.752934131146
3.0,35,0.0,7.089913518351296e-07,0.0,0.0,0.0,0.0,0.0,0.0,32170.910700688186
3.0,71,0.0,7.742679558418035e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,84,0.0,7.806141298135477e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,97,0.0,7.866627976561845e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,110,0.0,7.716235579996109e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,13,0.0,6.393529854431534e-07,0.0,0.0,0.0,0.0,0.0,0.0,49195.368234177295
4.0,14,0.0,6.507856535626494e-07,0.0,0.0,0.0,0.0,0.0,0.0,51545.77778430394
4.0,21,0.0,6.584504671581018e-07,0.0,0.0,0.0,0.0,0.0,0.0,51193.4269206904
4.0,28,0.0,6.661568443342564e-07,0.0,0.0,0.0,0.0,0.0,0.0,51556.958815626786
4.0,35,0.0,5.390620241843211e-07,0.0,0.0,0.0,0.0,0.0,0.0,49269.01594840274
4.0,71,0.0,6.440615460600804e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,84,0.0,6.542132002665748e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,97,0.0,6.640140048051746e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,110,0.0,6.396019660197607e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,13,0.0,4.958166898673053e-07,0.0,0.0,0.0,0.0,0.0,0.0,67361.49985595148
5.0,14,0.0,5.11790011063426e-07,0.0,0.0,0.0,0.0,0.0,0.0,70519.51978378384
5.0,21,0.0,5.227869755977319e-07,0.0,0.0,0.0,0.0,0.0,0.0,70005.76358400396
5.0,28,0.0,5.33662676326617e-07,0.0,0.0,0.0,0.0,0.0,0.0,70531.5134293869
5.0,35,0.0,3.5352145599885226e-07,0.0,0.0,0.0,0.0,0.0,0.0,67456.8666740015
5.0,71,0.0,5.023727336862446e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,84,0.0,5.167057379375921e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,97,0.0,5.306685531749482e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,110,0.0,4.958423196295067e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,13,0.0,3.4479193127944646e-07,0.0,0.0,0.0,0.0,0.0,0.0,86181.78482624899
6.0,14,0.0,3.655362844148802e-07,0.0,0.0,0.0,0.0,0.0,0.0,90167.9338213853
6.0,21,0.0,3.8009664895654466e-07,0.0,0.0,0.0,0.0,0.0,0.0,89482.76597948279
6.0,28,0.0,3.943262194185809e-07,0.0,0.0,0.0,0.0,0.0,0.0,90180.48192219794
6.0,35,0.0,1.5785125699607772e-07,0.0,0.0,0.0,0.0,0.0,0.0,86299.01653762317
6.0,71,0.0,3.532842625317278e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,84,0.0,3.720428666817779e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,97,0.0,3.904383099172931e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,110,0.0,3.445042572368731e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,13,0.0,1.88755615881421e-07,0.0,0.0,0.0,0.0,0.0,0.0,105397.68301782715
7.0,14,0.0,2.145533810450981e-07,0.0,0.0,0.0,0.0,0.0,0.0,110223.83773697584
7.0,21,0.0,2.3228155485436297e-07,0.0,0.0,0.0,0.0,0.0,0.0,109361.45688815488
7.0,28,0.0,2.484755708617394e-07,0.0,0.0,0.0,0.0,0.0,0.0,110236.9559950148
7.0,35,118649.37909989871,-1.4237925483868147e-09,0.0,2.816885241328779e-07,-1.5360931206862136,5.7099824147860854e-05,0.0,0.0,105537.23815037301
7.0,71,0.0,1.992732108820758e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,84,0.0,2.22716742079993e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,97,0.0,2.4326976983765644e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,110,47459.75163995948,1.962048911054591e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,13,0.0,2.917678739149804e-08,0.0,0.0,0.0,0.0,0.0,0.0,124854.07438189213
8.0,14,0.0,6.059800887817605e-08,0.0,0.0,0.0,0.0,0.0,0.0,130526.78059593744
8.0,21,0.0,7.960462573075663e-08,0.0,0.0,0.0,0.0,0.0,0.0,129483.87295336943
8.0,28,0.0,9.267240869708678e-08,0.0,0.0,0.0,0.0,0.0,0.0,130540.51868075476
8.0,35,641525.6405752513,-7.698307688116671e-09,0.0,5.433248897241461e-07,-8.3059010306596122,0.0017487087232481034,0.0,0.0,125017.10241590445
8.0,71,0.0,4.186998447605799e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,84,0.0,7.044394115599547e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,97,0.0,8.451015293235693e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,110,256610.25623010052,7.409035577260451e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,13,336368.9154276108,-3.514297572600996e-09,0.0,-1.4404330886155609e-13,-3.792711305405708,-1.6711403049140107e-05,0.0,0.0,144457.58403094258
9.0,14,191521.57815172302,-1.9864616506752957e-09,0.0,1.2106086452040684e-07,-4.2875166175170767,-4.7468877242050452e-05,0.0,0.0,150980.46061270905
9.0,21,160189.72179031826,-1.4909465841781813e-09,0.0,2.2682734074195034e-07,-3.2179890127851958,-3.788962287991616e-05,0.0,0.0,149755.20640291506
9.0,28,79418.53398909477,-7.941853400042751e-10,0.0,3.153267549194903e-07,-1.7139692014189385,2.9370102934853592e-05,0.0,0.0,150994.78562447074
9.0,35,1010794.2859897378,-1.177343762069817e-08,0.0,8.727989524643984e-07,-12.703268071019982,0.0043121747096670259,0.0,0.0,144643.76836376687
9.0,71,259977.11940272927,-2.2985543610212277e-09,0.0,6.512869237191353e-08,-9.9224327494942237,-0.00015640536714937658,0.0,0.0,0.0
9.0,84,174682.07956339413,-1.7630541506257943e-09,0.0,1.742605053901724e-07,-7.6106081155994891,-4.9410718041373338e-05,0.0,0.0,0.0
9.0,97,135635.05518399374,-1.7839197312840139e-09,0.0,2.770254645722244e-07,-7.7003637099626232,-0.00019943680096716783,0.0,0.0,0.0
9.0,110,461831.6718669734,-1.28732719419159e-09,0.0,3.2711209811415e-07,-5.5561241928401293,0.0008568400518098253,0.0,0.0,0.0
10.0,13,616296.5624501092,-6.470525602327659e-09,0.0,-1.5280068769437344e-13,-6.9837127074339849,-2.0687639188070823e-05,0.0,0.0,164151.5025789431
10.0,14,523176.7699513405,-5.6002656343570005e-09,0.0,2.4950868936034923e-07,-12.088363630000568,-0.00012780958416334128,0.0,0.0,171526.15837790107
10.0,21,524520.4796610228,-5.5577584796424755e-09,0.0,4.7682950375180983e-07,-11.996506945107983,-0.00016291669653026615,0.0,0.0,170118.00007790042
10.0,28,373676.61261634104,-4.3872727793206484e-09,0.0,6.709986407445165e-07,-9.4689560601556373,0.00017410451217641902,0.0,0.0,171541.73865005758
10.0,35,1052374.589883652,-1.2011243184767251e-08,0.0,1.2731616521610588e-06,-12.960470493428788,0.0051441138733912782,0.0,0.0,164360.3864479246
10.0,71,572783.5639882183,-5.112715684156764e-09,0.0,1.3179221187908046e-07,-22.072393104459977,-0.00044631309103946958,0.0,0.0,0.0
10.0,84,514957.61667741544,-4.290704388254291e-09,0.0,3.6410456879928034e-07,-18.523167469513218,-0.00013394839313981901,0.0,0.0,0.0
10.0,97,477684.4153121183,-4.385501202109089e-09,0.0,5.842690825135952e-07,-18.931513922183246,-0.00058218087230047606,0.0,0.0,0.0
10.0,110,671176.0696169704,-3.7367661261780385e-09,0.0,7.104543143996751e-07,-16.128761003836935,0.002939640708353973,0.0,0.0,0.0
11.0,13,700761.7811938876,-7.453268219630515e-09,0.0,-1.546252859948871e-13,-8.0450649503506373,-1.4934933675068151e-05,0.0,0.0,183901.00021788385
11.0,14,721862.6845312947,-7.855816826461275e-09,0.0,3.857425490588272e-07,-16.958360217009666,-0.00017450416621328686,0.0,0.0,192128.05749093604
