stage,time_s,node,temperature_k,ux_m,uy_m,uz_m,reaction_heat_flux_w,rfx_n,rfy_n,rfz_n
1,0.001,1,600,-4.281990025484369e-36,-2.617110218206338e-36,-4.737392176750865e-36,2.574113432560068e-15,-56743510.93558004,-18829105.40949594,-4.75240898984292e-07
1,0.001,2,600,0.0012,-2.617110218778353e-36,-4.737392177446041e-36,-3.110146187223461e-15,56743510.93558004,-18829105.40949593,-4.704405735423055e-07
1,0.001,3,600,0.0012,2.617110215986703e-36,-4.737392175803894e-36,-1.920841807251578e-16,56743510.93558004,18829105.40949593,-4.784387504261613e-07
1,0.001,4,600,-4.28199002620144e-36,2.617110216402714e-36,-4.737392176230852e-36,4.792240972694822e-15,-56743510.93558004,18829105.40949594,-4.756855817618017e-07
1,0.001,5,600,-4.281990026256178e-36,-2.617110216405451e-36,-0.000594343933550221,-5.464717591135676e-15,-56743510.93558004,-18829105.40949593,0
1,0.001,6,600,0.0012,-2.617110215986703e-36,-0.0005943439335502208,5.792457599653456e-15,56743510.93558004,-18829105.40949594,0
1,0.001,7,600,0.0012,2.617110218778353e-36,-0.0005943439335502208,-1.078421192973907e-14,56743510.93558004,18829105.40949594,0
1,0.001,8,600,-4.281990025971539e-36,2.617110218206338e-36,-0.0005943439335502206,6.39234788391502e-15,-56743510.93558004,18829105.40949593,0
2,0.002,1,600,-5.815171068619845e-35,-4.082010304488801e-35,-6.151034103658554e-35,4.354465937975963e-15,-57573420.81667821,-22278982.46361851,-8.342001979046488e-06
2,0.002,2,600,0.00165,-4.082010304640152e-35,-6.151034103824411e-35,1.366238772030644e-14,57573420.81667821,-22278982.4636185,-8.347895651185963e-06
2,0.002,3,600,0.00165,4.082010304431052e-35,-6.151034103616406e-35,3.368919362647565e-16,57573420.81667823,22278982.4636185,-8.343358728060508e-06
2,0.002,4,600,-5.815171068783512e-35,4.082010304595267e-35,-6.151034103816748e-35,-8.180300066119451e-16,-57573420.81667823,22278982.46361851,-8.3411603767303e-06
2,0.002,5,600,-5.815171068738627e-35,-4.08201030459554e-35,-0.001008960248898255,-1.318537103670346e-14,-57573420.81667823,-22278982.4636185,0
2,0.002,6,600,0.00165,-4.082010304431052e-35,-0.001008960248898255,-5.039782535347912e-15,57573420.81667823,-22278982.46361851,0
2,0.002,7,600,0.00165,4.082010304635773e-35,-0.001008960248898255,-8.987224692566421e-15,57573420.81667823,22278982.46361851,0
2,0.002,8,600,-5.815171068589739e-35,4.082010304488801e-35,-0.001008960248898254,9.676662676682587e-15,-57573420.81667823,22278982.4636185,0
3,0.003,1,600,-5.748067132560282e-35,-4.094215359665733e-35,-5.98223618404203e-35,-5.620448046265116e-15,-58102670.52948225,-24647193.56889672,-7.735927478325279e-06
3,0.003,2,600,0.0021,-4.094215359764535e-35,-5.982236184181613e-35,1.110048033800795e-14,58102670.52948225,-24647193.56889672,-7.738777520724848e-06
3,0.003,3,600,0.0021,4.094215359406547e-35,-5.98223618396047e-35,6.785633790697803e-15,58102670.52948226,24647193.56889673,-7.740905309351998e-06
3,0.003,4,600,-5.748067132649505e-35,4.094215359437201e-35,-5.982236183963755e-35,8.138026756186841e-16,-58102670.52948226,24647193.56889672,-7.737658212131914e-06
3,0.003,5,600,-5.748067132749129e-35,-4.094215359437474e-35,-0.001434232519002399,9.058172253795436e-16,-58102670.52948228,-24647193.56889672,0
3,0.003,6,600,0.0021,-4.094215359406547e-35,-0.001434232519002399,-6.594154297961854e-15,58102670.52948228,-24647193.56889672,0
3,0.003,7,600,0.0021,4.094215359766725e-35,-0.001434232519002399,-1.166612269424161e-14,58102670.52948228,24647193.56889672,0
3,0.003,8,600,-5.748067132718475e-35,4.094215359667922e-35,-0.001434232519002398,4.274991008764605e-15,-58102670.52948228,24647193.56889672,0
4,0.004,1,600,-5.504324306715917e-35,-3.962734473694414e-35,-5.673013559366943e-35,-5.285952301158457e-15,-58490200.68600709,-26278270.78057624,-6.933080466986275e-06
4,0.004,2,600,0.00255,-3.962734473773511e-35,-5.673013559445218e-35,-8.034387451373229e-15,58490200.68600709,-26278270.78057624,-6.940049350105538e-06
4,0.004,3,600,0.00255,3.962734473509673e-35,-5.673013559241592e-35,5.748470375199546e-15,58490200.68600706,26278270.78057624,-6.939706886563635e-06
4,0.004,4,600,-5.504324306818278e-35,3.962734473619149e-35,-5.673013559380627e-35,-1.290736309498156e-16,-58490200.68600706,26278270.78057624,-6.934287264200722e-06
4,0.004,5,600,-5.504324306733981e-35,-3.962734473612854e-35,-0.001866130808167843,-3.174468985003388e-15,-58490200.68600707,-26278270.78057624,0
4,0.004,6,600,0.00255,-3.962734473509673e-35,-0.001866130808167843,1.628650055213446e-14,58490200.68600707,-26278270.78057624,0
4,0.004,7,600,0.00255,3.962734473773511e-35,-0.001866130808167842,-1.416680615644603e-14,58490200.68600706,26278270.78057624,0
4,0.004,8,600,-5.504324306659537e-35,3.962734473698793e-35,-0.001866130808167842,8.755717597596905e-15,-58490200.68600706,26278270.78057624,0
5,0.005,1,600,-5.250210458347294e-35,-3.80818632679004e-35,-5.379709226115522e-35,-9.213334141426897e-16,-58812388.22144222,-27414289.43907135,-6.261021537023671e-06
5,0.005,2,600,0.003,-3.808186326753091e-35,-5.379709226075563e-35,3.211457178207457e-15,58812388.22144222,-27414289.43907134,-6.265373614454576e-06
5,0.005,3,600,0.003,3.808186327038825e-35,-5.379709226257294e-35,9.570656303390924e-15,58812388.22144222,27414289.43907134,-6.263527430725722e-06
5,0.005,4,600,-5.250210458270113e-35,3.808186326986276e-35,-5.379709226190513e-35,-2.332936275743347e-15,-58812388.22144222,27414289.43907135,-6.260123340194599e-06
5,0.005,5,600,-5.250210458325946e-35,-3.80818632698655e-35,-0.002302107305177806,-1.879247790471484e-15,-58812388.2214422,-27414289.43907134,0
5,0.005,6,600,0.003,-3.808186327038825e-35,-0.002302107305177806,-6.191866311444164e-16,58812388.2214422,-27414289.43907135,0
5,0.005,7,600,0.003,3.808186326755281e-35,-0.002302107305177805,-1.163678494371132e-14,58812388.22144218,27414289.43907135,0
5,0.005,8,600,-5.250210458343462e-35,3.808186326792229e-35,-0.002302107305177804,4.607375573614873e-15,-58812388.22144218,27414289.43907135,0
6,0.006,1,600,-1.945477946800436e-36,-1.431768308842629e-36,-1.979340579747179e-36,-1.175360369270807e-14,-65887109.06333663,-38855453.86215834,-1.765609874668129e-08
6,0.006,2,600,0.003,0.0008,-1.979340579062951e-36,-1.430562758418353e-14,39522167.30203559,-12485295.15588383,-1.946650127485175e-08
6,0.006,3,600,0.003,0.0008,-1.97934057853199e-36,8.348211740808733e-15,65887109.06333663,38855453.86215834,-1.721562937784185e-08
6,0.006,4,600,-1.442990379757276e-36,9.280810264825555e-37,-1.979340578001029e-36,-7.977272235436664e-15,-39522167.30203558,12485295.15588383,-1.334051643664462e-08
6,0.006,5,600,-1.945477946110734e-36,-1.431768305933292e-36,-0.002364753458223345,1.366821772696195e-14,-65887109.06333663,-38855453.86215835,0
6,0.006,6,600,0.003,0.0008,-0.002364753458223345,1.218805459288405e-14,39522167.30203559,-12485295.15588383,0
6,0.006,7,600,0.003,0.0008,-0.002364753458223344,4.426369163426146e-16,65887109.06333663,38855453.86215834,0
6,0.006,8,600,-1.442990380137706e-36,9.280810293891551e-37,-0.002364753458223344,-6.106174646690658e-16,-39522167.30203559,12485295.15588383,0
7,0.007,1,600,-1.148875125151457e-35,-9.84834181227616e-36,-1.326699419216724e-35,5.322004788447152e-16,-62713614.18371917,-42918106.19027101,-4.02561466459522e-07
