case,stage,time_s,node,temperature_k,ux_m,uy_m,uz_m,reaction_heat_flux_w,rfx_n,rfy_n,rfz_n
refined,2,20000000,41,337.4979442303856,-6.765251968299042e-05,-3.285264610718046e-05,2.174233962134112e-19,0,0,0,0
refined,2,20000000,42,337.4979442303855,0.0005487431330869379,0.001797185563688341,-5.119044928565141e-18,0,0,0,0
refined,2,20000000,43,337.4979442303856,0.001065156593038247,0.005705685290667382,-1.663261369690153e-17,0,0,0,0
refined,2,20000000,44,337.4979442303855,0.00165557193466381,0.01161590764314666,-3.278031069870244e-17,0,0,0,0
refined,2,20000000,45,337.4979442303857,0.00218085574719831,0.01954473087627321,-5.113234383570054e-17,0,0,0,0
refined,2,20000000,46,300,-0.0001958466823928624,-4.767354835076549e-05,3.464683691323296e-19,-562.4691634557838,0,0,0
refined,2,20000000,47,300,0.0002654888613219155,0.00181873805962633,-4.350497417378329e-18,-1124.938326911567,0,0,0
refined,2,20000000,48,300,0.0005789452318084123,0.005711797470636008,-1.496115975961331e-17,-1124.938326911568,0,0,0
refined,2,20000000,49,300,0.0009501017130104449,0.01163065546540273,-3.131383740651546e-17,-1124.938326911567,0,0,0
refined,2,20000000,50,300,0.001333461408085152,0.01955138724418235,-4.961177719901141e-17,-562.4691634557845,0,0,0
refined,2,20000000,51,600,1.458858988275809e-41,3.147316350873539e-42,-7.986525435111254e-43,281.277356488899,-22162.55643841192,3890394.732032895,-1684626.968137958
refined,2,20000000,52,600,0.001464266846420738,0.00147882258064118,0.0009920503700961566,562.5547129777979,0,0,0
refined,2,20000000,53,600,0.002525233083934634,0.005621964333575418,0.0004396414907269113,562.5547129777976,0,0,0
refined,2,20000000,54,600,0.00371810688883606,0.01137347928509879,0.0007798824900058458,562.5547129777979,0,0,0
refined,2,20000000,55,600,0.004950565070023774,0.01942653897952323,0.0005199656442586504,281.2773564888989,0,0,0
refined,2,20000000,56,487.4946824044404,8.697850752329974e-31,-1.763169425422135e-30,1.97437098634004e-31,0,667630.8789619489,-2133285.749105976,-2452139.913459648
refined,2,20000000,57,487.4946824044404,0.001160399484403197,0.001901399123451161,0.0006718948027239183,0,0,0,0
refined,2,20000000,58,487.4946824044405,0.00203510712960112,0.005794992772580439,0.0002873170384394367,0,0,0,0
refined,2,20000000,59,487.4946824044404,0.00302935763088509,0.0117029880370523,0.0005283026861358769,0,0,0,0
refined,2,20000000,60,487.4946824044405,0.004042286253898235,0.01963807682376244,0.0003450995017247223,0,0,0,0
refined,2,20000000,61,374.9963963080533,1.39050476226272e-30,-1.131351354917551e-31,-1.050904971010255e-30,0,19146.66217330401,-1946493.03521038,-452862.1848018232
refined,2,20000000,62,374.9963963080533,0.000844097117244178,0.002072257347691434,0.0002632505010114074,0,0,0,0
refined,2,20000000,63,374.9963963080534,0.001552540692622414,0.005857550533794612,9.697632715876831e-05,0,0,0,0
refined,2,20000000,64,374.9963963080532,0.002348652644810482,0.01183707365397912,0.0002077660613648188,0,0,0,0
refined,2,20000000,65,374.9963963080534,0.003078167480063221,0.01971689882076067,0.0001232462100316468,0,0,0,0
refined,2,20000000,66,337.4979442303856,-8.381076805238458e-05,-1.368760882208507e-05,-2.456181106406861e-05,0,0,0,0
refined,2,20000000,67,337.4979442303856,0.0005470675324323473,0.002030325473649923,4.498715011896157e-05,0,0,0,0
refined,2,20000000,68,337.4979442303857,0.001068925097764699,0.005815955261919954,-3.721623685159574e-06,0,0,0,0
refined,2,20000000,69,337.4979442303855,0.001652122063390832,0.01180361955322238,3.099759841089133e-05,0,0,0,0
refined,2,20000000,70,337.4979442303857,0.002186677391231283,0.01967460478354839,4.489757553049446e-06,0,0,0,0
refined,2,20000000,71,300,-0.0002187920647085945,-2.673521119963809e-05,-3.817123037256134e-05,-281.234581727892,0,0,0
refined,2,20000000,72,300,0.0002651576562831338,0.0020077175620371,-7.118797843623544e-05,-562.4691634557842,0,0,0
refined,2,20000000,73,300,0.0005826473091905821,0.005800046216980307,-5.379877296273962e-05,-562.4691634557846,0,0,0
refined,2,20000000,74,300,0.0009462656884615934,0.01178369803313449,-6.381040603434987e-05,-562.4691634557839,0,0,0
refined,2,20000000,75,300,0.0013403986487722,0.01965641137691541,-5.628939839682053e-05,-281.2345817278924,0,0,0
distorted,2,20000000,1,600,-5.41587056396327e-34,-1.048029207192814e-32,-4.119989110332506e-33,280.3316025521395,-47169.47940499481,4099486.777305486,1734908.607980008
distorted,2,20000000,2,600,0.001474183215129861,0.001551851507736757,-0.001067137259387438,557.7198303529958,0,0,0
distorted,2,20000000,3,600,0.00252352609766626,0.00558923487633094,-0.0004170080322970012,555.8129036144202,0,0,0
distorted,2,20000000,4,600,0.003691215701253512,0.0112327988459305,-0.0008334582859637187,557.8074270258358,0,0,0
distorted,2,20000000,5,600,0.004905154113698797,0.01895108873145085,-0.0005267291938313131,280.3594665051536,0,0,0
distorted,2,20000000,6,487.5135262403896,9.202914259435758e-31,-1.752978330258742e-30,-1.207990644561639e-31,0,768924.8665650558,-2240863.420490798,2300208.128016111
distorted,2,20000000,7,488.1660709906242,0.001131801834212771,0.001882968119477112,-0.000706887719425331,0,0,0,0
distorted,2,20000000,8,488.4535908565396,0.001999680638113416,0.005498067365462176,-0.0002263239561716397,0,0,0,0
distorted,2,20000000,9,488.1849719903129,0.002987308960032539,0.01129203786832736,-0.0004644470800470566,0,0,0,0
distorted,2,20000000,10,487.5123359196825,0.00404010806355532,0.01914247290967153,-0.0002367848216375085,0,0,0,0
distorted,2,20000000,11,374.9931378518224,1.543224721152661e-30,-2.56896663932858e-32,1.022988619252935e-30,0,-32051.02340025268,-2075908.491863648,467307.0644689243
distorted,2,20000000,12,375.0193902122656,0.000818852133695591,0.002011048322942959,-0.0002571070600741856,0,0,0,0
distorted,2,20000000,13,375.0527383854286,0.001530450179454216,0.005462603823361108,9.442453383914476e-06,0,0,0,0
distorted,2,20000000,14,375.0256568269382,0.002336703789772308,0.01130541317306396,-3.877828368002886e-05,0,0,0,0
distorted,2,20000000,15,374.9920796584286,0.003121311809842305,0.01922210645337684,0.0001075065653452373,0,0,0,0
distorted,2,20000000,16,337.492630389374,-8.095488881552235e-05,-1.531018960332561e-05,1.938709002662635e-05,0,0,0,0
distorted,2,20000000,17,337.2778911368154,0.0005469265125129213,0.002005949732153633,2.889913641156066e-06,0,0,0,0
distorted,2,20000000,18,337.1894244089587,0.001091955300683135,0.005535548379917812,0.0001638113828848079,0,0,0,0
distorted,2,20000000,19,337.275353305904,0.001692516416906528,0.01138481713708863,0.0002407271012245665,0,0,0,0
distorted,2,20000000,20,337.4923876622754,0.002271238712048767,0.01918883596794405,0.0003536867115914856,0,0,0,0
distorted,2,20000000,21,300,-0.0002207180134030637,-3.950194625194556e-05,2.669662150920275e-05,-280.3052527223338,0,0,0
distorted,2,20000000,22,300,0.0002916359527596647,0.002083489854766367,0.0001622482906792957,-557.7240476522766,0,0,0
distorted,2,20000000,23,300,0.0006512069321470617,0.005789854030462039,0.0002742640517777729,-555.8850399198313,0,0,0
distorted,2,20000000,24,300,0.001038152750760369,0.01164778044523066,0.0004460509144573426,-557.8233047376661,0,0,0
distorted,2,20000000,25,300,0.00146385668340124,0.01918335543009123,0.0005401475648852497,-280.3349408756199,0,0,0
distorted,2,20000000,26,600,2.005397236009063e-31,-3.644410642333716e-30,-1.553979187942663e-30,560.319923609879,-594136.4470401857,7662038.417731268,-5976.75395786413
distorted,2,20000000,27,600,0.001476548388459816,0.001061538467681793,-6.480302177505162e-05,1113.689158691751,0,0,0
distorted,2,20000000,28,600,0.00247727076997451,0.005282806574728764,2.970352690330329e-05,1109.095898101632,0,0,0
distorted,2,20000000,29,600,0.003685198033805772,0.01064904729797014,-4.822554524369707e-05,1113.693122504331,0,0,0
distorted,2,20000000,30,600,0.004858631873804029,0.01841564526751957,-1.27967603631928e-05,560.3206099820657,0,0,0
distorted,2,20000000,31,487.5185523290731,9.888223319016753e-31,-7.365658969694932e-32,-2.015025998287664e-30,0,-64609.14765670919,-3955189.312775282,-135678.019233727
distorted,2,20000000,32,482.4549829641472,0.001164735469648892,0.001494013720261274,-3.773409506770035e-05,0,0,0,0
distorted,2,20000000,33,480.4070188581967,0.001967040414070269,0.005472687181567818,7.293899305163762e-05,0,0,0,0
distorted,2,20000000,34,482.4514039750815,0.002988963284673894,0.01099192446144602,5.492858268174982e-05,0,0,0,0
distorted,2,20000000,35,487.5192283986181,0.003989442314262192,0.01862257363774338,0.0001156710322582673,0,0,0,0
distorted,2,20000000,36,374.9840958090369,1.735972182456419e-30,1.680342415084969e-30,-1.028794844711271e-30,0,-720663.1328227278,-3334384.836163848,247003.0502922726
distorted,2,20000000,37,370.2906289516716,0.0008328819171733344,0.001729927800716587,1.176704360504001e-05,0,0,0,0
distorted,2,20000000,38,368.3912737904157,0.001498642208684332,0.005565897462047823,0.0001301133234746833,0,0,0,0
distorted,2,20000000,39,370.2904037324122,0.002314425792832588,0.01117036429077479,0.0001757323252512618,0,0,0,0
distorted,2,20000000,40,374.9841269442327,0.00308361492062748,0.01874697710111563,0.0002388955503945068,0,0,0,0
distorted,2,20000000,41,337.4821853858537,-6.754990922589884e-05,-2.982369827739152e-05,-8.732322235516533e-06,0,0,0,0
distorted,2,20000000,42,334.7200668895395,0.0005397245457577108,0.001777222724944431,5.091526650481433e-05,0,0,0,0
distorted,2,20000000,43,333.5854019772352,0.001054985644445516,0.00556256278168467,0.0001755483773063771,0,0,0,0
distorted,2,20000000,44,334.7188698953709,0.001664595235821474,0.01119834978765721,0.0002847954177636316,0,0,0,0
distorted,2,20000000,45,337.4824031111165,0.002238342367525508,0.01875917585420694,0.0003612734522300231,0,0,0,0
distorted,2,20000000,46,300,-0.0001967048691718049,-4.384740572571877e-05,-1.320566441813598e-05,-560.2350340042804,0,0,0
distorted,2,20000000,47,300,0.0002781654926935059,0.001796831880128133,8.422209176712602e-05,-1113.363781583204,0,0,0
distorted,2,20000000,48,300,0.000628243625699303,0.005569802697691768,0.0002192978112595137,-1108.605599369281,0,0,0
distorted,2,20000000,49,300,0.001034893119482242,0.01121639267838852,0.0003873957561945422,-1113.359248053568,0,0,0
distorted,2,20000000,50,300,0.00143083324652101,0.01876580440183768,0.0004852395085169249,-560.2342424860356,0,0,0
distorted,2,20000000,51,600,5.902936274152351e-34,1.150299735515746e-32,-4.659435113675595e-33,280.3608553546087,9562.300304109029,3511433.782998827,-1608902.734011236
distorted,2,20000000,52,600,0.001424379685086301,0.001358168570601767,0.0009165502896834421,557.8159510780907,0,0,0
distorted,2,20000000,53,600,0.002475292108776909,0.005361486690283647,0.0004846912224531007,555.823854671467,0,0,0
distorted,2,20000000,54,600,0.003642734340731485,0.01068282451075235,0.0007222850342140016,557.7240370710456,0,0,0
distorted,2,20000000,55,600,0.004885395294763097,0.0183258327937544,0.0005214256289294633,280.3322223336921,0,0,0
distorted,2,20000000,56,487.508291157852,8.336121327084688e-31,-1.697338771823426e-30,2.369277704349544e-31,0,559171.5333738311,-1886016.867644313,-2559853.352068627
distorted,2,20000000,57,488.2013806284957,0.001171281882999886,0.001872563847221301,0.0006446938989274833,0,0,0,0
distorted,2,20000000,58,488.4930920871691,0.002057031781246422,0.005804985980278166,0.0003735275414432449,0,0,0,0
distorted,2,20000000,59,488.1856623148975,0.00303700377979677,0.01127440497083653,0.0005915166835269249,0,0,0,0
distorted,2,20000000,60,487.5088395659177,0.004011701267253524,0.01856478651427547,0.0004622068695633184,0,0,0,0
distorted,2,20000000,61,374.9929587100056,1.21904781255906e-30,-1.508507828899464e-31,-1.074412785756152e-30,0,120970.5300818749,-1780596.049097698,-439015.9914858609
distorted,2,20000000,62,375.0200665320704,0.0008665512407693289,0.002099694504355586,0.0002846021403510645,0,0,0,0
distorted,2,20000000,63,375.041454048384,0.00159781634555538,0.005981958255456591,0.0002324021389783032,0,0,0,0
distorted,2,20000000,64,375.0150064453424,0.002394714821905787,0.01153620947211465,0.0003870798853734306,0,0,0,0
distorted,2,20000000,65,374.9937558379443,0.00307767324672333,0.01864675548693162,0.0003581149867001877,0,0,0,0
distorted,2,20000000,66,337.4912722108076,-8.938335183860727e-05,-1.052538881624151e-05,-2.876543811058151e-05,0,0,0,0
distorted,2,20000000,67,337.2792190635897,0.000558928563846785,0.002026791062113316,0.0001016471759705553,0,0,0,0
distorted,2,20000000,68,337.1990067712059,0.00110641933145234,0.005832236785010932,0.0001729895467222468,0,0,0,0
distorted,2,20000000,69,337.2830104774724,0.001713749299504481,0.0113970650445117,0.0003125592523979646,0,0,0,0
distorted,2,20000000,70,337.491255395665,0.002220203523016995,0.01859514203353296,0.0003620149601869522,0,0,0,0
distorted,2,20000000,71,300,-0.0002196768817114288,-8.760404358466691e-06,-4.701971033626681e-05,-280.3316048970866,0,0,0
distorted,2,20000000,72,300,0.0002629414570134567,0.001903398055989465,1.544039427925696e-05,-557.7949404430468,0,0,0
distorted,2,20000000,73,300,0.0006130199848489913,0.005549173744832755,0.0001585098013697812,-555.8351922320953,0,0,0
distorted,2,20000000,74,300,0.001024861576125192,0.01110134294159954,0.0003179338502073687,-557.6998206901143,0,0,0
distorted,2,20000000,75,300,0.001412453880522514,0.01856030452400901,0.0004250856237291701,-280.3026187940586,0,0,0
coarse,3,30000000,1,600,-8.166037264576269e-45,-4.638283804717475e-45,6.275598084002274e-46,1125.000001430442,-2.998604031745344e-09,10980723.7570424,4511073.695668378
coarse,3,30000000,2,600,0.001983014670869952,0.001445799833662716,-0.000828130374916911,2250.000002860884,0,0,0
coarse,3,30000000,3,600,0.003653385334719693,0.006651259678151832,-0.0002230006021559331,1125.000001430441,0,0,0
coarse,3,30000000,4,374.9999997139117,3.645408958178647e-30,-3.096426510193189e-32,5.926616775276333e-30,0,3.259629011154175e-09,-10980723.7570424,2469158.274178851
coarse,3,30000000,5,374.9999997139117,0.001632626402472937,0.002163774208522049,-0.0003227187953217123,0,0,0,0
coarse,3,30000000,6,374.9999997139116,0.00300484062238804,0.006841952813104998,-4.610105724261769e-05,0,0,0,0
coarse,3,30000000,7,300,-9.742989308479068e-05,-8.441597234661689e-05,9.192723881324142e-05,-1124.999995708675,0,0,0
coarse,3,30000000,8,300,0.00128179575156591,0.002170009587637482,-4.023800241311789e-05,-2249.99999141735,0,0,0
coarse,3,30000000,9,300,0.002434507236627038,0.006767877021146848,7.499265416524887e-05,-1124.999995708675,0,0,0
coarse,3,30000000,10,600,-2.860301453861075e-44,-1.918008029138681e-45,1.736575415088202e-45,1125.000001430442,-3.582499630283564e-09,10980723.7570424,-4511073.695668378
coarse,3,30000000,11,600,0.001983014670869952,0.001445799833662711,0.000828130374916903,2250.000002860883,0,0,0
coarse,3,30000000,12,600,0.003653385334719695,0.006651259678151829,0.0002230006021559133,1125.000001430441,0,0,0
coarse,3,30000000,13,374.9999997139116,3.645408958178625e-30,-3.096426510193649e-32,-5.926616775276327e-30,0,1.862645149230957e-09,-10980723.7570424,-2469158.274178852
coarse,3,30000000,14,374.9999997139117,0.001632626402472937,0.002163774208522044,0.0003227187953217082,0,0,0,0
coarse,3,30000000,15,374.9999997139117,0.003004840622388043,0.006841952813104994,4.610105724260124e-05,0,0,0,0
coarse,3,30000000,16,300,-9.74298930847904e-05,-8.441597234661663e-05,-9.192723881324131e-05,-1124.999995708675,0,0,0
coarse,3,30000000,17,300,0.001281795751565911,0.002170009587637477,4.023800241311778e-05,-2249.999991417351,0,0,0
coarse,3,30000000,18,300,0.002434507236627039,0.006767877021146846,-7.499265416526273e-05,-1124.999995708675,0,0,0
refined,3,30000000,1,600,5.416061592786295e-45,1.201760542128174e-45,7.003178093383571e-47,281.2500010640527,-22162.91644093006,3890422.998420413,1684639.63255474
refined,3,30000000,2,600,0.001464293503335556,0.001478835406233825,-0.0009920623302754185,562.5000021281053,0,0,0
refined,3,30000000,3,600,0.002525280601166304,0.005622032321567698,-0.0004396465255962815,562.5000021281052,0,0,0
refined,3,30000000,4,600,0.003718177096737679,0.01137362084320773,-0.0007798919256464584,562.5000021281054,0,0,0
refined,3,30000000,5,600,0.004950658010802298,0.01942678676959752,-0.0005199716482722219,281.2500010640525,0,0,0
refined,3,30000000,6,487.4999995743789,8.697807593302049e-31,-1.763252724917115e-30,-1.974830102985394e-31,0,667642.9085433159,-2133226.141705221,2452188.37050423
refined,3,30000000,7,487.499999574379,0.001160422627688725,0.001901416389536943,-0.0006719070595509991,0,0,0,0
refined,3,30000000,8,487.4999995743789,0.002035148168230238,0.005795062441167531,-0.0002873224527600213,0,0,0,0
refined,3,30000000,9,487.4999995743789,0.003029418791397735,0.01170313306512229,-0.0005283122697200436,0,0,0,0
refined,3,30000000,10,487.499999574379,0.004042367810367387,0.01963832674242405,-0.0003451059828431253,0,0,0,0
refined,3,30000000,11,374.9999996472425,1.390528959941761e-30,-1.131312020766533e-31,1.050922408473494e-30,0,19148.83344100928,-1946582.385718319,452902.4456355534
refined,3,30000000,12,374.9999996472426,0.0008441164159456796,0.002072284006249445,-0.0002632587304027395,0,0,0,0
refined,3,30000000,13,374.9999996472427,0.001552575453724757,0.00585762473355028,-9.697999675194991e-05,0,0,0,0
refined,3,30000000,14,374.9999996472425,0.002348704889760308,0.01183722586067503,-0.0002077724823612727,0,0,0,0
refined,3,30000000,15,374.9999996472426,0.003078236600636471,0.01971715416183962,-0.0001232506245583042,0,0,0,0
refined,3,30000000,16,337.4999997888266,-8.381143456268828e-05,-1.368719684690415e-05,2.456185016903668e-05,0,0,0,0
refined,3,30000000,17,337.4999997888266,0.00054708296375414,0.002030352984801398,-4.499002149595778e-05,0,0,0,0
refined,3,30000000,18,337.4999997888267,0.001068953684686324,0.005816029816005608,3.720509405805463e-06,0,0,0,0
refined,3,30000000,19,337.4999997888266,0.001652165277024569,0.01180377252168778,-3.099984484754668e-05,0,0,0,0
refined,3,30000000,20,337.4999997888267,0.002186734381719608,0.01967486056060774,-4.491152243278781e-06,0,0,0,0
refined,3,30000000,21,300,-0.0002187942821431944,-2.67349381420004e-05,3.817165272011533e-05,-281.2499984162002,0,0,0
refined,3,30000000,22,300,0.0002651694831242238,0.002007744916804067,7.118826666348622e-05,-562.4999968324003,0,0,0
refined,3,30000000,23,300,0.0005826696851131953,0.005800120597016205,5.379925289342238e-05,-562.4999968324004,0,0,0
refined,3,30000000,24,300,0.0009462996826682309,0.01178385085627869,6.381070574340293e-05,-562.4999968324,0,0,0
refined,3,30000000,25,300,0.001340444367975818,0.01965666698235763,5.628985803281495e-05,-281.2499984162003,0,0,0
refined,3,30000000,26,600,3.066400966853054e-31,-3.929494472914384e-30,-1.558171149439038e-30,562.5000021281053,-613280.1933705993,7858988.945828773,4.656612873077393e-10
refined,3,30000000,27,600,0.001490381438369168,0.001078785858174384,-1.79031462110552e-18,1125.00000425621,0,0,0
refined,3,30000000,28,600,0.002503905287303123,0.005425902155114221,-3.661420247880777e-18,1125.00000425621,0,0,0
refined,3,30000000,29,600,0.003736444558462964,0.0110577251564713,-4.907950141329579e-18,1125.000004256211,0,0,0
refined,3,30000000,30,600,0.004914052235702389,0.0192051038357714,-3.489464323128186e-18,562.5000021281052,0,0,0
refined,3,30000000,31,487.4999995743789,9.43862609719417e-31,2.436135917147697e-31,-2.168338974770075e-30,0,-20073.76458172826,-4149803.022312422,-4.656612873077393e-10
refined,3,30000000,32,487.499999574379,0.001187088864450799,0.00149484247974971,-9.20090407842509e-19,0,0,0,0
refined,3,30000000,33,487.499999574379,0.002013681516715212,0.005597939757833821,-1.828089839842947e-18,0,0,0,0
refined,3,30000000,34,487.4999995743789,0.003047184649197142,0.01138300649200713,-2.533196279230716e-18,0,0,0,0
refined,3,30000000,35,487.499999574379,0.004007707691922411,0.01941135030521565,-2.73535632552399e-18,0,0,0,0
refined,3,30000000,36,374.9999996472426,1.70270881486142e-30,1.688930692222733e-30,-9.015679398179585e-31,0,-695903.6931344662,-3330414.865510104,6.984919309616089e-10
refined,3,30000000,37,374.9999996472426,0.0008552985401119813,0.001740535068783623,6.296577427847908e-20,0,0,0,0
refined,3,30000000,38,374.9999996472426,0.001543310691940384,0.005701351147400072,-1.202458079184272e-19,0,0,0,0
refined,3,30000000,39,374.9999996472426,0.002356184012726835,0.01157587096782745,-4.764785017070436e-19,0,0,0,0
refined,3,30000000,40,374.9999996472426,0.003064830230460252,0.01953388491488873,-2.105425709455174e-19,0,0,0,0
refined,3,30000000,41,337.4999997888266,-6.765265142739366e-05,-3.285251208862124e-05,7.449688330219404e-20,0,0,0,0
refined,3,30000000,42,337.4999997888267,0.0005487586314005521,0.001797208080494246,9.179230130065351e-19,0,0,0,0
refined,3,30000000,43,337.4999997888267,0.001065185051170719,0.005705757350667869,1.683857665116229e-18,0,0,0,0
refined,3,30000000,44,337.4999997888266,0.00165561527677664,0.01161605666009405,2.226003482155178e-18,0,0,0,0
refined,3,30000000,45,337.4999997888267,0.002180912466044719,0.01954498373489314,1.977021169527507e-18,0,0,0,0
refined,3,30000000,46,300,-0.0001958481820789914,-4.767371973812111e-05,1.327437934664251e-19,-562.4999968324005,0,0,0
refined,3,30000000,47,300,0.0002655007178565454,0.001818760953557848,1.850484080107505e-18,-1124.999993664801,0,0,0
refined,3,30000000,48,300,0.0005789674837859753,0.005711869577926876,3.690223668980011e-18,-1124.999993664801,0,0,0
refined,3,30000000,49,300,0.0009501358340314988,0.01163080473153137,4.068260602761447e-18,-1124.999993664801,0,0,0
refined,3,30000000,50,300,0.001333506871461301,0.01955164018558447,4.328848197200086e-18,-562.4999968324008,0,0,0
refined,3,30000000,51,600,6.493050128144412e-45,1.624378098087952e-45,-6.19635061034804e-46,281.2500010640525,-22162.9164409273,3890422.99842041,-1684639.632554738
refined,3,30000000,52,600,0.001464293503335556,0.00147883540623382,0.000992062330275415,562.5000021281051,0,0,0
refined,3,30000000,53,600,0.002525280601166304,0.005622032321567691,0.0004396465255962746,562.5000021281048,0,0,0
refined,3,30000000,54,600,0.003718177096737678,0.01137362084320771,0.0007798919256464481,562.5000021281053,0,0,0
refined,3,30000000,55,600,0.004950658010802297,0.01942678676959751,0.0005199716482722173,281.2500010640526,0,0,0
refined,3,30000000,56,487.499999574379,8.697807593302058e-31,-1.763252724917117e-30,1.974830102985385e-31,0,667642.9085433149,-2133226.141705215,-2452188.37050423
refined,3,30000000,57,487.499999574379,0.001160422627688724,0.001901416389536938,0.0006719070595509975,0,0,0,0
refined,3,30000000,58,487.499999574379,0.002035148168230238,0.005795062441167522,0.0002873224527600176,0,0,0,0
refined,3,30000000,59,487.499999574379,0.003029418791397735,0.01170313306512227,0.0005283122697200386,0,0,0,0
refined,3,30000000,60,487.499999574379,0.004042367810367386,0.01963832674242404,0.0003451059828431197,0,0,0,0
refined,3,30000000,61,374.9999996472426,1.390528959941759e-30,-1.131312020766569e-31,-1.050922408473493e-30,0,19148.83344101161,-1946582.385718317,-452902.4456355574
refined,3,30000000,62,374.9999996472426,0.0008441164159456793,0.00207228400624944,0.0002632587304027397,0,0,0,0
refined,3,30000000,63,374.9999996472426,0.001552575453724757,0.005857624733550272,9.697999675194949e-05,0,0,0,0
refined,3,30000000,64,374.9999996472426,0.002348704889760308,0.01183722586067502,0.0002077724823612727,0,0,0,0
refined,3,30000000,65,374.9999996472428,0.00307823660063647,0.0197171541618396,0.0001232506245583018,0,0,0,0
refined,3,30000000,66,337.4999997888268,-8.381143456268822e-05,-1.368719684690411e-05,-2.45618501690363e-05,0,0,0,0
refined,3,30000000,67,337.4999997888267,0.0005470829637541399,0.002030352984801393,4.499002149595945e-05,0,0,0,0
refined,3,30000000,68,337.4999997888267,0.001068953684686324,0.0058160298160056,-3.720509405801533e-06,0,0,0,0
refined,3,30000000,69,337.4999997888266,0.001652165277024569,0.01180377252168777,3.099984484755082e-05,0,0,0,0
refined,3,30000000,70,337.4999997888268,0.002186734381719608,0.01967486056060772,4.491152243283076e-06,0,0,0,0
refined,3,30000000,71,300,-0.000218794282143194,-2.673493814200032e-05,-3.817165272011488e-05,-281.2499984162005,0,0,0
refined,3,30000000,72,300,0.0002651694831242238,0.002007744916804062,-7.118826666348263e-05,-562.4999968324007,0,0,0
refined,3,30000000,73,300,0.0005826696851131955,0.005800120597016197,-5.379925289341531e-05,-562.4999968324005,0,0,0
refined,3,30000000,74,300,0.0009462996826682316,0.01178385085627868,-6.381070574339366e-05,-562.4999968324004,0,0,0
refined,3,30000000,75,300,0.001340444367975818,0.01965666698235762,-5.628985803280442e-05,-281.2499984162006,0,0,0
distorted,3,30000000,1,600,6.418026086318887e-38,1.282735001271531e-36,5.031199658037168e-37,280.3043313114625,-47170.01439620528,4099519.869057839,1734922.897528393
distorted,3,30000000,2,600,0.001474210463080139,0.001551865125924083,-0.001067149721349669,557.6652305066106,0,0,0
distorted,3,30000000,3,600,0.002523574219931526,0.005589302461876647,-0.0004170101023762524,555.7581232198708,0,0,0
distorted,3,30000000,4,600,0.003691286157547012,0.01123293892244226,-0.0008334646990798358,557.7524963904909,0,0,0
distorted,3,30000000,5,600,0.004905247139773108,0.01895133097990441,-0.0005267300567747149,280.3319555941189,0,0,0
distorted,3,30000000,6,487.5188189560723,9.210983681437933e-31,-1.763183753754167e-30,-1.177122389342671e-31,0,768938.1679121633,-2240809.683192288,2300253.413316414
distorted,3,30000000,7,488.1714607327218,0.001131824760211822,0.001882985105506091,-0.0007069000478781589,0,0,0,0
distorted,3,30000000,8,488.4590261000075,0.001999721461143065,0.005498133134417722,-0.0002263260059631574,0,0,0,0
distorted,3,30000000,9,488.1903866278719,0.002987369845641674,0.01129217798953359,-0.0004644520111793818,0,0,0,0
distorted,3,30000000,10,487.5176668798247,0.004040190265484136,0.01914271696921726,-0.0002367845103251956,0,0,0,0
distorted,3,30000000,11,374.9967369535137,1.54340825448198e-30,-2.399669612829121e-32,1.022538180535642e-30,0,-32049.48536841036,-2075997.115314569,467346.0725364649
distorted,3,30000000,12,375.0230268342056,0.0008188711293815083,0.002011074230913633,-0.0002571149054429954,0,0,0,0
distorted,3,30000000,13,375.0564012173404,0.001530484775853523,0.005462672944336624,9.442649928495986e-06,0,0,0,0
distorted,3,30000000,14,375.0293061521339,0.002336756013336229,0.01130555893570759,-3.877853010575457e-05,0,0,0,0
distorted,3,30000000,15,374.9957006783041,0.003121382162848965,0.01922235602054962,0.000107510767451235,0,0,0,0
distorted,3,30000000,16,337.4946894120988,-8.095549527302676e-05,-1.530982547749893e-05,1.938703961112824e-05,0,0,0,0
distorted,3,30000000,17,337.279950689921,0.0005469421037942225,0.002005976951076045,2.88802832485203e-06,0,0,0,0
distorted,3,30000000,18,337.1914925609735,0.001091984451545972,0.005535619333106496,0.0001638149718419806,0,0,0,0
distorted,3,30000000,19,337.2774181121178,0.001692560406027565,0.01138496513679654,0.000240732614011875,0,0,0,0
distorted,3,30000000,20,337.4944574144552,0.00227129747244051,0.01918908610534004,0.0003536958758683314,0,0,0,0
distorted,3,30000000,21,300,-0.0002207202145246894,-3.950183000991934e-05,2.669681431626656e-05,-280.3207148058977,0,0,0
distorted,3,30000000,22,300,0.0002916485869878219,0.002083518149772328,0.000162250198340997,-557.7546903871391,0,0,0
distorted,3,30000000,23,300,0.0006512308102906932,0.005789928291960776,0.0002742701860344072,-555.9156287809167,0,0,0
distorted,3,30000000,24,300,0.001038188452380549,0.01164793206624972,0.0004460606589466673,-557.8539997365958,0,0,0
distorted,3,30000000,25,300,0.001463904668804521,0.01918360552397579,0.0005401604809551237,-280.3504473862711,0,0,0
distorted,3,30000000,26,600,2.009694475474778e-31,-3.635544502377956e-30,-1.558260942422298e-30,560.2650023780234,-594147.9241054413,7662094.577670384,-5976.687254265882
distorted,3,30000000,27,600,0.001476575436507206,0.00106154983489737,-6.480337048602791e-05,1113.578217335399,0,0,0
