step,node,temperature_k,ux_m,uy_m,uz_m,rfl_w,rf_x_n,rf_y_n,rf_z_n
D04_MINUS,4,385,-4e-05,0.00011,2e-05,-94.99966666666701,144494294.4444444,-147672072.2222223,147031331.4814815
D04_MINUS,5,469.999,3e-05,-5e-05,0.00014,41.66533333333405,145094294.4444445,145927627.7777778,-146635035.1851852
D04_MINUS,6,430,0.0001,4e-05,0.0001,24.9999999999993,-147360961.1111112,149327627.7777778,-147509109.2592593
D04_MINUS,7,515,0.00023,0.00016,0.00018,145.0003333333337,-141894294.4444444,-145660961.1111111,-145423924.0740741
D04_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.3333333333331,144760961.1111111,-148794294.4444445,-147831331.4814816
D05_PLUS,1,360,-2.99999999992906e-34,-2.999999999929058e-34,-2.999999999929059e-34,-135.0003333333335,145450150,147139038.8888889,146835335.1851852
D05_PLUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666649,-146583483.3333333,147405705.5555556,146509409.2592593
D05_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.6663333333336,-143961261.1111111,-147672372.2222222,147024224.0740741
D05_PLUS,4,385,-4e-05,0.00011,2e-05,-95.00033333333366,144494594.4444444,-147672372.2222222,147031631.4814815
D05_PLUS,5,470,3e-05,-5e-05,0.00014,41.66666666666733,145094594.4444445,145927927.7777778,-146635335.1851852
D05_PLUS,6,430.001,0.0001,4e-05,0.0001,25.00133333333258,-147361261.1111112,149327927.7777778,-147509409.2592593
D05_PLUS,7,515,0.00023,0.00016,0.00018,145.0000000000004,-141894594.4444444,-145661261.1111111,-145424224.074074
D05_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33299999999982,144761261.1111111,-148794594.4444445,-147831631.4814815
D05_MINUS,1,360,2.999999999929059e-34,2.999999999929058e-34,2.999999999929059e-34,-134.9996666666669,145449850,147138738.8888889,146835035.1851852
D05_MINUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666648,-146583183.3333333,147405405.5555555,146509109.2592593
D05_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66700000000025,-143960961.1111111,-147672072.2222222,147023924.0740741
D05_MINUS,4,385,-4e-05,0.00011,2e-05,-94.99966666666701,144494294.4444444,-147672072.2222223,147031331.4814815
D05_MINUS,5,470,3e-05,-5e-05,0.00014,41.66666666666734,145094294.4444445,145927627.7777778,-146635035.1851852
D05_MINUS,6,429.999,0.0001,4e-05,0.0001,24.99866666666597,-147360961.1111112,149327627.7777778,-147509109.2592593
D05_MINUS,7,515,0.00023,0.00016,0.00018,145.0000000000003,-141894294.4444444,-145660961.1111111,-145423924.0740741
D05_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.3336666666665,144760961.1111111,-148794294.4444445,-147831331.4814816
D06_PLUS,1,360,-2.999999999929059e-34,-2.999999999929058e-34,-2.999999999929059e-34,-135.0003333333335,145450150,147139038.8888889,146835335.1851852
D06_PLUS,2,410,0.00012,-2e-05,3e-05,-61.6669999999998,-146583483.3333333,147405705.5555556,146509409.2592593
D06_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666691,-143961261.1111111,-147672372.2222222,147024224.0740741
D06_PLUS,4,385,-4e-05,0.00011,2e-05,-95.00033333333364,144494594.4444444,-147672372.2222222,147031631.4814815
D06_PLUS,5,470,3e-05,-5e-05,0.00014,41.66633333333402,145094594.4444445,145927927.7777778,-146635335.1851852
D06_PLUS,6,430,0.0001,4e-05,0.0001,24.9999999999993,-147361261.1111112,149327927.7777778,-147509409.2592593
D06_PLUS,7,515.001,0.00023,0.00016,0.00018,145.0013333333336,-141894594.4444444,-145661261.1111111,-145424224.074074
D06_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333317,144761261.1111111,-148794594.4444445,-147831631.4814815
D06_MINUS,1,360,2.999999999929059e-34,2.999999999929058e-34,2.999999999929059e-34,-134.9996666666669,145449850,147138738.8888889,146835035.1851852
D06_MINUS,2,410,0.00012,-2e-05,3e-05,-61.66633333333313,-146583183.3333333,147405405.5555555,146509109.2592593
D06_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666692,-143960961.1111111,-147672072.2222222,147023924.0740741
D06_MINUS,4,385,-4e-05,0.00011,2e-05,-94.99966666666697,144494294.4444444,-147672072.2222223,147031331.4814815
D06_MINUS,5,470,3e-05,-5e-05,0.00014,41.66700000000066,145094294.4444445,145927627.7777778,-146635035.1851852
D06_MINUS,6,430,0.0001,4e-05,0.0001,24.99999999999931,-147360961.1111112,149327627.7777778,-147509109.2592593
D06_MINUS,7,514.999,0.00023,0.00016,0.00018,144.998666666667,-141894294.4444444,-145660961.1111111,-145423924.0740741
D06_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333312,144760961.1111111,-148794294.4444445,-147831331.4814816
D07_PLUS,1,360,-2.999999999929059e-34,-2.999999999929058e-34,-2.999999999929059e-34,-135.0003333333335,145450150,147139038.8888889,146835335.1851852
D07_PLUS,2,410,0.00012,-2e-05,3e-05,-61.6669999999998,-146583483.3333333,147405705.5555556,146509409.2592593
D07_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66633333333357,-143961261.1111111,-147672372.2222222,147024224.0740741
D07_PLUS,4,385,-4e-05,0.00011,2e-05,-95.00000000000028,144494594.4444444,-147672372.2222222,147031631.4814815
D07_PLUS,5,470,3e-05,-5e-05,0.00014,41.66666666666734,145094594.4444445,145927927.7777778,-146635335.1851852
D07_PLUS,6,430,0.0001,4e-05,0.0001,24.99966666666596,-147361261.1111112,149327927.7777778,-147509409.2592593
D07_PLUS,7,515,0.00023,0.00016,0.00018,145.0000000000003,-141894594.4444444,-145661261.1111111,-145424224.074074
D07_PLUS,8,455.001,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33466666666645,144761261.1111111,-148794594.4444445,-147831631.4814815
D07_MINUS,1,360,2.999999999929059e-34,2.999999999929059e-34,2.999999999929059e-34,-134.9996666666669,145449850,147138738.8888889,146835035.1851852
D07_MINUS,2,410,0.00012,-2e-05,3e-05,-61.66633333333314,-146583183.3333333,147405405.5555555,146509109.2592593
D07_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66700000000025,-143960961.1111111,-147672072.2222222,147023924.0740741
D07_MINUS,4,385,-4e-05,0.00011,2e-05,-95.00000000000031,144494294.4444444,-147672072.2222223,147031331.4814815
D07_MINUS,5,470,3e-05,-5e-05,0.00014,41.66666666666733,145094294.4444445,145927627.7777778,-146635035.1851852
D07_MINUS,6,430,0.0001,4e-05,0.0001,25.00033333333263,-147360961.1111112,149327627.7777778,-147509109.2592593
D07_MINUS,7,515,0.00023,0.00016,0.00018,145.0000000000003,-141894294.4444444,-145660961.1111111,-145423924.0740741
D07_MINUS,8,454.999,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33199999999985,144760961.1111111,-148794294.4444445,-147831331.4814816
D08_PLUS,1,360,9.999999999999998e-08,-1.205555555552009e-33,-1.205555555552009e-33,-135.0000000000002,145453796.2962964,147139944.4444445,146836240.7407408
D08_PLUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666646,-146584462.962963,147405277.7777778,146508981.4814815
D08_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666689,-143962759.2592593,-147673277.7777778,147024351.8518519
D08_PLUS,4,385,-4e-05,0.00011,2e-05,-95.00000000000031,144495425.9259259,-147671944.4444445,147032425.925926
D08_PLUS,5,470,3e-05,-5e-05,0.00014,41.66666666666734,145095425.925926,145928722.2222222,-146634907.4074074
D08_PLUS,6,430,0.0001,4e-05,0.0001,24.99999999999929,-147362759.2592593,149328055.5555556,-147510314.8148148
D08_PLUS,7,515,0.00023,0.00016,0.00018,145.0000000000003,-141896018.5185185,-145662055.5555556,-145425018.5185185
D08_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333314,144761351.8518518,-148794722.2222222,-147831759.2592593
D08_MINUS,1,360,-9.999999999999998e-08,2.111111111111113e-33,2.111111111111113e-33,-135.0000000000002,145446203.7037038,147137833.3333334,146834129.6296297
D08_MINUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666646,-146582203.7037037,147405833.3333333,146509537.037037
D08_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666689,-143959462.962963,-147671166.6666667,147023796.2962964
D08_MINUS,4,385,-4e-05,0.00011,2e-05,-95.00000000000031,144493462.962963,-147672500.0000001,147030537.0370371
D08_MINUS,5,470,3e-05,-5e-05,0.00014,41.66666666666734,145093462.962963,145926833.3333333,-146635462.962963
D08_MINUS,6,430,0.0001,4e-05,0.0001,24.99999999999929,-147359462.962963,149327500.0000001,-147508203.7037038
D08_MINUS,7,515,0.00023,0.00016,0.00018,145.0000000000003,-141892870.3703704,-145660166.6666667,-145423129.6296296
D08_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333314,144760870.3703704,-148794166.6666667,-147831203.7037037
D09_PLUS,1,360,0,-1.333333333333345e-33,-1.333333333333345e-33,-135.0000000000002,145448870.3703704,147139166.6666667,146835462.962963
D09_PLUS,2,410,0.0001201,-2e-05,3e-05,-61.66666666666646,-146579537.037037,147404500,146508203.7037037
D09_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666689,-143960129.6296297,-147672500,147023129.6296297
D09_PLUS,4,385,-4e-05,0.00011,2e-05,-95.00000000000031,144492796.2962964,-147671166.6666667,147031203.7037038
D09_PLUS,5,470,3e-05,-5e-05,0.00014,41.66666666666734,145092796.2962964,145927500,-146634129.6296297
D09_PLUS,6,430,0.0001,4e-05,0.0001,24.99999999999929,-147360129.6296297,149326833.3333334,-147509537.0370371
D09_PLUS,7,515,0.00023,0.00016,0.00018,145.0000000000003,-141894203.7037037,-145660833.3333334,-145423796.2962963
D09_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333314,144759537.037037,-148793500,-147830537.037037
D09_MINUS,1,360,-2.259259259259339e-33,5.555555555555769e-34,5.555555555555772e-34,-135.0000000000002,145451129.6296296,147138611.1111112,146834907.4074074
D09_MINUS,2,410,0.0001199,-2e-05,3e-05,-61.66666666666646,-146587129.6296297,147406611.1111111,146510314.8148148
D09_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666689,-143962092.5925926,-147671944.4444445,147025018.5185186
D09_MINUS,4,385,-4e-05,0.00011,2e-05,-95.00000000000031,144496092.5925926,-147673277.7777778,147031759.2592593
D09_MINUS,5,470,3e-05,-5e-05,0.00014,41.66666666666734,145096092.5925927,145928055.5555556,-146636240.7407408
D09_MINUS,6,430,0.0001,4e-05,0.0001,24.99999999999929,-147362092.5925927,149328722.2222223,-147508981.4814815
D09_MINUS,7,515,0.00023,0.00016,0.00018,145.0000000000003,-141894685.1851852,-145661388.8888889,-145424351.8518519
D09_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333314,144762685.1851852,-148795388.8888889,-147832425.925926
D10_PLUS,1,360,2.777777777777857e-33,7.777777777777936e-34,0,-135.0000000000002,145448351.8518519,147137833.3333334,146834907.4074074
D10_PLUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666646,-146582351.8518519,147405833.3333334,146508314.8148148
D10_PLUS,3,445,0.0001701,9.000000000000001e-05,-4e-05,21.66666666666689,-143957314.8148149,-147671166.6666667,147023018.5185186
D10_PLUS,4,385,-4e-05,0.00011,2e-05,-95.00000000000031,144493314.8148149,-147672500.0000001,147031759.2592593
D10_PLUS,5,470,3e-05,-5e-05,0.00014,41.66666666666734,145092870.3703704,145926833.3333334,-146634240.7407408
D10_PLUS,6,430,0.0001,4e-05,0.0001,24.99999999999929,-147360870.3703705,149327500.0000001,-147508981.4814815
D10_PLUS,7,515,0.00023,0.00016,0.00018,145.0000000000003,-141893462.9629629,-145660166.6666666,-145424351.8518519
D10_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333314,144759462.962963,-148794166.6666667,-147830425.925926
D10_MINUS,1,360,-3.296296296296377e-33,-2.111111111111164e-33,-5.555555555555773e-34,-135.0000000000002,145451648.1481482,147139944.4444445,146835462.962963
D10_MINUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666646,-146584314.8148148,147405277.7777778,146510203.7037037
D10_MINUS,3,445,0.0001699,9.000000000000001e-05,-4e-05,21.66666666666689,-143964907.4074075,-147673277.7777778,147025129.6296297
D10_MINUS,4,385,-4e-05,0.00011,2e-05,-95.00000000000031,144495574.0740741,-147671944.4444445,147031203.7037037
D10_MINUS,5,470,3e-05,-5e-05,0.00014,41.66666666666734,145096018.5185186,145928722.2222222,-146636129.6296296
D10_MINUS,6,430,0.0001,4e-05,0.0001,24.99999999999929,-147361351.8518519,149328055.5555556,-147509537.0370371
D10_MINUS,7,515,0.00023,0.00016,0.00018,145.0000000000003,-141895425.9259259,-145662055.5555556,-145423796.2962963
D10_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333314,144762759.2592593,-148794722.2222222,-147832537.0370371
D11_PLUS,1,360,6.666666666666922e-34,1.33333333333337e-33,-6.666666666666781e-34,-135.0000000000002,145450981.4814815,147138611.1111112,146836129.6296296
D11_PLUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666646,-146584981.4814815,147406611.1111111,146509537.037037
D11_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666689,-143962240.7407407,-147671944.4444445,147023796.2962963
D11_PLUS,4,385,-3.99e-05,0.00011,2e-05,-95.00000000000031,144498240.7407407,-147673277.7777778,147032537.0370371
D11_PLUS,5,470,3e-05,-5e-05,0.00014,41.66666666666734,145094685.1851852,145928055.5555556,-146635462.962963
D11_PLUS,6,430,0.0001,4e-05,0.0001,24.99999999999929,-147362685.1851852,149328722.2222223,-147510203.7037038
D11_PLUS,7,515,0.00023,0.00016,0.00018,145.0000000000003,-141896092.5925926,-145661388.888889,-145425129.6296297
D11_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333314,144762092.5925926,-148795388.8888889,-147831203.7037037
D11_MINUS,1,360,1.962962962962991e-33,-5.555555555555769e-34,1.888888888888934e-33,-135.0000000000002,145449018.5185185,147139166.6666668,146834240.7407407
D11_MINUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666646,-146581685.1851853,147404500,146508981.4814815
D11_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666689,-143959981.4814816,-147672500,147024351.8518519
D11_MINUS,4,385,-4.010000000000001e-05,0.00011,2e-05,-95.00000000000031,144490648.1481482,-147671166.6666667,147030425.925926
D11_MINUS,5,470,3e-05,-5e-05,0.00014,41.66666666666734,145094203.7037038,145927500,-146634907.4074075
D11_MINUS,6,430,0.0001,4e-05,0.0001,24.99999999999929,-147359537.0370371,149326833.3333334,-147508314.8148149
D11_MINUS,7,515,0.00023,0.00016,0.00018,145.0000000000003,-141892796.2962963,-145660833.3333334,-145423018.5185185
D11_MINUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333314,144760129.6296296,-148793500,-147831759.2592593
D12_PLUS,1,360,-1.962962962962958e-33,-6.666666666666462e-34,-6.666666666666878e-34,-135.0000000000002,145450981.4814816,147139833.3333334,146834907.4074074
D12_PLUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666646,-146584981.4814815,147405833.3333333,146510314.8148148
D12_PLUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666689,-143962685.1851852,-147673166.6666667,147025018.5185186
D12_PLUS,4,385,-4e-05,0.00011,2e-05,-95.00000000000031,144494685.1851852,-147672500,147031759.2592593
D12_PLUS,5,470,3.01e-05,-5e-05,0.00014,41.66666666666734,145098240.7407407,145928833.3333333,-146636240.7407407
D12_PLUS,6,430,0.0001,4e-05,0.0001,24.99999999999929,-147362240.7407408,149327500.0000001,-147508981.4814816
D12_PLUS,7,515,0.00023,0.00016,0.00018,145.0000000000003,-141896092.5925926,-145662166.6666667,-145424351.8518519
D12_PLUS,8,455,-8.000000000000001e-05,6.999999999999999e-05,0.00011,58.33333333333314,144762092.5925926,-148794166.6666667,-147832425.9259259
D12_MINUS,1,360,1.962962962962925e-33,1.888888888888869e-33,-5.555555555555584e-34,-135.0000000000002,145449018.5185186,147137944.4444445,146835462.962963
D12_MINUS,2,410,0.00012,-2e-05,3e-05,-61.66666666666646,-146581685.1851853,147405277.7777778,146508203.7037037
D12_MINUS,3,445,0.00017,9.000000000000001e-05,-4e-05,21.66666666666689,-143959537.0370371,-147671277.7777778,147023129.6296297
D12_MINUS,4,385,-4e-05,0.00011,2e-05,-95.00000000000031,144494203.7037037,-147671944.4444445,147031203.7037037
