stage,time_s,element,integration_point,x_m,y_m,z_m,temperature_k,s11_pa,s22_pa,s33_pa,s12_pa,s13_pa,s23_pa,e11,e22,e33,e12_engineering,e13_engineering,e23_engineering,ee11,ee22,ee33,ee12_engineering,ee13_engineering,ee23_engineering,ce11,ce22,ce33,ce12_engineering,ce13_engineering,ce23_engineering,ceeq,ivol_m3
1,0.1,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,600,300000000,7.450580596923828e-09,-2.60770320892334e-08,5.986367764500212e-09,5.222534503189217e-09,4.743384504624072e-09,0.001770000000000001,-0.0005850000000000003,-0.0005850000000000007,8.978549240895584e-20,1.558540622947913e-19,9.825582188149884e-20,0.0015,-0.00045,-0.0004500000000000003,7.782278093850276e-20,6.789294854145981e-20,6.166399856011295e-20,0.0002700000000000006,-0.0001350000000000003,-0.0001350000000000004,1.196271147045308e-20,8.796111375333145e-20,3.659182332138589e-20,0.0002700000000000006,0.1250000000000001
1,0.1,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,600,300000000.0000001,2.60770320892334e-08,2.235174179077148e-08,5.162791114246798e-08,3.57818793907567e-08,4.553929798078441e-09,0.001770000000000001,-0.0005850000000000005,-0.0005850000000000007,8.182338270476541e-19,8.317863542037229e-19,7.538593230563273e-20,0.0015,-0.0004500000000000001,-0.0004500000000000002,6.711628448520839e-19,4.651644320798371e-19,5.920108737501973e-20,0.0002700000000000009,-0.0001350000000000004,-0.0001350000000000005,1.470709821955703e-19,3.666219221238858e-19,1.6184844930613e-20,0.0002700000000000009,0.125
1,0.1,1,3,0.211324865405185,0.7886751345948151,0.2113248654051851,600,300000000,7.450580596923828e-09,1.117587089538574e-08,-1.369687359915118e-08,-4.390537643756014e-09,-5.8340020745799e-09,0.001770000000000001,-0.0005850000000000006,-0.0005850000000000005,-2.371692252312041e-19,-7.115076756936123e-20,-1.321371397716709e-19,0.0015,-0.0004500000000000001,-0.0004500000000000001,-1.780593567889653e-19,-5.707698936882819e-20,-7.584202696953868e-20,0.0002700000000000009,-0.0001350000000000005,-0.0001350000000000004,-5.910986844223878e-20,-1.407377820053304e-20,-5.629511280213217e-20,0.0002700000000000009,0.1250000000000001
1,0.1,1,4,0.7886751345948151,0.7886751345948151,0.211324865405185,600,300000000.0000001,-7.078051567077637e-08,-5.587935447692871e-08,3.385726014965826e-08,1.267441962731757e-08,-6.671010963286824e-09,0.001770000000000001,-0.0005850000000000007,-0.0005850000000000007,5.21772295508649e-19,3.083199928005653e-19,-1.007969207232617e-19,0.0015,-0.0004500000000000003,-0.0004500000000000003,4.401443819455574e-19,1.647674551551284e-19,-8.67231425227287e-20,0.0002700000000000007,-0.0001350000000000003,-0.0001350000000000003,8.162791356309158e-20,1.435525376454369e-19,-1.407377820053303e-20,0.0002700000000000006,0.125
1,0.1,1,5,0.211324865405185,0.211324865405185,0.7886751345948151,600,300000000.0000001,7.82310962677002e-08,9.313225746154785e-08,6.495589938707572e-10,-1.210906272524492e-08,1.550922338451889e-08,0.001770000000000002,-0.0005850000000000007,-0.0005850000000000007,0,-1.151964808265848e-19,3.930232875259954e-19,0.0015,-0.0004499999999999999,-0.0004499999999999999,8.444266920319839e-21,-1.57417815428184e-19,2.016199039987457e-19,0.0002700000000000015,-0.0001350000000000008,-0.0001350000000000008,-8.444266920319839e-21,4.222133460159919e-20,1.914033835272497e-19,0.0002700000000000016,0.125
1,0.1,1,6,0.7886751345948151,0.211324865405185,0.788675134594815,600,299999999.9999999,-3.725290298461914e-08,-2.235174179077148e-08,2.445068360878923e-08,2.192863047826624e-08,1.63472346790806e-08,0.001770000000000002,-0.0005850000000000009,-0.0005850000000000009,2.981555974335137e-19,6.200281173901478e-19,2.744386749103933e-19,0.0015,-0.0004500000000000002,-0.0004500000000000002,3.1785888691426e-19,2.85072196217461e-19,2.125140508280478e-19,0.0002700000000000014,-0.0001350000000000007,-0.0001350000000000007,-1.970328948074628e-20,3.349559211726868e-19,6.192462408234545e-20,0.0002700000000000014,0.125
1,0.1,1,7,0.211324865405185,0.7886751345948151,0.7886751345948151,600,300000000,0,3.352761268615723e-08,-2.554932042558295e-08,-2.03688869682927e-08,1.411387443472225e-09,0.001770000000000002,-0.0005850000000000009,-0.0005850000000000006,-3.659182332138577e-19,-4.336808689942018e-19,1.084202172485504e-19,0.0015,-0.0004500000000000002,-0.00045,-3.321411655325784e-19,-2.647955305878051e-19,1.834803676513892e-20,0.0002700000000000012,-0.0001350000000000007,-0.0001350000000000005,-3.377706768127933e-20,-1.688853384063966e-19,9.007218048341153e-20,0.0002700000000000012,0.125
1,0.1,1,8,0.7886751345948151,0.7886751345948151,0.7886751345948151,600,300000000.0000001,2.235174179077148e-08,6.705522537231445e-08,-7.056937217361093e-10,-5.565357305509903e-09,1.343624807691908e-08,0.001770000000000002,-0.0005850000000000009,-0.0005850000000000007,-5.421010862427522e-20,-9.486769009248164e-20,2.337810934421869e-19,0.0015,-0.0004500000000000002,-0.00045,-9.174018382569434e-21,-7.234964497162874e-20,1.74671224999948e-19,0.0002700000000000014,-0.0001350000000000007,-0.0001350000000000007,-4.503609024170579e-20,-2.251804512085289e-20,5.910986844223884e-20,0.0002700000000000014,0.125
2,0.2,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,600,300000000.0000001,6.705522537231445e-08,7.450580596923828e-09,3.635386759309923e-09,3.160508551848796e-09,2.194466897194206e-09,0.002040000000000003,-0.000720000000000001,-0.0007200000000000015,7.538593230563273e-20,1.431485680859768e-19,7.792703114739563e-20,0.001500000000000001,-0.00045,-0.0004500000000000004,4.726002787102901e-20,4.108661117403436e-20,2.852806966352468e-20,0.000540000000000002,-0.000270000000000001,-0.0002700000000000011,2.812590443460372e-20,1.020619569119424e-19,4.939896148387095e-20,0.000540000000000002,0.1250000000000001
2,0.2,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,600,300000000.0000002,6.705522537231445e-08,6.705522537231445e-08,2.728750759932853e-08,1.056256639418227e-08,6.409837973241753e-09,0.002040000000000003,-0.0007200000000000011,-0.0007200000000000015,6.412039410715054e-19,6.005463596032989e-19,1.118083490375676e-19,0.001500000000000001,-0.0004500000000000001,-0.0004500000000000002,3.547375987912709e-19,1.373133631243696e-19,8.33278936521428e-20,0.0005400000000000023,-0.0002700000000000011,-0.0002700000000000011,2.864663422802345e-19,4.632329964789294e-19,2.848045538542485e-20,0.0005400000000000023,0.125
2,0.2,1,3,0.211324865405185,0.7886751345948151,0.2113248654051851,600,300000000.0000001,-1.490116119384766e-08,-1.490116119384766e-08,-3.554623690675026e-09,-7.909290626459948e-09,-1.817485187669749e-08,0.002040000000000003,-0.0007200000000000012,-0.0007200000000000012,-1.423015351387225e-19,-1.287490079826537e-19,-3.083199928005653e-19,0.0015,-0.0004500000000000002,-0.0004500000000000003,-4.621010797877533e-20,-1.028207781439793e-19,-2.362730743970674e-19,0.0005400000000000021,-0.000270000000000001,-0.000270000000000001,-9.609142715994712e-20,-2.592822983867434e-20,-7.204691840349797e-20,0.0005400000000000021,0.1250000000000001
2,0.2,1,4,0.7886751345948151,0.7886751345948151,0.211324865405185,600,300000000.0000001,3.725290298461914e-09,3.352761268615723e-08,2.187348273462714e-08,-2.201489906828807e-08,-5.67643158502923e-09,0.002040000000000002,-0.0007200000000000013,-0.0007200000000000012,4.573977915173222e-19,-1.084202172485504e-19,-1.058791184067875e-19,0.0015,-0.0004500000000000002,-0.0004500000000000001,2.843552755501528e-19,-2.86193687887745e-19,-7.379361060537999e-20,0.0005400000000000022,-0.0002700000000000011,-0.0002700000000000011,1.730425159671694e-19,1.777734706391945e-19,-3.208550780140755e-20,0.0005400000000000022,0.125
2,0.2,1,5,0.211324865405185,0.211324865405185,0.7886751345948151,600,300000000.0000001,4.842877388000488e-08,3.352761268615723e-08,-2.352230157101571e-09,3.176547045524637e-09,1.541558325605776e-08,0.002040000000000003,-0.0007200000000000013,-0.0007200000000000015,-3.726944967918921e-20,5.082197683525802e-20,4.336808689942018e-19,0.001500000000000001,-0.0004500000000000001,-0.0004500000000000002,-3.057899204232043e-20,4.129511159182026e-20,2.004025823287509e-19,0.0005400000000000024,-0.0002700000000000013,-0.0002700000000000013,-6.69045763686879e-21,9.526865243437775e-21,2.332782866654509e-19,0.0005400000000000025,0.125
2,0.2,1,6,0.7886751345948151,0.211324865405185,0.788675134594815,600,299999999.9999999,-2.235174179077148e-08,-2.235174179077148e-08,-8.514466173408601e-09,1.294358873175765e-08,2.754706902919179e-08,0.002040000000000003,-0.0007200000000000015,-0.0007200000000000016,-6.437450399132683e-20,5.624298769768554e-19,4.641740550953566e-19,0.0015,-0.0004500000000000002,-0.0004500000000000002,-1.106880602543118e-19,1.682666535128495e-19,3.581118973794933e-19,0.0005400000000000027,-0.0002700000000000014,-0.0002700000000000015,4.631355626298496e-20,3.94163223464006e-19,1.060621577158633e-19,0.0005400000000000027,0.125
2,0.2,1,7,0.211324865405185,0.7886751345948151,0.7886751345948151,600,300000000,-7.450580596923828e-09,3.725290298461914e-08,-6.690395950354585e-09,-1.543396583727025e-09,-6.179261494209058e-09,0.002040000000000003,-0.0007200000000000015,-0.0007200000000000011,-1.897353801849633e-19,-2.439454888092385e-19,1.355252715606881e-20,0.0015,-0.0004500000000000002,-0.00045,-8.697514735460962e-20,-2.00641555884513e-20,-8.033039942471775e-20,0.0005400000000000025,-0.0002700000000000014,-0.0002700000000000013,-1.027602328303536e-19,-2.238813332207872e-19,9.388292658078655e-20,0.0005400000000000025,0.125
2,0.2,1,8,0.7886751345948151,0.7886751345948151,0.7886751345948151,600,300000000.0000001,6.332993507385254e-08,1.266598701477051e-07,-1.098414745342846e-08,-1.900450464859348e-08,2.107066359638111e-08,0.002040000000000003,-0.0007200000000000015,-0.0007200000000000011,-1.897353801849633e-19,-2.846030702774449e-19,3.693063650028749e-19,0.0015,-0.00045,-0.0004499999999999998,-1.4279391689457e-19,-2.470585604317152e-19,2.739186267529544e-19,0.0005400000000000027,-0.0002700000000000015,-0.0002700000000000014,-4.694146329039329e-20,-3.75445098457297e-20,9.538773824992054e-20,0.0005400000000000027,0.125
3,0.3,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,600,300000000.0000001,6.705522537231445e-08,1.490116119384766e-08,7.571604294092444e-09,8.563638629130191e-09,-1.128187741391455e-09,0.002310000000000004,-0.0008550000000000016,-0.000855000000000002,1.363723045079424e-19,2.219226321806267e-19,4.065758146820642e-20,0.0015,-0.0004499999999999999,-0.0004500000000000002,9.843085582320179e-20,1.113273021786925e-19,-1.466644063808892e-20,0.0008100000000000033,-0.0004050000000000017,-0.0004050000000000019,3.794144868474057e-20,1.105953300019342e-19,5.532402210629533e-20,0.0008100000000000033,0.1250000000000001
3,0.3,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,600,300000000.0000001,7.82310962677002e-08,6.332993507385254e-08,5.237391379823947e-08,4.049089821972671e-08,9.574354191148976e-09,0.002310000000000004,-0.0008550000000000018,-0.000855000000000002,1.041003492175535e-18,1.018133602599669e-18,1.702536223981144e-19,0.0015,-0.00045,-0.00045,6.808608793771133e-19,5.263816768564473e-19,1.244666044849367e-19,0.0008100000000000039,-0.0004050000000000019,-0.0004050000000000019,3.60142612798422e-19,4.917519257432217e-19,4.578701791317767e-20,0.0008100000000000039,0.125
3,0.3,1,3,0.211324865405185,0.7886751345948151,0.2113248654051851,600,300000000.0000001,1.862645149230957e-08,3.725290298461914e-09,-1.193824897150421e-08,-1.486723403770038e-08,-2.352196822658353e-08,0.002310000000000004,-0.0008550000000000019,-0.0008550000000000019,-2.608861477543245e-19,-2.405573570202213e-19,-4.269046054161674e-19,0.0015,-0.0004500000000000001,-0.0004500000000000002,-1.551972366295548e-19,-1.93274042490105e-19,-3.057855869455859e-19,0.0008100000000000036,-0.0004050000000000018,-0.0004050000000000018,-1.056889111247697e-19,-4.728331453011631e-20,-1.211190184705815e-19,0.0008100000000000036,0.1250000000000001
3,0.3,1,4,0.7886751345948151,0.7886751345948151,0.211324865405185,600,300000000,-2.60770320892334e-08,-2.235174179077148e-08,3.401056205105847e-08,-4.324450057815921e-08,8.012544657463437e-09,0.002310000000000004,-0.0008550000000000021,-0.0008550000000000019,6.742382260144231e-19,-4.438452643612534e-19,5.675120746603812e-20,0.0015,-0.0004500000000000003,-0.0004500000000000001,4.421373066637601e-19,-5.621785075160698e-19,1.041630805470247e-19,0.0008100000000000034,-0.0004050000000000019,-0.0004050000000000018,2.321009193506629e-19,1.183332431548165e-19,-4.741187308098654e-20,0.0008100000000000035,0.125
3,0.3,1,5,0.211324865405185,0.211324865405185,0.7886751345948151,600,300000000.0000001,6.332993507385254e-08,6.332993507385254e-08,-8.118702581119921e-09,-8.94525631744861e-11,4.916370572685618e-09,0.002310000000000005,-0.0008550000000000021,-0.000855000000000002,-1.18584612615602e-19,1.694065894508601e-20,3.388131789017201e-19,0.0015,-0.0004500000000000001,-0.0004500000000000001,-1.05543133554559e-19,-1.162883321268316e-21,6.391281744491305e-20,0.0008100000000000039,-0.000405000000000002,-0.000405000000000002,-1.304147906104307e-20,1.810354226635434e-20,2.74900361456807e-19,0.0008100000000000041,0.125
3,0.3,1,6,0.7886751345948151,0.211324865405185,0.788675134594815,600,299999999.9999999,-2.235174179077148e-08,-2.235174179077148e-08,-3.385113135722287e-08,3.345097639689496e-08,2.912326931485821e-08,0.002310000000000004,-0.0008550000000000021,-0.0008550000000000022,-4.167402100491158e-19,8.639736061993863e-19,5.590417451878382e-19,0.0015,-0.0004500000000000002,-0.0004500000000000002,-4.400647076438974e-19,4.348626931596345e-19,3.786025010931567e-19,0.0008100000000000041,-0.000405000000000002,-0.0004050000000000021,2.332449759478164e-20,4.291109130397518e-19,1.804392440946815e-19,0.0008100000000000041,0.125
3,0.3,1,7,0.211324865405185,0.7886751345948151,0.7886751345948151,600,300000000,-4.470348358154297e-08,1.490116119384766e-08,-1.051336262069201e-08,-1.26903679637804e-08,-1.949090565963973e-08,0.002310000000000004,-0.0008550000000000021,-0.0008550000000000017,-2.574980159653073e-19,-3.930232875259954e-19,-1.761828530288945e-19,0.0015,-0.0004500000000000003,-0.00045,-1.366737140689962e-19,-1.649747835291452e-19,-2.533817735753165e-19,0.0008100000000000036,-0.0004050000000000019,-0.0004050000000000018,-1.208243018963111e-19,-2.280485039968502e-19,7.719892054642202e-20,0.0008100000000000036,0.125
3,0.3,1,8,0.7886751345948151,0.7886751345948151,0.7886751345948151,600,300000000,2.980232238769531e-08,4.470348358154297e-08,-3.476537674400255e-08,-4.424747371157224e-08,3.519886092791896e-08,0.002310000000000004,-0.000855000000000002,-0.0008550000000000018,-5.285485590866834e-19,-6.640738306473715e-19,6.098637220230962e-19,0.0015,-0.0004500000000000001,-0.0004499999999999999,-4.519498976720331e-19,-5.752171582504391e-19,4.575851920629464e-19,0.0008100000000000039,-0.000405000000000002,-0.0004050000000000019,-7.659866141465027e-20,-8.885667239693232e-20,1.522785299601498e-19,0.0008100000000000039,0.125
4,0.4,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,600,300000000.0000001,8.195638656616211e-08,4.842877388000488e-08,5.34747651973916e-09,4.504563440472334e-09,6.698813075208642e-10,0.002580000000000005,-0.0009900000000000024,-0.0009900000000000028,1.279019750353994e-19,1.922764790267262e-19,6.098637220230962e-20,0.001500000000000001,-0.00045,-0.0004500000000000003,6.951719475660908e-20,5.855932472614035e-20,8.708456997771236e-21,0.001080000000000005,-0.0005400000000000023,-0.0005400000000000027,5.838478027879027e-20,1.337171543005858e-19,5.227791520453839e-20,0.001080000000000005,0.1250000000000001
4,0.4,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,600,300000000.0000001,5.960464477539062e-08,1.490116119384766e-08,2.637997448914372e-08,1.663918793568581e-08,5.044735632762818e-09,0.002580000000000005,-0.0009900000000000024,-0.0009900000000000028,8.444918484125374e-19,8.173867941003998e-19,1.372193374551967e-19,0.001500000000000001,-0.0004500000000000001,-0.0004500000000000002,3.429396683588684e-19,2.163094431639155e-19,6.558156322591664e-20,0.001080000000000005,-0.0005400000000000025,-0.0005400000000000025,5.015521800536692e-19,6.010773509364844e-19,7.163777422928002e-20,0.001080000000000005,0.125
4,0.4,1,3,0.211324865405185,0.7886751345948151,0.2113248654051851,600,300000000.0000001,7.450580596923828e-09,1.862645149230957e-08,3.57250961879745e-09,-8.65191762462364e-09,-1.65516321862825e-08,0.002580000000000005,-0.0009900000000000026,-0.0009900000000000026,-9.147955830346444e-20,-1.998997755520149e-19,-3.997995511040298e-19,0.0015,-0.0004500000000000001,-0.0004500000000000002,4.644262504436683e-20,-1.124749291201073e-19,-2.151712184216725e-19,0.001080000000000005,-0.0005400000000000025,-0.0005400000000000025,-1.379221833478313e-19,-8.742484643190754e-20,-1.846283326823573e-19,0.001080000000000005,0.1250000000000001
4,0.4,1,4,0.7886751345948151,0.7886751345948151,0.211324865405185,600,300000000.0000001,2.235174179077148e-08,3.725290298461914e-08,2.512245127713703e-08,-2.540168270218881e-08,-8.376941239046044e-09,0.002580000000000005,-0.0009900000000000026,-0.0009900000000000026,6.505213034913027e-19,-3.286487835346685e-19,-1.346782386134338e-19,0.0015,-0.0004500000000000001,-0.0004500000000000001,3.265918666027814e-19,-3.302218751284545e-19,-1.089002361075986e-19,0.001080000000000005,-0.0005400000000000026,-0.0005400000000000025,3.239294368885212e-19,1.573091593786006e-21,-2.577800250583516e-20,0.001080000000000005,0.125
4,0.4,1,5,0.211324865405185,0.211324865405185,0.7886751345948151,600,300000000.0000002,9.685754776000977e-08,6.705522537231445e-08,-7.214387073275899e-09,7.110026127964925e-10,1.810274045117246e-09,0.002580000000000006,-0.0009900000000000028,-0.0009900000000000028,-1.287490079826537e-19,2.710505431213761e-20,3.117081245895825e-19,0.001500000000000001,-0.00045,-0.0004500000000000002,-9.378703195258669e-20,9.243033966354401e-21,2.35335625865242e-20,0.001080000000000005,-0.0005400000000000027,-0.0005400000000000027,-3.496197603006696e-20,1.786202034578322e-20,2.881745620030582e-19,0.001080000000000005,0.125
4,0.4,1,6,0.7886751345948151,0.211324865405185,0.788675134594815,600,299999999.9999999,-2.235174179077148e-08,-2.235174179077148e-08,-2.655988624541369e-08,1.399344084732246e-08,2.515959448116744e-08,0.002580000000000006,-0.0009900000000000028,-0.000990000000000003,-4.133520782600986e-19,7.013432803265607e-19,5.861467994999758e-19,0.0015,-0.0004500000000000002,-0.0004500000000000002,-3.45278521190378e-19,1.81914731015192e-19,3.270747282551768e-19,0.001080000000000005,-0.0005400000000000027,-0.0005400000000000028,-6.807355706972059e-20,5.194285493113687e-19,2.590720712447991e-19,0.001080000000000005,0.125
4,0.4,1,7,0.211324865405185,0.7886751345948151,0.7886751345948151,600,300000000,3.725290298461914e-09,3.725290298461914e-08,-9.372320165322801e-09,2.455348911222131e-09,-1.335779030631934e-08,0.002580000000000005,-0.0009900000000000028,-0.0009900000000000024,-2.710505431213761e-19,-2.303929616531697e-19,-1.490777987167569e-19,0.0015,-0.0004500000000000002,-0.00045,-1.218401621491964e-19,3.191953584588772e-20,-1.736512739821514e-19,0.001080000000000005,-0.0005400000000000027,-0.0005400000000000025,-1.492103809721797e-19,-2.623124974990574e-19,2.457347526539449e-20,0.001080000000000005,0.125
4,0.4,1,8,0.7886751345948151,0.7886751345948151,0.7886751345948151,600,300000000.0000001,3.725290298461914e-09,5.21540641784668e-08,-2.962987959810488e-08,-1.837758036400713e-08,1.954831156223188e-08,0.002580000000000005,-0.0009900000000000028,-0.0009900000000000024,-5.55653613398821e-19,-4.472333961502706e-19,5.014435047745458e-19,0.0015,-0.0004500000000000002,-0.0004500000000000001,-3.851884347753635e-19,-2.389085447320927e-19,2.541280503090144e-19,0.001080000000000005,-0.0005400000000000026,-0.0005400000000000024,-1.704651786234575e-19,-2.083248514181779e-19,2.473154544655313e-19,0.001080000000000005,0.125
5,0.5,1,1,0.2113248654051851,0.211324865405185,0.211324865405185,600,300000000.0000001,6.705522537231445e-08,3.725290298461914e-08,4.49747230325619e-09,8.260259664551894e-09,2.615756290738654e-09,0.002850000000000007,-0.001125000000000003,-0.001125000000000003,1.312901068244166e-19,2.532628512290358e-19,8.809142651444724e-20,0.0015,-0.00045,-0.00045,5.846713994233048e-20,1.073833756391746e-19,3.40048317796025e-20,0.001350000000000006,-0.000675000000000003,-0.0006750000000000035,7.282296688208607e-20,1.458794755898612e-19,5.408659473484473e-20,0.001350000000000006,0.1250000000000001
5,0.5,1,2,0.7886751345948151,0.2113248654051851,0.2113248654051851,600,300000000.0000001,9.313225746154785e-08,3.352761268615723e-08,1.686136111603179e-08,3.559715150715714e-08,5.104641316983082e-09,0.002850000000000007,-0.001125000000000003,-0.001125000000000003,7.919758056827708e-19,1.108766127955879e-18,1.516188975585198e-19,0.0015,-0.0004499999999999999,-0.0004500000000000001,2.191976945084134e-19,4.627629695930429e-19,6.636033712078005e-20,0.001350000000000007,-0.0006750000000000033,-0.0006750000000000033,5.727781111743577e-19,6.460031583628363e-19,8.525856043773971e-20,0.001350000000000007,0.125
5,0.5,1,3,0.211324865405185,0.7886751345948151,0.2113248654051851,600,300000000,0,-1.490116119384766e-08,7.782411774226191e-09,-8.158108498362261e-09,-1.076835580135036e-08,0.002850000000000007,-0.001125000000000003,-0.001125000000000003,-2.710505431213761e-20,-2.168404344971009e-19,-3.693063650028749e-19,0.0015,-0.0004500000000000001,-0.0004500000000000001,1.011713530649405e-19,-1.060554104787094e-19,-1.399886254175547e-19,0.001350000000000006,-0.0006750000000000031,-0.0006750000000000031,-1.282764073770781e-19,-1.107850240183915e-19,-2.293177395853202e-19,0.001350000000000006,0.1250000000000001
5,0.5,1,4,0.7886751345948151,0.7886751345948151,0.211324865405185,600,300000000,0,-1.490116119384766e-08,2.068658796319713e-08,-1.152530636884437e-08,-5.632054534537305e-11,0.002850000000000007,-0.001125000000000003,-0.001125000000000003,6.606856988583543e-19,-2.168404344971009e-19,-4.912791094074942e-20,0.0015,-0.0004500000000000001,-0.0004500000000000001,2.689256435215628e-19,-1.498289827949767e-19,-7.321670894898466e-22,0.001350000000000006,-0.0006750000000000032,-0.0006750000000000031,3.917600553367915e-19,-6.701145170212407e-20,-4.839574385125959e-20,0.001350000000000006,0.125
5,0.5,1,5,0.211324865405185,0.211324865405185,0.7886751345948151,600,300000000.0000002,8.195638656616211e-08,6.705522537231445e-08,-9.104146162458868e-09,-1.261045816255119e-09,5.604302406844833e-09,0.002850000000000007,-0.001125000000000004,-0.001125000000000003,-1.727947212398773e-19,3.388131789017201e-21,3.659182332138577e-19,0.001500000000000001,-0.00045,-0.0004500000000000002,-1.183539001119653e-19,-1.639359561131655e-20,7.285593128898283e-20,0.001350000000000007,-0.0006750000000000034,-0.0006750000000000035,-5.444082112791199e-20,1.978172740033376e-20,2.930623019248748e-19,0.001350000000000007,0.125
5,0.5,1,6,0.7886751345948151,0.211324865405185,0.788675134594815,600,299999999.9999999,-2.235174179077148e-08,-2.235174179077148e-08,-3.954801425753708e-08,2.750651872580807e-08,2.201914442062784e-08,0.002850000000000007,-0.001125000000000003,-0.001125000000000004,-6.539094352803199e-19,9.147955830346444e-19,6.132518538121134e-19,0.0015,-0.0004500000000000002,-0.0004500000000000002,-5.14124185347982e-19,3.575847434355049e-19,2.862488774681619e-19,0.001350000000000007,-0.0006750000000000034,-0.0006750000000000035,-1.397852499323379e-19,5.572108395991395e-19,3.270029763439515e-19,0.001350000000000007,0.125
