time,element,point,stress_rr,stress_zz,stress_hoop,stress_rz,elastic_rr,elastic_zz,elastic_hoop,elastic_rz,plastic_rr,plastic_zz,plastic_hoop,plastic_rz,creep_rr,creep_zz,creep_hoop,creep_rz,equiv_plastic,equiv_creep,radius,axial,volume
0.20000000298023224,1,1,-0.37253177165985107,499375976.8261593,-0.37253174185752869,-1.1476690322628523e-08,-0.00074906396654310066,0.0024968798852483933,-0.00074906396654310045,-7.4598487097085396e-20,0.0,0.0,0.0,0.0,-0.0012453256434107182,0.0024906512868214364,-0.001245325643410718,-8.5860458328973798e-20,0.0,0.0024906512868214364,0.00011247711826601792,0.00011326517370615633,5.4693908130227756e-11
0.20000000298023224,1,2,-0.37253192067146301,499375976.82615906,-0.37253192067146301,2.223714570313575e-08,-0.00074906396654310066,0.0024968798852483933,-0.0007490639665431011,1.4454144707038236e-19,0.0,0.0,0.0,0.0,-0.0012453256434107173,0.0024906512868214346,-0.0012453256434107173,1.6636255473713235e-19,0.0,0.002490651286821435,0.00049900379860188203,0.00011326517370615632,3.8823850878279895e-10
0.20000000298023224,1,3,-0.37253180146217346,499375976.82615912,-0.37253189086914063,1.8845662410467127e-08,-0.00074906396654310001,0.0024968798852483924,-0.00074906396654310088,1.224968056680363e-19,0.0,0.0,0.0,0.0,-0.0012453256434107162,0.0024906512868214338,-0.0012453256434107171,1.4098988180289457e-19,0.0,0.0024906512868214338,0.00088553047893774606,0.00011326517370615632,4.3060422784827417e-10
0.20000000298023224,1,4,-0.37253189086914063,499375976.82615912,-0.37253192067146301,-3.945049542322863e-08,-0.00074906396654310045,0.002496879885248392,-0.00074906396654310066,-2.564282202509861e-19,0.0,0.0,0.0,0.0,-0.0012453256434107167,0.0024906512868214333,-0.0012453256434107169,-2.9514063054092287e-19,0.0,0.0024906512868214333,0.00011247711826601794,0.00050249999999999991,8.751025300836383e-11
0.20000000298023224,1,5,-0.3725321888923645,499375976.82615876,-0.3725321888923645,-7.7655232494835325e-09,-0.00074906396654310066,0.0024968798852483907,-0.0007490639665431011,-5.0475901121642982e-20,0.0,0.0,0.0,0.0,-0.0012453256434107169,0.0024906512868214338,-0.0012453256434107169,-5.8096138052128807e-20,0.0,0.002490651286821434,0.00049900379860188203,0.00050250000000000002,6.211816140524742e-10
0.20000000298023224,1,6,-0.37253203988075256,499375976.82615894,-0.37253206968307495,-5.4573635885006002e-09,-0.00074906396654310088,0.002496879885248392,-0.0007490639665431011,-3.5472863325253912e-20,0.0,0.0,0.0,0.0,-0.0012453256434107167,0.0024906512868214333,-0.0012453256434107169,-4.0828124294042685e-20,0.0,0.0024906512868214333,0.00088553047893774606,0.00050249999999999991,6.889667645572341e-10
0.20000000298023224,1,7,-0.37253192067146301,499375976.826159,-0.37253189086914063,-3.4780814042811413e-08,-0.00074906396654309958,0.0024968798852483898,-0.00074906396654309936,-2.260752912782741e-19,0.0,0.0,0.0,0.0,-0.0012453256434107162,0.0024906512868214329,-0.001245325643410716,-2.6020538594498177e-19,0.0,0.0024906512868214325,0.00011247711826601794,0.00089173482629384361,5.4693908130227775e-11
0.20000000298023224,1,8,-0.37253248691558838,499375976.82615846,-0.37253245711326599,2.2556340913380035e-08,-0.0007490639665431011,0.0024968798852483894,-0.00074906396654310088,1.4661621593697026e-19,0.0,0.0,0.0,0.0,-0.0012453256434107156,0.0024906512868214316,-0.0012453256434107154,1.6875054694373118e-19,0.0,0.002490651286821431,0.00049900379860188203,0.00089173482629384361,3.8823850878279895e-10
0.20000000298023224,1,9,-0.37253186106681824,499375976.82615912,-0.37253186106681824,-4.7620468759500644e-08,-0.00074906396654310045,0.002496879885248392,-0.00074906396654310045,-3.0953304693675426e-19,0.0,0.0,0.0,0.0,-0.0012453256434107167,0.0024906512868214333,-0.0012453256434107167,-3.5626257732768164e-19,0.0,0.0024906512868214333,0.00088553047893774606,0.00089173482629384372,4.3060422784827427e-10
0.4000000059604645,1,1,6.4998865127563477e-05,605213738.21076453,6.4939260482788086e-05,1.8392157489223622e-08,-0.00090782060731591993,0.0030260686910536291,-0.0009078206073159195,1.1954902367995354e-19,0.0,0.0,0.0,0.0,-0.0034621208186718698,0.0069242416373437405,-0.0034621208186718698,1.161350284231965e-19,0.0,0.0069242416373437405,0.000112210240034992,0.00011382868203305263,5.470548715230396e-11
