field	count	relative_l2_percent	relative_absolute_peak_percent	maximum_pointwise_relative_percent	zero_reference_count	maximum_zero_reference_absolute_difference	maximum_absolute_difference	maximum_pointwise_actual	maximum_pointwise_reference	fuelsim_maximum	abaqus_maximum
temperature_corner	1617	0.014261664305769892	0.024300017761768506	0.02430002391489958	0	0.0	0.1470043797994549	605.1027044822963	604.9557001024968	605.1027044822963	604.9558532864061
temperature_interpolated	4352	0.014463077538575233	0.02429474676816417	0.02429475197779759	0	0.0	0.14697249013909186	605.1026858615149	604.9557133713759	605.1026858615149	604.9558430947902
displacement_x	5969	21.93713013118108	22.401801661658556	4103.935733069425	0	0.0	2.568323923692165e-06	-2.2507080197204372e-20	-5.353811672275792e-22	1.1450553543008238e-05	1.146480967237532e-05
displacement_y	5969	21.937130131182446	22.401801661660105	1328921.514788725	0	0.0	2.5683239236923343e-06	-3.531297242655305e-20	2.657465433359394e-24	1.145055354300817e-05	1.146480967237528e-05
displacement_z	5969	0.2574696632324463	0.7391643585271406	108.71688978718433	0	0.0	4.4350449499592625e-06	-2.076361947604812e-07	2.381998623703498e-06	0.0006	0.0006000079547661816
radial_displacement	5969	21.93299152297134	22.402470198511526	4103.935733069425	0	0.0	2.568405486774535e-06	2.2507080197204372e-20	5.353811672275792e-22	1.145064818421496e-05	1.146483161908273e-05
tangential_displacement	5969	1880.3276745605406	1936.6271046731079	1328921.5147887245	0	0.0	4.9764943933337837e-08	3.531297242655304e-20	-2.657465433359394e-24	5.233453116136818e-08	2.569670940433207e-09
contact_pressure	416	29.4997246328232	37.14501987289858	41.17577992238753	0	0.0	26915.541120016016	92050.11366446812	65202.48283032216	92620.99642759476	72460.69920574708
recovered_contact_pressure_integral	1	26.00592521246028	26.00592521246028	26.00592521246028	0	0.0	2.163626903072206	10.483372827879922	8.319745924807716	10.483372827879922	8.319745924807716
recovered_contact_shear_integral	1	31.88102978749895	31.88102978749895	31.88102978749895	0	0.0	0.005068518526699855	0.020966745655759848	0.015898227129059993	0.020966745655759848	0.015898227129059993
recovered_contact_heat_integral	1	206.65228638958274	206.65228638958274	206.65228638958274	0	0.0	0.9926204893383703	1.4729541486849083	0.48033365934653793	1.4729541486849083	0.48033365934653793
equivalent_stress	13824	37.15203008683828	55.454915071873636	496.5036938643406	0	0.0	66619144.776523896	49310503.70447358	8266588.155561025	75837665.84440774	120132083.3152131
equivalent_plastic_strain	13824	37.93048780507956	55.92040609266894	564.8306284910637	0	0.0	0.003330957238826193	0.002415525185223678	0.0003633294077780512	0.0037418832922203804	0.005956604165760654
equivalent_creep_strain	13824	82.30856983428909	87.7761933554942	20225.021025831098	0	0.0	0.0003262450294011888	5.6345275566532846e-05	2.772212412224497e-07	0.0001064808928168912	0.000371678261416389
